Quantum AI Pro 分析報告 (20260318)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                   Reason
  3088.TWO                              艾訊    6.5    84.10 🚀 極強勢攻擊   50.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(50.04%) | 董監持股增加】
  3663.TWO                              鑫科    5.5    74.30 🚀 極強勢攻擊   38.5%         趨勢強勁 / 【EPS連2成長 | 營收爆發(157.91%)】
   2353.TW                             宏��    5.5    28.90 🚀 極強勢攻擊   33.3%          趨勢強勁 / 【EPS連2成長 | 營收爆發(39.83%)】
   4770.TW                              上品    5.5   241.50 🚀 極強勢攻擊   33.3%          趨勢強勁 / 【EPS連2成長 | 營收爆發(51.15%)】
  4556.TWO                              旭然    5.5    29.20 🚀 極強勢攻擊   61.1%          趨勢強勁 / 【EPS連2成長 | 營收爆發(31.02%)】
  5498.TWO                              凱崴    5.5    67.20 🚀 極強勢攻擊   53.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(54.92%)】
  4973.TWO                              廣穎    5.5    89.30 🚀 極強勢攻擊   70.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
   8462.TW                              柏文    5.5   147.50 🚀 極強勢攻擊   50.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(30.55%)】
  4542.TWO                              科嶠    5.0   188.50 🚀 極強勢攻擊   60.0%           趨勢強勁 / 【營收爆發(96.66%) | 董監持股增加】
   3036.TW                              文曄    5.0   256.00 🚀 極強勢攻擊   89.5%          趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
  3093.TWO                             港建*    5.0    50.00 🚀 極強勢攻擊   63.2%            趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
  5536.TWO                             聖暉*    4.5   683.00 🚀 極強勢攻擊   45.0%        【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
  8299.TWO                              群聯    4.5  1975.00 🚀 極強勢攻擊   36.8%       【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   6120.TW                              達運    4.5    13.55 🚀 極強勢攻擊   53.8%                趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   5706.TW                              鳳凰    4.5    52.00 🚀 極強勢攻擊   33.3%                趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  5345.TWO                              馥鴻    4.0    22.50 🚀 極強勢攻擊    0.0%                   趨勢強勁 / 【營收爆發(214.64%)】
  5514.TWO                              三豐    4.0    16.10 🚀 極強勢攻擊   40.0%                  趨勢強勁 / 【營收爆發(6851.87%)】
  7781.TWO                            昕力資*    4.0    29.95 🚀 極強勢攻擊   25.0%                    趨勢強勁 / 【營收爆發(42.08%)】
   8112.TW                              至上    4.0    94.60 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(136.81%)】
  8472.TWO                             夠麻吉    4.0    80.20 🚀 極強勢攻擊   75.0%                    趨勢強勁 / 【營收爆發(30.76%)】
  6016.TWO                             康和證    4.0    18.15 🚀 極強勢攻擊   44.4%                   趨勢強勁 / 【營收爆發(151.85%)】
   6477.TW                              安集    4.0    38.10 🚀 極強勢攻擊   66.7%                    趨勢強勁 / 【營收爆發(78.94%)】
   2425.TW                              承啟    4.0    30.95 🚀 極強勢攻擊    0.0%                    趨勢強勁 / 【營收爆發(43.93%)】
   8105.TW                              凌巨    4.0    13.70 🚀 極強勢攻擊   28.6%                外資買1338張 / 趨勢強勁 / 【無財報資料】
   6531.TW                             愛普*    4.0   572.00 🚀 極強勢攻擊   85.7%                   趨勢強勁 / 【營收爆發(146.68%)】
   3706.TW                              神達    4.0    84.50 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(34.35%)】
   2010.TW                              春源    4.0    24.95 🚀 極強勢攻擊   46.7%                    趨勢強勁 / 【營收爆發(30.29%)】
  3066.TWO                              李洲    4.0    21.85 🚀 極強勢攻擊   54.5%                    趨勢強勁 / 【營收爆發(42.57%)】
   2451.TW                              創見    4.0   313.50 🚀 極強勢攻擊   45.5%                   趨勢強勁 / 【營收爆發(246.28%)】
  5386.TWO                              青雲    4.0   417.00 🚀 極強勢攻擊   80.0%                  趨勢強勁 / 【營收爆發(1025.37%)】
  6788.TWO                             華景電    4.0   385.00 🚀 極強勢攻擊   62.5%                    趨勢強勁 / 【營收爆發(35.54%)】
   3702.TW                             大聯大    4.0    93.10 🚀 極強勢攻擊   70.6%                    趨勢強勁 / 【營收爆發(44.57%)】
  3555.TWO                             博士旺    4.0   204.50 🚀 極強勢攻擊   66.7%                  趨勢強勁 / 【營收爆發(3727.37%)】
  6637.TWO                              醫影    4.0    74.70 🚀 極強勢攻擊   60.0%                   趨勢強勁 / 【營收爆發(196.31%)】
  5351.TWO                              鈺創    4.0    84.80 🚀 極強勢攻擊   53.3%                   趨勢強勁 / 【營收爆發(310.99%)】
  1294.TWO                            漢田生技    4.0    86.20 🚀 極強勢攻擊   21.4%                   趨勢強勁 / 【營收爆發(117.94%)】
  6265.TWO                             方土昶    4.0    46.90 🚀 極強勢攻擊   77.8%                   趨勢強勁 / 【營收爆發(435.72%)】
   2414.TW                              精技    4.0    44.30 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(54.11%)】
  7583.TWO                            國際海洋    4.0    72.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(64.81%)】
  3664.TWO                           安瑞-KY    4.0    13.50 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(43.94%)】
  4721.TWO                             美琪瑪    4.0    71.50 🚀 極強勢攻擊    0.0%                     趨勢強勁 / 【營收爆發(31.1%)】
  6727.TWO                            亞泰金屬    4.0   290.00 🚀 極強勢攻擊   58.3%                    趨勢強勁 / 【營收爆發(265.8%)】
   8271.TW                              宇瞻    4.0   204.50 🚀 極強勢攻擊   70.6%                   趨勢強勁 / 【營收爆發(193.82%)】
  5205.TWO                              中茂    4.0    27.25 🚀 極強勢攻擊   40.0%                   趨勢強勁 / 【營收爆發(204.44%)】
   6024.TW                             群益期    4.0    55.10 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(152.89%)】
   2308.TW                             台達電    4.0  1465.00 🚀 極強勢攻擊   54.5%                    趨勢強勁 / 【營收爆發(32.87%)】
   6902.TW                        GOGOLOOK    2.5    77.80  📈 多頭續攻   40.0%        【EPS連2成長 | 營收爆發(37.39%) | 董監持股增加】
  4991.TWO                           環宇-KY    2.5   353.50  📈 多頭續攻   60.0%       【EPS連2成長 | 營收爆發(155.98%) | 董監持股增加】
   6994.TW                            富威電力    2.5    78.00  📈 多頭續攻   40.0%       【EPS連2成長 | 營收爆發(114.38%) | 董監持股增加】
   2520.TW                              冠德    2.0    32.40  📈 多頭續攻   53.8%                           趨勢強勁 / 【無財報資料】
   2324.TW                              仁寶    2.0    32.85  📈 多頭續攻   54.5%                                     趨勢強勁
   1609.TW                              大亞    2.0    35.30  📈 多頭續攻   38.5%                           【營收爆發(41.09%)】
   1718.TW                              中纖    2.0     7.44  📈 多頭續攻   46.7%                                     趨勢強勁
  6903.TWO                              巨漢    2.0   311.00  📈 多頭續攻   46.2%                          【營收爆發(586.45%)】
  00910.TW                         第一金太空衛星    2.0    57.65  📈 多頭續攻   43.8%                                     趨勢強勁
  5328.TWO                              華容    2.0    28.85  📈 多頭續攻   66.7%                           【營收爆發(35.41%)】
   3017.TW                              奇鋐    2.0  1850.00  📈 多頭續攻   58.8%                           【營收爆發(74.74%)】
   6166.TW                              凌華    2.0    61.20  📈 多頭續攻   44.4%                           【營收爆發(58.39%)】
  7547.TWO                              碩網    2.0    63.00  📈 多頭續攻   55.0%                           趨勢強勁 / 【無財報資料】
   3694.TW                              海華    2.0    58.60  📈 多頭續攻   50.0%                           【營收爆發(58.57%)】
   2897.TW                            王道銀行    2.0     9.92  📈 多頭續攻   52.9%                           【營收爆發(55.65%)】
   3481.TW                              群創    2.0    27.95  📈 多頭續攻   37.5%                                     趨勢強勁
   3034.TW                              聯詠    2.0   382.50  📈 多頭續攻   71.4%                                     趨勢強勁
   3040.TW                              遠見    2.0    48.05  📈 多頭續攻   66.7%                                     趨勢強勁
  3548.TWO                              兆利    2.0    84.60  📈 多頭續攻   58.3%                           趨勢強勁 / 【無財報資料】
  5291.TWO                              邑昇    2.0    55.40  📈 多頭續攻   57.9%                           【營收爆發(34.27%)】
00864B.TWO                       中信美國公債0-1    2.0    46.46  📈 多頭續攻   40.0%                                     趨勢強勁
   5515.TW                              建國    2.0    36.75  📈 多頭續攻   30.0%                           趨勢強勁 / 【無財報資料】
  6122.TWO                              擎邦    2.0    52.60  📈 多頭續攻   61.5%                                     趨勢強勁
 00686R.TW                        群益臺灣加權反1    2.0     1.36  📈 多頭續攻   63.6%                                     趨勢強勁
   2357.TW                              華碩    2.0   594.00  📈 多頭續攻   50.0%                           【營收爆發(79.97%)】
  2641.TWO                              正德    2.0    18.90  📈 多頭續攻   70.0%                           【營收爆發(33.43%)】
   6715.TW                              嘉基    2.0   330.00  📈 多頭續攻   66.7%                                     趨勢強勁
  4127.TWO                              天良    2.0    35.50  📈 多頭續攻   35.0%                          【營收爆發(139.06%)】
   2409.TW                              友達    2.0    16.20  📈 多頭續攻   46.2%                                     趨勢強勁
  3691.TWO                              碩禾    2.0   118.00  📈 多頭續攻   62.5%                          【營收爆發(195.71%)】
  3324.TWO                              雙鴻    2.0  1030.00  📈 多頭續攻   36.8%                           【營收爆發(66.95%)】
   2458.TW                              義隆    2.0   141.00  📈 多頭續攻   54.5%                                     趨勢強勁
   3013.TW                             晟銘電    2.0    99.40  📈 多頭續攻   50.0%                           【營收爆發(49.92%)】
   2923.TW                           鼎固-KY    2.0    18.80  📈 多頭續攻   50.0%                          【營收爆發(481.14%)】
   6598.TW                          ABC-KY    2.0    24.80  📈 多頭續攻   42.9%                           【營收爆發(87.92%)】
  6616.TWO                           特昇-KY    2.0    10.05  📈 多頭續攻   70.0%                                     趨勢強勁
   1711.TW                              永光    2.0    39.35  📈 多頭續攻   50.0%                                     趨勢強勁
   2495.TW                              普安    2.0    35.95  📈 多頭續攻   44.4%                           【營收爆發(37.67%)】
   4956.TW                              光鋐    2.0    31.75  📈 多頭續攻   46.2%                                     趨勢強勁
   2376.TW                              技嘉    2.0   249.50  📈 多頭續攻   72.7%                            【營收爆發(47.4%)】
   5284.TW                          jpp-KY    2.0   275.00  📈 多頭續攻   45.0%                           【營收爆發(50.24%)】
 00632R.TW                        元大台灣50反1    2.0    13.75  📈 多頭續攻   47.4%                                     趨勢強勁
   6805.TW                             富世達    2.0  1840.00  📈 多頭續攻   45.0%                           【營收爆發(51.13%)】
  6508.TWO                              惠光    2.0    28.20  📈 多頭續攻   70.6%                                     趨勢強勁
  4543.TWO                              萬在    2.0    33.50  📈 多頭續攻   46.2%                           趨勢強勁 / 【無財報資料】
   6239.TW                              力成    2.0   211.00  📈 多頭續攻   50.0%                           【營收爆發(34.63%)】
  6217.TWO                             中探針    2.0   167.00  📈 多頭續攻   82.4%                           【營收爆發(42.94%)】
  6419.TWO                             京晨科    2.0    92.00  📈 多頭續攻   35.0%                                     趨勢強勁
  3131.TWO                              弘塑    2.0  2275.00  📈 多頭續攻   66.7%                           【營收爆發(41.97%)】
   3266.TW                              昇陽    2.0    13.35  📈 多頭續攻   33.3%                          【營收爆發(222.03%)】
   2903.TW                              遠百    2.0    23.45  📈 多頭續攻   41.7%                                     趨勢強勁
   3031.TW                              佰鴻    2.0    22.45  📈 多頭續攻   35.0%                           趨勢強勁 / 【無財報資料】
  3675.TWO                              德微    2.0   212.50  📈 多頭續攻   35.0%                                     趨勢強勁
  3293.TWO                              鈊象    2.0   745.00  📈 多頭續攻   25.0%                                     趨勢強勁
  8431.TWO                             匯鑽科    2.0    72.90  📈 多頭續攻   50.0%                            【營收爆發(32.1%)】
   2478.TW                              大毅    2.0    70.90  📈 多頭續攻   50.0%                           【營收爆發(37.97%)】
  4903.TWO                             聯光通    2.0    43.60  📈 多頭續攻   43.8%                           【營收爆發(102.6%)】
   6668.TW                             中揚光    2.0    34.70  📈 多頭續攻   45.0%                           【營收爆發(41.28%)】
   2069.TW                              運錩    2.0    18.80  📈 多頭續攻   60.0%                                     趨勢強勁
   8103.TW                              瀚荃    2.0    88.00  📈 多頭續攻   46.7%                           【營收爆發(43.57%)】
   4764.TW                              雙鍵    2.0   155.00  📈 多頭續攻   42.9%                                     趨勢強勁
   6214.TW                              精誠    2.0   113.50  📈 多頭續攻   80.0%                           【營收爆發(39.19%)】
  1799.TWO                              易威    2.0    43.60  📈 多頭續攻   25.0%                           趨勢強勁 / 【無財報資料】
  5490.TWO                              同亨    2.0    27.10  📈 多頭續攻   50.0%                                     趨勢強勁
   6426.TW                              統新    2.0   158.50  📈 多頭續攻   65.0%                          【營收爆發(100.66%)】
   3533.TW                              嘉澤    2.0  1915.00  📈 多頭續攻   55.0%                           【營收爆發(31.46%)】
   2383.TW                             台光電    2.0  2700.00  📈 多頭續攻   56.2%                           【營收爆發(45.01%)】
  6823.TWO                              濾能    2.0    64.10  📈 多頭續攻   50.0%                           趨勢強勁 / 【無財報資料】
  8027.TWO                              鈦昇    2.0   109.00  📈 多頭續攻   50.0%                           【營收爆發(62.78%)】
   9945.TW                             潤泰新    2.0    26.70  📈 多頭續攻   33.3%                           【營收爆發(58.08%)】
   2851.TW                             中再保    2.0    30.55  📈 多頭續攻   21.1%                           趨勢強勁 / 【無財報資料】
   3715.TW                            定穎投控    2.0   173.50  📈 多頭續攻   35.7%                                     趨勢強勁
  2752.TWO                              豆府    2.0   213.50  📈 多頭續攻   50.0%                           趨勢強勁 / 【無財報資料】
  5274.TWO                              信驊    2.0 12345.00  📈 多頭續攻   50.0%                           【營收爆發(65.94%)】
  6693.TWO                             廣閎科    2.0   102.00  📈 多頭續攻   47.1%                           趨勢強勁 / 【無財報資料】
  6739.TWO                            竹陞科技    2.0  1190.00  📈 多頭續攻   57.9%                           【營收爆發(90.86%)】
   4949.TW                            有成精密    2.0    67.80  📈 多頭續攻   75.0%                                     趨勢強勁
  6870.TWO                              騰雲    2.0   194.00  📈 多頭續攻   55.0%                           趨勢強勁 / 【無財報資料】
  3441.TWO                             聯一光    2.0    32.50  📈 多頭續攻   40.0%                           【營收爆發(36.12%)】
   2022.TW                              聚亨    2.0     9.05  📈 多頭續攻   54.5%                           【營收爆發(76.64%)】
   4938.TW                              和碩    2.0    78.20  📈 多頭續攻   50.0%                                     趨勢強勁
   8016.TW                              矽創    2.0   201.50  📈 多頭續攻    0.0%                                     趨勢強勁
   2548.TW                              華固    2.0   115.50  📈 多頭續攻   50.0%                        【營收爆發(19257.44%)】
   1309.TW                             台達化    2.0    15.60  📈 多頭續攻   33.3%                                     趨勢強勁
  3158.TWO                              嘉實    2.0    91.90  📈 多頭續攻   60.0%                                     趨勢強勁
   2723.TW                           美食-KY    2.0    70.50  📈 多頭續攻   83.3%                                     趨勢強勁
   4540.TW                            全球傳動    2.0    46.75  📈 多頭續攻   14.3%                           【營收爆發(85.11%)】
  5548.TWO                              安倉    2.0    23.75  📈 多頭續攻   47.1%                           【營收爆發(95.11%)】
   2468.TW                              華經    2.0    40.25  📈 多頭續攻   55.0%                                     趨勢強勁
   7740.TW                           熙特爾-創    2.0   200.50  📈 多頭續攻   66.7%                          【營收爆發(604.32%)】
