=== 20260318 K棒型態掃描報表 ===
Stock_ID     Stock_Name      Close    Vol_R    Pattern
5278.TWO     尚凡*             24.65    0.37     一般
3054.TW      立萬利             90.30    0.73     一般
2031.TW      新光鋼             40.10    1.13     !!十字星(變盤) / !!避雷針(高檔賣壓)
3317.TWO     尼克森             47.90    0.58     一般
4416.TWO     三圓              15.45    0.22     一般
4905.TWO     台聯電             73.90    1.16     !!十字星(變盤)
8155.TWO     博智              245.00   0.66     !!十字星(變盤)
6741.TWO     91APP*-KY       62.20    0.75     一般
1319.TW      東陽              83.90    0.93     一般
6925.TWO     意藍              73.60    2.09     ★量能爆發 / !!避雷針(高檔賣壓)
6285.TW      啟��             173.50   0.87     一般
4744.TWO     皇將              37.10    1.57     ★量能爆發
00642U.TW    期元大S&P石油        24.98    0.58     一般
6994.TW      富威電力            78.00    1.77     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓)
3576.TW      聯合再生            25.60    1.87     ★量能爆發
8112.TW      至上              94.60    0.84     !!十字星(變盤)
00633L.TW    富邦上証正2          47.09    0.81     一般
4121.TWO     優盛              18.00    1.30     一般
00773B.TWO   中信優先金融債         36.15    0.71     一般
1535.TW      中宇              52.90    0.36     一般
6642.TWO     富致              56.00    0.70     一般
4402.TWO     郡都開發            17.25    1.49     一般
00885.TW     富邦越南            17.69    1.07     一般
8034.TWO     榮群              25.55    1.01     !!十字星(變盤)
6589.TW      台康生技            59.40    2.19     ★量能爆發
4109.TWO     加捷生醫            13.35    0.74     一般
8105.TW      凌巨              13.70    1.53     ★量能爆發
1721.TW      三晃              19.65    0.98     一般
7722.TW      LINEPAY         346.00   0.98     一般
1434.TW      福懋              16.75    0.96     !!十字星(變盤) / !!避雷針(高檔賣壓)
6902.TW      GOGOLOOK        77.80    0.53     一般
2461.TW      光群雷             16.50    0.80     一般
6461.TWO     益得              19.40    0.83     !!十字星(變盤) / !!避雷針(高檔賣壓)
7805.TWO     威聯通             674.00   0.52     一般
6961.TWO     旅天下             59.90    0.78     一般
3339.TWO     泰谷              32.10    0.43     一般
8131.TW      福懋科             68.00    1.41     一般
7752.TWO     世紀樺欣            48.45    1.32     一般
6026.TWO     福邦證             15.30    1.76     ★量能爆發
00637L.TW    元大滬深300正2       19.45    1.18     一般
4538.TWO     大詠城             18.80    0.63     一般
6962.TW      奕力-KY           31.30    1.03     一般
3323.TWO     加百裕             35.75    1.14     一般
00664R.TW    國泰臺灣加權反1        2.23     0.71     !!十字星(變盤) / !!避雷針(高檔賣壓)
8091.TWO     翔名              138.00   1.46     一般
2064.TWO     晉椿              12.35    0.01     !!十字星(變盤)
7810.TWO     捷創科技            215.00   1.37     !!十字星(變盤)
2434.TW      統懋              29.45    1.24     一般
7610.TW      聯友金屬-創          321.00   1.09     一般
4952.TW      凌通              45.00    1.05     !!多頭吞噬(強漲)
1219.TW      福壽              13.55    0.93     一般
1623.TW      大東電             208.50   1.29     一般
6187.TWO     萬潤              700.00   1.01     一般
00980A.TW    主動野村臺灣優選        17.81    1.28     !!避雷針(高檔賣壓)
00929.TW     復華台灣科技優息        20.15    2.20     ★量能爆發
8249.TW      菱光              52.30    1.43     一般
2252.TWO     為昇科             14.30    2.20     ★量能爆發
2034.TW      允強              20.45    1.23     !!避雷針(高檔賣壓)
00947.TW     台新臺灣IC設計        25.96    1.28     一般
2483.TW      百容              21.50    1.00     一般
3285.TWO     微端              29.50    0.60     一般
3581.TWO     博磊              74.00    1.44     一般
3380.TW      明泰              35.95    0.62     一般
5301.TWO     寶得利             9.38     0.10     !!十字星(變盤)
6875.TWO     國邑*             40.10    1.52     ★量能爆發
1795.TW      美時              247.50   1.06     一般
2406.TW      國碩              36.90    1.42     一般
4401.TWO     東隆興             15.05    0.88     !!十字星(變盤) / !!避雷針(高檔賣壓)
6147.TWO     頎邦              71.90    2.36     ★量能爆發
8032.TWO     光菱              35.90    1.14     一般
6667.TWO     信紘科             256.00   0.91     一般
6231.TWO     系微              241.00   2.66     ★量能爆發
00674R.TW    期元大S&P黃金反1      4.98     1.08     一般
00751B.TWO   元大AAA至A公司債      32.25    0.68     一般
5015.TWO     華祺              26.30    0.41     一般
6657.TW      華安              47.65    0.78     !!避雷針(高檔賣壓)
6799.TW      來頡              82.50    1.82     ★量能爆發
6689.TW      伊雲谷             78.70    2.72     ★量能爆發
2427.TW      三商電             24.15    0.94     一般
1536.TW      和大              53.00    1.97     ★量能爆發 / !!十字星(變盤)
6716.TWO     應廣              89.10    4.35     ★量能爆發
3664.TWO     安瑞-KY           13.50    0.72     !!避雷針(高檔賣壓)
3665.TW      貿聯-KY           1690.00  1.06     一般
3714.TW      富采              47.20    0.74     一般
3218.TWO     大學光             143.00   0.97     一般
6698.TW      旭暉應材            33.30    3.89     ★量能爆發
5228.TWO     鈺鎧              24.90    4.22     ★量能爆發
5880.TW      合庫金             23.20    1.06     !!避雷針(高檔賣壓)
2243.TW      宏旭-KY           20.50    2.42     ★量能爆發
2349.TW      錸德              13.10    0.99     一般
4161.TWO     聿新科             25.10    0.87     !!十字星(變盤)
5452.TWO     佶優              34.50    0.84     一般
4923.TWO     力士              41.30    2.90     ★量能爆發 / !!十字星(變盤)
3591.TW      艾笛森             20.00    0.46     一般
7734.TWO     印能科技            1900.00  1.29     一般
2401.TW      凌陽              21.15    1.23     一般
6906.TW      現觀科             70.40    0.51     !!避雷針(高檔賣壓)
3563.TW      牧德              731.00   0.90     一般
6279.TWO     胡連              115.00   0.89     !!空頭吞噬(起跌)
3324.TWO     雙鴻              1030.00  0.89     一般
3577.TWO     泓格              62.40    1.12     一般
3357.TWO     臺慶科             167.50   1.21     一般
4609.TWO     唐鋒              4.69     2.00     ★量能爆發
2254.TW      巨鎧精密-創          69.50    0.99     !!十字星(變盤)
2369.TW      菱生              31.55    2.34     ★量能爆發
6221.TWO     晉泰              27.65    0.83     一般
2250.TW      IKKA-KY         67.20    0.79     一般
7751.TWO     竑騰              1565.00  2.04     ★量能爆發
8489.TWO     三貝德             25.85    0.24     !!避雷針(高檔賣壓)
1773.TW      勝一              148.00   0.56     一般
6844.TWO     諾貝兒             64.30    1.03     一般
6931.TW      青松健康            54.50    2.97     ★量能爆發 / !!多頭吞噬(強漲)
4956.TW      光鋐              31.75    0.51     !!空頭吞噬(起跌)
5876.TW      上海商銀            39.60    0.66     一般
4977.TW      眾達-KY           187.50   0.82     一般
00632R.TW    元大台灣50反1        13.75    0.88     !!避雷針(高檔賣壓)
8935.TWO     邦泰              18.80    1.10     一般
3704.TW      合勤控             34.60    1.18     一般
8213.TW      志超              33.95    0.51     一般
5227.TWO     立凱-KY           25.85    0.79     !!避雷針(高檔賣壓)
3521.TWO     台鋼建設            13.85    1.07     !!避雷針(高檔賣壓)
3564.TWO     其陽              45.50    1.19     !!避雷針(高檔賣壓)
6419.TWO     京晨科             92.00    0.78     一般
2845.TW      遠東銀             12.45    0.76     一般
3266.TW      昇陽              13.35    0.63     一般
2812.TW      台中銀             20.50    0.72     一般
00959B.TWO   大華投等美債15Y+      9.45     0.56     一般
2724.TWO     藝舍-KY           19.50    0.26     !!十字星(變盤)
2867.TW      三商壽             7.69     0.74     一般
4906.TW      正文              33.45    3.40     ★量能爆發 / !!十字星(變盤)
1203.TW      味王              38.95    0.70     一般
2002.TW      中鋼              19.30    1.12     !!避雷針(高檔賣壓)
2478.TW      大毅              70.90    1.05     一般
6015.TWO     宏遠證             14.20    1.78     ★量能爆發
4560.TW      強信-KY           33.50    1.16     一般
8291.TWO     尚茂              13.95    0.00     !!十字星(變盤)
6865.TWO     偉康科技            35.60    1.43     一般
6988.TW      威力暘-創           14.50    0.48     一般
5543.TWO     桓鼎-KY           27.35    0.65     一般
6668.TW      中揚光             34.70    1.04     一般
020030.TW    統一智慧電動車N        11.68    0.14     一般
3691.TWO     碩禾              118.00   0.74     一般
9136.TW      巨騰-DR           9.79     0.66     !!避雷針(高檔賣壓)
2897.TW      王道銀行            9.92     1.08     一般
3592.TW      瑞鼎              220.00   1.00     一般
4760.TWO     勤凱              197.00   2.05     ★量能爆發 / !!避雷針(高檔賣壓)
4806.TWO     桂田文創            11.80    0.48     一般
1718.TW      中纖              7.44     0.76     !!避雷針(高檔賣壓)
6491.TW      晶碩              280.50   1.51     ★量能爆發
00955.TWO    中信日本商社          16.20    0.97     一般
3078.TWO     僑威              60.20    1.54     ★量能爆發 / !!空頭吞噬(起跌)
2484.TW      希華              27.90    1.16     一般
2520.TW      冠德              32.40    0.98     一般
6996.TWO     力領科技            172.00   0.60     !!十字星(變盤) / !!避雷針(高檔賣壓)
6166.TW      凌華              61.20    1.35     !!空頭吞噬(起跌)
6103.TWO     合邦              49.55    1.51     ★量能爆發
1338.TW      廣華-KY           15.65    0.51     一般
3023.TW      信邦              250.50   0.96     一般
00738U.TW    期元大道瓊白銀         64.65    1.48     一般
6672.TW      騰輝電子-KY         102.00   1.54     ★量能爆發
3694.TW      海華              58.60    0.97     一般
6160.TWO     欣技              17.05    1.86     ★量能爆發
5426.TWO     振發              20.25    0.78     一般
8048.TWO     德勝              61.50    0.91     一般
2312.TW      金寶              24.45    1.43     !!十字星(變盤)
2208.TW      台船              21.60    0.80     一般
009803.TW    保德信市值動能50       15.79    0.98     一般
7584.TWO     樂意              34.70    0.65     !!十字星(變盤)
8050.TWO     廣積              42.10    1.21     一般
2348.TW      海悅              80.80    0.91     一般
3455.TWO     由田              128.00   0.77     一般
2104.TW      國際中橡            12.70    1.05     !!避雷針(高檔賣壓)
6122.TWO     擎邦              52.60    0.64     一般
02001L.TW    未知              68.75    1.10     一般
2880.TW      華南金             33.40    0.97     一般
6435.TWO     大中              171.50   0.51     一般
6585.TW      鼎基              85.00    0.83     一般
6909.TW      創控              49.15    1.34     一般
8476.TW      台境*             19.35    1.05     !!空頭吞噬(起跌)
6530.TWO     創威              77.30    0.67     一般
3226.TWO     龍鋒              49.25    1.19     !!十字星(變盤) / !!避雷針(高檔賣壓)
6806.TW      森崴能源            41.40    0.62     !!空頭吞噬(起跌)
2755.TWO     揚秦              146.00   0.43     一般
3390.TWO     旭軟              22.05    0.59     一般
1605.TW      華新              33.90    1.00     一般
8038.TWO     長園科             43.60    0.65     一般
4726.TWO     永昕              32.80    1.19     !!十字星(變盤)
00648R.TW    元大S&P500反1      4.45     0.14     一般
3006.TW      晶豪科             213.50   1.54     ★量能爆發
1442.TW      名軒              26.90    0.74     !!空頭吞噬(起跌)
3376.TW      新日興             221.00   0.81     一般
1303.TW      南亞              86.20    0.55     一般
00715L.TW    期街口布蘭特正2        51.40    0.55     一般
8349.TWO     �矬�             43.15    0.66     一般
2633.TW      台灣高鐵            26.10    0.81     一般
4530.TWO     宏易              28.35    2.49     ★量能爆發
3693.TWO     營邦              530.00   1.40     一般
1295.TWO     生合              72.00    0.58     一般
6290.TWO     良維              219.50   0.96     一般
2543.TW      皇昌              69.70    0.77     一般
1762.TW      中化生             30.00    0.50     一般
2388.TW      威盛              51.70    1.22     !!十字星(變盤)
3360.TWO     尚立              15.30    0.86     一般
1256.TW      鮮活果汁-KY         156.00   0.41     一般
3260.TWO     威剛              477.50   0.10     !!十字星(變盤)
3673.TW      TPK-KY          42.00    2.54     ★量能爆發
2035.TWO     唐榮              28.40    0.00     !!十字星(變盤)
6418.TWO     詠昇              31.95    1.18     一般
5230.TWO     雷笛克光學           16.55    1.49     一般
3169.TWO     亞信              100.50   1.16     一般
1516.TW      川飛              22.55    0.42     一般
3413.TW      京鼎              307.00   1.30     !!避雷針(高檔賣壓)
00693U.TW    期街口S&P黃豆        21.64    1.18     一般
3516.TWO     亞帝歐             19.35    2.18     ★量能爆發
2201.TW      裕隆              28.10    1.16     !!十字星(變盤) / !!避雷針(高檔賣壓)
1323.TW      永裕              19.10    1.33     一般
3071.TWO     協禧              26.95    1.23     一般
00662.TW     富邦NASDAQ        101.95   0.75     一般
8046.TW      南電              567.00   1.31     一般
1229.TW      聯華              45.15    0.73     一般
00931B.TWO   統一美債20年         13.91    1.22     一般
2948.TWO     寶陞              39.50    0.34     !!十字星(變盤)
2419.TW      仲琦              31.20    3.31     ★量能爆發
2392.TW      正崴              37.10    0.76     一般
4741.TWO     泓瀚              26.95    4.18     ★量能爆發
4966.TWO     譜瑞-KY           515.00   0.92     一般
6186.TWO     新潤              42.40    1.08     一般
3045.TW      台灣大             110.00   1.41     一般
6515.TW      穎崴              7220.00  0.77     一般
8102.TWO     傑霖科技            54.00    2.89     ★量能爆發
8437.TWO     大地-KY           13.10    0.46     一般
00634R.TW    富邦上証反1          3.27     1.04     一般
8416.TWO     實威              170.00   0.48     !!十字星(變盤)
3715.TW      定穎投控            173.50   1.42     一般
6958.TW      日盛台駿            17.30    0.45     一般
3444.TWO     利機              66.00    1.76     ★量能爆發
8027.TWO     鈦昇              109.00   0.69     一般
4164.TW      承業醫             31.10    1.94     ★量能爆發
4991.TWO     環宇-KY           353.50   3.92     ★量能爆發
4542.TWO     科嶠              188.50   0.88     一般
6415.TW      矽力*-KY          289.50   1.01     一般
6573.TW      虹揚-KY           14.00    1.04     !!十字星(變盤)
2207.TW      和泰車             501.00   0.76     一般
3597.TWO     映興              23.45    1.01     一般
5536.TWO     聖暉*             683.00   0.64     一般
6104.TWO     創惟              97.60    1.79     ★量能爆發
2211.TW      長榮鋼             102.00   0.64     !!空頭吞噬(起跌)
4439.TW      冠星-KY           86.30    0.30     一般
00949.TW     復華日本龍頭          19.85    0.65     一般
2542.TW      興富發             36.50    1.24     一般
6431.TW      光麗-KY           22.45    1.46     !!十字星(變盤)
7721.TW      微程式             49.70    1.31     一般
6625.TW      必應              78.60    0.68     一般
02001R.TW    未知              0.70     2.13     ★量能爆發 / !!十字星(變盤)
4192.TWO     杏國              20.50    0.49     一般
00994A.TW    未知              12.66    3.69     ★量能爆發
9917.TW      中保科             114.50   0.43     !!十字星(變盤) / !!避雷針(高檔賣壓)
8074.TWO     鉅橡              65.90    2.31     ★量能爆發
4924.TWO     欣厚-KY           10.55    2.02     ★量能爆發 / !!避雷針(高檔賣壓)
5548.TWO     安倉              23.75    1.47     一般
8271.TW      宇瞻              204.50   0.39     一般
7455.TWO     樺緯物聯            62.00    0.00     !!十字星(變盤)
6167.TWO     久正              16.40    3.13     ★量能爆發
8047.TWO     星雲              53.90    0.76     一般
4540.TW      全球傳動            46.75    1.34     一般
3056.TW      富華新             14.70    0.59     !!十字星(變盤) / !!避雷針(高檔賣壓)
3158.TWO     嘉實              91.90    0.54     一般
1309.TW      台達化             15.60    0.43     !!避雷針(高檔賣壓)
00904.TW     新光臺灣半導體30       30.27    1.44     一般
6756.TW      威鋒電子            78.30    0.71     一般
6919.TW      康霈*             116.00   1.28     一般
3211.TWO     順達              305.00   0.50     一般
2360.TW      致茂              1565.00  1.56     ★量能爆發
00708L.TW    期元大S&P黃金正2      113.35   1.18     一般
9962.TWO     有益              10.70    1.69     ★量能爆發
6180.TWO     橘子              44.60    0.59     一般
8016.TW      矽創              201.50   0.81     一般
3094.TW      聯傑              24.05    0.92     一般
5484.TW      慧友              42.15    1.22     一般
6284.TWO     佳邦              83.30    2.97     ★量能爆發
7783.TWO     佳運              86.20    0.17     !!避雷針(高檔賣壓)
00941.TW     中信上游半導體         22.09    1.45     一般
3014.TW      聯陽              119.00   0.83     一般
6870.TWO     騰雲              194.00   0.61     一般
3558.TWO     神準              129.50   1.17     一般
3406.TW      玉晶光             448.00   0.71     一般
6794.TW      向榮生技            80.70    1.23     !!避雷針(高檔賣壓)
2383.TW      台光電             2700.00  0.71     一般
7402.TWO     邑錡              119.50   1.33     一般
6235.TW      華孚              50.70    1.17     一般
3149.TW      正達              45.55    0.88     一般
7717.TWO     萊德光電-KY         690.00   0.85     一般
00963.TW     中信全球高股息         12.43    0.41     一般
4580.TWO     捷流閥業            80.50    0.74     一般
6739.TWO     竹陞科技            1190.00  0.66     一般
7702.TWO     前端風電            26.00    1.11     !!十字星(變盤)
2023.TW      燁輝              14.50    1.02     一般
3454.TW      晶睿              99.40    0.87     一般
3543.TW      州巧              50.40    2.33     ★量能爆發 / !!空頭吞噬(起跌)
2345.TW      智邦              1600.00  1.61     ★量能爆發
3018.TW      隆銘綠能            12.10    0.73     一般
6526.TW      達發              516.00   0.73     !!空頭吞噬(起跌)
6843.TWO     進典              46.60    1.24     一般
4584.TWO     君帆              43.90    0.00     !!十字星(變盤)
1776.TW      展宇              16.35    0.69     !!避雷針(高檔賣壓)
8240.TWO     華宏              59.60    0.76     一般
5601.TWO     台聯櫃             36.45    0.15     !!十字星(變盤)
3686.TW      達能              18.60    1.09     !!空頭吞噬(起跌)
6933.TW      AMAX-KY         132.00   0.45     一般
2061.TWO     風青              17.55    0.42     一般
1337.TW      再生-KY           6.07     1.36     !!避雷針(高檔賣壓)
7719.TWO     碳基              36.80    1.21     一般
6409.TW      旭隼              784.00   0.81     一般
3663.TWO     鑫科              74.30    0.67     一般
6588.TWO     東典光電            90.80    3.90     ★量能爆發
4563.TWO     百德              43.85    1.10     一般
6155.TW      鈞寶              49.85    3.00     ★量能爆發 / !!避雷針(高檔賣壓)
6165.TW      浪凡              47.80    0.57     一般
3707.TWO     漢磊              61.80    1.92     ★量能爆發 / !!避雷針(高檔賣壓)
3064.TWO     泰偉              31.00    0.34     !!十字星(變盤) / !!避雷針(高檔賣壓)
8103.TW      瀚荃              88.00    1.56     ★量能爆發 / !!避雷針(高檔賣壓)
3498.TWO     陽程              74.00    0.69     !!十字星(變盤)
3297.TWO     杭特              37.25    1.10     一般
3310.TWO     佳穎              76.30    0.74     一般
2883.TW      凱基金             20.65    0.76     一般
9937.TW      全國              56.70    0.55     一般
6788.TWO     華景電             385.00   1.71     ★量能爆發
6793.TWO     天力離岸            6.15     1.67     ★量能爆發
2308.TW      台達電             1465.00  1.11     !!十字星(變盤) / !!避雷針(高檔賣壓)
6903.TWO     巨漢              311.00   0.84     一般
2324.TW      仁寶              32.85    0.97     一般
00764B.TWO   群益25年美債         28.52    1.03     一般
6108.TW      競國              17.10    1.66     ★量能爆發
4148.TW      全宇生技-KY         41.10    0.57     一般
6578.TWO     達邦蛋白            18.05    1.53     ★量能爆發
2375.TW      凱美              84.30    1.59     ★量能爆發
00965.TW     元大航太防衛科技        25.88    1.00     一般
4513.TWO     福裕              18.35    0.65     一般
6805.TW      富世達             1840.00  1.11     一般
2905.TW      三商              14.60    1.03     一般
6969.TW      成信實業*-創         28.45    0.62     一般
5292.TW      華懋              192.00   1.92     ★量能爆發
3313.TWO     斐成              12.95    0.62     一般
2474.TW      可成              187.50   0.79     一般
3013.TW      晟銘電             99.40    0.71     !!避雷針(高檔賣壓)
3529.TWO     力旺              2725.00  1.56     ★量能爆發
8436.TWO     大江              125.00   0.69     一般
6276.TWO     安鈦克             32.15    2.05     ★量能爆發
6182.TWO     合晶              36.90    3.33     ★量能爆發
6598.TW      ABC-KY          24.80    1.13     !!十字星(變盤) / !!避雷針(高檔賣壓)
4931.TWO     新盛力             140.00   0.43     一般
5284.TW      jpp-KY          275.00   0.89     !!十字星(變盤) / !!避雷針(高檔賣壓)
6499.TWO     益安              122.50   3.75     ★量能爆發 / !!十字星(變盤)
2387.TW      精元              44.90    1.37     一般
00968B.TWO   元大優息投等債         9.36     0.77     一般
2609.TW      陽明              58.30    0.90     一般
3057.TW      喬鼎              16.65    1.73     ★量能爆發
3632.TWO     研勤              9.43     1.28     一般
5013.TWO     強新              28.70    3.80     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓)
6548.TWO     長科*             47.60    0.56     一般
5314.TWO     世紀*             77.20    0.99     一般
00713.TW     元大台灣高息低波        53.00    0.91     !!十字星(變盤) / !!避雷針(高檔賣壓)
4764.TW      雙鍵              155.00   0.56     一般
2887I.TW     未知              9.32     1.07     !!十字星(變盤) / !!避雷針(高檔賣壓)
6472.TW      保瑞              516.00   2.12     ★量能爆發
6863.TW      永道-KY           93.30    1.10     一般
2365.TW      昆盈              35.65    0.99     一般
2425.TW      承啟              30.95    1.06     一般
