Quantum AI Pro 分析報告 (20260326)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                             Reason
   8996.TW                              高力    5.5   845.00 🚀 極強勢攻擊   41.2%   趨勢強勁 / 【EPS連2成長 | 營收爆發(205.73%)】
  6574.TWO                              霈方    5.5   120.00 🚀 極強勢攻擊   36.4%    趨勢強勁 / 【EPS連2成長 | 營收爆發(56.66%)】
   6805.TW                             富世達    5.5  1905.00 🚀 極強勢攻擊   47.1%    趨勢強勁 / 【EPS連2成長 | 營收爆發(51.13%)】
  6163.TWO                             華電網    5.5    66.30 🚀 極強勢攻擊   57.1%   趨勢強勁 / 【EPS連2成長 | 營收爆發(136.48%)】
   2425.TW                              承啟    5.5    28.50 🚀 極強勢攻擊    0.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(113.51%)】
  6693.TWO                             廣閎科    5.5   104.50 🚀 極強勢攻擊   56.2%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.95%)】
  4973.TWO                              廣穎    5.5    64.10 🚀 極強勢攻擊   45.5%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
  6584.TWO                            南俊國際    5.5   558.00 🚀 極強勢攻擊   37.5%    趨勢強勁 / 【EPS連2成長 | 營收爆發(47.92%)】
   3530.TW                             晶相光    5.5    59.00 🚀 極強勢攻擊   45.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(33.12%)】
  6727.TWO                            亞泰金屬    5.5   280.50 🚀 極強勢攻擊   56.2%   趨勢強勁 / 【EPS連2成長 | 營收爆發(482.36%)】
  3546.TWO                              宇峻    5.5    71.10 🚀 極強勢攻擊   45.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(127.43%)】
  4923.TWO                              力士    5.5    35.25 🚀 極強勢攻擊   11.1%    趨勢強勁 / 【EPS連2成長 | 營收爆發(39.63%)】
  8923.TWO                              時報    5.5    19.80 🚀 極強勢攻擊   40.0%     趨勢強勁 / 【EPS連2成長 | 營收爆發(32.9%)】
  3663.TWO                              鑫科    5.5    72.70 🚀 極強勢攻擊   38.5%   趨勢強勁 / 【EPS連2成長 | 營收爆發(133.68%)】
  8059.TWO                              凱碩    5.5    18.00 🚀 極強勢攻擊    0.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(604.49%)】
  6026.TWO                             福邦證    5.5    14.80 🚀 極強勢攻擊   33.3%   趨勢強勁 / 【EPS連2成長 | 營收爆發(191.85%)】
   8021.TW                              尖點    5.0   256.50 🚀 極強勢攻擊   46.2%     趨勢強勁 / 【營收爆發(42.47%) | 董監持股增加】
  7718.TWO                              友鋮    5.0    48.45 🚀 極強勢攻擊   57.1%     趨勢強勁 / 【營收爆發(40.26%) | 董監持股增加】
  5351.TWO                              鈺創    4.5    71.60 🚀 極強勢攻擊   55.6% 【EPS連2成長 | 營收爆發(310.99%) | 董監持股增加】
  8299.TWO                              群聯    4.5  1650.00 🚀 極強勢攻擊   31.6% 【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   2481.TW                              強茂    4.5    99.70 🚀 極強勢攻擊   56.2%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   6120.TW                              達運    4.5    12.90 🚀 極強勢攻擊   40.0%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   4956.TW                              光鋐    4.5    35.10 🚀 極強勢攻擊   56.2%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  6218.TWO                              豪勉    4.0    25.80 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(38.05%)】
  7781.TWO                            昕力資*    4.0    30.00 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(42.08%)】
   2465.TW                              麗臺    4.0    54.20 🚀 極強勢攻擊   41.7%             趨勢強勁 / 【營收爆發(127.43%)】
   6531.TW                             愛普*    4.0   509.00 🚀 極強勢攻擊   53.8%             趨勢強勁 / 【營收爆發(146.68%)】
  6199.TWO                              天品    4.0   107.50 🚀 極強勢攻擊   50.0%             趨勢強勁 / 【營收爆發(587.51%)】
  3555.TWO                             博士旺    4.0   161.50 🚀 極強勢攻擊   14.3%            趨勢強勁 / 【營收爆發(4102.23%)】
  6640.TWO                              均華    4.0  1295.00 🚀 極強勢攻擊   75.0%               趨勢強勁 / 【營收爆發(52.0%)】
   2348.TW                              海悅    4.0    79.10 🚀 極強勢攻擊   45.5%             趨勢強勁 / 【營收爆發(239.77%)】
  3489.TWO                              森寶    4.0    23.05 🚀 極強勢攻擊   42.9%            趨勢強勁 / 【營收爆發(7783.71%)】
   5706.TW                              鳳凰    4.0    51.90 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(74.55%)】
  7751.TWO                              竑騰    4.0  1620.00 🚀 極強勢攻擊   65.0%              趨勢強勁 / 【營收爆發(73.86%)】
   8476.TW                             台境*    4.0    19.80 🚀 極強勢攻擊   54.5%              趨勢強勁 / 【營收爆發(43.43%)】
  5514.TWO                              三豐    4.0    16.00 🚀 極強勢攻擊   45.5%           趨勢強勁 / 【營收爆發(21437.63%)】
   2442.TW                             新美齊    4.0    20.40 🚀 極強勢攻擊   43.8%            趨勢強勁 / 【營收爆發(9886.17%)】
  3466.TWO                              德晉    4.0    34.50 🚀 極強勢攻擊   37.5%             趨勢強勁 / 【營收爆發(140.62%)】
  7728.TWO                            光焱科技    4.0   747.00 🚀 極強勢攻擊   41.7%              趨勢強勁 / 【營收爆發(51.95%)】
   2243.TW                           宏旭-KY    4.0    20.65 🚀 極強勢攻擊   57.9%             趨勢強勁 / 【營收爆發(739.37%)】
   2605.TW                              新興    4.0    42.75 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(87.46%)】
  7734.TWO                            印能科技    4.0  1820.00 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(55.59%)】
  6874.TWO                              倍力    4.0    88.80 🚀 極強勢攻擊   75.0%               趨勢強勁 / 【營收爆發(89.2%)】
   2308.TW                             台達電    4.0  1515.00 🚀 極強勢攻擊   38.5%               趨勢強勁 / 【營收爆發(31.0%)】
  1799.TWO                              易威    4.0    38.80 🚀 極強勢攻擊   22.2%              趨勢強勁 / 【營收爆發(38.58%)】
  3490.TWO                              單井    4.0    27.20 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(58.94%)】
  7547.TWO                              碩網    4.0    78.90 🚀 極強勢攻擊   66.7%              趨勢強勁 / 【營收爆發(49.76%)】
   2855.TW                             統一證    4.0    32.45 🚀 極強勢攻擊   35.3%             趨勢強勁 / 【營收爆發(221.36%)】
   3416.TW                             融程電    4.0   148.00 🚀 極強勢攻擊   56.2%              趨勢強勁 / 【營收爆發(37.85%)】
  3339.TWO                              泰谷    4.0    37.20 🚀 極強勢攻擊   57.9%              趨勢強勁 / 【營收爆發(31.83%)】
  7738.TWO                            東聯互動    4.0   185.00 🚀 極強勢攻擊   53.3%              趨勢強勁 / 【營收爆發(30.63%)】
  3086.TWO                              華義    3.5   294.50  📈 多頭續攻   50.0%                   趨勢強勁 / 【EPS連2成長】
  6499.TWO                              益安    3.5    97.20  📈 多頭續攻   44.4%            【EPS連2成長 | 營收爆發(32.3%)】
   6282.TW                              康舒    3.5    49.40  📈 多頭續攻   75.0%                   趨勢強勁 / 【EPS連2成長】
   3048.TW                              益登    3.5    37.10  📈 多頭續攻   14.3%                   趨勢強勁 / 【EPS連2成長】
  6568.TWO                              宏觀    3.5   218.00  📈 多頭續攻   75.0%                   趨勢強勁 / 【EPS連2成長】
   1309.TW                             台達化    3.5    20.15  📈 多頭續攻   63.6%                   趨勢強勁 / 【EPS連2成長】
   3022.TW                             威強電    3.5    62.60  📈 多頭續攻   16.7%                   趨勢強勁 / 【EPS連2成長】
  3088.TWO                              艾訊    3.5    83.40  📈 多頭續攻   50.0%                   趨勢強勁 / 【EPS連2成長】
   4989.TW                              榮科    3.5    65.90  📈 多頭續攻   57.1%           【EPS連2成長 | 營收爆發(78.68%)】
  1785.TWO                             光洋科    3.5    87.70  📈 多頭續攻   68.8%           【EPS連2成長 | 營收爆發(62.95%)】
   1708.TW                              東鹼    3.5    42.70  📈 多頭續攻   12.5%                   趨勢強勁 / 【EPS連2成長】
   1323.TW                              永裕    3.5    19.25  📈 多頭續攻   25.0%                   趨勢強勁 / 【EPS連2成長】
   6215.TW                              和椿    3.5   101.50  📈 多頭續攻   33.3%           【EPS連2成長 | 營收爆發(51.23%)】
   3312.TW                             弘憶股    3.5    35.15  📈 多頭續攻    0.0%                   趨勢強勁 / 【EPS連2成長】
   6515.TW                              穎崴    3.5  8145.00  📈 多頭續攻   77.8%                   趨勢強勁 / 【EPS連2成長】
  3264.TWO                              欣銓    3.5   150.00  📈 多頭續攻   45.5%                   趨勢強勁 / 【EPS連2成長】
   3011.TW                              今皓    3.0    12.65  📈 多頭續攻   50.0%                    趨勢強勁 / 【董監持股增加】
  8390.TWO                             金益鼎    3.0    90.70  📈 多頭續攻   36.8%            【營收爆發(55.01%) | 董監持股增加】
   4739.TW                              康普    3.0    83.40  📈 多頭續攻   68.8%           【營收爆發(192.15%) | 董監持股增加】
  6925.TWO                              意藍    3.0    79.20  📈 多頭續攻    0.0%                    趨勢強勁 / 【董監持股增加】
  6788.TWO                             華景電    3.0   381.00  📈 多頭續攻   64.3%                    趨勢強勁 / 【董監持股增加】
  8349.TWO                             �矬�    3.0    41.55  📈 多頭續攻   16.7%                    趨勢強勁 / 【董監持股增加】
  3221.TWO                             台嘉碩    3.0    32.80  📈 多頭續攻   50.0%                    趨勢強勁 / 【董監持股增加】
  3631.TWO                              晟楠    3.0    28.95  📈 多頭續攻   50.0%                    趨勢強勁 / 【董監持股增加】
  3206.TWO                              志豐    3.0    39.70  📈 多頭續攻   50.0%                    趨勢強勁 / 【董監持股增加】
  3526.TWO                              凡甲    3.0   286.00  📈 多頭續攻   11.1%                    趨勢強勁 / 【董監持股增加】
  6612.TWO                            奈米醫材    2.5    69.10  📈 多頭續攻   20.0%                 【EPS連2成長 | 董監持股增加】
  6843.TWO                              進典    2.5    46.65  📈 多頭續攻   57.1%                 【EPS連2成長 | 董監持股增加】
   3528.TW                              安馳    2.5    64.30  📈 多頭續攻   20.0%                 【EPS連2成長 | 董監持股增加】
  4198.TWO                            欣大健康    2.5    38.20  📈 多頭續攻   40.0%                 【EPS連2成長 | 董監持股增加】
   1537.TW                              廣隆    2.5   124.00  📈 多頭續攻   45.0%                 【EPS連2成長 | 董監持股增加】
  4530.TWO                              宏易    2.5    28.95  📈 多頭續攻   40.0%                 【EPS連2成長 | 董監持股增加】
   1568.TW                              倉佑    2.5    22.55  📈 多頭續攻   33.3%                 【EPS連2成長 | 董監持股增加】
   6906.TW                             現觀科    2.5    69.00  📈 多頭續攻   27.3%                 【EPS連2成長 | 董監持股增加】
  6231.TWO                              系微    2.5   282.50  📈 多頭續攻   75.0%                 【EPS連2成長 | 董監持股增加】
   6924.TW                          榮惠-KY創    2.5    80.60  📈 多頭續攻   46.2%                 【EPS連2成長 | 董監持股增加】
  3141.TWO                              晶宏    2.5    42.90  📈 多頭續攻   41.2%                 【EPS連2成長 | 董監持股增加】
   7795.TW                              長廣    2.0   379.00  📈 多頭續攻   66.7%                               趨勢強勁
   4148.TW                         全宇生技-KY    2.0    41.90  📈 多頭續攻   40.0%                               趨勢強勁
  00904.TW                       新光臺灣半導體30    2.0    28.79  📈 多頭續攻   30.8%                     趨勢強勁 / 【無財報資料】
  6276.TWO                             安鈦克    2.0    33.15  📈 多頭續攻   52.9%                               趨勢強勁
  6739.TWO                            竹陞科技    2.0  1265.00  📈 多頭續攻   55.0%                     【營收爆發(90.86%)】
   6598.TW                          ABC-KY    2.0    23.55  📈 多頭續攻   40.0%                     【營收爆發(81.28%)】
  3324.TWO                              雙鴻    2.0   985.00  📈 多頭續攻   33.3%                     【營收爆發(66.95%)】
  2887I.TW     TS FINANCIAL HOLDING CO LTD    2.0     9.38  📈 多頭續攻   33.3%                     【營收爆發(90.95%)】
 00865B.TW                        國泰US短期公債    2.0    48.24  📈 多頭續攻   40.0%                     趨勢強勁 / 【無財報資料】
  2072.TWO                             CWP    2.0   245.50  📈 多頭續攻   30.0%                     【營收爆發(52.89%)】
   5284.TW                          jpp-KY    2.0   280.00  📈 多頭續攻   50.0%                     【營收爆發(50.24%)】
   6213.TW                              聯茂    2.0   144.00  📈 多頭續攻   61.5%                               趨勢強勁
  8088.TWO                              品安    2.0    51.80  📈 多頭續攻    0.0%                     【營收爆發(32.39%)】
   2022.TW                              聚亨    2.0     9.29  📈 多頭續攻   57.1%                     【營收爆發(47.66%)】
   1776.TW                              展宇    2.0    15.75  📈 多頭續攻   42.9%                               趨勢強勁
  3577.TWO                              泓格    2.0    66.80  📈 多頭續攻   44.4%                               趨勢強勁
  4513.TWO                              福裕    2.0    17.45  📈 多頭續攻   20.0%                    【營收爆發(184.39%)】
  2724.TWO                           藝舍-KY    2.0    20.00  📈 多頭續攻   45.0%                               趨勢強勁
   3704.TW                             合勤控    2.0    32.75  📈 多頭續攻   47.1%                               趨勢強勁
  4127.TWO                              天良    2.0    35.55  📈 多頭續攻   45.0%                    【營收爆發(139.06%)】
   3406.TW                             玉晶光    2.0   452.00  📈 多頭續攻   60.0%                               趨勢強勁
  6870.TWO                              騰雲    2.0   188.00  📈 多頭續攻   50.0%                     【營收爆發(48.54%)】
   2383.TW                             台光電    2.0  2945.00  📈 多頭續攻   52.9%                     【營收爆發(45.01%)】
  3158.TWO                              嘉實    2.0    95.50  📈 多頭續攻   70.0%                               趨勢強勁
   3305.TW                              昇貿    2.0   103.00  📈 多頭續攻   28.6%                     【營收爆發(62.39%)】
  6217.TWO                             中探針    2.0   175.00  📈 多頭續攻   60.0%                     【營收爆發(42.94%)】
  4768.TWO                            晶呈科技    2.0   466.00  📈 多頭續攻   46.7%                     【營收爆發(93.58%)】
  6542.TWO                              隆中    2.0    56.30  📈 多頭續攻   55.6%                               趨勢強勁
