date,prev_rev_yoy,rev_yoy,eps_yoy,est_price,symbol,pe,gm,advice,price,om,prev_eps,name,eps,prev_year,status,expansion,prev_eps_yoy
2025-12,11.35,12.57,800.0,0.0,6182.TWO,0.0,N/A,⚪ 數據不足,87.1999969482,N/A,-0.05,合晶,0.09,2025,🔄 轉虧為盈,787.43,-350.0
2025-12,1.98,-0.57,721.43,22.650000000000006,2102.TW,11.95364187887417,20.10%,💎 強力關注,18.0499992371,-167.95%,-2.22,泰豐,6.28,2025,🔄 轉虧為盈,722.0,-258.33
2025-12,-4.36,-5.37,700.0,0.0,4414.TW,0.0,19.96%,⚪ 數據不足,0.0,4.40%,0.02,如興,0.68,2025,🧐 疑業外收益,705.37,107.14
2025-12,7.39,10.91,700.0,3.75,3236.TWO,226.0,26.03%,⚠️ 追價風險,56.5,5.00%,0.12,千如,0.32,2025,🚀 利潤擴張,689.09,250.0
2025-12,-4.42,-3.39,685.19,7.200000000000003,2323.TW,23.541667063958325,23.42%,⚠️ 追價風險,11.3000001907,-5.65%,0.37,中環,1.58,2025,🧐 疑業外收益,688.58,-2.63
2025-12,140.24,114.77,783.33,-9.45,4413.TWO,0.0,24.00%,⚪ 數據不足,16.75,6.14%,-0.26,飛寶企業,0.53,2025,🔄 轉虧為盈,668.5600000000001,-966.67
2025-12,22.5,3.99,660.0,7.2,4924.TWO,25.104167063958332,27.32%,⚠️ 追價風險,12.0500001907,0.43%,0.28,欣厚-KY,0.38,2025,🚀 利潤擴張,656.01,460.0
2025-12,14.66,16.76,620.0,17.099999999999998,3002.TW,17.10526315789474,17.03%,⚪ 中性觀察,19.5,-11.28%,0.48,歐格,0.36,2025,🚀 利潤擴張,603.24,422.22
2025-12,-0.22,9.55,576.92,3.4499999999999997,2344.TW,680.4347826086957,41.86%,⚠️ 追價風險,156.5,15.37%,0.12,華邦電,0.88,2025,🚀 利潤擴張,567.37,-57.14
2025-12,24.16,26.61,590.0,39.0,3054.TW,27.115384615384613,62.07%,⚠️ 追價風險,70.5,-188.65%,0.66,立萬利,1.96,2025,🏰 高護城河,563.39,288.57
2025-12,-19.03,-17.0,544.54,142.49999999999997,9949.TWO,2.521052711884211,N/A,💎 強力關注,23.9500007629,N/A,5.5,琉園,5.29,2025,🧐 疑業外收益,561.54,1270.21
2025-12,-4.33,0.1,550.0,-13.950000000000003,6282.TW,0.0,N/A,⚪ 數據不足,63.2000007629,N/A,-0.38,康舒,0.18,2025,🔄 轉虧為盈,549.9,-90.0
2025-12,-12.66,-10.43,457.5,2.5500000000000025,2491.TW,182.94117871470573,43.42%,⚠️ 追價風險,31.1000003815,-66.51%,0.49,吉祥全,1.43,2025,🧐 疑業外收益,467.93,179.03
2025-12,18.74,20.59,461.54,18.15,3297.TWO,26.40495930818182,30.70%,⚠️ 追價風險,31.9500007629,-18.51%,0.54,杭特,0.47,2025,🚀 利潤擴張,440.95000000000005,2600.0
2025-12,310.97,334.57,752.94,-9.599999999999998,3555.TWO,0.0,18.45%,⚪ 數據不足,202.0,4.44%,-0.58,博士旺,1.28,2025,🔄 轉虧為盈,418.37000000000006,7.84
2025-12,-10.45,-9.02,408.33,13.199999999999998,2243.TW,32.38636363636365,22.27%,⚠️ 追價風險,28.5,15.14%,-0.11,宏旭-KY,1.22,2025,🔄 轉虧為盈,417.34999999999997,38.89
2025-12,119.15,95.35,474.47,264.15000000000003,3167.TW,54.00340715502554,42.12%,⚠️ 追價風險,951.0,18.24%,5.45,大量,8.13,2025,🚀 利潤擴張,379.12,790.16
2025-12,-6.34,-9.55,364.71,16.499999999999996,1413.TW,8.62727251918182,2.52%,💎 強力關注,9.4899997711,0.23%,0.43,宏洲,0.45,2025,🧐 疑業外收益,374.26,326.32
2025-12,6.23,5.46,377.27,38.849999999999994,4764.TW,104.82625482625483,23.49%,⚠️ 追價風險,271.5,7.74%,0.62,雙鍵,1.22,2025,🚀 利潤擴張,371.81,187.32
2025-12,13.03,12.01,382.35,68.4,5490.TWO,6.304824561403508,N/A,💎 強力關注,28.75,N/A,1.26,同亨,1.69,2025,🚀 利潤擴張,370.34000000000003,916.67
2025-12,-10.3,-6.42,358.33,42.0,8940.TW,5.9285715648214286,N/A,💎 強力關注,16.6000003815,N/A,0.02,新天地,0.55,2025,🧐 疑業外收益,364.75,103.23
2025-12,43.11,49.68,406.67,59.699999999999996,3219.TWO,19.824120986407035,69.49%,⚪ 中性觀察,78.9000015259,-15.39%,1.65,倚強科,1.52,2025,🏰 高護城河,356.99,179.66
2025-12,-0.15,0.41,327.5,38.1,2409.TW,9.448818897637794,10.73%,💎 強力關注,24.0,-2.70%,0.52,友達,0.9,2025,🚀 利潤擴張,327.09,185.25
2025-12,30.37,29.26,346.24,321.90000000000003,4439.TW,4.2031685437185455,15.60%,💎 強力關注,90.1999969482,0.97%,7.71,冠星-KY,7.73,2025,🚀 利潤擴張,316.98,114.76
2025-12,-14.04,-14.09,275.0,-2.7000000000000006,2399.TW,0.0,8.40%,⚪ 數據不足,47.5999984741,-12.67%,-0.11,映泰,0.15,2025,🔄 轉虧為盈,289.09,-222.22
2025-12,-0.73,-5.85,275.85,359.25,2498.TW,1.803757860663883,34.44%,💎 強力關注,43.2000007629,-79.17%,7.88,宏達電,7.21,2025,🧐 疑業外收益,281.70000000000005,352.24
2025-12,-8.55,-9.71,271.37,194.10000000000002,9914.TW,5.301390917627511,N/A,💎 強力關注,68.5999984741,N/A,4.81,美利達,4.01,2025,🧐 疑業外收益,281.08,-18.34
2025-12,12.63,12.97,288.24,153.3,6165.TW,4.9119374523385515,N/A,💎 強力關注,50.2000007629,N/A,3.02,浪凡,4.02,2025,🚀 利潤擴張,275.27,410.34
2025-12,19.84,20.44,294.12,65.55,4576.TW,48.97025171624714,38.42%,⚠️ 追價風險,214.0,13.23%,1.26,大銀微系統,2.01,2025,🚀 利潤擴張,273.68,447.83
2025-12,-6.66,-14.27,241.18,-8.100000000000001,2466.TW,0.0,-4.21%,⚪ 數據不足,44.0,-53.06%,0.98,冠西電,0.25,2025,🧐 疑業外收益,255.45000000000002,230.67
2025-12,-0.36,0.02,254.81,174.45,1608.TW,2.949269065958728,9.17%,💎 強力關注,34.2999992371,6.96%,4.75,華榮,5.5,2025,🚀 利潤擴張,254.79,241.94
2025-12,4.96,-0.24,250.0,3.9000000000000004,1718.TW,36.192307105384614,41.46%,⚠️ 追價風險,9.4099998474,18.72%,0.19,中纖,0.09,2025,🧐 疑業外收益,250.24,-11.76
2025-12,-1.75,-0.48,240.74,68.25,4949.TW,20.747253082615384,N/A,⚪ 中性觀察,94.4000015259,N/A,1.48,有成精密,1.91,2025,🧐 疑業外收益,241.22,180.87
2025-12,-98.23,7.93,237.01,-2.4000000000000004,1438.TW,0.0,29.82%,⚪ 數據不足,19.9500007629,25.89%,-0.9,三地開發,1.74,2025,🔄 轉虧為盈,229.07999999999998,10.89
2025-12,-26.31,-20.46,207.21,22.050000000000004,1456.TW,9.523809523809522,46.73%,💎 強力關注,14.0,248.16%,-0.9,怡華,3.41,2025,🔄 轉虧為盈,227.67000000000002,15.89
2025-12,-5.41,6.6,230.83,31.349999999999998,3530.TW,29.425837320574164,31.94%,⚠️ 追價風險,61.5,14.09%,0.47,晶相光,1.74,2025,🚀 利潤擴張,224.23000000000002,-50.0
2025-12,-4.98,-13.63,200.0,14.399999999999999,2034.TW,20.885415871979166,5.45%,⚪ 中性觀察,20.0499992371,-1.87%,0.33,允強,0.21,2025,🧐 疑業外收益,213.63,94.12
2025-12,-6.23,-1.28,203.51,83.1,4167.TWO,3.6913358777797836,30.12%,💎 強力關注,20.4500007629,9.56%,1.43,松瑞藥,1.72,2025,🧐 疑業外收益,204.79,237.21
2025-12,14.04,12.21,216.0,66.44999999999999,4744.TWO,8.544017714243793,42.43%,💎 強力關注,37.8499984741,14.38%,1.0,皇將,2.51,2025,🚀 利潤擴張,203.79,400.0
2025-12,20.7,20.92,222.58,31.349999999999998,6902.TW,70.57416267942584,N/A,⚠️ 追價風險,147.5,N/A,0.23,GOGOLOOK,1.58,2025,🚀 利潤擴張,201.66000000000003,119.47
2025-12,8.72,12.25,212.47,468.90000000000003,2316.TW,5.390275111964171,5.71%,💎 強力關注,168.5,-7.46%,10.81,楠梓電,13.38,2025,🚀 利潤擴張,200.22,260.07
2025-12,36.52,29.92,229.63,20.249999999999996,1796.TWO,25.999998869703706,31.84%,⚠️ 追價風險,35.0999984741,10.64%,0.31,金穎生技,0.7,2025,🚀 利潤擴張,199.70999999999998,150.0
2025-12,5.51,8.46,205.88,51.15,6840.TWO,19.765396341906158,N/A,⚪ 中性觀察,67.4000015259,N/A,1.18,東研信超,1.58,2025,🚀 利潤擴張,197.42,76.12
2025-12,-1.51,-7.75,189.47,7.2,3191.TWO,43.64583492270833,29.43%,⚠️ 追價風險,20.9500007629,-10.81%,0.55,雲嘉南,0.51,2025,🧐 疑業外收益,197.22,219.57
2025-12,5.31,2.05,195.71,60.59999999999999,3048.TW,17.722771899529707,3.50%,⚪ 中性觀察,71.5999984741,1.71%,1.14,益登,2.01,2025,🚀 利潤擴張,193.66,153.27
2025-12,31.27,22.23,213.64,34.199999999999996,6202.TW,23.2017550552193,N/A,⚠️ 追價風險,52.9000015259,N/A,0.62,盛群,0.76,2025,🚀 利潤擴張,191.41,191.04
2025-12,8.02,3.52,193.18,-9.6,2413.TW,0.0,17.05%,⚪ 數據不足,54.2000007629,3.38%,-0.25,環科,0.41,2025,🔄 轉虧為盈,189.66,62.12
2025-12,-90.58,-87.0,100.65,0.30000000000000027,1516.TW,1030.000019074999,5.36%,⚠️ 追價風險,20.6000003815,-14.33%,0.1,川飛,0.04,2025,🧐 疑業外收益,187.65,-70.59
2025-12,20.56,18.84,203.33,56.25,6112.TW,13.066666666666666,N/A,✅ 穩健價值,49.0,N/A,1.2,邁達特,1.82,2025,🚀 利潤擴張,184.49,-3.23
2025-12,11.15,6.56,186.36,11.099999999999998,6246.TWO,21.14864813310811,N/A,⚪ 中性觀察,15.6499996185,N/A,-0.04,臺龍,1.14,2025,🔄 轉虧為盈,179.8,97.79
2025-12,4.96,2.54,180.15,102.89999999999999,4746.TW,7.623906594329447,41.59%,💎 強力關注,52.2999992371,21.37%,2.44,台耀,3.67,2025,🚀 利潤擴張,177.61,39.43
2025-12,27.17,70.72,248.27,163.5,3609.TWO,2.651376111788991,8.05%,💎 強力關注,28.8999996185,-11.23%,7.31,三一東林,6.42,2025,🚀 利潤擴張,177.55,314.37
2025-12,-11.95,-13.43,163.4,20.7,6573.TW,11.05072463768116,N/A,💎 強力關注,15.25,N/A,1.61,虹揚-KY,1.23,2025,🧐 疑業外收益,176.83,228.8
2025-12,22.77,23.89,198.64,213.00000000000003,6719.TW,15.739436619718308,N/A,✅ 穩健價值,223.5,N/A,4.25,力智,6.58,2025,🚀 利潤擴張,174.75,89.73
2025-12,-0.97,-1.13,173.44,29.999999999999996,6127.TWO,41.90000152590001,N/A,⚠️ 追價風險,83.8000030518,N/A,0.91,九豪,0.47,2025,🧐 疑業外收益,174.57,275.0
2025-12,-8.55,-3.75,170.59,24.750000000000004,4556.TWO,30.484848022484847,42.07%,⚠️ 追價風險,50.2999992371,14.30%,0.49,旭然,0.92,2025,🧐 疑業外收益,174.34,172.22
2025-12,4.04,5.62,178.95,13.5,5703.TWO,16.055555343666665,N/A,⚪ 中性觀察,14.4499998093,N/A,0.09,亞都,0.53,2025,🚀 利潤擴張,173.32999999999998,175.0
2025-12,39.08,50.65,222.67,22.800000000000004,6209.TW,57.89473684210525,N/A,⚠️ 追價風險,88.0,N/A,0.49,今國光,0.92,2025,🚀 利潤擴張,172.01999999999998,190.57
2025-12,2.1,12.23,183.87,33.150000000000006,6841.TWO,28.55203550864253,N/A,⚠️ 追價風險,63.0999984741,N/A,0.81,長佳智能,0.89,2025,🚀 利潤擴張,171.64000000000001,1700.0
2025-12,-4.54,27.9,194.08,107.1,7610.TW,268.2072829131653,N/A,⚠️ 追價風險,1915.0,N/A,1.75,聯友金屬-創,5.45,2025,🚀 利潤擴張,166.18,3.33
2025-12,19.92,23.11,188.1,10.35,1587.TW,41.8115947557971,18.05%,⚠️ 追價風險,28.8500003815,2.96%,0.24,吉茂,0.37,2025,🚀 利潤擴張,164.99,155.81
2025-12,13.26,10.09,175.0,4.65,2486.TW,816.1290322580645,15.86%,⚠️ 追價風險,253.0,1.35%,0.16,一詮,0.22,2025,🚀 利潤擴張,164.91,300.0
2025-12,21.0,164.5,328.87,0.0,6994.TW,0.0,N/A,⚪ 數據不足,0.0,N/A,1.13,富威電力,6.34,2025,🚀 利潤擴張,164.37,47.95
2025-12,97.52,78.68,242.99,693.9,6596.TWO,2.0428015564202338,N/A,💎 強力關注,94.5,N/A,17.41,寬宏藝術,18.83,2025,🚀 利潤擴張,164.31,241.37
2025-12,25.19,62.85,223.81,-11.25,6265.TWO,0.0,N/A,⚪ 數據不足,55.5,N/A,-0.24,方土昶,0.68,2025,🔄 轉虧為盈,160.96,-271.43
2025-12,130.37,130.83,291.45,435.15,5439.TWO,12.530162013098932,N/A,✅ 穩健價值,363.5,N/A,9.52,高技,13.74,2025,🚀 利潤擴張,160.61999999999998,280.8
2025-12,-54.34,-69.84,89.89,-4.95,3489.TWO,0.0,10.14%,⚪ 數據不足,21.8500003815,3.61%,-0.13,森寶,-0.09,2025,🧐 疑業外收益,159.73000000000002,23.53
2025-12,-1.22,-6.62,150.56,106.8,4526.TW,5.512640449438202,7.66%,💎 強力關注,39.25,-21.47%,2.61,東台,1.81,2025,🧐 疑業外收益,157.18,271.05
2025-12,18.28,19.21,173.02,91.05,3630.TWO,5.041186224299835,4.18%,💎 強力關注,30.6000003815,-22.27%,2.19,新鉅科,1.86,2025,🚀 利潤擴張,153.81,219.44
2025-12,-15.66,-15.36,137.2,189.75000000000003,6684.TWO,3.8577074495731223,N/A,💎 強力關注,48.7999992371,N/A,3.24,安格,1.57,2025,🧐 疑業外收益,152.56,203.85
2025-12,-95.44,-93.38,58.65,-13.5,6838.TW,0.0,N/A,⚪ 數據不足,25.0,N/A,-0.24,台新藥,-0.55,2025,🧐 疑業外收益,152.03,77.78
2025-12,-79.84,72.24,220.0,-5.8500000000000005,4157.TWO,0.0,98.33%,⚪ 數據不足,8.8800001144,81.17%,-0.22,太景*-KY,0.06,2025,🔄 轉虧為盈,147.76,-1000.0
2025-12,-4.86,-3.71,141.94,2.4,3252.TWO,111.562502384375,43.11%,⚠️ 追價風險,17.8500003815,22.84%,-0.1,海灣,0.13,2025,🔄 轉虧為盈,145.65,54.55
2025-12,89.71,65.48,209.26,67.05000000000001,3162.TWO,19.463087248322143,11.59%,⚪ 中性觀察,87.0,1.68%,1.25,精確,1.7,2025,🚀 利潤擴張,143.77999999999997,292.31
2025-12,-8.66,-8.77,133.62,107.1,3673.TW,12.17086856105042,5.83%,✅ 穩健價值,86.9000015259,-0.68%,2.56,TPK-KY,2.71,2025,🧐 疑業外收益,142.39000000000001,55.15
2025-12,-18.24,-20.68,119.51,4.050000000000001,6236.TWO,68.14814673518518,N/A,⚠️ 追價風險,18.3999996185,N/A,0.05,中湛,0.08,2025,🧐 疑業外收益,140.19,111.11
2025-12,48.16,42.33,180.65,6.449999999999999,6708.TWO,92.3255831695349,N/A,⚠️ 追價風險,39.7000007629,N/A,0.05,天擎,0.25,2025,🚀 利潤擴張,138.32,119.23
2025-12,-19.06,-32.24,104.91,9.450000000000005,5227.TWO,42.06349206349204,N/A,⚠️ 追價風險,26.5,N/A,2.99,立凱-KY,0.17,2025,🧐 疑業外收益,137.15,199.67
2025-12,14.7,16.84,152.21,18.9,6485.TWO,75.71428692531745,N/A,⚠️ 追價風險,95.4000015259,N/A,-0.32,點序,0.71,2025,🔄 轉虧為盈,135.37,70.64
2025-12,32.43,95.09,229.88,-28.5,2408.TW,0.0,49.05%,⚪ 數據不足,363.0,39.15%,-1.45,南亞科,2.13,2025,🔄 轉虧為盈,134.79,-28.32
2025-12,55.41,44.32,178.19,205.50000000000003,3709.TWO,5.671532623956203,8.09%,💎 強力關注,77.6999969482,5.14%,3.61,鑫聯大投控,7.11,2025,🚀 利潤擴張,133.87,167.46
2025-12,-68.41,-72.48,58.98,-57.45,3466.TWO,0.0,-8.98%,⚪ 數據不足,33.5499992371,-223.66%,-0.81,德晉,-1.11,2025,🧐 疑業外收益,131.46,65.77
2026-03,82.29,515.18,645.65,183.0,3081.TWO,204.0983606557377,54.76%,⚠️ 追價風險,2490.0,41.27%,4.66,聯亞,3.44,2025,🏰 高護城河,130.47000000000003,884.75
2025-12,-81.44,-75.71,54.11,-35.85,4934.TW,0.0,-156.07%,⚪ 數據不足,16.2000007629,-456.27%,-0.67,太極,-0.95,2025,🧐 疑業外收益,129.82,16.25
2025-12,-19.69,-19.52,108.46,130.35,2607.TW,5.684695227376295,18.52%,💎 強力關注,49.4000015259,6.32%,2.72,榮運,3.56,2025,🧐 疑業外收益,127.97999999999999,139.38
2025-12,12.38,32.59,159.21,229.49999999999997,5386.TWO,35.81699346405229,N/A,⚠️ 追價風險,548.0,N/A,3.03,青雲,8.61,2025,🚀 利潤擴張,126.62,103.38
2025-12,13.11,35.14,161.27,66.44999999999999,6021.TWO,8.848758637223476,N/A,💎 強力關注,39.2000007629,N/A,2.46,美好證,3.76,2025,🚀 利潤擴張,126.13000000000001,128.3
2025-12,30.74,29.09,155.22,27.450000000000003,3540.TWO,14.863388395027322,27.46%,✅ 穩健價值,27.2000007629,-3.44%,0.47,曜越,0.74,2025,🚀 利潤擴張,126.13,147.47
2025-12,62.88,51.31,177.17,105.44999999999999,8473.TW,7.624466354779517,N/A,💎 強力關注,53.5999984741,N/A,2.05,山林水,2.55,2025,🚀 利潤擴張,125.85999999999999,130.34
2025-12,-13.87,-4.69,120.99,69.75,3105.TWO,106.77419354838709,31.80%,⚠️ 追價風險,496.5,13.87%,1.57,穩懋,4.0,2025,🧐 疑業外收益,125.67999999999999,-40.53
2025-12,28.81,20.19,142.59,43.650000000000006,6276.TWO,8.608247160515463,N/A,💎 強力關注,25.0499992371,N/A,0.66,安鈦克,0.92,2025,🚀 利潤擴張,122.4,128.33
2025-12,2.64,8.09,127.94,3.75,1512.TW,27.7199993132,28.43%,⚠️ 追價風險,6.9299998283,-3.62%,0.04,瑞利,0.19,2025,🚀 利潤擴張,119.85,111.76
2025-12,217.33,59.65,177.61,67.5,2596.TWO,6.566666497133333,32.97%,💎 強力關注,29.5499992371,26.41%,1.04,綠意,1.86,2025,🚀 利潤擴張,117.96000000000001,425.0
2025-12,34.06,22.38,139.29,10.350000000000001,8080.TWO,40.72463823405797,N/A,⚠️ 追價風險,28.1000003815,N/A,0.2,泰霖,0.12,2025,🚀 利潤擴張,116.91,190.91
2025-12,8.77,7.47,122.09,0.6000000000000001,4555.TW,1274.9999999999998,31.93%,⚠️ 追價風險,51.0,2.93%,-0.02,氣立,0.19,2025,🔄 轉虧為盈,114.62,97.22
2025-12,-92.7,-90.1,23.33,-7.5,6198.TWO,0.0,N/A,⚪ 數據不足,20.6499996185,N/A,-0.12,瑞築,-0.23,2025,🧐 疑業外收益,113.42999999999999,55.56
2025-12,-60.26,-61.59,51.72,5.250000000000002,4702.TWO,28.99999890999999,35.38%,⚠️ 追價風險,10.1499996185,-88.29%,0.23,中美實,0.88,2025,🧐 疑業外收益,113.31,-14.81
2025-12,22.8,32.13,144.7,592.05,3260.TWO,10.666328857360021,48.37%,💎 強力關注,421.0,35.36%,10.08,威剛,23.18,2025,🚀 利潤擴張,112.57,19.56
2025-12,-15.81,-22.64,87.32,-17.700000000000003,2025.TW,0.0,-19.82%,⚪ 數據不足,15.3000001907,14.50%,-0.41,千興,-0.18,2025,🧐 疑業外收益,109.96,28.07
2025-12,-7.04,-6.4,102.7,-4.95,8455.TWO,0.0,N/A,⚪ 數據不足,30.8999996185,N/A,0.02,大拓-KY,0.02,2025,🧐 疑業外收益,109.10000000000001,104.35
2025-12,17.8,26.06,134.62,-5.399999999999999,9955.TW,0.0,N/A,⚪ 數據不足,27.8500003815,N/A,-0.37,佳龍,0.54,2025,🔄 轉虧為盈,108.56,50.67
2025-12,-15.55,2.46,110.31,279.75000000000006,4967.TW,15.335120643431633,N/A,✅ 穩健價值,286.0,N/A,3.47,十銓,13.06,2025,🚀 利潤擴張,107.85000000000001,-46.86
2025-12,-51.54,-52.73,53.77,-38.4,8477.TWO,0.0,N/A,⚪ 數據不足,18.7999992371,N/A,-0.62,創業家,-0.92,2025,🧐 疑業外收益,106.5,80.0
2025-12,7.39,1.8,108.09,94.35,2501.TW,3.8473769098410173,26.51%,💎 強力關注,24.2000007629,17.13%,1.91,國建,2.83,2025,🚀 利潤擴張,106.29,127.38
2025-12,5.09,63.6,168.25,-14.549999999999999,6465.TWO,0.0,N/A,⚪ 數據不足,49.7000007629,N/A,-0.75,威潤,0.86,2025,🔄 轉虧為盈,104.65,29.25
2025-12,34.74,39.88,143.64,131.09999999999997,3135.TW,24.771167048054924,19.12%,⚠️ 追價風險,216.5,16.62%,1.5,凌航,6.33,2025,🚀 利潤擴張,103.75999999999999,-29.03
2025-12,77.79,61.2,164.15,79.8,6150.TWO,12.218045112781956,N/A,✅ 穩健價值,65.0,N/A,1.55,撼訊,2.63,2025,🚀 利潤擴張,102.95,156.36
2025-12,32.51,5.42,107.41,19.2,2465.TW,62.96874880789063,10.44%,⚠️ 追價風險,80.5999984741,2.26%,0.09,麗臺,0.43,2025,🚀 利潤擴張,101.99,102.43
2025-12,2.58,1.84,100.0,19.05,2926.TWO,27.20472380874016,40.82%,⚠️ 追價風險,34.5499992371,-1.48%,0.34,誠品生活,0.54,2025,🚀 利潤擴張,98.16,241.67
2025-12,28.08,21.45,118.87,65.7,1541.TW,4.805935898881279,19.55%,💎 強力關注,21.0499992371,7.07%,1.32,錩泰,2.32,2025,🚀 利潤擴張,97.42,41.94
2025-12,9.38,13.61,110.31,29.099999999999998,2380.TW,2.9175256945360823,24.41%,💎 強力關注,5.6599998474,0.24%,0.47,虹光,0.72,2025,🚀 利潤擴張,96.7,133.57
2025-12,54.63,50.49,146.97,-7.0500000000000025,4971.TWO,0.0,N/A,⚪ 數據不足,607.0,N/A,0.09,IET-KY,1.65,2025,🚀 利潤擴張,96.47999999999999,103.17
2025-12,7.31,8.41,104.43,-7.35,5516.TWO,0.0,N/A,⚪ 數據不足,10.8000001907,N/A,0.34,雙喜,0.16,2025,🚀 利潤擴張,96.02000000000001,116.43
2025-12,49.52,38.72,134.04,10.65,3363.TWO,1169.014084507042,12.43%,⚠️ 追價風險,830.0,-9.15%,0.37,上詮,0.16,2025,🚀 利潤擴張,95.32,317.65
2025-12,94.38,96.69,191.99,520.3499999999999,6739.TWO,35.601037763044104,N/A,⚠️ 追價風險,1235.0,N/A,10.13,竹陞科技,16.13,2025,🚀 利潤擴張,95.30000000000001,167.2
2025-12,15.42,23.69,118.18,4.65,6125.TWO,201.29032750290324,N/A,⚠️ 追價風險,62.4000015259,N/A,0.13,廣運,0.1,2025,🚀 利潤擴張,94.49000000000001,123.21
2025-12,5.19,6.13,100.43,159.3,3687.TWO,7.589453716958569,39.69%,💎 強力關注,80.5999984741,12.64%,4.47,歐買尬,4.67,2025,🚀 利潤擴張,94.30000000000001,151.12
2025-12,4.56,7.27,100.0,-2.1,1453.TW,0.0,912.85%,⚪ 數據不足,11.1499996185,-2853.40%,0.05,大將,0.04,2025,🏰 高護城河,92.73,-58.33
