股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
3049.TW,2026-03-05,13.5,2026-03-06,13.75,2026-03-16,12.85,-6.55%,-0.06545451770909097,交易結束,3049.TW 精金
3049.TW,2026-03-18,14.95,2026-03-19,14.95,2026-03-26,11.85,-20.74%,-0.207357823902551,交易結束,3049.TW 精金
3339.TWO,2026-01-20,31.25,2026-01-21,31.25,2026-01-30,28.8,-7.84%,-0.0784000244128,交易結束,3339.TWO 泰谷
3339.TWO,2026-03-30,39.25,2026-03-31,38.5,持股中,59.0,53.25%,0.5324675324675324,續抱中,3339.TWO 泰谷
8043.TWO,2026-01-14,98.7,2026-01-15,101.0,2026-01-22,94.0,-6.93%,-0.06930693069306931,交易結束,8043.TWO 蜜望實
4960.TW,2026-01-06,14.0,2026-01-07,14.25,2026-01-09,13.45,-5.61%,-0.05614036425964916,交易結束,4960.TW 誠美材
4960.TW,2026-02-04,14.55,2026-02-05,16.0,2026-02-10,13.7,-14.38%,-0.14375001191875003,交易結束,4960.TW 誠美材
4960.TW,2026-03-04,14.9,2026-03-05,15.75,2026-03-27,24.5,55.56%,0.5555555555555556,交易結束,4960.TW 誠美材
4960.TW,2026-04-15,28.05,2026-04-16,30.7,持股中,30.7,0.00%,0.0,續抱中,4960.TW 誠美材
2340.TW,2026-01-07,27.45,2026-01-08,28.45,2026-01-23,27.85,-2.11%,-0.02108964377190551,交易結束,2340.TW 台亞
2340.TW,2026-04-09,29.8,2026-04-10,29.5,2026-04-14,29.35,-0.51%,-0.0050847328305085,交易結束,2340.TW 台亞
5340.TWO,2026-01-19,92.6,2026-01-20,94.9,2026-02-02,91.5,-3.58%,-0.035827202015081855,交易結束,5340.TWO 建榮
5340.TWO,2026-02-04,114.0,2026-02-05,114.0,2026-02-10,100.0,-12.28%,-0.12280701754385964,交易結束,5340.TWO 建榮
6415.TW,2026-01-21,266.16,2026-01-22,271.62,2026-02-06,268.64,-1.09%,-0.010948926289698103,交易結束,6415.TW 矽力*-KY
