股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
009813.TW,貝萊德標普卓越50,10.64,0.00,-0.46,3,0.13,持股中,📈 趨勢續強。目前防禦位設於 9.75，與現價緩衝空間為 8.3%。
6485.TWO,點序,83.90,50.00,-3.99,3,3.44,建議買入,🚀 今日收盤 83.90 突破關鍵高點 80.10，啟動波段漲勢。
5403.TWO,中菲,93.60,0.00,-2.83,2,1.63,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 99.90，建議耐心等待突破。
00981D.TWO,主動中信非投等債,10.36,100.00,0.17,1,0.03,持股中,📈 趨勢續強。目前防禦位設於 10.35，與現價緩衝空間為 0.1%。
5455.TWO,昇益,25.70,0.00,6.66,1,0.42,持股中,📈 趨勢續強。目前防禦位設於 22.87，與現價緩衝空間為 11.0%。
2374.TW,佳能,74.90,0.00,3.41,1,2.27,持股中,📈 趨勢續強。目前防禦位設於 66.06，與現價緩衝空間為 11.8%。
6113.TWO,亞矽,23.10,0.00,-4.69,3,1.22,持股中,📈 趨勢續強。目前防禦位設於 18.11，與現價緩衝空間為 21.6%。
1443.TW,立益物流,23.90,33.33,-8.16,5,0.84,持股中,📈 趨勢續強。目前防禦位設於 21.82，與現價緩衝空間為 8.7%。
2025.TW,千興,12.15,50.00,-0.29,3,0.46,持股中,📈 趨勢續強。目前防禦位設於 11.25，與現價緩衝空間為 7.4%。
6141.TW,柏承,34.95,50.00,201.50,3,2.22,持股中,📈 趨勢續強。目前防禦位設於 19.80，與現價緩衝空間為 43.3%。
5243.TW,乙盛-KY,119.00,50.00,50.54,4,8.23,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 74.00，建議耐心等待突破。
2303.TW,聯電,76.20,33.33,9.19,5,4.03,持股中,📈 趨勢續強。目前防禦位設於 54.08，與現價緩衝空間為 29.0%。
3372.TWO,典範,20.30,50.00,-12.07,7,0.78,持股中,📈 趨勢續強。目前防禦位設於 18.32，與現價緩衝空間為 9.7%。
4968.TW,立積,122.00,0.00,-15.19,5,4.54,持股中,📈 趨勢續強。目前防禦位設於 100.11，與現價緩衝空間為 17.9%。
8433.TWO,弘帆,57.70,33.33,2.59,5,1.52,持股中,📈 趨勢續強。目前防禦位設於 57.38，與現價緩衝空間為 0.6%。
00991A.TW,主動復華未來50,15.49,0.00,10.85,1,0.49,持股中,📈 趨勢續強。目前防禦位設於 12.65，與現價緩衝空間為 18.3%。
2417.TW,圓剛,42.20,50.00,0.41,3,1.64,持股中,📈 趨勢續強。目前防禦位設於 41.60，與現價緩衝空間為 1.4%。
2402.TW,毅嘉,77.10,33.33,24.70,5,5.24,持股中,📈 趨勢續強。目前防禦位設於 51.10，與現價緩衝空間為 33.7%。
2351.TW,順德,151.00,75.00,67.75,23,8.42,持股中,📈 趨勢續強。目前防禦位設於 99.00，與現價緩衝空間為 34.4%。
2420.TW,新巨,55.80,60.00,1.37,9,1.01,持股中,📈 趨勢續強。目前防禦位設於 51.30，與現價緩衝空間為 8.1%。
911622.TW,泰聚亨-DR,3.75,60.00,-7.36,9,0.12,持股中,📈 趨勢續強。目前防禦位設於 3.71，與現價緩衝空間為 1.0%。
7743.TWO,金利食安,19.95,100.00,-2.07,1,0.15,持股中,📈 趨勢續強。目前防禦位設於 19.62，與現價緩衝空間為 1.7%。
3499.TWO,環天科,17.10,0.00,-9.05,2,0.60,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.90，建議耐心等待突破。
6223.TWO,旺矽,4940.00,0.00,0.00,0,307.14,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6261.TWO,久元,92.20,100.00,34.19,1,4.84,持股中,📈 趨勢續強。目前防禦位設於 78.00，與現價緩衝空間為 15.4%。
7583.TWO,國際海洋,67.00,33.33,-22.33,11,1.72,建議買入,🚀 今日收盤 67.00 突破關鍵高點 66.80，啟動波段漲勢。
6658.TW,聯策,83.10,100.00,37.72,3,4.56,持股中,📈 趨勢續強。目前防禦位設於 79.80，與現價緩衝空間為 4.0%。
2497.TW,怡利電,55.60,0.00,28.08,1,2.68,持股中,📈 趨勢續強。目前防禦位設於 52.50，與現價緩衝空間為 5.6%。
2059.TW,川湖,3855.00,50.00,13.78,15,189.64,持股中,📈 趨勢續強。目前防禦位設於 3515.00，與現價緩衝空間為 8.8%。
3434.TWO,哲固,31.40,20.00,-5.13,9,0.98,持股中,📈 趨勢續強。目前防禦位設於 27.46，與現價緩衝空間為 12.5%。
6913.TWO,鴻呈,127.50,100.00,3.46,1,5.57,持股中,📈 趨勢續強。目前防禦位設於 125.50，與現價緩衝空間為 1.6%。
00749B.TWO,凱基新興債10+,31.83,0.00,-4.79,9,0.14,持股中,📈 趨勢續強。目前防禦位設於 31.68，與現價緩衝空間為 0.5%。
3030.TW,德律,341.00,50.00,80.94,3,19.11,持股中,📈 趨勢續強。目前防禦位設於 246.00，與現價緩衝空間為 27.9%。
1786.TW,科妍,64.50,33.33,-8.72,5,2.02,持股中,📈 趨勢續強。目前防禦位設於 59.04，與現價緩衝空間為 8.5%。
9802.TW,鈺齊-KY,78.30,33.33,-13.36,5,2.19,持股中,📈 趨勢續強。目前防禦位設於 72.84，與現價緩衝空間為 7.0%。
3219.TWO,倚強科,68.50,33.33,-23.98,5,3.24,持股中,📈 趨勢續強。目前防禦位設於 58.31，與現價緩衝空間為 14.9%。
00918.TW,大華優利高填息30,23.70,50.00,-6.37,7,0.28,持股中,📈 趨勢續強。目前防禦位設於 21.61，與現價緩衝空間為 8.8%。
3022.TW,威強電,70.90,57.14,8.76,13,1.81,持股中,📈 趨勢續強。目前防禦位設於 61.80，與現價緩衝空間為 12.8%。
5906.TW,台南-KY,49.65,33.33,-7.47,5,0.75,持股中,📈 趨勢續強。目前防禦位設於 46.48，與現價緩衝空間為 6.4%。
4167.TWO,松瑞藥,19.70,60.00,-2.42,10,0.44,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.20，建議耐心等待突破。
00641R.TW,富邦日本反1,4.01,0.00,-10.95,8,0.07,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 4.03，建議耐心等待突破。
00912.TW,中信臺灣智慧50,27.48,100.00,8.92,1,0.54,持股中,📈 趨勢續強。目前防禦位設於 23.85，與現價緩衝空間為 13.2%。
2743.TWO,山富,72.30,0.00,-9.37,1,2.45,持股中,📈 趨勢續強。目前防禦位設於 72.30，與現價緩衝空間為 0.0%。
6617.TWO,共信-KY,60.80,50.00,-23.00,4,2.27,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 67.60，建議耐心等待突破。
2412.TW,中華電,137.00,100.00,-0.82,3,1.29,持股中,📈 趨勢續強。目前防禦位設於 131.96，與現價緩衝空間為 3.7%。
8354.TWO,冠好,18.85,33.33,8.56,5,0.56,持股中,📈 趨勢續強。目前防禦位設於 14.78，與現價緩衝空間為 21.6%。
2428.TW,興勤,184.00,100.00,7.05,3,7.21,持股中,📈 趨勢續強。目前防禦位設於 149.07，與現價緩衝空間為 19.0%。
4536.TW,拓凱,157.00,25.00,-2.69,7,2.54,持股中,📈 趨勢續強。目前防禦位設於 144.54，與現價緩衝空間為 7.9%。
2901.TW,欣欣,23.55,0.00,-5.58,4,0.48,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.85，建議耐心等待突破。
4554.TWO,橙的,29.70,75.00,-4.02,7,0.54,持股中,📈 趨勢續強。目前防禦位設於 28.75，與現價緩衝空間為 3.2%。
6173.TWO,信昌電,89.40,100.00,21.62,3,5.21,持股中,📈 趨勢續強。目前防禦位設於 56.96，與現價緩衝空間為 36.3%。
3224.TWO,三顧,46.45,0.00,7.06,5,1.79,持股中,📈 趨勢續強。目前防禦位設於 38.68，與現價緩衝空間為 16.7%。
3231.TW,緯創,144.50,66.67,-7.22,5,4.43,持股中,📈 趨勢續強。目前防禦位設於 119.82，與現價緩衝空間為 17.1%。
8930.TWO,青鋼,29.95,33.33,0.47,11,0.48,持股中,📈 趨勢續強。目前防禦位設於 29.53，與現價緩衝空間為 1.4%。
2464.TW,盟立,86.10,50.00,4.82,3,4.18,持股中,📈 趨勢續強。目前防禦位設於 64.86，與現價緩衝空間為 24.7%。
2248.TW,華勝-KY,55.60,25.00,-2.26,7,1.57,持股中,📈 趨勢續強。目前防禦位設於 48.80，與現價緩衝空間為 12.2%。
2884.TW,玉山金,32.95,50.00,0.84,3,0.46,持股中,📈 趨勢續強。目前防禦位設於 32.00，與現價緩衝空間為 2.9%。
2007.TW,燁興,8.04,33.33,-11.35,6,0.14,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 8.11，建議耐心等待突破。
5355.TWO,佳總,6.80,0.00,-3.51,3,0.31,建議買入,🚀 今日收盤 6.80 突破關鍵高點 6.50，啟動波段漲勢。
1725.TW,元禎,34.25,50.00,18.93,7,1.40,持股中,📈 趨勢續強。目前防禦位設於 30.60，與現價緩衝空間為 10.7%。
6116.TW,彩晶,8.99,50.00,-1.31,3,0.40,持股中,📈 趨勢續強。目前防禦位設於 7.75，與現價緩衝空間為 13.8%。
2453.TW,凌群,54.40,66.67,-7.36,5,1.05,持股中,📈 趨勢續強。目前防禦位設於 51.26，與現價緩衝空間為 5.8%。
6735.TWO,美達科技,91.70,25.00,40.16,7,5.56,持股中,📈 趨勢續強。目前防禦位設於 58.00，與現價緩衝空間為 36.8%。
3609.TWO,三一東林,23.25,0.00,0.00,0,1.07,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.65，建議耐心等待突破。
8923.TWO,時報,19.30,37.50,-16.18,16,0.26,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.55，建議耐心等待突破。
8068.TWO,全達,24.25,100.00,8.27,3,0.93,持股中,📈 趨勢續強。目前防禦位設於 20.07，與現價緩衝空間為 17.2%。
9958.TW,世紀鋼,106.50,0.00,-10.50,3,4.50,持股中,📈 趨勢續強。目前防禦位設於 97.64，與現價緩衝空間為 8.3%。
1586.TWO,和勤,22.80,66.67,-8.46,5,0.45,持股中,📈 趨勢續強。目前防禦位設於 22.40，與現價緩衝空間為 1.8%。
8932.TWO,智通*,101.00,0.00,20.67,1,4.06,持股中,📈 趨勢續強。目前防禦位設於 76.31，與現價緩衝空間為 24.4%。
1709.TW,和益,19.05,0.00,1.18,7,0.45,持股中,📈 趨勢續強。目前防禦位設於 17.90，與現價緩衝空間為 6.0%。
8908.TWO,欣雄,40.55,100.00,-9.04,3,0.71,持股中,📈 趨勢續強。目前防禦位設於 38.76，與現價緩衝空間為 4.4%。
00930.TW,永豐ESG低碳高息,19.00,100.00,-2.91,5,0.29,持股中,📈 趨勢續強。目前防禦位設於 17.00，與現價緩衝空間為 10.5%。
6597.TWO,立誠,58.90,0.00,-28.19,6,2.16,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 60.00，建議耐心等待突破。
3055.TW,蔚華科,82.50,0.00,17.82,3,3.75,持股中,📈 趨勢續強。目前防禦位設於 55.51，與現價緩衝空間為 32.7%。
5276.TWO,達輝-KY,15.25,0.00,-10.88,4,0.47,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.55，建議耐心等待突破。
1584.TWO,精剛,21.65,0.00,-6.41,2,0.55,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 22.05，建議耐心等待突破。
2722.TW,夏都,24.50,0.00,-9.45,5,0.82,持股中,📈 趨勢續強。目前防禦位設於 24.30，與現價緩衝空間為 0.8%。
6240.TWO,松崗,18.70,0.00,-17.53,7,0.62,持股中,📈 趨勢續強。目前防禦位設於 17.79，與現價緩衝空間為 4.9%。
2885.TW,元大金,51.00,100.00,12.41,1,1.26,持股中,📈 趨勢續強。目前防禦位設於 45.80，與現價緩衝空間為 10.2%。
4119.TW,旭富,48.05,40.00,-18.49,10,0.98,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 52.10，建議耐心等待突破。
8472.TWO,夠麻吉,71.90,0.00,9.18,11,3.31,建議買入,🚀 今日收盤 71.90 突破關鍵高點 60.80，啟動波段漲勢。
3306.TWO,鼎天,48.50,66.67,-20.94,5,1.10,持股中,📈 趨勢續強。目前防禦位設於 44.62，與現價緩衝空間為 8.0%。
2929.TW,淘帝-KY,6.10,50.00,-6.70,3,0.13,持股中,📈 趨勢續強。目前防禦位設於 6.02，與現價緩衝空間為 1.3%。
6645.TW,金萬林-創,13.10,0.00,-9.88,2,0.36,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.45，建議耐心等待突破。
7792.TWO,安葆,356.00,50.00,-13.60,3,16.46,持股中,📈 趨勢續強。目前防禦位設於 354.00，與現價緩衝空間為 0.6%。
00881.TW,國泰台灣科技龍頭,43.92,100.00,11.57,1,1.03,持股中,📈 趨勢續強。目前防禦位設於 37.30，與現價緩衝空間為 15.1%。
1717.TW,長興,80.80,100.00,35.67,1,5.61,持股中,📈 趨勢續強。目前防禦位設於 80.20，與現價緩衝空間為 0.7%。
6127.TWO,九豪,50.10,0.00,28.68,1,3.70,持股中,📈 趨勢續強。目前防禦位設於 38.25，與現價緩衝空間為 23.7%。
7556.TWO,意德士,294.50,50.00,55.66,7,14.46,持股中,📈 趨勢續強。目前防禦位設於 167.11，與現價緩衝空間為 43.3%。
5206.TWO,坤悅,24.25,50.00,-14.13,4,0.60,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 28.50，建議耐心等待突破。
4763.TW,材料*-KY,45.50,50.00,-13.22,3,1.64,持股中,📈 趨勢續強。目前防禦位設於 40.66，與現價緩衝空間為 10.6%。
2535.TW,達欣工,70.60,60.00,-4.01,9,1.41,持股中,📈 趨勢續強。目前防禦位設於 66.99，與現價緩衝空間為 5.1%。
2013.TW,中鋼構,44.00,33.33,-0.99,5,0.61,持股中,📈 趨勢續強。目前防禦位設於 44.00，與現價緩衝空間為 0.0%。
4528.TWO,江興鍛,15.85,100.00,5.49,2,0.38,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.69，建議耐心等待突破。
1714.TW,和桐,9.92,50.00,-8.61,23,0.31,持股中,📈 趨勢續強。目前防禦位設於 9.85，與現價緩衝空間為 0.7%。
1808.TW,潤隆,29.95,0.00,-5.35,2,0.71,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 31.15，建議耐心等待突破。
3709.TWO,鑫聯大投控,77.30,0.00,2.72,1,3.77,持股中,📈 趨勢續強。目前防禦位設於 64.13，與現價緩衝空間為 17.0%。
2352.TW,佳世達,25.65,66.67,-13.84,5,0.55,持股中,📈 趨勢續強。目前防禦位設於 22.94，與現價緩衝空間為 10.6%。
1568.TW,倉佑,27.95,0.00,21.29,3,0.80,持股中,📈 趨勢續強。目前防禦位設於 22.45，與現價緩衝空間為 19.7%。
6129.TWO,普誠,17.75,33.33,-4.09,5,0.66,持股中,📈 趨勢續強。目前防禦位設於 15.35，與現價緩衝空間為 13.5%。
5475.TWO,德宏,385.00,50.00,254.28,3,26.07,持股中,📈 趨勢續強。目前防禦位設於 186.50，與現價緩衝空間為 51.6%。
5289.TWO,宜鼎,1120.00,100.00,0.75,1,87.36,持股中,📈 趨勢續強。目前防禦位設於 980.00，與現價緩衝空間為 12.5%。
5514.TWO,三豐,15.90,0.00,-0.91,1,0.37,持股中,📈 趨勢續強。目前防禦位設於 15.65，與現價緩衝空間為 1.6%。
3587.TWO,閎康,369.00,100.00,59.82,1,22.54,持股中,📈 趨勢續強。目前防禦位設於 215.00，與現價緩衝空間為 41.7%。
5202.TWO,力新,14.50,33.33,-10.41,5,0.39,持股中,📈 趨勢續強。目前防禦位設於 12.36，與現價緩衝空間為 14.8%。
2020.TW,美亞,23.05,0.00,1.40,4,0.39,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 22.51，建議耐心等待突破。
6532.TWO,瑞耘,93.20,100.00,54.77,5,4.49,持股中,📈 趨勢續強。目前防禦位設於 73.60，與現價緩衝空間為 21.0%。
00927.TW,群益半導體收益,28.21,100.00,2.51,5,0.64,持股中,📈 趨勢續強。目前防禦位設於 23.52，與現價緩衝空間為 16.6%。
00950B.TWO,凱基A級公司債,14.21,60.00,-3.69,10,0.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 14.02，建議耐心等待突破。
3685.TWO,元創精密,34.40,75.00,-7.11,7,1.99,持股中,📈 趨勢續強。目前防禦位設於 26.45，與現價緩衝空間為 23.1%。
4529.TWO,淳紳,3.75,50.00,-4.52,11,0.22,持股中,📈 趨勢續強。目前防禦位設於 2.66，與現價緩衝空間為 29.1%。
3523.TWO,迎輝,13.75,100.00,-1.89,3,0.57,持股中,📈 趨勢續強。目前防禦位設於 11.47，與現價緩衝空間為 16.6%。
4908.TWO,前鼎,205.00,66.67,131.53,5,11.07,持股中,📈 趨勢續強。目前防禦位設於 102.50，與現價緩衝空間為 50.0%。
3029.TW,零壹,96.60,50.00,-14.58,7,2.57,持股中,📈 趨勢續強。目前防禦位設於 95.50，與現價緩衝空間為 1.1%。
7769.TW,鴻勁,4465.00,0.00,4.19,1,227.14,持股中,📈 趨勢續強。目前防禦位設於 4430.00，與現價緩衝空間為 0.8%。
4958.TW,臻鼎-KY,315.00,50.00,41.81,3,18.93,持股中,📈 趨勢續強。目前防禦位設於 210.00，與現價緩衝空間為 33.3%。
6245.TWO,立端,85.50,0.00,28.75,5,2.89,持股中,📈 趨勢續強。目前防禦位設於 66.80，與現價緩衝空間為 21.9%。
3447.TW,展達,39.55,0.00,-25.73,7,1.29,持股中,📈 趨勢續強。目前防禦位設於 35.91，與現價緩衝空間為 9.2%。
00726B.TWO,國泰新興投等債,33.43,33.33,-4.14,11,0.14,持股中,📈 趨勢續強。目前防禦位設於 33.35，與現價緩衝空間為 0.2%。
3583.TW,辛耘,770.00,66.67,103.29,5,48.75,持股中,📈 趨勢續強。目前防禦位設於 459.50，與現價緩衝空間為 40.3%。
00940.TW,元大台灣價值高息,10.42,100.00,-2.76,5,0.13,持股中,📈 趨勢續強。目前防禦位設於 9.51，與現價緩衝空間為 8.7%。
3706.TW,神達,85.00,50.00,-0.40,3,2.56,持股中,📈 趨勢續強。目前防禦位設於 74.07，與現價緩衝空間為 12.9%。
5009.TWO,榮剛,33.75,100.00,-0.45,1,0.82,持股中,📈 趨勢續強。目前防禦位設於 30.89，與現價緩衝空間為 8.5%。
5278.TWO,尚凡*,23.00,50.00,-23.58,3,0.77,持股中,📈 趨勢續強。目前防禦位設於 22.72，與現價緩衝空間為 1.2%。
3054.TW,立萬利,75.00,20.00,98.89,9,6.83,持股中,📈 趨勢續強。目前防禦位設於 64.20，與現價緩衝空間為 14.4%。
6908.TW,宏�砦C戲-創,39.85,0.00,0.00,0,1.39,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
2031.TW,新光鋼,40.00,75.00,-3.23,8,0.63,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 39.20，建議耐心等待突破。
3317.TWO,尼克森,53.60,66.67,-11.05,5,1.88,持股中,📈 趨勢續強。目前防禦位設於 50.50，與現價緩衝空間為 5.8%。
4416.TWO,三圓,14.90,100.00,-12.72,3,0.85,持股中,📈 趨勢續強。目前防禦位設於 12.89，與現價緩衝空間為 13.5%。
4905.TWO,台聯電,87.60,50.00,-5.48,11,5.03,持股中,📈 趨勢續強。目前防禦位設於 81.10，與現價緩衝空間為 7.4%。
8155.TWO,博智,396.00,100.00,54.72,5,25.68,持股中,📈 趨勢續強。目前防禦位設於 260.50，與現價緩衝空間為 34.2%。
6741.TWO,91APP*-KY,65.30,50.00,-4.36,3,1.59,持股中,📈 趨勢續強。目前防禦位設於 60.80，與現價緩衝空間為 6.9%。
1319.TW,東陽,79.00,0.00,0.00,0,2.07,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 79.80，建議耐心等待突破。
6925.TWO,意藍,71.30,0.00,-9.90,7,2.48,持股中,📈 趨勢續強。目前防禦位設於 67.44，與現價緩衝空間為 5.4%。
