Quantum AI Pro 分析報告 (20260315)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                            Reason
   3036.TW                              文曄    8.5   235.50 🚀 極強勢攻擊   78.9% 外資買1442張 / 投信加碼 / 趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
   6531.TW                             愛普*    6.0   531.00 🚀 極強勢攻擊   60.0%                 外資買2988張 / 趨勢強勁 / 【營收爆發(146.68%)】
   3706.TW                              神達    6.0    82.70 🚀 極強勢攻擊   37.5%                  外資買1733張 / 趨勢強勁 / 【營收爆發(34.35%)】
  3211.TWO                              順達    5.5   307.50 🚀 極強勢攻擊   14.3%                            外資買1002張 / 投信加碼 / 趨勢強勁
   6415.TW                          矽力*-KY    5.5   280.00 🚀 極強勢攻擊   33.3%               外資買1130張 / 【EPS連2成長 | 營收爆發(46.42%)】
   2337.TW                              旺宏    5.5   108.50 🚀 極強勢攻擊   70.0%                 外資買34433張 / 投信加碼 / 【營收爆發(59.98%)】
   9933.TW                              中鼎    5.5    33.85 🚀 極強勢攻擊    0.0%                       外資買2743張 / 趨勢強勁 / 【EPS連2成長】
  4973.TWO                              廣穎    5.5    67.20 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
  3093.TWO                             港建*    5.0    40.55 🚀 極強勢攻擊   57.9%                     趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
  5536.TWO                             聖暉*    4.5   679.00 🚀 極強勢攻擊   45.0%                 【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
  8027.TWO                              鈦昇    4.0   109.00 🚀 極強勢攻擊   43.8%                          外資買817張 / 【營收爆發(62.78%)】
   1256.TW                         鮮活果汁-KY    4.0   161.00 🚀 極強勢攻擊   45.5%                             趨勢強勁 / 【營收爆發(87.61%)】
   2543.TW                              皇昌    4.0    73.50 🚀 極強勢攻擊   36.4%                             趨勢強勁 / 【營收爆發(34.97%)】
   2376.TW                              技嘉    4.0   233.00 🚀 極強勢攻擊   77.8%                          外資買1385張 / 【營收爆發(47.4%)】
   6024.TW                             群益期    4.0    56.00 🚀 極強勢攻擊   57.1%                            趨勢強勁 / 【營收爆發(152.89%)】
  3066.TWO                              李洲    4.0    17.80 🚀 極強勢攻擊   37.5%                             趨勢強勁 / 【營收爆發(42.57%)】
   3380.TW                              明泰    4.0    36.15 🚀 極強勢攻擊   42.9%                                    外資買901張 / 趨勢強勁
   4943.TW                           康控-KY    4.0    12.00 🚀 極強勢攻擊    0.0%                              趨勢強勁 / 【營收爆發(38.5%)】
   6197.TW                             佳必琪    4.0   175.50 🚀 極強勢攻擊   83.3%                         外資買1003張 / 趨勢強勁 / 【無財報資料】
 00642U.TW                        期元大S&P石油    4.0    25.50 🚀 極強勢攻擊   60.0%                                   外資買4488張 / 趨勢強勁
  6223.TWO                              旺矽    4.0  3550.00 🚀 極強勢攻擊   25.0%                             趨勢強勁 / 【營收爆發(33.06%)】
  8472.TWO                             夠麻吉    4.0    79.60 🚀 極強勢攻擊    0.0%                             趨勢強勁 / 【營收爆發(30.76%)】
   3231.TW                              緯創    4.0   134.00 🚀 極強勢攻擊   33.3%                        外資買3895張 / 【營收爆發(177.37%)】
   1529.TW                            樂事綠能    4.0    28.85 🚀 極強勢攻擊   62.5%                            趨勢強勁 / 【營收爆發(277.22%)】
  3260.TWO                              威剛    4.0   359.50 🚀 極強勢攻擊   70.0%                         外資買2294張 / 【營收爆發(114.3%)】
  1294.TWO                            漢田生技    4.0    87.60 🚀 極強勢攻擊   28.6%                            趨勢強勁 / 【營收爆發(117.94%)】
 00953B.TW                        群益優選非投等債    4.0     9.65 🚀 極強勢攻擊   68.8%                                   外資買1542張 / 趨勢強勁
   8271.TW                              宇瞻    4.0   173.50 🚀 極強勢攻擊   64.3%                            趨勢強勁 / 【營收爆發(193.82%)】
  5345.TWO                              馥鴻    4.0    23.10 🚀 極強勢攻擊    0.0%                            趨勢強勁 / 【營收爆發(214.64%)】
  1785.TWO                             光洋科    4.0    82.00 🚀 極強勢攻擊   66.7%                             趨勢強勁 / 【營收爆發(67.72%)】
  5205.TWO                              中茂    4.0    29.45 🚀 極強勢攻擊   50.0%                            趨勢強勁 / 【營收爆發(204.44%)】
  4556.TWO                              旭然    3.5    29.20  📈 多頭續攻   50.0%                          【EPS連2成長 | 營收爆發(31.02%)】
   2059.TW                              川湖    3.5  3365.00  📈 多頭續攻   50.0%                          【EPS連2成長 | 營收爆發(31.16%)】
  5498.TWO                              凱崴    3.5    62.40  📈 多頭續攻   61.5%                外資買984張 / 【EPS連2成長 | 營收爆發(54.92%)】
   7786.TW                            東方風能    3.5   145.00  📈 多頭續攻   40.0%                           【EPS連2成長 | 營收爆發(62.9%)】
   3044.TW                              健鼎    3.5   380.00  📈 多頭續攻   26.3%                             投信加碼 / 【營收爆發(30.98%)】
   4967.TW                              十銓    3.5   197.00  📈 多頭續攻   47.1%              外資買1436張 / 【EPS連2成長 | 營收爆發(112.73%)】
   1582.TW                              信錦    3.0    90.30  📈 多頭續攻   57.1%                                   趨勢強勁 / 【董監持股增加】
  6762.TWO                              達亞    3.0   165.00  📈 多頭續攻   33.3%                                   趨勢強勁 / 【董監持股增加】
   7780.TW                           大研生醫*    3.0    19.60  📈 多頭續攻   35.3%                           【營收爆發(61.36%) | 董監持股增加】
  8390.TWO                             金益鼎    3.0   100.00  📈 多頭續攻   53.8%                           【營收爆發(60.35%) | 董監持股增加】
  6703.TWO                              軒郁    3.0   117.50  📈 多頭續攻   62.5%                                   趨勢強勁 / 【董監持股增加】
  4538.TWO                             大詠城    3.0    19.00  📈 多頭續攻   70.0%                          【營收爆發(122.75%) | 董監持股增加】
  2230.TWO                              泰茂    3.0    35.40  📈 多頭續攻   30.8%                           【營收爆發(88.54%) | 董監持股增加】
  6219.TWO                              富旺    3.0    14.80  📈 多頭續攻   52.9%                        【營收爆發(10807.69%) | 董監持股增加】
  3147.TWO                              大綜    3.0   178.50  📈 多頭續攻   33.3%                          【營收爆發(206.61%) | 董監持股增加】
  1593.TWO                              祺驊    3.0    34.10  📈 多頭續攻   44.4%                                   趨勢強勁 / 【董監持股增加】
   1225.TW                             福懋油    3.0    32.55  📈 多頭續攻   57.1%                                   趨勢強勁 / 【董監持股增加】
  8299.TWO                              群聯    2.5  1800.00  📈 多頭續攻   31.6%                【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
  4991.TWO                           環宇-KY    2.5   331.50  📈 多頭續攻   55.0%                【EPS連2成長 | 營收爆發(155.98%) | 董監持股增加】
   6902.TW                        GOGOLOOK    2.5    77.90  📈 多頭續攻   35.0%                 【EPS連2成長 | 營收爆發(37.39%) | 董監持股增加】
   6994.TW                            富威電力    2.5    83.10  📈 多頭續攻   50.0%                【EPS連2成長 | 營收爆發(114.38%) | 董監持股增加】
  3088.TWO                              艾訊    2.5    81.70  📈 多頭續攻   35.0%                 【EPS連2成長 | 營收爆發(50.04%) | 董監持股增加】
  3687.TWO                             歐買尬    2.0    67.70  📈 多頭續攻   37.5%                                     【營收爆發(33.0%)】
  00757.TW                         統一FANG+    2.0   111.80  📈 多頭續攻   52.6%                                              趨勢強勁
   6691.TW                            洋基工程    2.0   618.00  📈 多頭續攻   30.8%                                    【營收爆發(80.45%)】
  7734.TWO                            印能科技    2.0  1645.00  📈 多頭續攻   55.0%                                    【營收爆發(142.0%)】
   6655.TW                              科定    2.0   129.00  📈 多頭續攻   56.2%                                    【營收爆發(82.66%)】
   2458.TW                              義隆    2.0   143.00  📈 多頭續攻   75.0%                                              趨勢強勁
   9926.TW                              新海    2.0    50.70  📈 多頭續攻   40.0%                                              趨勢強勁
00719B.TWO                         元大美債1-3    2.0    31.42  📈 多頭續攻   25.0%                                              趨勢強勁
  6739.TWO                            竹陞科技    2.0  1145.00  📈 多頭續攻   52.6%                                    【營收爆發(90.86%)】
  6462.TWO                              神盾    2.0   101.00  📈 多頭續攻   38.5%                                   【營收爆發(200.09%)】
   9906.TW                             欣巴巴    2.0    41.70  📈 多頭續攻   50.0%                                   【營收爆發(351.05%)】
   2880.TW                             華南金    2.0    33.85  📈 多頭續攻   88.9%                                          外資買1460張
00795B.TWO                       中信美國公債20年    2.0    27.59  📈 多頭續攻   55.6%                                          外資買1167張
  3324.TWO                              雙鴻    2.0  1055.00  📈 多頭續攻   47.4%                                    【營收爆發(66.95%)】
   3090.TW                             日電貿    2.0    92.40  📈 多頭續攻    8.3%                                           外資買840張
   2432.TW                         倚天酷��-創    2.0    28.30  📈 多頭續攻   63.2%                                              趨勢強勁
   7740.TW                           熙特爾-創    2.0   204.00  📈 多頭續攻   77.8%                                   【營收爆發(604.32%)】
  3684.TWO                              榮昌    2.0    60.20  📈 多頭續攻   44.4%                                    【營收爆發(30.66%)】
  5452.TWO                              佶優    2.0    32.75  📈 多頭續攻   27.3%                                    趨勢強勁 / 【無財報資料】
  6640.TWO                              均華    2.0   969.00  📈 多頭續攻   58.8%                                    【營收爆發(56.66%)】
   6715.TW                              嘉基    2.0   305.00  📈 多頭續攻   50.0%                                              趨勢強勁
   2892.TW                             第一金    2.0    28.90  📈 多頭續攻   46.7%                                          外資買6434張
   6191.TW                             精成科    2.0    99.50  📈 多頭續攻   50.0%                         外資買2858張 / 【營收爆發(93.36%)】
  5328.TWO                              華容    2.0    26.80  📈 多頭續攻   45.5%                                    【營收爆發(35.41%)】
 911608.TW                           明輝-DR    2.0     3.03  📈 多頭續攻   25.0%                                              趨勢強勁
  3516.TWO                             亞帝歐    2.0    19.65  📈 多頭續攻   35.0%                                    【營收爆發(31.89%)】
  4903.TWO                             聯光通    2.0    43.35  📈 多頭續攻   50.0%                                    【營收爆發(102.6%)】
  5450.TWO                              南良    2.0    14.90  📈 多頭續攻   35.0%                                    趨勢強勁 / 【無財報資料】
   2480.TW                             敦陽科    2.0   142.00  📈 多頭續攻   22.2%                                    【營收爆發(31.32%)】
  6980.TWO                            鐳洋科技    2.0   127.00  📈 多頭續攻   41.2%                                   【營收爆發(133.51%)】
   6689.TW                             伊雲谷    2.0    71.70  📈 多頭續攻   35.7%                                              趨勢強勁
00696B.TWO                         富邦美債20年    2.0    29.74  📈 多頭續攻   38.5%                                          外資買2830張
 00693U.TW                        期街口S&P黃豆    2.0    23.16  📈 多頭續攻   90.0%                                              趨勢強勁
   3533.TW                              嘉澤    2.0  1750.00  📈 多頭續攻   50.0%                                    【營收爆發(31.46%)】
   1516.TW                              川飛    2.0    23.40  📈 多頭續攻   45.0%                                              趨勢強勁
   3665.TW                           貿聯-KY    2.0  1590.00  📈 多頭續攻   66.7%                                              趨勢強勁
  2752.TWO                              豆府    2.0   211.50  📈 多頭續攻   44.4%                                    趨勢強勁 / 【無財報資料】
  2237.TWO                            華德動能    2.0    30.50  📈 多頭續攻   33.3%                                   【營收爆發(189.99%)】
00679B.TWO                         元大美債20年    2.0    27.34  📈 多頭續攻   43.8%                                         外資買10732張
  1815.TWO                              富喬    2.0   107.50  📈 多頭續攻   28.6%                                          外資買1038張
  4702.TWO                             中美實    2.0     9.96  📈 多頭續攻   30.0%                                     【營收爆發(51.9%)】
   2243.TW                           宏旭-KY    2.0    15.60  📈 多頭續攻  100.0%                                    趨勢強勁 / 【無財報資料】
   5876.TW                            上海商銀    2.0    39.50  📈 多頭續攻   30.8%                                          外資買1323張
   3025.TW                              星通    2.0    61.80  📈 多頭續攻   25.0%                                   【營收爆發(113.07%)】
  8038.TWO                             長園科    2.0    43.10  📈 多頭續攻   50.0%                                   【營收爆發(643.82%)】
  3081.TWO                              聯亞    2.0  1485.00  📈 多頭續攻   50.0%                                    【營收爆發(91.44%)】
   5284.TW                          jpp-KY    2.0   268.50  📈 多頭續攻   35.0%                                    【營收爆發(50.24%)】
   2426.TW                              鼎元    2.0    33.85  📈 多頭續攻   53.3%                                          外資買5794張
   4916.TW                             事欣科    2.0    60.70  📈 多頭續攻   41.2%                                    【營收爆發(40.99%)】
  2235.TWO                              謚源    2.0    35.00  📈 多頭續攻   42.9%                                    【營收爆發(45.05%)】
   5871.TW                           中租-KY    2.0   102.00  📈 多頭續攻   25.0%                                           外資買996張
 00648R.TW                      元大S&P500反1    2.0     4.50  📈 多頭續攻   55.0%                                              趨勢強勁
   6166.TW                              凌華    2.0    59.80  📈 多頭續攻   40.0%                                    【營收爆發(58.39%)】
  3131.TWO                              弘塑    2.0  1965.00  📈 多頭續攻   50.0%                                    【營收爆發(41.97%)】
 009805.TW                        新光美國電力基建    2.0    14.92  📈 多頭續攻   58.8%                                          外資買1930張
   1605.TW                              華新    2.0    32.05  📈 多頭續攻   54.5%                                          外資買7184張
  3360.TWO                              尚立    2.0    15.05  📈 多頭續攻   38.9%                                   【營收爆發(152.72%)】
  6508.TWO                              惠光    2.0    28.10  📈 多頭續攻   71.4%                                              趨勢強勁
   4949.TW                            有成精密    2.0    68.40  📈 多頭續攻   77.8%                                              趨勢強勁
   3694.TW                              海華    2.0    56.20  📈 多頭續攻   50.0%                                    【營收爆發(58.57%)】
  5439.TWO                              高技    2.0   275.00  📈 多頭續攻   42.9%                                   【營收爆發(129.51%)】
  5291.TWO                              邑昇    2.0    53.10  📈 多頭續攻   57.9%                                    【營收爆發(34.27%)】
00864B.TWO                       中信美國公債0-1    2.0    46.64  📈 多頭續攻   41.7%                                              趨勢強勁
   2360.TW                              致茂    2.0  1530.00  📈 多頭續攻   63.2%                                    【營收爆發(86.04%)】
  7781.TWO                            昕力資*    2.0    20.70  📈 多頭續攻   25.0%                                    【營收爆發(42.08%)】
   2923.TW                           鼎固-KY    2.0    18.30  📈 多頭續攻   45.0%                                   【營收爆發(481.14%)】
  6423.TWO                             億而得    2.0    88.60  📈 多頭續攻   40.0%                                              趨勢強勁
  5478.TWO                              智冠    2.0   112.00  📈 多頭續攻   60.0%                                              趨勢強勁
   1609.TW                              大亞    2.0    35.95  📈 多頭續攻   58.3%                                    【營收爆發(41.09%)】
  3691.TWO                              碩禾    2.0   116.00  📈 多頭續攻   50.0%                                   【營收爆發(195.71%)】
   8926.TW                             台汽電    2.0    46.10  📈 多頭續攻   30.0%                        外資買871張 / 【營收爆發(1067.24%)】
 00666R.TW                        富邦恒生國企反1    2.0     9.10  📈 多頭續攻   55.6%                                              趨勢強勁
   4977.TW                           眾達-KY    2.0   187.00  📈 多頭續攻   33.3%                                          外資買1570張
 00945B.TW                        凱基美國非投等債    2.0    14.51  📈 多頭續攻   57.1%                                              趨勢強勁
  6620.TWO                              漢達    2.0    76.50  📈 多頭續攻    0.0%                                    【營收爆發(32.15%)】
   8476.TW                             台境*    2.0    19.00  📈 多頭續攻   16.7%                                   【營收爆發(126.49%)】
   3135.TW                              凌航    2.0   110.00  📈 多頭續攻   52.6%                                   【營收爆發(343.86%)】
  7738.TWO                            東聯互動    2.0   185.00  📈 多頭續攻   55.0%                                              趨勢強勁
   6239.TW                              力成    2.0   201.00  📈 多頭續攻   37.5%                                    【營收爆發(34.63%)】
   3266.TW                              昇陽    2.0    13.10  📈 多頭續攻   26.7%                                   【營收爆發(222.03%)】
 009817.TW                         國泰日本不動產    2.0     9.71  📈 多頭續攻   50.0%                                           外資買831張
 00669R.TW                        國泰美國道瓊反1    2.0     5.89  📈 多頭續攻   40.0%                                              趨勢強勁
   2383.TW                             台光電    2.0  2705.00  📈 多頭續攻   64.7%                                    【營收爆發(45.01%)】
   3017.TW                              奇鋐    2.0  1865.00  📈 多頭續攻   47.1%                                    【營收爆發(74.74%)】
   6598.TW                          ABC-KY    2.0    25.05  📈 多頭續攻   45.5%                                    【營收爆發(87.92%)】
  5348.TWO                           正能量智能    2.0    17.25  📈 多頭續攻   35.0%                                              趨勢強勁
  6903.TWO                              巨漢    2.0   324.00  📈 多頭續攻   50.0%                                   【營收爆發(586.45%)】
   2478.TW                              大毅    2.0    67.80  📈 多頭續攻   40.0%                                    【營收爆發(37.97%)】
  4413.TWO                            飛寶企業    2.0    17.90  📈 多頭續攻   45.0%                                    趨勢強勁 / 【無財報資料】
  8431.TWO                             匯鑽科    2.0    68.00  📈 多頭續攻   44.4%                                     【營收爆發(32.1%)】
  3213.TWO                              茂訊    2.0   101.50  📈 多頭續攻   35.3%                                              趨勢強勁
   6668.TW                             中揚光    2.0    34.30  📈 多頭續攻   40.0%                                    【營收爆發(41.28%)】
   3013.TW                             晟銘電    2.0   100.50  📈 多頭續攻   50.0%                                    【營收爆發(49.92%)】
   2395.TW                              研華    2.0   342.50  📈 多頭續攻   42.9%                                              趨勢強勁
   6937.TW                              天虹    2.0   275.50  📈 多頭續攻   66.7%                                    【營收爆發(31.25%)】
 00865B.TW                        國泰US短期公債    2.0    48.17  📈 多頭續攻   28.6%                                    趨勢強勁 / 【無財報資料】
   8103.TW                              瀚荃    2.0    85.40  📈 多頭續攻   50.0%                                    【營收爆發(43.57%)】
   3209.TW                              全科    2.0    39.85  📈 多頭續攻   50.0%                                外資買2810張 / 【無財報資料】
  6246.TWO                              臺龍    2.0    16.70  📈 多頭續攻   22.2%                                    趨勢強勁 / 【無財報資料】
   6214.TW                              精誠    2.0   111.00  📈 多頭續攻   25.0%                                    【營收爆發(39.19%)】
  7583.TWO                            國際海洋    2.0    70.40  📈 多頭續攻   42.9%                                    【營收爆發(64.81%)】
   3708.TW                            上緯投控    2.0   130.00  📈 多頭續攻   52.6%                                              趨勢強勁
   3596.TW                              智易    2.0   210.00  📈 多頭續攻   75.0%                                              趨勢強勁
  3354.TWO                              律勝    2.0    32.45  📈 多頭續攻   50.0%                                              趨勢強勁
  5274.TWO                              信驊    2.0 10495.00  📈 多頭續攻   45.5%                                    【營收爆發(65.94%)】
   5607.TW                             遠雄港    2.0    49.25  📈 多頭續攻   41.7%                                    【營收爆發(41.15%)】
  5514.TWO                              三豐    2.0    15.80  📈 多頭續攻    0.0%                                  【營收爆發(6851.87%)】
  7792.TWO                              安葆    2.0   327.50  📈 多頭續攻   50.0%                                    【營收爆發(68.39%)】
  1259.TWO                              安心    2.0    61.90  📈 多頭續攻  100.0%                                    趨勢強勁 / 【無財報資料】
   3717.TW                            聯嘉投控    2.0    19.00  📈 多頭續攻   52.6%                                              趨勢強勁
  4541.TWO                              晟田    2.0    40.20  📈 多頭續攻   42.1%                                    【營收爆發(83.73%)】
  4529.TWO                              淳紳    2.0     3.43  📈 多頭續攻   50.0%                                              趨勢強勁
   6805.TW                             富世達    2.0  1755.00  📈 多頭續攻   50.0%                                    【營收爆發(51.13%)】
  4908.TWO                              前鼎    2.0   106.00  📈 多頭續攻   55.6%                          外資買998張 / 【營收爆發(66.88%)】
 00688L.TW                       國泰20年美債正2    2.0     7.15  📈 多頭續攻   30.8%                                          外資買1002張
   7769.TW                              鴻勁    2.0  3950.00  📈 多頭續攻   40.0%                                    【營收爆發(73.94%)】
   3167.TW                              大量    2.0   390.50  📈 多頭續攻   77.8%                                   【營收爆發(123.02%)】
   3003.TW                             健和興    2.0    50.30  📈 多頭續攻   50.0%                                    【營收爆發(59.35%)】
   2617.TW                              台航    2.0    31.65  📈 多頭續攻   36.4%                                    趨勢強勁 / 【無財報資料】
  3632.TWO                              研勤    2.0    10.10  📈 多頭續攻   50.0%                                              趨勢強勁
   1735.TW                             日勝化    2.0    23.75  📈 多頭續攻   68.8%                                              趨勢強勁
   4764.TW                              雙鍵    2.0   162.00  📈 多頭續攻   54.5%                                              趨勢強勁
