股號,名稱,結構,最新價,均損益%,隔日勝率%,5日勝率%,建議,原因
00757.TW,統一FANG+,🚀 多頭強勢,117.85,0.0,100.0,100.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2101.TW,南港,⏳ 均線糾結,34.95,-4.95,50.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00945B.TW,凱基美國非投等債,⏳ 均線糾結,14.43,-0.2,33.3,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4556.TWO,旭然,🚀 多頭強勢,34.15,1.09,45.5,27.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
1612.TW,宏泰,🚀 多頭強勢,35.65,2.41,85.7,71.4,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6624.TWO,萬年清,📉 趨勢轉弱,53.0,-7.41,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3081.TWO,聯亞,🚀 多頭強勢,3005.0,41.71,58.6,89.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
00685L.TW,群益臺灣加權正2,🚀 多頭強勢,211.95,7.5,73.3,66.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6446.TW,藥華藥,📈 月線上揚,647.0,43.44,66.7,80.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
009813.TW,貝萊德標普卓越50,🚀 多頭強勢,10.63,-1.31,33.3,33.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6485.TWO,點序,🔄 重新整理,83.5,25.0,66.7,75.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
5403.TWO,中菲,📉 趨勢轉弱,93.6,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00981D.TWO,主動中信非投等債,📈 月線上揚,10.34,-0.0,100.0,100.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5455.TWO,昇益,🚀 多頭強勢,26.4,0.0,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2374.TW,佳能,🚀 多頭強勢,76.0,-0.11,41.7,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6113.TWO,亞矽,🚀 多頭強勢,23.7,0.88,44.4,66.7,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
1443.TW,立益物流,⏳ 均線糾結,23.7,0.66,50.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
2025.TW,千興,🔄 重新整理,11.85,-0.12,54.5,63.6,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6141.TW,柏承,🚀 多頭強勢,33.05,28.28,68.8,56.2,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5243.TW,乙盛-KY,📈 月線上揚,120.0,11.37,58.3,66.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2303.TW,聯電,🚀 多頭強勢,78.6,9.3,40.0,46.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3372.TWO,典範,⏳ 均線糾結,20.0,-6.66,0.0,25.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4968.TW,立積,🚀 多頭強勢,130.0,0.0,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6158.TWO,禾昌,🚀 多頭強勢,20.05,0.0,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
8433.TWO,弘帆,⏳ 均線糾結,57.5,-0.56,43.8,37.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00991A.TW,主動復華未來50,🚀 多頭強勢,15.75,0.0,100.0,100.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2417.TW,圓剛,🚀 多頭強勢,42.55,-6.06,37.5,62.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2402.TW,毅嘉,📈 月線上揚,76.9,-19.31,71.4,85.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2351.TW,順德,🚀 多頭強勢,166.0,12.8,58.6,79.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2420.TW,新巨,🚀 多頭強勢,55.8,1.53,60.0,60.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
911622.TW,泰聚亨-DR,📉 趨勢轉弱,3.66,2.44,40.0,20.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7743.TWO,金利食安,📈 月線上揚,20.2,-0.85,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
3499.TWO,環天科,📉 趨勢轉弱,16.7,-2.95,33.3,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6223.TWO,旺矽,🚀 多頭強勢,4825.0,1.18,66.7,58.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6261.TWO,久元,🚀 多頭強勢,91.8,-0.35,36.8,47.4,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
7583.TWO,國際海洋,⏳ 均線糾結,69.4,-11.14,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
6658.TW,聯策,🚀 多頭強勢,91.4,-2.98,37.5,56.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2497.TW,怡利電,🚀 多頭強勢,61.1,-3.64,25.0,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2059.TW,川湖,🚀 多頭強勢,3935.0,-5.63,33.3,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3434.TWO,哲固,🚀 多頭強勢,32.15,-1.25,40.0,60.0,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
6913.TWO,鴻呈,🚀 多頭強勢,129.5,-2.49,25.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
00749B.TWO,凱基新興債10+,🚀 多頭強勢,31.79,0.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
3030.TW,德律,🚀 多頭強勢,358.0,6.6,65.0,75.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
1786.TW,科妍,🚀 多頭強勢,64.1,-0.42,25.0,50.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
9802.TW,鈺齊-KY,⏳ 均線糾結,77.2,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3219.TWO,倚強科,🚀 多頭強勢,70.6,-8.16,0.0,20.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
00918.TW,大華優利高填息30,🚀 多頭強勢,23.83,-1.59,40.0,20.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3022.TW,威強電,🚀 多頭強勢,71.9,-6.53,20.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5906.TW,台南-KY,🚀 多頭強勢,49.65,-1.64,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
4167.TWO,松瑞藥,📉 趨勢轉弱,19.55,1.11,52.9,70.6,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00641R.TW,富邦日本反1,📉 趨勢轉弱,4.04,-5.18,0.0,50.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
00912.TW,中信臺灣智慧50,🚀 多頭強勢,27.56,1.01,66.7,81.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2743.TWO,山富,⏳ 均線糾結,71.5,-3.47,60.0,40.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6617.TWO,共信-KY,⏳ 均線糾結,60.2,-3.8,25.0,25.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2412.TW,中華電,🚀 多頭強勢,136.5,0.93,30.0,70.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
8354.TWO,冠好,🚀 多頭強勢,19.0,0.0,33.3,100.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2428.TW,興勤,🚀 多頭強勢,184.5,-4.72,42.9,14.3,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
4536.TW,拓凱,🚀 多頭強勢,155.5,-1.93,16.7,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2901.TW,欣欣,⏳ 均線糾結,23.25,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4554.TWO,橙的,🚀 多頭強勢,30.2,-0.52,55.6,22.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6173.TWO,信昌電,🚀 多頭強勢,88.5,-2.28,37.5,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3224.TWO,三顧,📈 月線上揚,49.7,1.25,83.3,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3231.TW,緯創,🚀 多頭強勢,144.0,-4.14,33.3,33.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
8930.TWO,青鋼,⏳ 均線糾結,29.85,-1.98,0.0,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2464.TW,盟立,🚀 多頭強勢,94.0,-4.2,46.2,23.1,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2248.TW,華勝-KY,🚀 多頭強勢,57.5,-0.38,50.0,33.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2884.TW,玉山金,🚀 多頭強勢,33.05,0.15,57.1,14.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2007.TW,燁興,⏳ 均線糾結,7.93,-4.87,10.0,10.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
5355.TWO,佳總,📈 月線上揚,6.99,-2.68,100.0,25.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
1725.TW,元禎,🚀 多頭強勢,32.85,-4.22,28.6,14.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
006201.TWO,元大富櫃50,🚀 多頭強勢,47.5,2.88,54.2,62.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6116.TW,彩晶,📈 月線上揚,8.85,7.96,62.5,25.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2453.TW,凌群,🚀 多頭強勢,55.9,-1.53,31.2,31.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6735.TWO,美達科技,🚀 多頭強勢,100.5,9.46,64.3,71.4,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3609.TWO,三一東林,📉 趨勢轉弱,24.95,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8923.TWO,時報,📈 月線上揚,19.95,0.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
8068.TWO,全達,🚀 多頭強勢,24.15,-4.69,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
9958.TW,世紀鋼,📉 趨勢轉弱,108.5,-5.88,33.3,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
1586.TWO,和勤,⏳ 均線糾結,22.85,-7.14,0.0,0.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
8932.TWO,智通*,🚀 多頭強勢,99.5,11.43,53.8,76.9,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
1709.TW,和益,📈 月線上揚,18.9,2.86,42.9,28.6,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
8908.TWO,欣雄,⏳ 均線糾結,40.5,-4.91,40.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00930.TW,永豐ESG低碳高息,🚀 多頭強勢,19.36,3.27,71.4,85.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6597.TWO,立誠,🔄 重新整理,61.2,-13.52,33.3,0.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
3055.TW,蔚華科,🚀 多頭強勢,84.4,0.0,50.0,100.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5276.TWO,達輝-KY,🚀 多頭強勢,16.75,-0.33,50.0,25.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
1584.TWO,精剛,⏳ 均線糾結,21.25,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2722.TW,夏都,📈 月線上揚,24.4,-3.98,0.0,33.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6240.TWO,松崗,⏳ 均線糾結,18.75,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2885.TW,元大金,🚀 多頭強勢,50.1,1.24,57.1,50.0,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
4119.TW,旭富,📉 趨勢轉弱,48.0,-0.43,45.5,54.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8472.TWO,夠麻吉,📉 趨勢轉弱,71.7,7.92,40.0,60.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3306.TWO,鼎天,🚀 多頭強勢,50.0,-9.73,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2929.TW,淘帝-KY,⏳ 均線糾結,6.05,-4.32,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6645.TW,金萬林-創,📉 趨勢轉弱,13.4,0.0,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
7792.TWO,安葆,🚀 多頭強勢,358.5,29.22,64.0,68.0,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
00881.TW,國泰台灣科技龍頭,🚀 多頭強勢,44.41,4.98,76.5,94.1,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
1717.TW,長興,🚀 多頭強勢,82.7,11.92,55.6,61.1,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6127.TWO,九豪,🚀 多頭強勢,50.0,1.68,20.0,30.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7556.TWO,意德士,🚀 多頭強勢,302.0,-2.03,37.5,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5206.TWO,坤悅,📉 趨勢轉弱,23.9,-2.37,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4763.TW,材料*-KY,⏳ 均線糾結,44.1,-7.1,0.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2535.TW,達欣工,📈 月線上揚,70.1,7.03,66.7,73.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2013.TW,中鋼構,⏳ 均線糾結,43.75,-2.57,54.5,27.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3284.TWO,太普高,📉 趨勢轉弱,17.6,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4528.TWO,江興鍛,📉 趨勢轉弱,16.3,11.36,57.1,57.1,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1714.TW,和桐,📈 月線上揚,9.76,-1.04,35.7,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
1808.TW,潤隆,⏳ 均線糾結,29.7,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3709.TWO,鑫聯大投控,🚀 多頭強勢,77.6,-6.97,53.8,23.1,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2352.TW,佳世達,🚀 多頭強勢,26.0,1.18,25.0,25.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
1568.TW,倉佑,🚀 多頭強勢,29.6,2.12,63.6,72.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6129.TWO,普誠,🚀 多頭強勢,17.65,-0.73,60.0,53.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5475.TWO,德宏,🚀 多頭強勢,386.0,10.09,66.7,86.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5289.TWO,宜鼎,🚀 多頭強勢,1165.0,2.86,37.5,56.2,⏳ 觀望,🔄 盤整中：等待均線多頭排列
5514.TWO,三豐,⏳ 均線糾結,16.0,-0.31,0.0,100.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3587.TWO,閎康,🚀 多頭強勢,356.5,-2.01,40.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5202.TWO,力新,🚀 多頭強勢,14.3,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2020.TW,美亞,⏳ 均線糾結,22.9,-0.99,33.3,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6532.TWO,瑞耘,🚀 多頭強勢,102.5,3.14,47.8,65.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
00927.TW,群益半導體收益,📈 月線上揚,29.14,11.96,77.8,94.4,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
00950B.TWO,凱基A級公司債,📈 月線上揚,14.18,-0.43,50.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3685.TWO,元創精密,🚀 多頭強勢,33.2,0.0,0.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
4529.TWO,淳紳,🚀 多頭強勢,4.12,-2.83,100.0,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3523.TWO,迎輝,🔄 重新整理,13.95,-5.87,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
4908.TWO,前鼎,🚀 多頭強勢,195.5,-0.9,47.1,52.9,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3029.TW,零壹,⏳ 均線糾結,97.9,2.62,50.0,16.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7769.TW,鴻勁,🚀 多頭強勢,4745.0,0.23,50.0,41.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
4958.TW,臻鼎-KY,🚀 多頭強勢,315.0,-0.24,41.7,45.8,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6245.TWO,立端,🚀 多頭強勢,87.0,-1.07,35.7,64.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3447.TW,展達,🚀 多頭強勢,39.85,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
00726B.TWO,國泰新興投等債,🚀 多頭強勢,33.45,-0.21,57.1,28.6,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
3583.TW,辛耘,🚀 多頭強勢,847.0,4.81,52.0,60.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
00940.TW,元大台灣價值高息,🚀 多頭強勢,10.55,0.33,66.7,81.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3706.TW,神達,🚀 多頭強勢,85.3,-4.81,50.0,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5009.TWO,榮剛,📈 月線上揚,33.05,-2.56,25.0,37.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5278.TWO,尚凡*,📉 趨勢轉弱,23.0,-2.02,16.7,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3054.TW,立萬利,📈 月線上揚,72.0,27.06,81.2,81.2,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6908.TW,宏�砦C戲-創,📉 趨勢轉弱,39.85,0.0,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
2031.TW,新光鋼,⏳ 均線糾結,39.65,-2.69,33.3,11.1,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3317.TWO,尼克森,🚀 多頭強勢,55.0,8.72,53.8,38.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
4416.TWO,三圓,🚀 多頭強勢,15.0,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
4905.TWO,台聯電,🔄 重新整理,96.3,-0.37,70.0,20.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
8155.TWO,博智,🚀 多頭強勢,389.0,-1.61,53.3,53.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6741.TWO,91APP*-KY,🚀 多頭強勢,65.7,-2.03,0.0,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
1319.TW,東陽,📉 趨勢轉弱,78.1,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6925.TWO,意藍,📉 趨勢轉弱,70.6,-4.15,50.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
6285.TW,啟��,📈 月線上揚,241.5,20.49,68.0,80.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4744.TWO,皇將,📉 趨勢轉弱,31.5,-1.25,47.4,31.6,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00642U.TW,期元大S&P石油,⏳ 均線糾結,26.65,51.47,68.4,73.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6994.TW,富威電力,⏳ 均線糾結,71.2,-23.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
3576.TW,聯合再生,📉 趨勢轉弱,16.1,28.74,60.0,65.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8112.TW,至上,🚀 多頭強勢,88.0,-3.29,46.7,33.3,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
00633L.TW,富邦上証正2,🚀 多頭強勢,51.4,-5.53,33.3,33.3,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
