pe,expansion,date,symbol,est_price,prev_rev_yoy,eps,rev_yoy,prev_eps_yoy,eps_yoy,prev_year,status,om,gm,prev_eps,price,name,advice
0.0,1048.91,2025-12,5284.TW,0.0,53.98,12.05,56.24,1777.36,1105.15,2025,🚀 利潤擴張,N/A,N/A,9.16,0.0,jpp-KY,⚪ 數據不足
0.0,1008.11,2025-12,5488.TWO,0.0,-10.59,0.11,-8.11,-45.45,1000.0,2025,🧐 疑業外收益,N/A,N/A,0.06,0.0,松普,⚪ 數據不足
5.083333253854167,966.3,2025-12,2331.TW,72.0,10.42,1.41,14.95,1700.0,981.25,2025,🚀 利潤擴張,-0.28%,9.91%,1.44,24.3999996185,精英,💎 強力關注
0.0,912.1999999999999,2025-12,4123.TWO,0.0,-4.5,12.33,-6.28,810.64,905.92,2025,🧐 疑業外收益,-106.23%,41.95%,3.52,0.0,晟德,⚪ 數據不足
0.0,906.7,2025-12,8088.TWO,0.0,38.48,1.7,55.8,133.73,962.5,2025,🚀 利潤擴張,N/A,N/A,0.28,0.0,品安,⚪ 數據不足
0.0,904.65,2025-12,6166.TW,0.0,23.93,2.35,17.09,357.63,921.74,2025,🚀 利潤擴張,N/A,N/A,1.52,0.0,凌華,⚪ 數據不足
7.82006933615917,844.03,2025-12,1529.TW,43.349999999999994,34.59,1.01,32.89,977.78,876.92,2025,🚀 利潤擴張,7.13%,16.87%,0.97,22.6000003815,樂事綠能,💎 強力關注
0.0,837.6899999999999,2025-12,8110.TW,0.0,-8.99,2.48,-6.92,270.59,830.77,2025,🧐 疑業外收益,N/A,N/A,1.29,0.0,華東,⚪ 數據不足
0.0,816.1899999999999,2025-12,8046.TW,0.0,18.82,3.01,24.44,2775.0,840.63,2025,🚀 利潤擴張,N/A,N/A,1.15,0.0,南電,⚪ 數據不足
0.0,787.43,2025-12,6182.TWO,0.0,11.35,0.09,12.57,-350.0,800.0,2025,🔄 轉虧為盈,N/A,N/A,-0.05,0.0,合晶,⚪ 數據不足
11.887417723774831,722.0,2025-12,2102.TW,22.650000000000006,1.98,6.28,-0.57,-258.33,721.43,2025,🔄 轉虧為盈,-167.95%,20.10%,-2.22,17.9500007629,泰豐,💎 強力關注
0.0,705.37,2025-12,4414.TW,0.0,-4.36,0.68,-5.37,107.14,700.0,2025,🧐 疑業外收益,4.40%,19.96%,0.02,0.0,如興,⚪ 數據不足
0.0,689.09,2025-12,3236.TWO,0.0,7.39,0.32,10.91,250.0,700.0,2025,🚀 利潤擴張,5.00%,26.03%,0.12,0.0,千如,⚪ 數據不足
21.979167063958325,688.58,2025-12,2323.TW,7.200000000000003,-4.42,1.58,-3.39,-2.63,685.19,2025,🧐 疑業外收益,-5.65%,23.42%,0.37,10.5500001907,中環,⚪ 中性觀察
0.0,668.5600000000001,2025-12,4413.TWO,-9.45,140.24,0.53,114.77,-966.67,783.33,2025,🔄 轉虧為盈,6.14%,24.00%,-0.26,16.7000007629,飛寶企業,⚪ 數據不足
0.0,656.01,2025-12,4924.TWO,0.0,22.5,0.38,3.99,460.0,660.0,2025,🚀 利潤擴張,0.43%,27.32%,0.28,0.0,欣厚-KY,⚪ 數據不足
17.061404177982457,603.24,2025-12,3002.TW,17.099999999999998,14.66,0.36,16.76,422.22,620.0,2025,🚀 利潤擴張,-11.28%,17.03%,0.48,19.4500007629,歐格,⚪ 中性觀察
730.4347826086957,567.37,2025-12,2344.TW,3.4499999999999997,-0.22,0.88,9.55,-57.14,576.92,2025,🚀 利潤擴張,15.37%,41.86%,0.12,168.0,華邦電,⚠️ 追價風險
26.346153846153847,563.39,2025-12,3054.TW,39.0,24.16,1.96,26.61,288.57,590.0,2025,🏰 高護城河,-188.65%,62.07%,0.66,68.5,立萬利,⚠️ 追價風險
0.0,561.54,2025-12,9949.TWO,0.0,-19.03,5.29,-17.0,1270.21,544.54,2025,🧐 疑業外收益,N/A,N/A,5.5,0.0,琉園,⚪ 數據不足
0.0,549.9,2025-12,6282.TW,0.0,-4.33,0.18,0.1,-90.0,550.0,2025,🔄 轉虧為盈,N/A,N/A,-0.38,0.0,康舒,⚪ 數據不足
150.58823753823515,467.93,2025-12,2491.TW,2.5500000000000025,-12.66,1.43,-10.43,179.03,457.5,2025,🧐 疑業外收益,-66.51%,43.42%,0.49,25.6000003815,吉祥全,⚠️ 追價風險
0.0,440.95000000000005,2025-12,3297.TWO,0.0,18.74,0.47,20.59,2600.0,461.54,2025,🚀 利潤擴張,-18.51%,30.70%,0.54,0.0,杭特,⚪ 數據不足
0.0,418.37000000000006,2025-12,3555.TWO,0.0,310.97,1.28,334.57,7.84,752.94,2025,🔄 轉虧為盈,4.44%,18.45%,-0.58,0.0,博士旺,⚪ 數據不足
34.034091776022734,417.34999999999997,2025-12,2243.TW,13.199999999999998,-10.45,1.22,-9.02,38.89,408.33,2025,🔄 轉虧為盈,15.14%,22.27%,-0.11,29.9500007629,宏旭-KY,⚠️ 追價風險
44.633730834752974,379.12,2025-12,3167.TW,264.15000000000003,119.15,8.13,95.35,790.16,474.47,2025,🚀 利潤擴張,18.24%,42.12%,5.45,786.0,大量,⚠️ 追價風險
8.563636433000001,374.26,2025-12,1413.TW,16.499999999999996,-6.34,0.45,-9.55,326.32,364.71,2025,🧐 疑業外收益,0.23%,2.52%,0.43,9.4200000763,宏洲,💎 強力關注
0.0,371.81,2025-12,4764.TW,0.0,6.23,1.22,5.46,187.32,377.27,2025,🚀 利潤擴張,7.74%,23.49%,0.62,0.0,雙鍵,⚪ 數據不足
0.0,370.34000000000003,2025-12,5490.TWO,0.0,13.03,1.69,12.01,916.67,382.35,2025,🚀 利潤擴張,N/A,N/A,1.26,0.0,同亨,⚪ 數據不足
0.0,364.75,2025-12,8940.TW,0.0,-10.3,0.55,-6.42,103.23,358.33,2025,🧐 疑業外收益,N/A,N/A,0.02,0.0,新天地,⚪ 數據不足
0.0,356.99,2025-12,3219.TWO,0.0,43.11,1.52,49.68,179.66,406.67,2025,🏰 高護城河,-15.39%,69.49%,1.65,0.0,倚強科,⚪ 數據不足
9.37007843980315,327.09,2025-12,2409.TW,38.1,-0.15,0.9,0.41,185.25,327.5,2025,🚀 利潤擴張,-2.70%,10.73%,0.52,23.7999992371,友達,💎 強力關注
4.277726144072694,316.98,2025-12,4439.TW,321.90000000000003,30.37,7.73,29.26,114.76,346.24,2025,🚀 利潤擴張,0.97%,15.60%,7.71,91.8000030518,冠星-KY,💎 強力關注
0.0,289.09,2025-12,2399.TW,-2.7000000000000006,-14.04,0.15,-14.09,-222.22,275.0,2025,🔄 轉虧為盈,-12.67%,8.40%,-0.11,50.2000007629,映泰,⚪ 數據不足
1.8997912317327768,281.70000000000005,2025-12,2498.TW,359.25,-0.73,7.21,-5.85,352.24,275.85,2025,🧐 疑業外收益,-79.17%,34.44%,7.88,45.5,宏達電,💎 強力關注
0.0,281.08,2025-12,9914.TW,0.0,-8.55,4.01,-9.71,-18.34,271.37,2025,🧐 疑業外收益,N/A,N/A,4.81,0.0,美利達,⚪ 數據不足
0.0,275.27,2025-12,6165.TW,0.0,12.63,4.02,12.97,410.34,288.24,2025,🚀 利潤擴張,N/A,N/A,3.02,0.0,浪凡,⚪ 數據不足
0.0,273.68,2025-12,4576.TW,0.0,19.84,2.01,20.44,447.83,294.12,2025,🚀 利潤擴張,13.23%,38.42%,1.26,0.0,大銀微系統,⚪ 數據不足
0.0,255.45000000000002,2025-12,2466.TW,-8.100000000000001,-6.66,0.25,-14.27,230.67,241.18,2025,🧐 疑業外收益,-53.06%,-4.21%,0.98,47.0,冠西電,⚪ 數據不足
2.9922613273516774,254.79,2025-12,1608.TW,174.45,-0.36,5.5,0.02,241.94,254.81,2025,🚀 利潤擴張,6.96%,9.17%,4.75,34.7999992371,華榮,💎 強力關注
28.000000806923076,250.24,2025-12,1718.TW,3.9000000000000004,4.96,0.09,-0.24,-11.76,250.0,2025,🧐 疑業外收益,18.72%,41.46%,0.19,7.2800002098,中纖,⚠️ 追價風險
0.0,241.22,2025-12,4949.TW,0.0,-1.75,1.91,-0.48,180.87,240.74,2025,🧐 疑業外收益,N/A,N/A,1.48,0.0,有成精密,⚪ 數據不足
0.0,229.07999999999998,2025-12,1438.TW,-2.4000000000000004,-98.23,1.74,7.93,10.89,237.01,2025,🔄 轉虧為盈,25.89%,29.82%,-0.9,20.0,三地開發,⚪ 數據不足
8.503401360544217,227.67000000000002,2025-12,1456.TW,22.050000000000004,-26.31,3.41,-20.46,15.89,207.21,2025,🔄 轉虧為盈,248.16%,46.73%,-0.9,12.5,怡華,💎 強力關注
32.535885167464116,224.23000000000002,2025-12,3530.TW,31.349999999999998,-5.41,1.74,6.6,-50.0,230.83,2025,🚀 利潤擴張,14.09%,31.94%,0.47,68.0,晶相光,⚠️ 追價風險
21.04166746135417,213.63,2025-12,2034.TW,14.399999999999999,-4.98,0.21,-13.63,94.12,200.0,2025,🧐 疑業外收益,-1.87%,5.45%,0.33,20.2000007629,允強,⚪ 中性觀察
0.0,204.79,2025-12,4167.TWO,0.0,-6.23,1.72,-1.28,237.21,203.51,2025,🧐 疑業外收益,9.56%,30.12%,1.43,0.0,松瑞藥,⚪ 數據不足
0.0,203.79,2025-12,4744.TWO,0.0,14.04,2.51,12.21,400.0,216.0,2025,🚀 利潤擴張,14.38%,42.43%,1.0,0.0,皇將,⚪ 數據不足
0.0,201.66000000000003,2025-12,6902.TW,0.0,20.7,1.58,20.92,119.47,222.58,2025,🚀 利潤擴張,N/A,N/A,0.23,0.0,GOGOLOOK,⚪ 數據不足
5.310300703774792,200.22,2025-12,2316.TW,468.90000000000003,8.72,13.38,12.25,260.07,212.47,2025,🚀 利潤擴張,-7.46%,5.71%,10.81,166.0,楠梓電,💎 強力關注
26.296296296296298,199.70999999999998,2025-12,1796.TWO,20.249999999999996,36.52,0.7,29.92,150.0,229.63,2025,🚀 利潤擴張,10.64%,31.84%,0.31,35.5,金穎生技,⚠️ 追價風險
0.0,197.42,2025-12,6840.TWO,0.0,5.51,1.58,8.46,76.12,205.88,2025,🚀 利潤擴張,N/A,N/A,1.18,0.0,東研信超,⚪ 數據不足
0.0,197.22,2025-12,3191.TWO,0.0,-1.51,0.51,-7.75,219.57,189.47,2025,🧐 疑業外收益,-10.81%,29.43%,0.55,0.0,雲嘉南,⚪ 數據不足
16.930693447004952,193.66,2025-12,3048.TW,60.59999999999999,5.31,2.01,2.05,153.27,195.71,2025,🚀 利潤擴張,1.71%,3.50%,1.14,68.4000015259,益登,⚪ 中性觀察
0.0,191.41,2025-12,6202.TW,0.0,31.27,0.76,22.23,191.04,213.64,2025,🚀 利潤擴張,N/A,N/A,0.62,0.0,盛群,⚪ 數據不足
0.0,189.66,2025-12,2413.TW,-9.6,8.02,0.41,3.52,62.12,193.18,2025,🔄 轉虧為盈,3.38%,17.05%,-0.25,53.2000007629,環科,⚪ 數據不足
1049.999999999999,187.65,2025-12,1516.TW,0.30000000000000027,-90.58,0.04,-87.0,-70.59,100.65,2025,🧐 疑業外收益,-14.33%,5.36%,0.1,21.0,川飛,⚠️ 追價風險
0.0,184.49,2025-12,6112.TW,0.0,20.56,1.82,18.84,-3.23,203.33,2025,🚀 利潤擴張,N/A,N/A,1.2,0.0,邁達特,⚪ 數據不足
0.0,179.8,2025-12,6246.TWO,0.0,11.15,1.14,6.56,97.79,186.36,2025,🔄 轉虧為盈,N/A,N/A,-0.04,0.0,臺龍,⚪ 數據不足
0.0,177.61,2025-12,4746.TW,0.0,4.96,3.67,2.54,39.43,180.15,2025,🚀 利潤擴張,21.37%,41.59%,2.44,0.0,台耀,⚪ 數據不足
0.0,177.55,2025-12,3609.TWO,0.0,27.17,6.42,70.72,314.37,248.27,2025,🚀 利潤擴張,-11.23%,8.05%,7.31,0.0,三一東林,⚪ 數據不足
0.0,176.83,2025-12,6573.TW,0.0,-11.95,1.23,-13.43,228.8,163.4,2025,🧐 疑業外收益,N/A,N/A,1.61,0.0,虹揚-KY,⚪ 數據不足
0.0,174.75,2025-12,6719.TW,0.0,22.77,6.58,23.89,89.73,198.64,2025,🚀 利潤擴張,N/A,N/A,4.25,0.0,力智,⚪ 數據不足
0.0,174.57,2025-12,6127.TWO,0.0,-0.97,0.47,-1.13,275.0,173.44,2025,🧐 疑業外收益,N/A,N/A,0.91,0.0,九豪,⚪ 數據不足
0.0,174.34,2025-12,4556.TWO,0.0,-8.55,0.92,-3.75,172.22,170.59,2025,🧐 疑業外收益,14.30%,42.07%,0.49,0.0,旭然,⚪ 數據不足
0.0,173.32999999999998,2025-12,5703.TWO,0.0,4.04,0.53,5.62,175.0,178.95,2025,🚀 利潤擴張,N/A,N/A,0.09,0.0,亞都,⚪ 數據不足
0.0,172.01999999999998,2025-12,6209.TW,0.0,39.08,0.92,50.65,190.57,222.67,2025,🚀 利潤擴張,N/A,N/A,0.49,0.0,今國光,⚪ 數據不足
0.0,171.64000000000001,2025-12,6841.TWO,0.0,2.1,0.89,12.23,1700.0,183.87,2025,🚀 利潤擴張,N/A,N/A,0.81,0.0,長佳智能,⚪ 數據不足
0.0,166.18,2025-12,7610.TW,0.0,-4.54,5.45,27.9,3.33,194.08,2025,🚀 利潤擴張,N/A,N/A,1.75,0.0,聯友金屬-創,⚪ 數據不足
44.42028930217392,164.99,2025-12,1587.TW,10.35,19.92,0.37,23.11,155.81,188.1,2025,🚀 利潤擴張,2.96%,18.05%,0.24,30.6499996185,吉茂,⚠️ 追價風險
859.6774193548387,164.91,2025-12,2486.TW,4.65,13.26,0.22,10.09,300.0,175.0,2025,🚀 利潤擴張,1.35%,15.86%,0.16,266.5,一詮,⚠️ 追價風險
0.0,164.37,2025-12,6994.TW,0.0,21.0,6.34,164.5,47.95,328.87,2025,🚀 利潤擴張,N/A,N/A,1.13,0.0,富威電力,⚪ 數據不足
0.0,164.31,2025-12,6596.TWO,0.0,97.52,18.83,78.68,241.37,242.99,2025,🚀 利潤擴張,N/A,N/A,17.41,0.0,寬宏藝術,⚪ 數據不足
0.0,160.96,2025-12,6265.TWO,0.0,25.19,0.68,62.85,-271.43,223.81,2025,🔄 轉虧為盈,N/A,N/A,-0.24,0.0,方土昶,⚪ 數據不足
0.0,160.61999999999998,2025-12,5439.TWO,0.0,130.37,13.74,130.83,280.8,291.45,2025,🚀 利潤擴張,N/A,N/A,9.52,0.0,高技,⚪ 數據不足
0.0,159.73000000000002,2025-12,3489.TWO,0.0,-54.34,-0.09,-69.84,23.53,89.89,2025,🧐 疑業外收益,3.61%,10.14%,-0.13,0.0,森寶,⚪ 數據不足
6.011235847907304,157.18,2025-12,4526.TW,106.8,-1.22,1.81,-6.62,271.05,150.56,2025,🧐 疑業外收益,-21.47%,7.66%,2.61,42.7999992371,東台,💎 強力關注
0.0,153.81,2025-12,3630.TWO,0.0,18.28,1.86,19.21,219.44,173.02,2025,🚀 利潤擴張,-22.27%,4.18%,2.19,0.0,新鉅科,⚪ 數據不足
0.0,152.56,2025-12,6684.TWO,0.0,-15.66,1.57,-15.36,203.85,137.2,2025,🧐 疑業外收益,N/A,N/A,3.24,0.0,安格,⚪ 數據不足
0.0,152.03,2025-12,6838.TW,0.0,-95.44,-0.55,-93.38,77.78,58.65,2025,🧐 疑業外收益,N/A,N/A,-0.24,0.0,台新藥,⚪ 數據不足
0.0,147.76,2025-12,4157.TWO,0.0,-79.84,0.06,72.24,-1000.0,220.0,2025,🔄 轉虧為盈,81.17%,98.33%,-0.22,0.0,太景*-KY,⚪ 數據不足
0.0,145.65,2025-12,3252.TWO,0.0,-4.86,0.13,-3.71,54.55,141.94,2025,🔄 轉虧為盈,22.84%,43.11%,-0.1,0.0,海灣,⚪ 數據不足
0.0,143.77999999999997,2025-12,3162.TWO,0.0,89.71,1.7,65.48,292.31,209.26,2025,🚀 利潤擴張,1.68%,11.59%,1.25,0.0,精確,⚪ 數據不足
12.53501400560224,142.39000000000001,2025-12,3673.TW,107.1,-8.66,2.71,-8.77,55.15,133.62,2025,🧐 疑業外收益,-0.68%,5.83%,2.56,89.5,TPK-KY,✅ 穩健價值
0.0,140.19,2025-12,6236.TWO,0.0,-18.24,0.08,-20.68,111.11,119.51,2025,🧐 疑業外收益,N/A,N/A,0.05,0.0,中湛,⚪ 數據不足
0.0,138.32,2025-12,6708.TWO,0.0,48.16,0.25,42.33,119.23,180.65,2025,🚀 利潤擴張,N/A,N/A,0.05,0.0,天擎,⚪ 數據不足
0.0,137.15,2025-12,5227.TWO,0.0,-19.06,0.17,-32.24,199.67,104.91,2025,🧐 疑業外收益,N/A,N/A,2.99,0.0,立凱-KY,⚪ 數據不足
0.0,135.37,2025-12,6485.TWO,0.0,14.7,0.71,16.84,70.64,152.21,2025,🔄 轉虧為盈,N/A,N/A,-0.32,0.0,點序,⚪ 數據不足
0.0,134.79,2025-12,2408.TW,-28.5,32.43,2.13,95.09,-28.32,229.88,2025,🔄 轉虧為盈,39.15%,49.05%,-1.45,381.5,南亞科,⚪ 數據不足
0.0,133.87,2025-12,3709.TWO,0.0,55.41,7.11,44.32,167.46,178.19,2025,🚀 利潤擴張,5.14%,8.09%,3.61,0.0,鑫聯大投控,⚪ 數據不足
0.0,131.46,2025-12,3466.TWO,0.0,-68.41,-1.11,-72.48,65.77,58.98,2025,🧐 疑業外收益,-223.66%,-8.98%,-0.81,0.0,德晉,⚪ 數據不足
0.0,130.47000000000003,2026-03,3081.TWO,0.0,82.29,3.44,515.18,884.75,645.65,2025,🏰 高護城河,41.27%,54.76%,4.66,0.0,聯亞,⚪ 數據不足
0.0,129.82,2025-12,4934.TW,0.0,-81.44,-0.95,-75.71,16.25,54.11,2025,🧐 疑業外收益,-456.27%,-156.07%,-0.67,0.0,太極,⚪ 數據不足
5.586881385166859,127.97999999999999,2025-12,2607.TW,130.35,-19.69,3.56,-19.52,139.38,108.46,2025,🧐 疑業外收益,6.32%,18.52%,2.72,48.5499992371,榮運,💎 強力關注
0.0,126.62,2025-12,5386.TWO,0.0,12.38,8.61,32.59,103.38,159.21,2025,🚀 利潤擴張,N/A,N/A,3.03,0.0,青雲,⚪ 數據不足
0.0,126.13000000000001,2025-12,6021.TWO,0.0,13.11,3.76,35.14,128.3,161.27,2025,🚀 利潤擴張,N/A,N/A,2.46,0.0,美好證,⚪ 數據不足
0.0,126.13,2025-12,3540.TWO,0.0,30.74,0.74,29.09,147.47,155.22,2025,🚀 利潤擴張,-3.44%,27.46%,0.47,0.0,曜越,⚪ 數據不足
0.0,125.85999999999999,2025-12,8473.TW,0.0,62.88,2.55,51.31,130.34,177.17,2025,🚀 利潤擴張,N/A,N/A,2.05,0.0,山林水,⚪ 數據不足
0.0,125.67999999999999,2025-12,3105.TWO,0.0,-13.87,4.0,-4.69,-40.53,120.99,2025,🧐 疑業外收益,13.87%,31.80%,1.57,0.0,穩懋,⚪ 數據不足
0.0,122.4,2025-12,6276.TWO,0.0,28.81,0.92,20.19,128.33,142.59,2025,🚀 利潤擴張,N/A,N/A,0.66,0.0,安鈦克,⚪ 數據不足
27.2000007628,119.85,2025-12,1512.TW,3.75,2.64,0.19,8.09,111.76,127.94,2025,🚀 利潤擴張,-3.62%,28.43%,0.04,6.8000001907,瑞利,⚠️ 追價風險
6.188888973666667,117.96000000000001,2025-12,2596.TWO,67.5,217.33,1.86,59.65,425.0,177.61,2025,🚀 利潤擴張,26.41%,32.97%,1.04,27.8500003815,綠意,💎 強力關注
0.0,116.91,2025-12,8080.TWO,0.0,34.06,0.12,22.38,190.91,139.29,2025,🚀 利潤擴張,N/A,N/A,0.2,0.0,泰霖,⚪ 數據不足
0.0,114.62,2025-12,4555.TW,0.0,8.77,0.19,7.47,97.22,122.09,2025,🔄 轉虧為盈,2.93%,31.93%,-0.02,0.0,氣立,⚪ 數據不足
0.0,113.42999999999999,2025-12,6198.TWO,0.0,-92.7,-0.23,-90.1,55.56,23.33,2025,🧐 疑業外收益,N/A,N/A,-0.12,0.0,瑞築,⚪ 數據不足
0.0,113.31,2025-12,4702.TWO,0.0,-60.26,0.88,-61.59,-14.81,51.72,2025,🧐 疑業外收益,-88.29%,35.38%,0.23,0.0,中美實,⚪ 數據不足
0.0,112.57,2025-12,3260.TWO,0.0,22.8,23.18,32.13,19.56,144.7,2025,🚀 利潤擴張,35.36%,48.37%,10.08,0.0,威剛,⚪ 數據不足
0.0,109.96,2025-12,2025.TW,-17.700000000000003,-15.81,-0.18,-22.64,28.07,87.32,2025,🧐 疑業外收益,14.50%,-19.82%,-0.41,11.8999996185,千興,⚪ 數據不足
0.0,109.10000000000001,2025-12,8455.TWO,0.0,-7.04,0.02,-6.4,104.35,102.7,2025,🧐 疑業外收益,N/A,N/A,0.02,0.0,大拓-KY,⚪ 數據不足
0.0,108.56,2025-12,9955.TW,0.0,17.8,0.54,26.06,50.67,134.62,2025,🔄 轉虧為盈,N/A,N/A,-0.37,0.0,佳龍,⚪ 數據不足
0.0,107.85000000000001,2025-12,4967.TW,0.0,-15.55,13.06,2.46,-46.86,110.31,2025,🚀 利潤擴張,N/A,N/A,3.47,0.0,十銓,⚪ 數據不足
0.0,106.5,2025-12,8477.TWO,0.0,-51.54,-0.92,-52.73,80.0,53.77,2025,🧐 疑業外收益,N/A,N/A,-0.62,0.0,創業家,⚪ 數據不足
3.648648769936407,106.29,2025-12,2501.TW,94.35,7.39,2.83,1.8,127.38,108.09,2025,🚀 利潤擴張,17.13%,26.51%,1.91,22.9500007629,國建,💎 強力關注
0.0,104.65,2025-12,6465.TWO,0.0,5.09,0.86,63.6,29.25,168.25,2025,🔄 轉虧為盈,N/A,N/A,-0.75,0.0,威潤,⚪ 數據不足
28.661327231121287,103.75999999999999,2025-12,3135.TW,131.09999999999997,34.74,6.33,39.88,-29.03,143.64,2025,🚀 利潤擴張,16.62%,19.12%,1.5,250.5,凌航,⚠️ 追價風險
0.0,102.95,2025-12,6150.TWO,0.0,77.79,2.63,61.2,156.36,164.15,2025,🚀 利潤擴張,N/A,N/A,1.55,0.0,撼訊,⚪ 數據不足
69.140625,101.99,2025-12,2465.TW,19.2,32.51,0.43,5.42,102.43,107.41,2025,🚀 利潤擴張,2.26%,10.44%,0.09,88.5,麗臺,⚠️ 追價風險
0.0,98.16,2025-12,2926.TWO,0.0,2.58,0.54,1.84,241.67,100.0,2025,🚀 利潤擴張,-1.48%,40.82%,0.34,0.0,誠品生活,⚪ 數據不足
5.011415699292238,97.42,2025-12,1541.TW,65.7,28.08,2.32,21.45,41.94,118.87,2025,🚀 利潤擴張,7.07%,19.55%,1.32,21.9500007629,錩泰,💎 強力關注
2.7474226410824745,96.7,2025-12,2380.TW,29.099999999999998,9.38,0.72,13.61,133.57,110.31,2025,🚀 利潤擴張,0.24%,24.41%,0.47,5.3299999237,虹光,💎 強力關注
0.0,96.47999999999999,2025-12,4971.TWO,0.0,54.63,1.65,50.49,103.17,146.97,2025,🚀 利潤擴張,N/A,N/A,0.09,0.0,IET-KY,⚪ 數據不足
0.0,96.02000000000001,2025-12,5516.TWO,0.0,7.31,0.16,8.41,116.43,104.43,2025,🚀 利潤擴張,N/A,N/A,0.34,0.0,雙喜,⚪ 數據不足
0.0,95.32,2025-12,3363.TWO,0.0,49.52,0.16,38.72,317.65,134.04,2025,🚀 利潤擴張,-9.15%,12.43%,0.37,0.0,上詮,⚪ 數據不足
0.0,95.30000000000001,2025-12,6739.TWO,0.0,94.38,16.13,96.69,167.2,191.99,2025,🚀 利潤擴張,N/A,N/A,10.13,0.0,竹陞科技,⚪ 數據不足
0.0,94.49000000000001,2025-12,6125.TWO,0.0,15.42,0.1,23.69,123.21,118.18,2025,🚀 利潤擴張,N/A,N/A,0.13,0.0,廣運,⚪ 數據不足
0.0,94.30000000000001,2025-12,3687.TWO,0.0,5.19,4.67,6.13,151.12,100.43,2025,🚀 利潤擴張,12.64%,39.69%,4.47,0.0,歐買尬,⚪ 數據不足
0.0,92.73,2025-12,1453.TW,-2.1,4.56,0.04,7.27,-58.33,100.0,2025,🏰 高護城河,-2853.40%,912.85%,0.05,11.1499996185,大將,⚪ 數據不足
0.0,92.59,2025-12,4154.TWO,-84.00000000000001,-47.71,-1.82,-35.31,41.15,57.28,2025,🧐 疑業外收益,-77.27%,33.80%,-1.67,12.8999996185,樂威科-KY,⚪ 數據不足
18.14516129032258,91.99,2025-12,2390.TW,9.3,2.22,-0.14,-3.19,107.29,88.8,2025,🧐 疑業外收益,-7.49%,19.09%,0.07,11.25,云辰,⚪ 中性觀察
0.0,91.57999999999998,2025-12,7822.TW,0.0,255.72,14.04,187.82,914.94,279.4,2025,🚀 利潤擴張,N/A,N/A,8.86,0.0,倍利科,⚪ 數據不足
0.0,91.41,2025-12,6674.TW,0.0,-30.23,-1.13,-36.53,33.79,54.88,2025,🧐 疑業外收益,N/A,N/A,-0.98,0.0,鋐寶科技,⚪ 數據不足
0.0,91.19,2025-12,8092.TWO,0.0,9.78,0.0,8.81,-83.33,100.0,2025,🚀 利潤擴張,N/A,N/A,-0.22,0.0,建暐,⚪ 數據不足
40.26845637583892,91.0,2025-12,2360.TW,961.0500000000001,26.76,27.7,31.05,141.3,122.05,2025,🏰 高護城河,34.82%,60.80%,21.67,2580.0,致茂,⚠️ 追價風險
