====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260727 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 13.44      | ❄️ 空倉          |      +11.17% |     14 |    54.55% | [P:0.41] RSI:40.84|MACD:-0.27|KD_Diff:7.92|BIAS_20:-4.64
00653L.TW    | 富邦印度正2     | 46.09      | ❄️ 空倉          |       +7.91% |     42 |    48.88% | [P:0.31] RSI:32.65|KD_Diff:-2.80|Vol_Ratio:0.61|BB_Upper:4.76
00654R.TW    | 富邦印度反1     | 6.82       | ❄️ 空倉          |       +7.26% |     32 |    53.04% | [P:0.42] RSI:66.67|D_Value:74.75|BIAS_20:0.87|MA_Slope:0.03
00655L.TW    | 國泰中國A50正2  | 35.29      | 🚀 買進           |      +19.92% |     38 |    50.96% | [P:0.58] RSI:54.31|Vol_Ratio:1.04|MA_Slope:-0.03|MA_Bull:10.00
00656R.TW    | 國泰中國A50反1  | 5.82       | ❄️ 空倉          |       +3.33% |     12 |    53.95% | [P:0.41] RSI:42.59|D_Value:32.19|MA_Slope:0.00|BB_Upper:4.33
00657K.TW    | 國泰日經225+U  | 23.44      | 🟢 持股           |      +38.64% |     41 |    49.74% | [P:0.67] RSI:35.05|KD_Diff:-2.61|BIAS_20:-4.66|MA_Bull:0.00
00660.TW     | 元大歐洲50     | 45.99      | 💥 賣出           |      +20.36% |     35 |    52.74% | [P:0.45] RSI:43.05|MACD:0.15|D_Value:47.45|MA_Bull:0.00
00662.TW     | 富邦NASDAQ   | 118.80     | 🟢 持股           |      +16.31% |     39 |    50.45% | [P:0.51] RSI:41.31|KD_Diff:-6.46|MA_Slope:-0.07|MA_Bull:0.00
00663L.TW    | 國泰臺灣加權正2   | 96.00      | 🟢 持股           |      +72.24% |     31 |    49.36% | [P:0.54] RSI:35.66|D_Value:35.72|Vol_Ratio:0.96|MA_Slope:-0.43
00664R.TW    | 國泰臺灣加權反1   | 1.70       | ❄️ 空倉          |       +0.00% |      2 |    59.19% | [P:0.40] RSI:58.62|MACD:0.01|D_Value:55.84|Vol_Ratio:0.64
00665L.TW    | 富邦�琤肭磪囓�2  | 9.31       | 🟢 持股           |       +3.55% |     27 |    53.36% | [P:0.54] RSI:66.40|MACD:0.18|Vol_Ratio:0.77|MA_Slope:0.93
00666R.TW    | 富邦�琤肭磪齯�1  | 9.17       | ❄️ 空倉          |       +9.14% |     18 |    53.52% | [P:0.32] RSI:32.41|D_Value:18.34|MA_Slope:-0.48|BB_Upper:12.60
00669R.TW    | 國泰美國道瓊反1   | 5.31       | ❄️ 空倉          |       -6.32% |     16 |    56.15% | [P:0.39] RSI:63.33|KD_Diff:-5.50|MA_Slope:-0.01|BB_Upper:1.21
00670L.TW    | 富邦NASDAQ正2 | 190.00     | ❄️ 空倉          |      +29.87% |     20 |    49.87% | [P:0.49] RSI:34.69|MACD:-3.99|KD_Diff:-4.93|MA_Slope:-0.31
00671R.TW    | 富邦NASDAQ反1 | 2.51       | ❄️ 空倉          |      -11.97% |     12 |    52.55% | [P:0.45] RSI:58.62|D_Value:70.21|BIAS_20:2.12|MA_Slope:0.10
00673R.TW    | 期元大S&P原油反1 | 12.72      | 🟢 持股           |      -48.11% |     33 |    50.85% | [P:0.54] KD_Diff:7.92|Vol_Ratio:1.37|MA_Slope:-1.09|MA_Bull:0.00
00674R.TW    | 期元大S&P黃金反1 | 30.08      | ❄️ 空倉          |     +363.51% |     14 |    53.93% | [P:0.40] RSI:53.64|KD_Diff:-7.06|D_Value:45.40|Vol_Ratio:0.45
00675L.TW    | 富邦臺灣加權正2   | 290.05     | 🟢 持股           |      +54.90% |     29 |    50.27% | [P:0.56] RSI:35.57|D_Value:34.85|Vol_Ratio:0.86|MA_Slope:-0.45
00676R.TW    | 富邦臺灣加權反1   | 5.83       | ❄️ 空倉          |      -10.22% |     14 |    57.57% | [P:0.44] MACD:0.03|KD_Diff:-3.22|Vol_Ratio:0.89|MA_Bull:0.00
00678.TW     | 群益那斯達克生技   | 40.79      | ❄️ 空倉          |      +20.67% |     42 |    51.94% | [P:0.50] RSI:43.55|D_Value:32.06|MA_Slope:0.09|MA_Bull:0.00
00679B.TWO   | 元大美債20年    | 26.89      | ❄️ 空倉          |       +2.21% |     16 |    51.00% | [P:0.40] MACD:-0.02|KD_Diff:5.67|BIAS_20:-0.03|MA_Bull:0.00
00680L.TW    | 元大美債20正2   | 6.69       | ❄️ 空倉          |       +2.52% |      8 |    53.66% | [P:0.45] MACD:-0.08|KD_Diff:9.86|D_Value:21.38|BB_Upper:6.27
00681R.TW    | 元大美債20反1   | 21.49      | ❄️ 空倉          |       +8.71% |     40 |    49.61% | [P:0.45] RSI:65.98|MACD:0.15|BIAS_20:0.82|MA_Bull:10.00
00683L.TW    | 期元大美元指正2   | 22.12      | ❄️ 空倉          |       -2.80% |     30 |    53.38% | [P:0.42] MACD:0.10|KD_Diff:8.60|D_Value:59.42|MA_Bull:0.00
00685L.TW    | 群益臺灣加權正2   | 10.96      | ❄️ 空倉          |     -123.71% |     28 |    49.62% | [P:0.42] MACD:-52.13|Vol_Ratio:0.87|BB_Upper:1342.51|MA_Bull:0.00
00686R.TW    | 群益臺灣加權反1   | 1.05       | ❄️ 空倉          |       +5.00% |     26 |    60.76% | [P:0.44] RSI:60.87|MACD:0.00|KD_Diff:-2.78|BB_Upper:2.61
00687B.TWO   | 國泰20年美債    | 27.98      | ❄️ 空倉          |       -1.34% |     12 |    51.07% | [P:0.41] MACD:-0.03|KD_Diff:5.84|BIAS_20:-0.00|MA_Bull:0.00
00688L.TW    | 國泰20年美債正2  | 6.66       | ❄️ 空倉          |       +2.24% |     10 |    54.01% | [P:0.44] MACD:-0.08|KD_Diff:9.20|D_Value:20.13|BB_Upper:6.18
00693U.TW    | 期街口S&P黃豆   | 22.67      | ❄️ 空倉          |       -5.71% |     34 |    50.83% | [P:0.48] MACD:0.36|Vol_Ratio:0.87|BIAS_20:3.83|MA_Bull:10.00
00694B.TWO   | 富邦美債1-3年   | 42.42      | 🟢 持股           |       -0.74% |     15 |    52.72% | [P:0.53] MACD:0.15|D_Value:72.16|BIAS_20:0.40|BB_Upper:0.36
00696B.TWO   | 富邦美債20年    | 28.99      | ❄️ 空倉          |       +2.88% |     44 |    50.45% | [P:0.46] Vol_Ratio:0.70|MA_Slope:-0.16|BB_Upper:2.74|MA_Bull:0.00
00700.TW     | 富邦�琤肭磪�    | 17.42      | 🟢 持股           |       +1.24% |     29 |    51.13% | [P:0.59] Vol_Ratio:0.79|BIAS_20:5.09|MA_Slope:0.59|BB_Upper:3.63
00703.TW     | 台新MSCI中國   | 19.59      | 💥 賣出           |       +5.85% |     23 |    52.61% | [P:0.47] MACD:0.20|KD_Diff:-5.00|BB_Upper:3.73|MA_Bull:0.00
00708L.TW    | 期元大S&P黃金正2 | 71.65      | ❄️ 空倉          |      +76.27% |     48 |    51.91% | [P:0.44] RSI:45.02|D_Value:52.72|Vol_Ratio:0.90|MA_Slope:0.06
00711B.TW    | 復華彭博新興債    | 16.02      | ❄️ 空倉          |       +1.10% |     22 |    52.69% | [P:0.43] MACD:-0.02|KD_Diff:-1.93|BIAS_20:-0.56|MA_Bull:0.00
00712.TW     | 復華富時不動產    | 8.84       | ❄️ 空倉          |       +3.47% |     52 |    50.93% | [P:0.45] RSI:48.19|MACD:0.03|Vol_Ratio:0.68|MA_Bull:0.00
00713.TW     | 元大台灣高息低波   | 61.20      | 🟢 持股           |       +8.27% |     31 |    50.07% | [P:0.58] MACD:0.44|KD_Diff:7.51|BIAS_20:1.11|MA_Bull:10.00
00714.TW     | 群益道瓊美國地產   | 23.08      | ❄️ 空倉          |      +10.83% |     14 |    49.93% | [P:0.28] [⚠️降級預設] RSI:70.53|MACD:0.28|KD_Diff:6.66|D_Value:81.26
00715L.TW    | 期街口S&P布蘭特油正2 | 47.54      | 💥 賣出           |     +326.84% |     27 |    50.67% | [P:0.49] KD_Diff:-12.01|D_Value:86.65|BB_Upper:18.18|MA_Bull:0.00
00719B.TWO   | 元大美債1-3    | 31.46      | ❄️ 空倉          |       +0.85% |     10 |    51.05% | [P:0.47] MACD:0.09|D_Value:58.91|BIAS_20:0.19|BB_Upper:0.39
00720B.TWO   | 元大投資級公司債   | 32.60      | 🟢 持股           |       -1.18% |     39 |    52.37% | [P:0.52] KD_Diff:2.90|D_Value:11.48|Vol_Ratio:0.60|MA_Bull:0.00
00722B.TWO   | 群益投資級電信債   | 35.07      | 🟢 持股           |       +3.31% |     71 |    51.30% | [P:0.60] RSI:25.36|KD_Diff:1.41|Vol_Ratio:0.71|MA_Bull:0.00
00724B.TWO   | 群益投資級金融債   | 33.60      | 🟢 持股           |       -0.05% |     19 |    51.74% | [P:0.51] MACD:-0.13|D_Value:30.38|BIAS_20:-0.89|MA_Bull:0.00
00725B.TWO   | 國泰投資級公司債   | 34.69      | 🟢 持股           |       +0.17% |     41 |    51.01% | [P:0.70] RSI:24.64|D_Value:19.95|Vol_Ratio:0.33|MA_Bull:0.00
00726B.TWO   | 國泰新興投等債    | 33.33      | ❄️ 空倉          |       -1.68% |     24 |    50.86% | [P:0.42] MACD:0.07|D_Value:50.74|BIAS_20:-0.09|MA_Bull:0.00
00733.TW     | 富邦臺灣中小     | 62.50      | 🚀 買進           |      +26.14% |     46 |    49.12% | [P:0.61] RSI:31.48|D_Value:22.66|Vol_Ratio:2.28|BB_Upper:31.37
00734B.TWO   | 台新JPM新興債   | 15.77      | 🟢 持股           |       +0.44% |     11 |    49.87% | [P:0.58] [⚠️降級預設] RSI:35.45|MACD:-0.02|KD_Diff:-5.71|D_Value:40.71
00735.TW     | 國泰臺韓科技     | 97.90      | 💥 賣出           |      +73.71% |     35 |    50.38% | [P:0.48] KD_Diff:5.59|D_Value:36.11|Vol_Ratio:1.04|BIAS_20:-6.02
00738U.TW    | 期元大道瓊白銀    | 47.70      | 🚀 買進           |      +53.91% |     30 |    50.79% | [P:0.52] MACD:-1.53|KD_Diff:12.21|Vol_Ratio:0.91|BIAS_20:1.03
00740B.TWO   | 富邦全球投等債    | 38.23      | 🟢 持股           |       -2.54% |     25 |    50.38% | [P:0.53] MACD:-0.16|D_Value:21.74|BIAS_20:-1.10|MA_Bull:0.00
00746B.TWO   | 富邦A級公司債    | 35.27      | ❄️ 空倉          |       +0.86% |     18 |    51.17% | [P:0.39] KD_Diff:10.07|D_Value:72.93|MA_Slope:-0.15|MA_Bull:0.00
00749B.TWO   | 凱基新興債10+   | 31.55      | ❄️ 空倉          |       -0.06% |     24 |    52.27% | [P:0.42] MACD:-0.12|KD_Diff:3.73|BIAS_20:-1.04|MA_Bull:0.00
00751B.TWO   | 元大AAA至A公司債 | 31.18      | ❄️ 空倉          |       +1.22% |      6 |    51.46% | [P:0.37] RSI:28.66|KD_Diff:-1.48|D_Value:26.18|BIAS_20:-0.97
00752.TW     | 中信中國50     | 23.06      | 💥 賣出           |      +12.42% |     45 |    52.34% | [P:0.48] RSI:61.74|MACD:0.27|Vol_Ratio:1.04|MA_Bull:0.00
00753L.TW    | 中信中國50正2   | 9.30       | 🟢 持股           |       -5.19% |     23 |    50.19% | [P:0.54] KD_Diff:-7.47|D_Value:64.73|BIAS_20:3.35|BB_Upper:6.42
00754B.TWO   | 群益AAA-AA公司債 | 32.68      | 🟢 持股           |       +3.88% |     11 |    50.43% | [P:0.71] [⚠️降級預設] RSI:25.75|MACD:-0.21|KD_Diff:-5.14|D_Value:26.53
00756B.TWO   | 群益投等新興公債   | 31.62      | 🟢 持股           |       +0.55% |     11 |    49.79% | [P:0.59] [⚠️降級預設] RSI:30.58|MACD:-0.02|KD_Diff:3.92|D_Value:25.89
00757.TW     | 統一FANG+    | 129.95     | ❄️ 空倉          |      +11.34% |     30 |    51.80% | [P:0.38] RSI:51.88|D_Value:36.74|Vol_Ratio:0.58|BIAS_20:-0.44
00758B.TWO   | 復華能源債      | 51.55      | 🟢 持股           |       +2.92% |     11 |    49.27% | [P:0.65] [⚠️降級預設] RSI:35.19|MACD:-0.05|KD_Diff:-7.08|D_Value:29.60
00760B.TWO   | 復華新興企業債    | 54.05      | 🟢 持股           |       +5.30% |     47 |    50.30% | [P:0.52] RSI:33.33|KD_Diff:-2.65|Vol_Ratio:0.98|MA_Bull:0.00
00761B.TWO   | 國泰A級公司債    | 34.34      | ❄️ 空倉          |       -1.33% |     58 |    51.71% | [P:0.49] KD_Diff:-1.63|D_Value:35.83|Vol_Ratio:2.12|MA_Bull:0.00
00763U.TW    | 期街口道瓊銅     | 33.78      | ❄️ 空倉          |      +12.13% |     16 |    52.03% | [P:0.50] [⚠️降級預設] RSI:57.41|MACD:0.17|KD_Diff:-10.53|D_Value:68.74
00764B.TWO   | 群益25年美債    | 27.91      | 🟢 持股           |       -0.02% |     35 |    52.87% | [P:0.52] RSI:43.65|D_Value:38.30|MA_Slope:-0.09|MA_Bull:0.00
00768B.TWO   | 復華20年美債    | 50.35      | ❄️ 空倉          |       -1.56% |     20 |    51.80% | [P:0.42] MACD:-0.05|KD_Diff:2.98|Vol_Ratio:2.19|MA_Slope:-0.11
00770.TW     | 國泰北美科技     | 66.45      | ❄️ 空倉          |      +35.80% |     32 |    51.75% | [P:0.48] MACD:-0.06|KD_Diff:-6.64|BB_Upper:4.21|MA_Bull:0.00
00772B.TWO   | 中信高評級公司債   | 33.39      | ❄️ 空倉          |       -0.30% |      6 |    50.69% | [P:0.37] RSI:30.63|KD_Diff:0.27|D_Value:29.85|BIAS_20:-0.86
00773B.TWO   | 中信優先金融債    | 35.87      | ❄️ 空倉          |       -0.27% |     26 |    49.86% | [P:0.47] MACD:-0.07|D_Value:40.72|BIAS_20:-0.46|MA_Bull:0.00
00780B.TWO   | 國泰A級金融債    | 37.66      | ❄️ 空倉          |       -0.61% |     44 |    50.90% | [P:0.50] RSI:44.81|D_Value:54.30|Vol_Ratio:0.51|MA_Bull:0.00
00785B.TWO   | 富邦金融投等債    | 34.88      | ❄️ 空倉          |       -0.35% |     14 |    51.33% | [P:0.41] MACD:-0.12|D_Value:72.60|BIAS_20:-0.77|MA_Bull:0.00
00787B.TWO   | 元大10年IG醫療債 | 32.48      | 🟢 持股           |       -3.00% |     29 |    51.27% | [P:0.53] KD_Diff:-0.16|D_Value:24.02|MA_Slope:-0.10|MA_Bull:0.00
00795B.TWO   | 中信美國公債20年  | 27.06      | ❄️ 空倉          |       +1.68% |     14 |    51.51% | [P:0.41] MACD:-0.02|KD_Diff:4.04|BIAS_20:-0.06|MA_Bull:0.00
00830.TW     | 國泰費城半導體    | 87.30      | 🟢 持股           |      +48.20% |     17 |    49.40% | [P:0.53] KD_Diff:5.87|BIAS_20:-3.15|MA_Slope:-0.40|BB_Upper:12.67
00834B.TWO   | 第一金金融債10+  | 34.12      | 🟢 持股           |       +0.98% |      7 |    50.20% | [P:0.55] [⚠️降級預設] RSI:31.43|MACD:-0.11|KD_Diff:8.88|D_Value:28.34
00845B.TWO   | 富邦新興投等債    | 33.66      | ❄️ 空倉          |       +1.22% |     36 |    51.83% | [P:0.46] RSI:42.73|D_Value:90.53|Vol_Ratio:0.71|MA_Bull:0.00
00847B.TWO   | 中信美國市政債    | 25.61      | ❄️ 空倉          |       -2.05% |     20 |    51.37% | [P:0.46] MACD:-0.01|D_Value:42.72|BIAS_20:-0.62|MA_Bull:0.00
00851.TW     | 台新全球AI     | 69.70      | ❄️ 空倉          |      +27.57% |     32 |    50.03% | [P:0.46] RSI:44.44|KD_Diff:0.85|BB_Upper:7.69|MA_Bull:0.00
00852L.TW    | 國泰美國道瓊正2   | 34.87      | 💥 賣出           |       +9.22% |     39 |    52.82% | [P:0.46] RSI:37.63|KD_Diff:5.70|BIAS_20:-0.27|MA_Bull:0.00
00857B.TWO   | 永豐20年美公債   | 23.26      | ❄️ 空倉          |       -4.03% |     26 |    52.77% | [P:0.42] MACD:-0.04|Vol_Ratio:1.05|BIAS_20:0.02|MA_Bull:0.00
00861.TW     | 元大全球未來通訊   | 87.05      | 🟢 持股           |      +31.47% |     21 |    46.49% | [P:0.52] [⚠️降級預設] RSI:41.74|MACD:-1.14|KD_Diff:3.48|D_Value:37.72
00863B.TWO   | 中信全球電信債    | 31.59      | 🟢 持股           |       +1.33% |     11 |    50.31% | [P:0.65] [⚠️降級預設] RSI:32.63|MACD:-0.12|KD_Diff:-5.16|D_Value:29.98
00864B.TWO   | 中信美國公債0-1  | 47.24      | 🟢 持股           |       -1.50% |     13 |    52.76% | [P:0.58] MACD:0.28|D_Value:84.33|Vol_Ratio:1.48|BIAS_20:0.91
00865B.TW    | 國泰US短期公債   | 49.44      | 🚀 買進           |       -0.02% |     24 |    50.72% | [P:0.54] MACD:0.30|KD_Diff:1.47|D_Value:85.67|MA_Bull:0.00
00867B.TWO   | 新光A-BBB電信債 | 30.67      | 🟢 持股           |       +3.95% |     29 |    51.65% | [P:0.52] MACD:-0.16|KD_Diff:-7.44|D_Value:17.77|MA_Bull:0.00
00870B.TWO   | 元大15年EM主權債 | 28.00      | 🚀 買進           |       +3.81% |     58 |    49.27% | [P:0.54] KD_Diff:-2.27|D_Value:18.56|Vol_Ratio:0.55|MA_Bull:0.00
00875.TW     | 國泰網路資安     | 51.35      | 🟢 持股           |      +19.23% |     43 |    51.41% | [P:0.52] RSI:44.52|Vol_Ratio:0.72|BIAS_20:-1.57|MA_Bull:0.00
00876.TW     | 元大全球5G     | 88.65      | 🟢 持股           |      +71.41% |     25 |    52.26% | [P:0.55] MACD:-1.79|KD_Diff:-0.16|BB_Upper:20.13|MA_Bull:0.00
00877.TWO    | 復華中國5G     | 37.55      | 🟢 持股           |      +31.22% |     25 |    53.42% | [P:0.56] MACD:-1.68|BIAS_20:-11.17|MA_Slope:-1.08|BB_Upper:30.83
00878.TW     | 國泰永續高股息    | 32.55      | ❄️ 空倉          |      +44.34% |     20 |    49.69% | [P:0.46] MACD:0.09|Vol_Ratio:1.38|BB_Upper:4.45|MA_Bull:0.00
00881.TW     | 國泰台灣科技龍頭   | 51.05      | ❄️ 空倉          |      +47.45% |     18 |    50.89% | [P:0.49] KD_Diff:7.23|BIAS_20:-3.60|MA_Slope:-0.18|BB_Upper:11.47
00882.TW     | 中信中國高股息    | 15.03      | 🚀 買進           |       +4.31% |     42 |    50.84% | [P:0.60] MACD:-0.08|BIAS_20:1.25|MA_Slope:0.07|MA_Bull:10.00
00884B.TWO   | 中信低碳新興債    | 29.33      | 🟢 持股           |       -1.55% |     11 |    48.63% | [P:0.62] [⚠️降級預設] RSI:33.99|MACD:-0.06|KD_Diff:-1.84|D_Value:29.37
00885.TW     | 富邦越南       | 17.42      | ❄️ 空倉          |       +3.00% |     44 |    50.31% | [P:0.45] KD_Diff:3.90|BIAS_20:-4.99|MA_Slope:-0.42|MA_Bull:0.00
00886.TWO    | 永豐美國科技     | 44.66      | ❄️ 空倉          |       +6.72% |     24 |    52.62% | [P:0.36] RSI:33.47|Vol_Ratio:1.44|BIAS_20:-1.77|MA_Slope:0.05
00887.TWO    | 永豐中國科技50大  | 17.14      | ❄️ 空倉          |      +32.79% |     30 |    49.41% | [P:0.50] MACD:-0.33|Vol_Ratio:0.49|BB_Upper:23.04|MA_Bull:0.00
00888.TWO    | 永豐台灣ESG    | 31.95      | 🚀 買進           |      +43.17% |     24 |    50.59% | [P:0.50] MACD:-0.46|D_Value:34.07|Vol_Ratio:0.59|BIAS_20:-11.65
00891.TW     | 中信關鍵半導體    | 33.98      | 🟢 持股           |      +72.86% |     35 |    49.40% | [P:0.58] MACD:-0.49|Vol_Ratio:1.15|BB_Upper:14.44|MA_Bull:0.00
00892.TW     | 富邦台灣半導體    | 39.03      | 🟢 持股           |      +40.58% |     11 |    47.97% | [P:0.50] [⚠️降級預設] RSI:40.11|MACD:-0.67|KD_Diff:9.45|D_Value:43.10
00893.TW     | 國泰智能電動車    | 44.21      | 🟢 持股           |      +44.87% |     25 |    50.33% | [P:0.51] MACD:-0.30|KD_Diff:-3.80|BB_Upper:7.28|MA_Bull:0.00
00894.TW     | 中信小資高價30   | 45.10      | 🚀 買進           |      +23.18% |     28 |    49.12% | [P:0.51] KD_Diff:8.77|BIAS_20:-4.08|MA_Slope:-0.21|BB_Upper:13.71
00896.TW     | 中信綠能及電動車   | 26.36      | 🟢 持股           |      +48.02% |     33 |    52.67% | [P:0.52] MACD:-0.27|Vol_Ratio:0.92|BB_Upper:9.12|MA_Bull:0.00
00897.TW     | 富邦基因免疫生技   | 11.07      | 🚀 買進           |      +15.89% |     16 |    52.65% | [P:0.51] [⚠️降級預設] RSI:32.32|MACD:0.14|KD_Diff:-8.27|D_Value:49.14
00898.TW     | 國泰基因免疫革命   | 9.36       | ❄️ 空倉          |      +14.10% |     48 |    54.64% | [P:0.41] MACD:0.15|Vol_Ratio:0.37|MA_Slope:0.03|BB_Upper:4.09
00900.TW     | 富邦特選高股息30  | 18.36      | 🟢 持股           |       +8.32% |     33 |    51.32% | [P:0.50] RSI:39.26|D_Value:42.96|Vol_Ratio:1.00|MA_Bull:0.00
