====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260904 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 15.17      | 🚀 買進           |      +21.35% |     20 |    52.38% | [P:0.52] RSI:52.05|MACD:0.32|KD_Diff:1.39|BIAS_20:3.18
00669R.TW    | 國泰美國道瓊反1   | 5.16       | ❄️ 空倉          |       -6.32% |     18 |    56.22% | [P:0.44] RSI:50.00|KD_Diff:-0.62|MA_Slope:-0.02|BB_Upper:1.36
00670L.TW    | 富邦NASDAQ正2 | 200.95     | ❄️ 空倉          |      +34.96% |     24 |    49.89% | [P:0.42] RSI:38.27|MACD:-0.46|KD_Diff:9.03|MA_Slope:0.01
00671R.TW    | 富邦NASDAQ反1 | 2.42       | ❄️ 空倉          |      -11.27% |     16 |    52.58% | [P:0.45] RSI:58.33|D_Value:61.20|BIAS_20:-0.43|MA_Slope:-0.02
00673R.TW    | 期元大S&P原油反1 | 11.26      | 🟢 持股           |      -53.44% |     41 |    50.77% | [P:0.66] KD_Diff:-7.63|Vol_Ratio:1.40|MA_Slope:-0.92|MA_Bull:0.00
00674R.TW    | 期元大S&P黃金反1 | 27.36      | ❄️ 空倉          |     +363.86% |     16 |    54.07% | [P:0.40] RSI:44.64|KD_Diff:6.97|D_Value:53.18|Vol_Ratio:0.44
00675L.TW    | 富邦臺灣加權正2   | 322.05     | 🟢 持股           |      +90.60% |     39 |    50.25% | [P:0.60] RSI:54.06|D_Value:71.44|Vol_Ratio:1.00|MA_Slope:0.49
00676R.TW    | 富邦臺灣加權反1   | 5.44       | ❄️ 空倉          |      -14.16% |     20 |    57.54% | [P:0.44] MACD:-0.07|KD_Diff:-2.99|Vol_Ratio:1.12|MA_Bull:0.00
00678.TW     | 群益那斯達克生技   | 44.65      | 🟢 持股           |      +24.37% |     51 |    52.02% | [P:0.67] RSI:67.03|D_Value:57.87|MA_Slope:0.42|MA_Bull:0.00
00679B.TWO   | 元大美債20年    | 25.78      | ❄️ 空倉          |       +2.88% |     18 |    51.01% | [P:0.44] MACD:-0.21|KD_Diff:-2.56|BIAS_20:-0.73|MA_Bull:0.00
00680L.TW    | 元大美債20正2   | 6.42       | ❄️ 空倉          |       -0.42% |     12 |    53.72% | [P:0.42] MACD:-0.05|KD_Diff:-7.07|D_Value:40.98|BB_Upper:2.46
00681R.TW    | 元大美債20反1   | 21.70      | ❄️ 空倉          |       +7.22% |     52 |    49.50% | [P:0.43] RSI:47.37|MACD:0.04|BIAS_20:-0.25|MA_Bull:0.00
00683L.TW    | 期元大美元指正2   | 21.22      | ❄️ 空倉          |       -1.88% |     38 |    53.44% | [P:0.46] MACD:-0.10|KD_Diff:-7.99|D_Value:56.65|MA_Bull:0.00
00685L.TW    | 群益臺灣加權正2   | 12.13      | 🚀 買進           |     -124.15% |     32 |    49.52% | [P:0.55] MACD:-6.56|Vol_Ratio:0.86|BB_Upper:1.39|MA_Bull:10.00
00686R.TW    | 群益臺灣加權反1   | 0.98       | ❄️ 空倉          |       +0.62% |     32 |    60.43% | [P:0.49] RSI:45.45|MACD:-0.01|KD_Diff:-1.24|BB_Upper:4.60
00687B.TWO   | 國泰20年美債    | 27.12      | ❄️ 空倉          |       -1.34% |     12 |    51.03% | [P:0.45] MACD:-0.15|KD_Diff:-4.86|BIAS_20:-0.40|MA_Bull:0.00
00688L.TW    | 國泰20年美債正2  | 6.40       | ❄️ 空倉          |       -0.70% |     14 |    54.07% | [P:0.43] MACD:-0.05|KD_Diff:-7.58|D_Value:44.98|BB_Upper:2.51
00690.TW     | 兆豐藍籌30     | 79.70      | ❄️ 空倉          |      +30.99% |     18 |    47.15% | [P:0.44] [⚠️降級預設] RSI:56.03|MACD:0.85|KD_Diff:5.80|D_Value:71.91
00693U.TW    | 期街口S&P黃豆   | 23.89      | ❄️ 空倉          |       -3.15% |     38 |    50.79% | [P:0.44] MACD:0.52|Vol_Ratio:0.90|BIAS_20:5.83|MA_Bull:10.00
00694B.TWO   | 富邦美債1-3年   | 41.73      | ❄️ 空倉          |       -1.85% |     16 |    52.70% | [P:0.40] MACD:-0.15|D_Value:33.70|BIAS_20:-0.51|BB_Upper:1.70
00696B.TWO   | 富邦美債20年    | 28.09      | ❄️ 空倉          |       +2.37% |     56 |    50.56% | [P:0.44] Vol_Ratio:0.77|MA_Slope:-0.07|BB_Upper:1.86|MA_Bull:0.00
00700.TW     | 富邦�琤肭磪�    | 17.55      | ❄️ 空倉          |       -1.13% |     36 |    51.09% | [P:0.47] Vol_Ratio:1.22|BIAS_20:0.60|MA_Slope:-0.06|BB_Upper:1.76
00703.TW     | 台新MSCI中國   | 19.62      | ❄️ 空倉          |       +6.03% |     30 |    52.55% | [P:0.43] MACD:-0.06|KD_Diff:9.15|BB_Upper:2.95|MA_Bull:0.00
00706L.TW    | 期元大S&P日圓正2 | 19.59      | 🟢 持股           |       +2.79% |      9 |    48.14% | [P:0.70] [⚠️降級預設] RSI:67.07|MACD:0.09|KD_Diff:20.10|D_Value:36.77
00707R.TW    | 期元大S&P日圓反1 | 31.62      | 🟢 持股           |       +6.70% |     11 |    52.57% | [P:0.78] [⚠️降級預設] RSI:0.00|MACD:-0.11|KD_Diff:-5.47|D_Value:7.26
00708L.TW    | 期元大S&P黃金正2 | 83.55      | 💥 賣出           |      +77.52% |     57 |    51.77% | [P:0.49] RSI:52.81|D_Value:43.11|Vol_Ratio:0.63|MA_Slope:0.36
00711B.TW    | 復華彭博新興債    | 15.56      | ❄️ 空倉          |       +1.10% |     22 |    52.81% | [P:0.43] MACD:-0.09|KD_Diff:-0.38|BIAS_20:-0.72|MA_Bull:0.00
00712.TW     | 復華富時不動產    | 8.68       | 🟢 持股           |       +3.36% |     61 |    51.21% | [P:0.61] RSI:34.43|MACD:-0.05|Vol_Ratio:0.47|MA_Bull:0.00
00713.TW     | 元大台灣高息低波   | 63.45      | 💥 賣出           |       +6.69% |     39 |    50.00% | [P:0.50] MACD:0.58|KD_Diff:3.59|BIAS_20:3.02|MA_Bull:10.00
00714.TW     | 群益道瓊美國地產   | 21.73      | 🟢 持股           |       +9.66% |     17 |    50.00% | [P:0.63] [⚠️降級預設] RSI:35.94|MACD:-0.19|KD_Diff:-3.58|D_Value:20.82
00715L.TW    | 期街口S&P布蘭特油正2 | 57.00      | 🟢 持股           |     +377.27% |     33 |    50.73% | [P:0.58] KD_Diff:8.46|D_Value:71.61|BB_Upper:1.52|MA_Bull:10.00
00719B.TWO   | 元大美債1-3    | 31.04      | ❄️ 空倉          |       +0.72% |     12 |    51.11% | [P:0.39] MACD:-0.10|D_Value:19.73|BIAS_20:-0.53|BB_Upper:1.69
00720B.TWO   | 元大投資級公司債   | 31.82      | ❄️ 空倉          |       -3.51% |     52 |    52.31% | [P:0.47] KD_Diff:-4.68|D_Value:39.19|Vol_Ratio:1.14|MA_Bull:0.00
00722B.TWO   | 群益投資級電信債   | 34.21      | ❄️ 空倉          |       +6.01% |     84 |    51.50% | [P:0.45] RSI:51.43|KD_Diff:-6.47|Vol_Ratio:1.03|MA_Bull:0.00
00724B.TWO   | 群益投資級金融債   | 32.70      | 🟢 持股           |       +0.05% |     23 |    51.88% | [P:0.51] MACD:-0.21|D_Value:28.86|BIAS_20:-0.71|MA_Bull:0.00
00725B.TWO   | 國泰投資級公司債   | 33.92      | 🟢 持股           |       +1.06% |     51 |    51.16% | [P:0.51] RSI:47.34|D_Value:35.09|Vol_Ratio:0.60|MA_Bull:0.00
00726B.TWO   | 國泰新興投等債    | 32.14      | 🟢 持股           |       -1.83% |     27 |    50.92% | [P:0.55] MACD:-0.18|D_Value:15.46|BIAS_20:-0.66|MA_Bull:0.00
00728.TW     | 第一金工業30    | 69.65      | ❄️ 空倉          |      +35.92% |     18 |    47.16% | [P:0.46] [⚠️降級預設] RSI:60.20|MACD:1.66|KD_Diff:-3.18|D_Value:74.37
00733.TW     | 富邦臺灣中小     | 67.35      | 💥 賣出           |      +20.52% |     51 |    49.00% | [P:0.40] RSI:51.28|D_Value:60.50|Vol_Ratio:2.64|BB_Upper:2.23
00734B.TWO   | 台新JPM新興債   | 15.35      | 🟢 持股           |       +0.44% |     11 |    49.70% | [P:0.59] [⚠️降級預設] RSI:38.94|MACD:-0.09|KD_Diff:-2.80|D_Value:24.66
00735.TW     | 國泰臺韓科技     | 104.05     | 🚀 買進           |      +81.26% |     38 |    50.55% | [P:0.58] KD_Diff:1.96|D_Value:67.16|Vol_Ratio:0.98|BIAS_20:2.11
00738U.TW    | 期元大道瓊白銀    | 52.95      | ❄️ 空倉          |      +49.74% |     36 |    50.60% | [P:0.39] MACD:0.82|KD_Diff:-7.57|Vol_Ratio:0.60|BIAS_20:0.13
00740B.TWO   | 富邦全球投等債    | 37.31      | ❄️ 空倉          |       -2.72% |     28 |    50.50% | [P:0.47] MACD:-0.23|D_Value:40.39|BIAS_20:-0.41|MA_Bull:0.00
00746B.TWO   | 富邦A級公司債    | 34.36      | 🟢 持股           |       -0.11% |     21 |    51.23% | [P:0.51] KD_Diff:-2.40|D_Value:33.00|MA_Slope:-0.09|MA_Bull:0.00
00749B.TWO   | 凱基新興債10+   | 30.76      | ❄️ 空倉          |       -0.06% |     24 |    52.37% | [P:0.44] MACD:-0.18|KD_Diff:-4.12|BIAS_20:-0.55|MA_Bull:0.00
00751B.TWO   | 元大AAA至A公司債 | 30.30      | ❄️ 空倉          |       +1.75% |      8 |    51.52% | [P:0.38] RSI:47.37|KD_Diff:-6.29|D_Value:37.76|BIAS_20:-0.61
00752.TW     | 中信中國50     | 23.17      | 💥 賣出           |      +18.68% |     57 |    52.54% | [P:0.42] RSI:47.54|MACD:-0.10|Vol_Ratio:1.23|MA_Bull:0.00
00753L.TW    | 中信中國50正2   | 9.48       | ❄️ 空倉          |       -7.24% |     26 |    50.21% | [P:0.44] KD_Diff:3.85|D_Value:29.77|BIAS_20:-0.96|BB_Upper:6.30
00754B.TWO   | 群益AAA-AA公司債 | 31.27      | 🟢 持股           |       +1.88% |     13 |    50.34% | [P:0.53] [⚠️降級預設] RSI:46.10|MACD:-0.34|KD_Diff:-4.41|D_Value:31.27
00756B.TWO   | 群益投等新興公債   | 30.29      | 🟢 持股           |       -0.74% |     13 |    49.71% | [P:0.55] [⚠️降級預設] RSI:38.73|MACD:-0.30|KD_Diff:1.99|D_Value:23.83
00757.TW     | 統一FANG+    | 141.55     | ❄️ 空倉          |      +15.91% |     38 |    51.74% | [P:0.47] RSI:54.42|D_Value:61.32|Vol_Ratio:1.44|BIAS_20:1.78
00758B.TWO   | 復華能源債      | 50.10      | 🟢 持股           |       +0.53% |     13 |    49.36% | [P:0.50] [⚠️降級預設] RSI:52.23|MACD:-0.35|KD_Diff:-3.64|D_Value:34.16
00760B.TWO   | 復華新興企業債    | 52.05      | 🟢 持股           |       +5.24% |     55 |    50.48% | [P:0.51] RSI:35.36|KD_Diff:-3.47|Vol_Ratio:0.99|MA_Bull:0.00
00761B.TWO   | 國泰A級公司債    | 32.95      | 💥 賣出           |       -1.94% |     67 |    51.76% | [P:0.47] KD_Diff:-2.84|D_Value:32.31|Vol_Ratio:1.96|MA_Bull:0.00
00763U.TW    | 期街口道瓊銅     | 34.80      | 🟢 持股           |      +15.01% |     19 |    52.02% | [P:0.55] [⚠️降級預設] RSI:41.52|MACD:0.06|KD_Diff:-3.64|D_Value:36.86
00764B.TWO   | 群益25年美債    | 27.02      | 💥 賣出           |       +0.34% |     41 |    52.90% | [P:0.47] RSI:49.78|D_Value:39.74|MA_Slope:-0.07|MA_Bull:0.00
00768B.TWO   | 復華20年美債    | 48.01      | ❄️ 空倉          |       -1.56% |     20 |    51.75% | [P:0.39] MACD:-0.46|KD_Diff:-3.61|Vol_Ratio:0.31|MA_Slope:-0.15
00770.TW     | 國泰北美科技     | 68.15      | ❄️ 空倉          |      +38.12% |     42 |    51.81% | [P:0.44] MACD:-0.08|KD_Diff:10.77|BB_Upper:3.86|MA_Bull:0.00
00772B.TWO   | 中信高評級公司債   | 32.39      | ❄️ 空倉          |       +0.21% |      8 |    50.77% | [P:0.37] RSI:46.58|KD_Diff:-4.00|D_Value:33.36|BIAS_20:-0.65
00773B.TWO   | 中信優先金融債    | 34.71      | 🟢 持股           |       -0.69% |     29 |    50.00% | [P:0.51] MACD:-0.25|D_Value:29.51|BIAS_20:-0.82|MA_Bull:0.00
00780B.TWO   | 國泰A級金融債    | 36.27      | 🟢 持股           |       -2.96% |     53 |    50.75% | [P:0.62] RSI:39.23|D_Value:15.82|Vol_Ratio:0.69|MA_Bull:0.00
00783.TW     | 富邦中証500    | 27.80      | 🟢 持股           |       -3.45% |     11 |    49.78% | [P:0.54] [⚠️降級預設] RSI:32.45|MACD:-0.23|KD_Diff:-0.45|D_Value:44.91
00785B.TWO   | 富邦金融投等債    | 33.78      | 🚀 買進           |       +0.47% |     16 |    51.39% | [P:0.50] MACD:-0.24|D_Value:33.11|BIAS_20:-1.05|MA_Bull:0.00
00787B.TWO   | 元大10年IG醫療債 | 31.70      | 🟢 持股           |       -3.59% |     35 |    51.39% | [P:0.53] KD_Diff:-6.41|D_Value:31.49|MA_Slope:-0.08|MA_Bull:0.00
00795B.TWO   | 中信美國公債20年  | 25.90      | ❄️ 空倉          |       +2.38% |     16 |    51.57% | [P:0.44] MACD:-0.22|KD_Diff:-2.77|BIAS_20:-0.54|MA_Bull:0.00
00830.TW     | 國泰費城半導體    | 80.95      | ❄️ 空倉          |      +27.21% |     24 |    49.38% | [P:0.49] KD_Diff:1.83|BIAS_20:-3.75|MA_Slope:-0.32|BB_Upper:11.59
00834B.TWO   | 第一金金融債10+  | 32.99      | 🟢 持股           |       -2.47% |      9 |    50.06% | [P:0.58] [⚠️降級預設] RSI:43.92|MACD:-0.21|KD_Diff:-8.19|D_Value:25.97
00845B.TWO   | 富邦新興投等債    | 32.42      | 💥 賣出           |       -0.48% |     43 |    51.71% | [P:0.41] RSI:35.58|D_Value:28.38|Vol_Ratio:2.08|MA_Bull:0.00
00847B.TWO   | 中信美國市政債    | 24.54      | ❄️ 空倉          |       -1.54% |     22 |    51.32% | [P:0.50] MACD:-0.22|D_Value:34.46|BIAS_20:-0.80|MA_Bull:0.00
00851.TW     | 台新全球AI     | 70.30      | ❄️ 空倉          |      +26.42% |     38 |    50.00% | [P:0.37] RSI:28.04|KD_Diff:16.43|BB_Upper:3.98|MA_Bull:0.00
00852L.TW    | 國泰美國道瓊正2   | 36.01      | 💥 賣出           |      +17.48% |     51 |    52.92% | [P:0.40] RSI:49.32|KD_Diff:9.80|BIAS_20:0.48|MA_Bull:0.00
00857B.TWO   | 永豐20年美公債   | 22.53      | 🚀 買進           |       -4.89% |     28 |    52.63% | [P:0.51] MACD:-0.13|Vol_Ratio:0.35|BIAS_20:-0.35|MA_Bull:0.00
00861.TW     | 元大全球未來通訊   | 84.25      | 🟢 持股           |      +22.76% |     23 |    46.34% | [P:0.62] [⚠️降級預設] RSI:30.71|MACD:-1.01|KD_Diff:2.36|D_Value:22.78
00863B.TWO   | 中信全球電信債    | 30.83      | 🟢 持股           |       -2.47% |     13 |    50.45% | [P:0.50] [⚠️降級預設] RSI:50.87|MACD:-0.18|KD_Diff:-2.10|D_Value:38.59
00864B.TWO   | 中信美國公債0-1  | 45.96      | ❄️ 空倉          |       +0.92% |     14 |    52.74% | [P:0.39] MACD:-0.24|D_Value:31.54|Vol_Ratio:1.13|BIAS_20:-0.55
00865B.TW    | 國泰US短期公債   | 48.71      | ❄️ 空倉          |       -0.34% |     30 |    50.92% | [P:0.47] MACD:-0.12|KD_Diff:9.56|D_Value:31.47|MA_Bull:0.00
00867B.TWO   | 新光A-BBB電信債 | 29.28      | 🟢 持股           |       +1.08% |     33 |    51.59% | [P:0.52] MACD:-0.31|KD_Diff:-5.38|D_Value:15.80|MA_Bull:0.00
00870B.TWO   | 元大15年EM主權債 | 27.45      | 💥 賣出           |       +5.62% |     73 |    49.44% | [P:0.50] KD_Diff:-0.04|D_Value:30.25|Vol_Ratio:0.16|MA_Bull:0.00
00875.TW     | 國泰網路資安     | 53.35      | 🟢 持股           |      +27.46% |     51 |    51.42% | [P:0.62] RSI:36.61|Vol_Ratio:1.20|BIAS_20:-2.95|MA_Bull:0.00
00876.TW     | 元大全球5G     | 85.00      | 🟢 持股           |      +68.80% |     31 |    52.25% | [P:0.52] MACD:-1.26|KD_Diff:-0.33|BB_Upper:9.18|MA_Bull:0.00
00877.TWO    | 復華中國5G     | 36.28      | ❄️ 空倉          |       +3.93% |     32 |    53.18% | [P:0.45] MACD:-0.58|BIAS_20:-3.23|MA_Slope:-0.32|BB_Upper:8.97
00878.TW     | 國泰永續高股息    | 34.11      | 🟢 持股           |      +45.09% |     29 |    49.66% | [P:0.59] MACD:0.30|Vol_Ratio:1.16|BB_Upper:0.00|MA_Bull:10.00
00881.TW     | 國泰台灣科技龍頭   | 50.35      | 🚀 買進           |      +35.24% |     26 |    50.83% | [P:0.52] KD_Diff:5.25|BIAS_20:0.28|MA_Slope:-0.19|BB_Upper:6.29
00882.TW     | 中信中國高股息    | 15.09      | ❄️ 空倉          |       +4.71% |     44 |    50.78% | [P:0.41] MACD:-0.02|BIAS_20:0.61|MA_Slope:0.04|MA_Bull:0.00
00884B.TWO   | 中信低碳新興債    | 28.64      | 🟢 持股           |       -3.27% |     13 |    48.69% | [P:0.53] [⚠️降級預設] RSI:43.08|MACD:-0.17|KD_Diff:-0.52|D_Value:27.89
00885.TW     | 富邦越南       | 18.83      | 🚀 買進           |       -0.56% |     52 |    49.96% | [P:0.55] KD_Diff:2.88|BIAS_20:3.26|MA_Slope:0.17|MA_Bull:10.00
00886.TWO    | 永豐美國科技     | 47.49      | ❄️ 空倉          |       +7.01% |     34 |    52.45% | [P:0.43] RSI:51.28|Vol_Ratio:0.88|BIAS_20:1.06|MA_Slope:0.11
