====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260821 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 14.46      | 🚀 買進           |      +18.80% |     18 |    51.35% | [P:0.52] RSI:71.36|MACD:0.26|KD_Diff:-11.10|BIAS_20:4.92
0053.TW      | 元大電子       | 238.95     | ❄️ 空倉          |      +37.00% |     22 |    48.75% | [P:0.48] [⚠️降級預設] RSI:63.52|MACD:1.99|KD_Diff:-11.43|D_Value:61.84
0056.TW      | 元大高股息      | 52.40      | ❄️ 空倉          |      +13.65% |     32 |    51.30% | [P:0.44] KD_Diff:-14.27|Vol_Ratio:0.59|BB_Upper:5.29|MA_Bull:0.00
0061.TW      | 元大寶滬深      | 24.41      | 🟢 持股           |      +12.02% |     13 |    51.79% | [P:0.52] [⚠️降級預設] RSI:49.12|MACD:-0.09|KD_Diff:-11.57|D_Value:42.03
006201.TWO   | 元大富櫃50     | 42.60      | 💥 賣出           |      +61.40% |     49 |    50.02% | [P:0.44] Vol_Ratio:0.30|MA_Slope:0.17|BB_Upper:12.46|MA_Bull:0.00
006203.TW    | 元大MSCI台灣   | 190.30     | 🟢 持股           |      +19.39% |     51 |    50.99% | [P:0.56] KD_Diff:-13.30|D_Value:52.42|Vol_Ratio:0.39|MA_Bull:0.00
006205.TW    | 富邦上証       | 40.50      | 🟢 持股           |       +3.62% |     17 |    51.92% | [P:0.54] [⚠️降級預設] RSI:48.19|MACD:-0.09|KD_Diff:-11.49|D_Value:32.58
006208.TW    | 富邦台50      | 239.30     | 🟢 持股           |      +47.86% |     21 |    50.22% | [P:0.52] MACD:1.06|D_Value:59.83|Vol_Ratio:0.58|BIAS_20:1.90
00631L.TW    | 元大台灣50正2   | 34.84      | 🟢 持股           |      +10.70% |     21 |    50.14% | [P:0.62] KD_Diff:-12.73|BIAS_20:3.69|MA_Slope:0.20|BB_Upper:9.10
00632R.TW    | 元大台灣50反1   | 10.15      | ❄️ 空倉          |       +3.77% |     12 |    57.09% | [P:0.39] MACD:-0.10|D_Value:39.15|BIAS_20:-2.54|MA_Slope:-0.20
00633L.TW    | 富邦上証正2     | 49.01      | ❄️ 空倉          |       +1.60% |     26 |    49.33% | [P:0.42] MACD:-0.23|KD_Diff:-15.48|MA_Slope:-0.15|BB_Upper:5.23
00634R.TW    | 富邦上証反1     | 3.10       | ❄️ 空倉          |      -10.97% |     22 |    52.64% | [P:0.45] KD_Diff:16.94|D_Value:54.88|Vol_Ratio:0.65|MA_Slope:0.03
00635U.TW    | 期元大S&P黃金   | 46.96      | 🟢 持股           |      +36.67% |     33 |    51.80% | [P:0.59] MACD:0.88|D_Value:79.94|Vol_Ratio:1.22|MA_Bull:10.00
00637L.TW    | 元大滬深300正2  | 20.25      | ❄️ 空倉          |       +3.70% |     24 |    49.98% | [P:0.43] MACD:-0.12|KD_Diff:-15.06|BIAS_20:-1.56|BB_Upper:5.79
00638R.TW    | 元大滬深300反1  | 6.65       | ❄️ 空倉          |       -3.54% |      8 |    53.04% | [P:0.41] RSI:42.86|MACD:-0.00|KD_Diff:18.35|D_Value:48.55
00639.TW     | 富邦深100     | 16.94      | ❄️ 空倉          |       +6.46% |     14 |    50.04% | [P:0.50] [⚠️降級預設] RSI:55.59|MACD:-0.14|KD_Diff:-12.43|D_Value:52.73
00640L.TW    | 富邦日本正2     | 106.60     | ❄️ 空倉          |       +1.90% |     38 |    50.21% | [P:0.45] RSI:60.92|D_Value:56.79|Vol_Ratio:0.29|BIAS_20:-0.00
00641R.TW    | 富邦日本反1     | 3.71       | ❄️ 空倉          |       +1.77% |     36 |    56.28% | [P:0.41] RSI:37.50|KD_Diff:13.81|BIAS_20:-0.55|MA_Slope:-0.08
00642U.TW    | 期元大S&P石油   | 28.75      | ❄️ 空倉          |     +127.92% |     52 |    52.81% | [P:0.45] RSI:66.14|D_Value:83.05|Vol_Ratio:1.36|MA_Slope:-0.26
00643.TW     | 群益深証中小     | 18.63      | 🚀 買進           |       +4.81% |      8 |    49.48% | [P:0.50] [⚠️降級預設] RSI:56.70|MACD:-0.14|KD_Diff:-17.68|D_Value:47.19
00645.TW     | 富邦日本       | 57.45      | ❄️ 空倉          |       +7.01% |     16 |    49.64% | [P:0.50] [⚠️降級預設] RSI:63.08|MACD:0.34|KD_Diff:-17.16|D_Value:56.28
00646.TW     | 元大S&P500   | 76.75      | 🚀 買進           |      +17.17% |     42 |    49.86% | [P:0.56] KD_Diff:-14.53|D_Value:36.70|BIAS_20:-0.82|MA_Bull:0.00
00648R.TW    | 元大S&P500反1 | 3.94       | ❄️ 空倉          |       -2.30% |     14 |    57.77% | [P:0.40] MACD:-0.03|D_Value:53.32|BIAS_20:-0.43|MA_Slope:-0.18
00650L.TW    | 復華香港正2     | 17.73      | ❄️ 空倉          |       +1.85% |     38 |    49.73% | [P:0.46] RSI:46.60|MACD:0.26|MA_Slope:0.30|MA_Bull:0.00
00651R.TW    | 復華香港反1     | 5.09       | ❄️ 空倉          |       +9.98% |     20 |    52.97% | [P:0.41] RSI:48.44|D_Value:51.99|BIAS_20:-1.44|MA_Slope:-0.22
00653L.TW    | 富邦印度正2     | 47.24      | ❄️ 空倉          |      +10.28% |     44 |    48.95% | [P:0.34] RSI:29.30|KD_Diff:2.47|Vol_Ratio:0.75|BB_Upper:4.70
00654R.TW    | 富邦印度反1     | 6.67       | ❄️ 空倉          |       +7.26% |     32 |    53.12% | [P:0.42] RSI:58.54|D_Value:68.30|BIAS_20:-0.09|MA_Slope:-0.16
00655L.TW    | 國泰中國A50正2  | 34.14      | 💥 賣出           |      +17.14% |     47 |    51.01% | [P:0.46] RSI:53.29|Vol_Ratio:0.66|MA_Slope:-0.17|MA_Bull:0.00
00656R.TW    | 國泰中國A50反1  | 5.83       | ❄️ 空倉          |       +3.33% |     12 |    53.90% | [P:0.42] RSI:40.85|D_Value:45.64|MA_Slope:-0.01|BB_Upper:2.96
00657K.TW    | 國泰日經225+U  | 24.50      | 🟢 持股           |      +34.78% |     47 |    50.00% | [P:0.65] RSI:64.61|KD_Diff:-22.35|BIAS_20:1.82|MA_Bull:0.00
00660.TW     | 元大歐洲50     | 46.60      | 🚀 買進           |      +20.02% |     40 |    52.58% | [P:0.53] RSI:40.98|MACD:0.27|D_Value:38.49|MA_Bull:0.00
00662.TW     | 富邦NASDAQ   | 119.90     | 🟢 持股           |      +16.26% |     45 |    50.39% | [P:0.53] RSI:54.03|KD_Diff:-19.02|MA_Slope:0.07|MA_Bull:0.00
00663L.TW    | 國泰臺灣加權正2   | 99.50      | ❄️ 空倉          |      +92.55% |     36 |    49.35% | [P:0.47] RSI:63.80|D_Value:57.77|Vol_Ratio:0.91|MA_Slope:0.18
00664R.TW    | 國泰臺灣加權反1   | 1.65       | ❄️ 空倉          |       +0.00% |      2 |    59.22% | [P:0.32] RSI:33.33|MACD:-0.01|D_Value:38.22|Vol_Ratio:1.14
00665L.TW    | 富邦�琤肭磪囓�2  | 9.69       | 💥 賣出           |       +4.26% |     33 |    53.31% | [P:0.43] RSI:44.64|MACD:0.13|Vol_Ratio:0.54|MA_Slope:0.29
00666R.TW    | 富邦�琤肭磪齯�1  | 8.87       | 💥 賣出           |       +9.14% |     19 |    53.51% | [P:0.45] RSI:50.00|D_Value:52.59|MA_Slope:-0.24|BB_Upper:3.64
00669R.TW    | 國泰美國道瓊反1   | 5.23       | ❄️ 空倉          |       -6.32% |     18 |    56.17% | [P:0.47] RSI:43.90|KD_Diff:11.41|MA_Slope:-0.13|BB_Upper:2.85
00670L.TW    | 富邦NASDAQ正2 | 197.70     | ❄️ 空倉          |      +34.80% |     22 |    49.85% | [P:0.50] RSI:58.24|MACD:1.17|KD_Diff:-22.49|MA_Slope:0.23
00671R.TW    | 富邦NASDAQ反1 | 2.44       | ❄️ 空倉          |      -11.27% |     16 |    52.51% | [P:0.41] RSI:38.71|D_Value:50.88|BIAS_20:-0.93|MA_Slope:-0.18
00673R.TW    | 期元大S&P原油反1 | 12.03      | ❄️ 空倉          |      -52.52% |     38 |    50.86% | [P:0.40] KD_Diff:-5.67|Vol_Ratio:1.94|MA_Slope:0.09|MA_Bull:0.00
00674R.TW    | 期元大S&P黃金反1 | 27.00      | ❄️ 空倉          |     +363.51% |     14 |    54.09% | [P:0.26] RSI:16.50|KD_Diff:-3.13|D_Value:18.67|Vol_Ratio:1.08
00675L.TW    | 富邦臺灣加權正2   | 301.50     | ❄️ 空倉          |      +76.38% |     34 |    50.25% | [P:0.48] RSI:63.82|D_Value:58.00|Vol_Ratio:0.91|MA_Slope:0.20
00676R.TW    | 富邦臺灣加權反1   | 5.62       | ❄️ 空倉          |      -14.16% |     20 |    57.53% | [P:0.40] MACD:-0.05|KD_Diff:14.43|Vol_Ratio:0.87|MA_Bull:0.00
00678.TW     | 群益那斯達克生技   | 44.08      | ❄️ 空倉          |      +25.12% |     48 |    51.99% | [P:0.36] RSI:71.40|D_Value:79.69|MA_Slope:0.44|MA_Bull:10.00
00679B.TWO   | 元大美債20年    | 25.84      | ❄️ 空倉          |       +2.21% |     16 |    51.02% | [P:0.46] MACD:-0.21|KD_Diff:3.68|BIAS_20:-2.21|MA_Bull:0.00
00680L.TW    | 元大美債20正2   | 6.41       | 🟢 持股           |       +0.28% |     11 |    53.65% | [P:0.53] MACD:-0.09|KD_Diff:13.80|D_Value:34.59|BB_Upper:5.01
00681R.TW    | 元大美債20反1   | 21.81      | 🚀 買進           |       +7.27% |     50 |    49.50% | [P:0.58] RSI:48.00|MACD:0.11|BIAS_20:0.23|MA_Bull:10.00
00683L.TW    | 期元大美元指正2   | 21.06      | ❄️ 空倉          |       -2.37% |     36 |    53.46% | [P:0.50] MACD:-0.17|KD_Diff:-10.78|D_Value:28.75|MA_Bull:0.00
00685L.TW    | 群益臺灣加權正2   | 11.37      | ❄️ 空倉          |     -124.04% |     30 |    49.60% | [P:0.43] MACD:-14.25|Vol_Ratio:0.81|BB_Upper:10.12|MA_Bull:0.00
00686R.TW    | 群益臺灣加權反1   | 1.01       | 🟢 持股           |       +2.50% |     31 |    60.43% | [P:0.54] RSI:33.33|MACD:-0.01|KD_Diff:12.66|BB_Upper:10.31
00687B.TWO   | 國泰20年美債    | 27.19      | ❄️ 空倉          |       -1.34% |     12 |    51.08% | [P:0.42] MACD:-0.19|KD_Diff:13.90|BIAS_20:-1.18|MA_Bull:0.00
00688L.TW    | 國泰20年美債正2  | 6.40       | 🟢 持股           |       -0.28% |     13 |    54.00% | [P:0.53] MACD:-0.09|KD_Diff:13.29|D_Value:36.16|BB_Upper:4.64
00690.TW     | 兆豐藍籌30     | 75.05      | ❄️ 空倉          |      +23.75% |     16 |    47.05% | [P:0.50] [⚠️降級預設] RSI:57.92|MACD:0.13|KD_Diff:-18.73|D_Value:54.32
00693U.TW    | 期街口S&P黃豆   | 22.40      | 🚀 買進           |       -6.16% |     36 |    50.84% | [P:0.54] MACD:0.13|Vol_Ratio:1.52|BIAS_20:2.22|MA_Bull:10.00
00694B.TWO   | 富邦美債1-3年   | 41.98      | ❄️ 空倉          |       -1.85% |     16 |    52.67% | [P:0.39] MACD:-0.06|D_Value:30.10|BIAS_20:-0.71|BB_Upper:1.68
00696B.TWO   | 富邦美債20年    | 28.13      | ❄️ 空倉          |       +2.57% |     52 |    50.56% | [P:0.46] Vol_Ratio:0.25|MA_Slope:-0.11|BB_Upper:3.76|MA_Bull:0.00
00700.TW     | 富邦�琤肭磪�    | 17.64      | ❄️ 空倉          |       -1.13% |     36 |    50.96% | [P:0.32] Vol_Ratio:1.86|BIAS_20:-0.22|MA_Slope:0.14|BB_Upper:3.30
00703.TW     | 台新MSCI中國   | 19.82      | ❄️ 空倉          |       +6.03% |     30 |    52.57% | [P:0.45] MACD:0.07|KD_Diff:5.12|BB_Upper:3.71|MA_Bull:0.00
00708L.TW    | 期元大S&P黃金正2 | 86.75      | 🚀 買進           |      +82.07% |     52 |    51.78% | [P:0.61] RSI:79.74|D_Value:78.22|Vol_Ratio:1.00|MA_Slope:1.13
00711B.TW    | 復華彭博新興債    | 15.65      | ❄️ 空倉          |       +1.10% |     22 |    52.87% | [P:0.44] MACD:-0.09|KD_Diff:-2.46|BIAS_20:-1.02|MA_Bull:0.00
00712.TW     | 復華富時不動產    | 8.89       | ❄️ 空倉          |       +3.58% |     58 |    51.13% | [P:0.42] RSI:54.55|MACD:0.01|Vol_Ratio:0.83|MA_Bull:0.00
00713.TW     | 元大台灣高息低波   | 61.55      | ❄️ 空倉          |       +6.39% |     36 |    49.95% | [P:0.41] MACD:0.21|KD_Diff:10.42|BIAS_20:1.00|MA_Bull:0.00
00714.TW     | 群益道瓊美國地產   | 22.18      | 🟢 持股           |      +10.83% |     15 |    49.95% | [P:0.51] [⚠️降級預設] RSI:38.27|MACD:-0.06|KD_Diff:8.97|D_Value:29.77
00715L.TW    | 期街口S&P布蘭特油正2 | 53.15      | 🚀 買進           |     +384.63% |     30 |    50.78% | [P:0.57] KD_Diff:5.91|D_Value:84.14|BB_Upper:1.74|MA_Bull:10.00
00719B.TWO   | 元大美債1-3    | 31.23      | ❄️ 空倉          |       +0.72% |     12 |    51.11% | [P:0.39] MACD:-0.03|D_Value:29.45|BIAS_20:-0.61|BB_Upper:1.41
00720B.TWO   | 元大投資級公司債   | 31.84      | 💥 賣出           |       -4.05% |     47 |    52.37% | [P:0.47] KD_Diff:8.05|D_Value:25.87|Vol_Ratio:0.45|MA_Bull:0.00
00722B.TWO   | 群益投資級電信債   | 34.23      | ❄️ 空倉          |       +4.74% |     78 |    51.41% | [P:0.43] RSI:44.16|KD_Diff:13.00|Vol_Ratio:0.80|MA_Bull:0.00
00724B.TWO   | 群益投資級金融債   | 32.87      | 🟢 持股           |       +0.37% |     21 |    51.70% | [P:0.52] MACD:-0.22|D_Value:23.84|BIAS_20:-1.25|MA_Bull:0.00
00725B.TWO   | 國泰投資級公司債   | 33.94      | 🟢 持股           |       +1.31% |     47 |    51.02% | [P:0.60] RSI:40.57|D_Value:24.84|Vol_Ratio:0.66|MA_Bull:0.00
00726B.TWO   | 國泰新興投等債    | 32.39      | 🟢 持股           |       -1.83% |     27 |    50.92% | [P:0.50] MACD:-0.16|D_Value:33.06|BIAS_20:-0.64|MA_Bull:0.00
00728.TW     | 第一金工業30    | 66.45      | ❄️ 空倉          |      +35.92% |     18 |    47.20% | [P:0.40] [⚠️降級預設] RSI:82.41|MACD:1.35|KD_Diff:-9.43|D_Value:74.77
00733.TW     | 富邦臺灣中小     | 64.70      | 🟢 持股           |      +19.11% |     49 |    49.05% | [P:0.59] RSI:67.11|D_Value:63.28|Vol_Ratio:0.71|BB_Upper:9.59
00734B.TWO   | 台新JPM新興債   | 15.44      | 🟢 持股           |       +0.44% |     11 |    49.75% | [P:0.57] [⚠️降級預設] RSI:37.50|MACD:-0.09|KD_Diff:0.79|D_Value:23.13
00735.TW     | 國泰臺韓科技     | 103.40     | 🟢 持股           |      +74.46% |     37 |    50.55% | [P:0.61] KD_Diff:-3.72|D_Value:70.57|Vol_Ratio:1.03|BIAS_20:6.20
00738U.TW    | 期元大道瓊白銀    | 55.00      | 🚀 買進           |      +52.88% |     34 |    50.70% | [P:0.53] MACD:1.21|KD_Diff:4.91|Vol_Ratio:1.54|BIAS_20:10.23
00740B.TWO   | 富邦全球投等債    | 37.29      | 🟢 持股           |       -2.48% |     27 |    50.45% | [P:0.53] MACD:-0.30|D_Value:21.90|BIAS_20:-1.53|MA_Bull:0.00
00746B.TWO   | 富邦A級公司債    | 34.48      | 🟢 持股           |       +0.86% |     19 |    51.19% | [P:0.50] KD_Diff:4.84|D_Value:29.56|MA_Slope:-0.08|MA_Bull:0.00
00749B.TWO   | 凱基新興債10+   | 30.82      | ❄️ 空倉          |       -0.06% |     24 |    52.33% | [P:0.44] MACD:-0.21|KD_Diff:0.47|BIAS_20:-1.22|MA_Bull:0.00
00751B.TWO   | 元大AAA至A公司債 | 30.39      | ❄️ 空倉          |       +1.75% |      8 |    51.52% | [P:0.44] RSI:40.68|KD_Diff:9.28|D_Value:23.95|BIAS_20:-1.31
00752.TW     | 中信中國50     | 23.62      | ❄️ 空倉          |      +18.87% |     52 |    52.50% | [P:0.42] RSI:38.65|MACD:0.13|Vol_Ratio:1.51|MA_Bull:0.00
00753L.TW    | 中信中國50正2   | 9.79       | ❄️ 空倉          |       -7.24% |     26 |    50.16% | [P:0.42] KD_Diff:4.36|D_Value:33.83|BIAS_20:0.46|BB_Upper:4.67
00754B.TWO   | 群益AAA-AA公司債 | 31.32      | 🟢 持股           |       +1.88% |     13 |    50.34% | [P:0.58] [⚠️降級預設] RSI:34.34|MACD:-0.44|KD_Diff:3.03|D_Value:17.84
00756B.TWO   | 群益投等新興公債   | 30.45      | 🟢 持股           |       -0.74% |     13 |    49.71% | [P:0.67] [⚠️降級預設] RSI:32.89|MACD:-0.31|KD_Diff:-3.88|D_Value:17.99
00757.TW     | 統一FANG+    | 137.30     | ❄️ 空倉          |      +15.91% |     38 |    51.75% | [P:0.42] RSI:58.52|D_Value:40.22|Vol_Ratio:0.65|BIAS_20:0.52
00758B.TWO   | 復華能源債      | 50.00      | 🟢 持股           |       +2.92% |     11 |    49.15% | [P:0.54] [⚠️降級預設] RSI:37.08|MACD:-0.45|KD_Diff:5.33|D_Value:23.51
00760B.TWO   | 復華新興企業債    | 52.50      | 🟢 持股           |       +5.95% |     53 |    50.37% | [P:0.56] RSI:30.16|KD_Diff:-5.55|Vol_Ratio:0.97|MA_Bull:0.00
00761B.TWO   | 國泰A級公司債    | 33.03      | 🟢 持股           |       -3.01% |     65 |    51.67% | [P:0.52] KD_Diff:4.19|D_Value:17.82|Vol_Ratio:0.63|MA_Bull:0.00
00763U.TW    | 期街口道瓊銅     | 34.75      | 🟢 持股           |      +15.01% |     19 |    51.98% | [P:0.51] [⚠️降級預設] RSI:48.78|MACD:0.22|KD_Diff:-5.74|D_Value:30.69
00764B.TWO   | 群益25年美債    | 27.06      | 🟢 持股           |       +1.66% |     39 |    52.81% | [P:0.57] RSI:41.84|D_Value:29.78|MA_Slope:-0.11|MA_Bull:0.00
00768B.TWO   | 復華20年美債    | 48.07      | ❄️ 空倉          |       -1.56% |     20 |    51.81% | [P:0.44] MACD:-0.58|KD_Diff:6.50|Vol_Ratio:0.32|MA_Slope:-0.20
00770.TW     | 國泰北美科技     | 67.15      | ❄️ 空倉          |      +36.36% |     40 |    51.65% | [P:0.50] MACD:0.32|KD_Diff:-19.70|BB_Upper:7.63|MA_Bull:0.00
00772B.TWO   | 中信高評級公司債   | 32.47      | ❄️ 空倉          |       +0.21% |      8 |    50.77% | [P:0.45] RSI:36.76|KD_Diff:6.50|D_Value:21.12|BIAS_20:-1.60
00773B.TWO   | 中信優先金融債    | 34.90      | 🟢 持股           |       -0.27% |     27 |    49.83% | [P:0.53] MACD:-0.26|D_Value:21.56|BIAS_20:-1.58|MA_Bull:0.00
00780B.TWO   | 國泰A級金融債    | 36.62      | 🟢 持股           |       -2.27% |     51 |    50.81% | [P:0.71] RSI:21.84|D_Value:14.27|Vol_Ratio:0.49|MA_Bull:0.00
00783.TW     | 富邦中証500    | 28.30      | ❄️ 空倉          |       -3.45% |     10 |    49.66% | [P:0.50] [⚠️降級預設] RSI:58.66|MACD:-0.08|KD_Diff:-19.52|D_Value:52.88
00785B.TWO   | 富邦金融投等債    | 34.06      | 🟢 持股           |       -0.35% |     15 |    51.29% | [P:0.51] MACD:-0.23|D_Value:31.49|BIAS_20:-1.37|MA_Bull:0.00
00787B.TWO   | 元大10年IG醫療債 | 31.77      | 🟢 持股           |       -3.16% |     33 |    51.18% | [P:0.52] KD_Diff:8.50|D_Value:23.14|MA_Slope:-0.08|MA_Bull:0.00
00795B.TWO   | 中信美國公債20年  | 25.93      | ❄️ 空倉          |       +2.38% |     16 |    51.63% | [P:0.46] MACD:-0.28|KD_Diff:8.07|BIAS_20:-2.13|MA_Bull:0.00
00830.TW     | 國泰費城半導體    | 83.85      | ❄️ 空倉          |      +24.32% |     22 |    49.26% | [P:0.32] KD_Diff:-22.67|BIAS_20:-1.23|MA_Slope:-0.25|BB_Upper:9.77
00834B.TWO   | 第一金金融債10+  | 33.26      | 🟢 持股           |       +0.98% |      7 |    50.06% | [P:0.50] [⚠️降級預設] RSI:45.06|MACD:-0.23|KD_Diff:12.41|D_Value:31.45
00845B.TWO   | 富邦新興投等債    | 32.64      | 🟢 持股           |       -0.00% |     41 |    51.72% | [P:0.69] RSI:24.34|D_Value:21.27|Vol_Ratio:0.70|MA_Bull:0.00
00847B.TWO   | 中信美國市政債    | 24.68      | 🟢 持股           |       -2.05% |     21 |    51.38% | [P:0.51] MACD:-0.26|D_Value:29.98|BIAS_20:-1.92|MA_Bull:0.00
00851.TW     | 台新全球AI     | 70.05      | 🟢 持股           |      +27.30% |     37 |    50.00% | [P:0.55] RSI:54.87|KD_Diff:-23.85|BB_Upper:7.09|MA_Bull:0.00
00852L.TW    | 國泰美國道瓊正2   | 34.96      | 🚀 買進           |      +15.29% |     46 |    52.82% | [P:0.53] RSI:46.61|KD_Diff:-11.32|BIAS_20:-2.66|MA_Bull:0.00
00857B.TWO   | 永豐20年美公債   | 22.57      | ❄️ 空倉          |       -4.89% |     28 |    52.71% | [P:0.49] MACD:-0.17|Vol_Ratio:0.53|BIAS_20:-1.26|MA_Bull:0.00
00861.TW     | 元大全球未來通訊   | 86.05      | 🚀 買進           |      +22.76% |     22 |    46.38% | [P:0.51] [⚠️降級預設] RSI:54.36|MACD:-0.27|KD_Diff:-18.09|D_Value:43.94
00863B.TWO   | 中信全球電信債    | 30.80      | 🟢 持股           |       +1.33% |     11 |    50.21% | [P:0.50] [⚠️降級預設] RSI:41.03|MACD:-0.26|KD_Diff:10.23|D_Value:27.97
00864B.TWO   | 中信美國公債0-1  | 46.13      | ❄️ 空倉          |       +0.92% |     14 |    52.76% | [P:0.43] MACD:-0.20|D_Value:12.17|Vol_Ratio:0.61|BIAS_20:-1.54
00865B.TW    | 國泰US短期公債   | 48.91      | 🟢 持股           |       -0.04% |     29 |    50.99% | [P:0.52] MACD:-0.04|KD_Diff:0.12|D_Value:19.00|MA_Bull:0.00
00867B.TWO   | 新光A-BBB電信債 | 29.37      | 🟢 持股           |       +3.38% |     31 |    51.54% | [P:0.55] MACD:-0.38|KD_Diff:2.84|D_Value:14.30|MA_Bull:0.00
00870B.TWO   | 元大15年EM主權債 | 27.51      | 🚀 買進           |       +5.13% |     70 |    49.37% | [P:0.51] KD_Diff:-1.36|D_Value:34.45|Vol_Ratio:0.11|MA_Bull:0.00
00875.TW     | 國泰網路資安     | 53.70      | ❄️ 空倉          |      +22.93% |     48 |    51.36% | [P:0.42] RSI:54.44|Vol_Ratio:1.09|BIAS_20:-1.58|MA_Bull:0.00
00876.TW     | 元大全球5G     | 86.55      | ❄️ 空倉          |      +67.44% |     28 |    52.20% | [P:0.47] MACD:-0.58|KD_Diff:-22.38|BB_Upper:10.55|MA_Bull:0.00
00877.TWO    | 復華中國5G     | 38.11      | 🟢 持股           |       +8.65% |     29 |    53.21% | [P:0.60] MACD:-0.51|BIAS_20:3.26|MA_Slope:0.04|BB_Upper:6.94
00878.TW     | 國泰永續高股息    | 32.38      | 🚀 買進           |      +44.86% |     26 |    49.66% | [P:0.50] MACD:0.01|Vol_Ratio:0.25|BB_Upper:4.97|MA_Bull:0.00
00881.TW     | 國泰台灣科技龍頭   | 48.59      | ❄️ 空倉          |      +35.88% |     24 |    50.99% | [P:0.40] KD_Diff:-11.32|BIAS_20:-3.65|MA_Slope:-0.25|BB_Upper:13.23
00882.TW     | 中信中國高股息    | 15.06      | ❄️ 空倉          |       +4.71% |     44 |    50.79% | [P:0.43] MACD:-0.02|BIAS_20:-0.22|MA_Slope:0.02|MA_Bull:0.00
00884B.TWO   | 中信低碳新興債    | 28.67      | 🟢 持股           |       -3.27% |     13 |    48.61% | [P:0.61] [⚠️降級預設] RSI:38.75|MACD:-0.18|KD_Diff:-6.96|D_Value:30.70
00885.TW     | 富邦越南       | 17.79      | ❄️ 空倉          |       -0.89% |     48 |    50.12% | [P:0.45] KD_Diff:-6.25|BIAS_20:-0.97|MA_Slope:0.10|MA_Bull:0.00
00886.TWO    | 永豐美國科技     | 46.58      | ❄️ 空倉          |       +6.61% |     26 |    52.62% | [P:0.50] RSI:60.56|Vol_Ratio:1.81|BIAS_20:1.19|MA_Slope:0.23
00887.TWO    | 永豐中國科技50大  | 16.52      | 💥 賣出           |      +37.45% |     35 |    49.46% | [P:0.50] MACD:-0.25|Vol_Ratio:0.69|BB_Upper:7.26|MA_Bull:0.00
00888.TWO    | 永豐台灣ESG    | 32.18      | ❄️ 空倉          |      +35.07% |     30 |    50.46% | [P:0.44] MACD:-0.41|D_Value:52.85|Vol_Ratio:0.44|BIAS_20:1.40
00891.TW     | 中信關鍵半導體    | 33.65      | ❄️ 空倉          |      +69.10% |     40 |    49.44% | [P:0.48] MACD:-0.24|Vol_Ratio:0.28|BB_Upper:10.15|MA_Bull:0.00
