====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260731 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 12.94      | 💥 賣出           |      +11.17% |     15 |    54.24% | [P:0.43] RSI:41.39|MACD:-0.50|KD_Diff:-0.40|BIAS_20:-4.39
00664R.TW    | 國泰臺灣加權反1   | 1.68       | ❄️ 空倉          |       +0.00% |      2 |    59.18% | [P:0.39] RSI:52.31|MACD:0.03|D_Value:65.78|Vol_Ratio:1.04
00665L.TW    | 富邦�琤肭磪囓�2  | 9.87       | ❄️ 空倉          |       +3.99% |     28 |    53.35% | [P:0.48] RSI:67.31|MACD:0.31|Vol_Ratio:1.07|MA_Slope:1.13
00666R.TW    | 富邦�琤肭磪齯�1  | 8.90       | ❄️ 空倉          |       +9.14% |     18 |    53.60% | [P:0.33] RSI:32.97|D_Value:17.54|MA_Slope:-0.55|BB_Upper:11.83
00669R.TW    | 國泰美國道瓊反1   | 5.30       | ❄️ 空倉          |       -6.32% |     16 |    56.14% | [P:0.40] RSI:50.88|KD_Diff:-10.52|MA_Slope:0.08|BB_Upper:1.84
00670L.TW    | 富邦NASDAQ正2 | 188.25     | 💥 賣出           |      +29.87% |     21 |    49.87% | [P:0.45] RSI:38.79|MACD:-6.35|KD_Diff:7.68|MA_Slope:-0.45
00671R.TW    | 富邦NASDAQ反1 | 2.52       | 🚀 買進           |      -11.97% |     12 |    52.50% | [P:0.54] RSI:56.86|D_Value:78.53|BIAS_20:1.02|MA_Slope:0.20
00673R.TW    | 期元大S&P原油反1 | 13.07      | ❄️ 空倉          |      -50.62% |     34 |    50.89% | [P:0.45] KD_Diff:17.99|Vol_Ratio:0.89|MA_Slope:-1.08|MA_Bull:0.00
00674R.TW    | 期元大S&P黃金反1 | 30.19      | ❄️ 空倉          |     +363.51% |     14 |    53.92% | [P:0.39] RSI:48.65|KD_Diff:2.81|D_Value:51.13|Vol_Ratio:0.37
00675L.TW    | 富邦臺灣加權正2   | 286.60     | 🟢 持股           |      +46.61% |     31 |    50.32% | [P:0.56] RSI:41.94|D_Value:28.28|Vol_Ratio:0.92|MA_Slope:-0.93
00676R.TW    | 富邦臺灣加權反1   | 5.76       | 💥 賣出           |       -7.53% |     17 |    57.52% | [P:0.47] MACD:0.10|KD_Diff:-8.35|Vol_Ratio:1.26|MA_Bull:0.00
00678.TW     | 群益那斯達克生技   | 41.04      | ❄️ 空倉          |      +22.19% |     44 |    51.98% | [P:0.40] RSI:52.74|D_Value:56.66|MA_Slope:-0.08|MA_Bull:0.00
00679B.TWO   | 元大美債20年    | 26.68      | ❄️ 空倉          |       +2.21% |     16 |    50.96% | [P:0.44] MACD:-0.03|KD_Diff:-4.49|BIAS_20:-0.56|MA_Bull:0.00
00680L.TW    | 元大美債20正2   | 6.57       | 💥 賣出           |       +2.52% |      9 |    53.66% | [P:0.49] MACD:-0.09|KD_Diff:0.43|D_Value:37.67|BB_Upper:5.70
00681R.TW    | 元大美債20反1   | 21.76      | ❄️ 空倉          |       +8.71% |     40 |    49.61% | [P:0.45] RSI:61.94|MACD:0.16|BIAS_20:1.38|MA_Bull:10.00
00683L.TW    | 期元大美元指正2   | 21.69      | ❄️ 空倉          |       -3.58% |     32 |    53.37% | [P:0.50] MACD:0.06|KD_Diff:-16.60|D_Value:53.95|MA_Bull:0.00
00685L.TW    | 群益臺灣加權正2   | 10.83      | ❄️ 空倉          |     -123.71% |     28 |    49.67% | [P:0.42] MACD:-41.30|Vol_Ratio:0.97|BB_Upper:23.00|MA_Bull:0.00
00686R.TW    | 群益臺灣加權反1   | 1.03       | 🚀 買進           |       +5.00% |     26 |    60.70% | [P:0.55] RSI:52.50|MACD:0.02|KD_Diff:-7.92|BB_Upper:9.06
00687B.TWO   | 國泰20年美債    | 27.73      | ❄️ 空倉          |       -1.34% |     12 |    51.02% | [P:0.45] MACD:-0.04|KD_Diff:-4.79|BIAS_20:-0.64|MA_Bull:0.00
00688L.TW    | 國泰20年美債正2  | 6.52       | 💥 賣出           |       +2.24% |     11 |    54.00% | [P:0.48] MACD:-0.09|KD_Diff:-0.33|D_Value:36.69|BB_Upper:6.00
00690.TW     | 兆豐藍籌30     | 72.80      | 🟢 持股           |      +36.04% |     15 |    47.05% | [P:0.52] [⚠️降級預設] RSI:42.59|MACD:-2.37|KD_Diff:2.64|D_Value:33.70
00693U.TW    | 期街口S&P黃豆   | 21.86      | ❄️ 空倉          |       -5.71% |     34 |    50.83% | [P:0.50] MACD:0.20|Vol_Ratio:0.45|BIAS_20:-0.84|MA_Bull:0.00
00694B.TWO   | 富邦美債1-3年   | 42.54      | 🟢 持股           |       -0.74% |     15 |    52.80% | [P:0.55] MACD:0.15|D_Value:82.97|BIAS_20:0.49|BB_Upper:0.22
00696B.TWO   | 富邦美債20年    | 28.72      | ❄️ 空倉          |       +1.30% |     46 |    50.41% | [P:0.46] Vol_Ratio:0.62|MA_Slope:-0.13|BB_Upper:2.71|MA_Bull:0.00
00700.TW     | 富邦�琤肭磪�    | 17.99      | 💥 賣出           |       +2.15% |     31 |    51.08% | [P:0.49] Vol_Ratio:1.41|BIAS_20:5.40|MA_Slope:0.67|BB_Upper:1.62
00703.TW     | 台新MSCI中國   | 20.17      | 🟢 持股           |       +6.54% |     25 |    52.65% | [P:0.59] MACD:0.29|KD_Diff:3.83|BB_Upper:0.78|MA_Bull:10.00
00707R.TW    | 期元大S&P日圓反1 | 32.59      | ❄️ 空倉          |       +5.64% |      8 |    52.60% | [P:0.32] [⚠️降級預設] RSI:43.37|MACD:0.13|KD_Diff:-18.29|D_Value:83.35
00708L.TW    | 期元大S&P黃金正2 | 71.25      | ❄️ 空倉          |      +76.27% |     48 |    51.91% | [P:0.40] RSI:50.98|D_Value:45.96|Vol_Ratio:1.19|MA_Slope:-0.27
00711B.TW    | 復華彭博新興債    | 15.83      | ❄️ 空倉          |       +1.10% |     22 |    52.73% | [P:0.47] MACD:-0.06|KD_Diff:-8.90|BIAS_20:-1.37|MA_Bull:0.00
00712.TW     | 復華富時不動產    | 8.90       | ❄️ 空倉          |       +3.14% |     54 |    50.93% | [P:0.44] RSI:51.69|MACD:0.03|Vol_Ratio:0.60|MA_Bull:0.00
00713.TW     | 元大台灣高息低波   | 61.20      | 🚀 買進           |       +7.09% |     32 |    50.02% | [P:0.57] MACD:0.31|KD_Diff:2.64|BIAS_20:0.97|MA_Bull:10.00
00714.TW     | 群益道瓊美國地產   | 22.80      | ❄️ 空倉          |      +10.83% |     14 |    49.98% | [P:0.44] [⚠️降級預設] RSI:70.99|MACD:0.30|KD_Diff:-9.70|D_Value:83.92
00715L.TW    | 期街口S&P布蘭特油正2 | 44.96      | ❄️ 空倉          |     +343.78% |     28 |    50.71% | [P:0.45] KD_Diff:-17.77|D_Value:45.22|BB_Upper:24.58|MA_Bull:0.00
00719B.TWO   | 元大美債1-3    | 31.55      | 🟢 持股           |       +0.85% |     11 |    51.05% | [P:0.52] MACD:0.09|D_Value:70.70|BIAS_20:0.31|BB_Upper:0.04
00720B.TWO   | 元大投資級公司債   | 32.39      | 💥 賣出           |       -1.18% |     39 |    52.37% | [P:0.50] KD_Diff:4.76|D_Value:20.78|Vol_Ratio:0.50|MA_Bull:0.00
00722B.TWO   | 群益投資級電信債   | 34.68      | 🚀 買進           |       +3.69% |     72 |    51.30% | [P:0.64] RSI:37.51|KD_Diff:-0.17|Vol_Ratio:0.13|MA_Bull:0.00
00724B.TWO   | 群益投資級金融債   | 33.50      | ❄️ 空倉          |       +0.37% |     20 |    51.68% | [P:0.48] MACD:-0.14|D_Value:38.42|BIAS_20:-0.66|MA_Bull:0.00
00725B.TWO   | 國泰投資級公司債   | 34.52      | 🟢 持股           |       -0.11% |     43 |    51.05% | [P:0.54] RSI:44.09|D_Value:23.72|Vol_Ratio:1.03|MA_Bull:0.00
00726B.TWO   | 國泰新興投等債    | 32.66      | 🟢 持股           |       -1.68% |     25 |    50.81% | [P:0.51] MACD:-0.11|D_Value:27.47|BIAS_20:-1.55|MA_Bull:0.00
00728.TW     | 第一金工業30    | 61.75      | 🟢 持股           |      +42.24% |     17 |    47.25% | [P:0.50] [⚠️降級預設] RSI:47.56|MACD:-1.08|KD_Diff:8.80|D_Value:35.27
00733.TW     | 富邦臺灣中小     | 57.70      | ❄️ 空倉          |      +19.11% |     48 |    49.12% | [P:0.36] RSI:27.88|D_Value:14.71|Vol_Ratio:0.99|BB_Upper:39.09
00734B.TWO   | 台新JPM新興債   | 15.66      | 🟢 持股           |       +0.44% |     11 |    49.87% | [P:0.62] [⚠️降級預設] RSI:42.53|MACD:-0.04|KD_Diff:-11.72|D_Value:29.54
00735.TW     | 國泰臺韓科技     | 97.90      | ❄️ 空倉          |      +74.46% |     36 |    50.43% | [P:0.40] KD_Diff:7.89|D_Value:29.98|Vol_Ratio:1.46|BIAS_20:-1.20
00738U.TW    | 期元大道瓊白銀    | 47.17      | ❄️ 空倉          |      +50.93% |     32 |    50.74% | [P:0.42] MACD:-1.26|KD_Diff:-3.15|Vol_Ratio:0.90|BIAS_20:0.49
00740B.TWO   | 富邦全球投等債    | 38.11      | 🟢 持股           |       -2.54% |     25 |    50.38% | [P:0.52] MACD:-0.19|D_Value:25.57|BIAS_20:-0.89|MA_Bull:0.00
00746B.TWO   | 富邦A級公司債    | 35.14      | ❄️ 空倉          |       +0.86% |     18 |    51.17% | [P:0.47] KD_Diff:-12.97|D_Value:67.01|MA_Slope:-0.14|MA_Bull:0.00
00749B.TWO   | 凱基新興債10+   | 31.26      | ❄️ 空倉          |       -0.06% |     24 |    52.27% | [P:0.46] MACD:-0.16|KD_Diff:-5.25|BIAS_20:-1.41|MA_Bull:0.00
00751B.TWO   | 元大AAA至A公司債 | 31.02      | ❄️ 空倉          |       +1.22% |      6 |    51.46% | [P:0.39] RSI:42.61|KD_Diff:2.46|D_Value:23.21|BIAS_20:-0.92
00752.TW     | 中信中國50     | 24.09      | 🟢 持股           |      +13.32% |     47 |    52.39% | [P:0.57] RSI:64.25|MACD:0.41|Vol_Ratio:0.52|MA_Bull:10.00
00753L.TW    | 中信中國50正2   | 9.83       | ❄️ 空倉          |       -1.10% |     24 |    50.24% | [P:0.45] KD_Diff:4.77|D_Value:67.13|BIAS_20:6.10|BB_Upper:1.17
00754B.TWO   | 群益AAA-AA公司債 | 32.53      | 🟢 持股           |       +3.88% |     11 |    50.43% | [P:0.53] [⚠️降級預設] RSI:42.42|MACD:-0.26|KD_Diff:1.16|D_Value:21.80
00756B.TWO   | 群益投等新興公債   | 31.35      | 🟢 持股           |       +0.55% |     11 |    49.73% | [P:0.62] [⚠️降級預設] RSI:32.35|MACD:-0.08|KD_Diff:-1.39|D_Value:31.23
00757.TW     | 統一FANG+    | 131.55     | 💥 賣出           |      +11.34% |     31 |    51.90% | [P:0.37] RSI:51.46|D_Value:26.09|Vol_Ratio:1.41|BIAS_20:0.67
00758B.TWO   | 復華能源債      | 51.30      | 🟢 持股           |       +2.92% |     11 |    49.27% | [P:0.53] [⚠️降級預設] RSI:45.76|MACD:-0.09|KD_Diff:-5.29|D_Value:31.97
00760B.TWO   | 復華新興企業債    | 53.60      | 💥 賣出           |       +5.40% |     49 |    50.30% | [P:0.49] RSI:36.59|KD_Diff:-1.31|Vol_Ratio:0.99|MA_Bull:0.00
00761B.TWO   | 國泰A級公司債    | 34.20      | 💥 賣出           |       -1.33% |     59 |    51.76% | [P:0.49] KD_Diff:1.77|D_Value:34.75|Vol_Ratio:0.98|MA_Bull:0.00
00763U.TW    | 期街口道瓊銅     | 34.72      | ❄️ 空倉          |      +12.13% |     16 |    51.97% | [P:0.48] [⚠️降級預設] RSI:63.87|MACD:0.20|KD_Diff:2.42|D_Value:52.99
00764B.TWO   | 群益25年美債    | 27.65      | ❄️ 空倉          |       +0.87% |     36 |    52.86% | [P:0.45] RSI:47.34|D_Value:48.63|MA_Slope:-0.07|MA_Bull:0.00
00768B.TWO   | 復華20年美債    | 49.95      | ❄️ 空倉          |       -1.56% |     20 |    51.74% | [P:0.37] MACD:-0.08|KD_Diff:-6.54|Vol_Ratio:0.34|MA_Slope:-0.08
00770.TW     | 國泰北美科技     | 66.50      | 💥 賣出           |      +35.80% |     33 |    51.80% | [P:0.46] MACD:-0.52|KD_Diff:5.93|BB_Upper:4.47|MA_Bull:0.00
00772B.TWO   | 中信高評級公司債   | 33.27      | ❄️ 空倉          |       -0.30% |      6 |    50.69% | [P:0.39] RSI:46.41|KD_Diff:0.80|D_Value:30.62|BIAS_20:-0.74
00773B.TWO   | 中信優先金融債    | 35.78      | ❄️ 空倉          |       -0.27% |     26 |    49.86% | [P:0.45] MACD:-0.08|D_Value:43.70|BIAS_20:-0.38|MA_Bull:0.00
00780B.TWO   | 國泰A級金融債    | 37.68      | 🚀 買進           |       -0.61% |     44 |    50.84% | [P:0.58] RSI:57.53|D_Value:54.50|Vol_Ratio:0.88|MA_Bull:10.00
00785B.TWO   | 富邦金融投等債    | 34.77      | ❄️ 空倉          |       -0.35% |     14 |    51.33% | [P:0.40] MACD:-0.13|D_Value:74.05|BIAS_20:-0.61|MA_Bull:0.00
00787B.TWO   | 元大10年IG醫療債 | 32.43      | 💥 賣出           |       -3.00% |     29 |    51.27% | [P:0.50] KD_Diff:3.45|D_Value:31.22|MA_Slope:-0.08|MA_Bull:0.00
00795B.TWO   | 中信美國公債20年  | 26.86      | ❄️ 空倉          |       +1.68% |     14 |    51.45% | [P:0.44] MACD:-0.03|KD_Diff:-4.65|BIAS_20:-0.54|MA_Bull:0.00
00830.TW     | 國泰費城半導體    | 84.00      | 🚀 買進           |      +25.32% |     18 |    49.34% | [P:0.52] KD_Diff:2.14|BIAS_20:-3.18|MA_Slope:-0.50|BB_Upper:13.95
00834B.TWO   | 第一金金融債10+  | 33.78      | 🟢 持股           |       +0.98% |      7 |    50.14% | [P:0.64] [⚠️降級預設] RSI:35.34|MACD:-0.15|KD_Diff:-5.24|D_Value:28.23
00845B.TWO   | 富邦新興投等債    | 33.56      | ❄️ 空倉          |       +1.22% |     36 |    51.83% | [P:0.40] RSI:51.46|D_Value:76.08|Vol_Ratio:0.96|MA_Bull:0.00
00847B.TWO   | 中信美國市政債    | 25.42      | ❄️ 空倉          |       -2.05% |     20 |    51.30% | [P:0.48] MACD:-0.05|D_Value:38.63|BIAS_20:-1.08|MA_Bull:0.00
00851.TW     | 台新全球AI     | 67.70      | ❄️ 空倉          |      +27.57% |     32 |    50.09% | [P:0.44] RSI:35.75|KD_Diff:2.04|BB_Upper:10.71|MA_Bull:0.00
00852L.TW    | 國泰美國道瓊正2   | 35.06      | 💥 賣出           |       +9.77% |     41 |    52.87% | [P:0.41] RSI:50.54|KD_Diff:5.55|BIAS_20:0.35|MA_Bull:0.00
00857B.TWO   | 永豐20年美公債   | 23.06      | 🚀 買進           |       -4.03% |     26 |    52.70% | [P:0.51] MACD:-0.04|Vol_Ratio:0.30|BIAS_20:-0.59|MA_Bull:0.00
00861.TW     | 元大全球未來通訊   | 85.30      | 🟢 持股           |      +31.47% |     21 |    46.44% | [P:0.52] [⚠️降級預設] RSI:42.63|MACD:-2.21|KD_Diff:3.80|D_Value:27.88
00863B.TWO   | 中信全球電信債    | 31.46      | 🟢 持股           |       +1.33% |     11 |    50.31% | [P:0.50] [⚠️降級預設] RSI:46.83|MACD:-0.16|KD_Diff:1.94|D_Value:26.25
00864B.TWO   | 中信美國公債0-1  | 47.32      | 🟢 持股           |       -1.50% |     13 |    52.82% | [P:0.58] MACD:0.27|D_Value:83.89|Vol_Ratio:0.44|BIAS_20:0.69
00865B.TW    | 國泰US短期公債   | 49.59      | ❄️ 空倉          |       +0.06% |     26 |    50.71% | [P:0.45] MACD:0.29|KD_Diff:1.33|D_Value:86.09|MA_Bull:10.00
00870B.TWO   | 元大15年EM主權債 | 27.79      | 🚀 買進           |       +4.26% |     60 |    49.34% | [P:0.53] KD_Diff:-5.17|D_Value:15.83|Vol_Ratio:0.06|MA_Bull:0.00
00875.TW     | 國泰網路資安     | 51.80      | 💥 賣出           |      +19.23% |     43 |    51.47% | [P:0.47] RSI:48.24|Vol_Ratio:0.71|BIAS_20:-0.70|MA_Bull:0.00
00876.TW     | 元大全球5G     | 84.95      | 🟢 持股           |      +71.41% |     25 |    52.19% | [P:0.55] MACD:-3.73|KD_Diff:5.75|BB_Upper:20.23|MA_Bull:0.00
00877.TWO    | 復華中國5G     | 34.50      | 🟢 持股           |      +31.22% |     25 |    53.34% | [P:0.55] MACD:-2.57|BIAS_20:-13.21|MA_Slope:-1.32|BB_Upper:36.48
00878.TW     | 國泰永續高股息    | 32.43      | 💥 賣出           |      +44.34% |     21 |    49.69% | [P:0.48] MACD:-0.18|Vol_Ratio:0.93|BB_Upper:5.13|MA_Bull:0.00
00881.TW     | 國泰台灣科技龍頭   | 50.60      | ❄️ 空倉          |      +40.76% |     20 |    50.89% | [P:0.49] KD_Diff:4.34|BIAS_20:-1.54|MA_Slope:-0.49|BB_Upper:11.60
00882.TW     | 中信中國高股息    | 15.38      | 🟢 持股           |       +4.31% |     43 |    50.91% | [P:0.57] MACD:0.04|BIAS_20:2.69|MA_Slope:0.17|MA_Bull:10.00
00884B.TWO   | 中信低碳新興債    | 29.13      | 🟢 持股           |       -1.55% |     11 |    48.71% | [P:0.56] [⚠️降級預設] RSI:41.34|MACD:-0.10|KD_Diff:-3.94|D_Value:31.55
00885.TW     | 富邦越南       | 18.15      | ❄️ 空倉          |       +3.00% |     44 |    50.23% | [P:0.41] KD_Diff:20.78|BIAS_20:0.40|MA_Slope:-0.23|MA_Bull:0.00
00886.TWO    | 永豐美國科技     | 45.14      | ❄️ 空倉          |       +6.61% |     26 |    52.61% | [P:0.48] RSI:45.67|Vol_Ratio:1.73|BIAS_20:-0.04|MA_Slope:-0.07
00887.TWO    | 永豐中國科技50大  | 16.57      | 🟢 持股           |      +32.79% |     31 |    49.42% | [P:0.59] MACD:-0.56|Vol_Ratio:1.26|BB_Upper:20.71|MA_Bull:0.00
00888.TWO    | 永豐台灣ESG    | 31.47      | 🟢 持股           |      +36.86% |     27 |    50.51% | [P:0.55] MACD:-1.54|D_Value:16.35|Vol_Ratio:1.02|BIAS_20:-8.07
00891.TW     | 中信關鍵半導體    | 33.20      | 🟢 持股           |      +72.86% |     35 |    49.40% | [P:0.52] MACD:-1.10|Vol_Ratio:0.75|BB_Upper:16.62|MA_Bull:0.00
00892.TW     | 富邦台灣半導體    | 38.09      | 🟢 持股           |      +40.58% |     11 |    47.98% | [P:0.52] [⚠️降級預設] RSI:42.16|MACD:-1.28|KD_Diff:2.47|D_Value:33.69
00893.TW     | 國泰智能電動車    | 43.07      | 🟢 持股           |      +44.87% |     25 |    50.25% | [P:0.55] MACD:-0.97|KD_Diff:2.97|BB_Upper:11.43|MA_Bull:0.00
00894.TW     | 中信小資高價30   | 43.75      | 🚀 買進           |       +4.33% |     30 |    49.03% | [P:0.51] KD_Diff:-0.48|BIAS_20:-3.45|MA_Slope:-0.72|BB_Upper:15.56
00896.TW     | 中信綠能及電動車   | 25.51      | 🟢 持股           |      +48.02% |     33 |    52.57% | [P:0.56] MACD:-0.70|Vol_Ratio:1.03|BB_Upper:13.63|MA_Bull:0.00
