====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260811 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 14.00      | 🚀 買進           |      +13.47% |     16 |    50.00% | [P:0.52] RSI:51.28|MACD:-0.08|KD_Diff:10.94|BIAS_20:4.94
00643.TW     | 群益深証中小     | 19.31      | ❄️ 空倉          |       +4.81% |      8 |    49.48% | [P:0.43] [⚠️降級預設] RSI:52.71|MACD:-0.18|KD_Diff:13.60|D_Value:68.31
00645.TW     | 富邦日本       | 58.25      | ❄️ 空倉          |       +7.01% |     16 |    49.67% | [P:0.39] [⚠️降級預設] RSI:56.60|MACD:0.33|KD_Diff:10.95|D_Value:77.90
00646.TW     | 元大S&P500   | 78.75      | ❄️ 空倉          |      +17.76% |     40 |    49.86% | [P:0.48] KD_Diff:6.65|D_Value:81.80|BIAS_20:2.59|MA_Bull:10.00
00648R.TW    | 元大S&P500反1 | 3.89       | ❄️ 空倉          |       -2.30% |     14 |    57.80% | [P:0.38] MACD:-0.04|D_Value:20.25|BIAS_20:-2.93|MA_Slope:-0.15
00650L.TW    | 復華香港正2     | 17.72      | 🟢 持股           |       +5.62% |     35 |    49.84% | [P:0.69] RSI:66.67|MACD:0.51|MA_Slope:0.58|MA_Bull:0.00
00651R.TW    | 復華香港反1     | 5.12       | 🟢 持股           |      +11.71% |     19 |    52.90% | [P:0.57] RSI:30.91|D_Value:38.55|BIAS_20:-2.02|MA_Slope:-0.32
00653L.TW    | 富邦印度正2     | 48.23      | ❄️ 空倉          |      +10.28% |     44 |    48.86% | [P:0.46] RSI:66.11|KD_Diff:-5.88|Vol_Ratio:0.45|BB_Upper:3.00
00654R.TW    | 富邦印度反1     | 6.65       | ❄️ 空倉          |       +7.26% |     32 |    53.13% | [P:0.48] RSI:37.04|D_Value:16.19|BIAS_20:-0.89|MA_Slope:-0.10
00655L.TW    | 國泰中國A50正2  | 35.03      | ❄️ 空倉          |      +14.82% |     44 |    50.89% | [P:0.43] RSI:45.30|Vol_Ratio:0.92|MA_Slope:0.08|MA_Bull:0.00
00656R.TW    | 國泰中國A50反1  | 5.78       | ❄️ 空倉          |       +3.33% |     12 |    53.95% | [P:0.41] RSI:50.72|D_Value:25.62|MA_Slope:-0.12|BB_Upper:4.87
00657K.TW    | 國泰日經225+U  | 24.64      | 🟢 持股           |      +33.93% |     45 |    49.83% | [P:0.56] RSI:52.79|KD_Diff:13.88|BIAS_20:4.00|MA_Bull:0.00
00660.TW     | 元大歐洲50     | 47.83      | ❄️ 空倉          |      +22.56% |     38 |    52.67% | [P:0.28] RSI:75.24|MACD:0.57|D_Value:91.48|MA_Bull:10.00
00662.TW     | 富邦NASDAQ   | 122.95     | 🚀 買進           |      +16.55% |     40 |    50.39% | [P:0.57] RSI:55.24|KD_Diff:10.52|MA_Slope:0.07|MA_Bull:10.00
00663L.TW    | 國泰臺灣加權正2   | 100.15     | ❄️ 空倉          |      +98.88% |     34 |    49.39% | [P:0.49] RSI:50.41|D_Value:76.02|Vol_Ratio:0.66|MA_Slope:-0.14
00664R.TW    | 國泰臺灣加權反1   | 1.64       | ❄️ 空倉          |       +0.00% |      2 |    59.21% | [P:0.36] RSI:45.45|MACD:-0.00|D_Value:19.86|Vol_Ratio:0.88
00665L.TW    | 富邦�琤肭磪囓�2  | 9.73       | 💥 賣出           |       +3.99% |     29 |    53.32% | [P:0.41] RSI:67.20|MACD:0.27|Vol_Ratio:1.26|MA_Slope:0.55
00666R.TW    | 富邦�琤肭磪齯�1  | 8.97       | ❄️ 空倉          |       +9.14% |     18 |    53.61% | [P:0.26] RSI:33.01|D_Value:40.16|MA_Slope:-0.30|BB_Upper:5.63
00669R.TW    | 國泰美國道瓊反1   | 5.15       | ❄️ 空倉          |       -6.32% |     16 |    56.23% | [P:0.36] RSI:38.03|KD_Diff:-4.19|MA_Slope:-0.14|BB_Upper:5.70
00670L.TW    | 富邦NASDAQ正2 | 204.20     | ❄️ 空倉          |      +34.80% |     22 |    49.85% | [P:0.39] RSI:55.71|MACD:0.04|KD_Diff:11.80|MA_Slope:0.04
00671R.TW    | 富邦NASDAQ反1 | 2.42       | ❄️ 空倉          |      -13.03% |     14 |    52.47% | [P:0.36] RSI:43.75|D_Value:22.61|BIAS_20:-2.81|MA_Slope:-0.06
00673R.TW    | 期元大S&P原油反1 | 12.85      | 🚀 買進           |      -50.72% |     36 |    50.86% | [P:0.61] KD_Diff:-14.85|Vol_Ratio:1.43|MA_Slope:-0.35|MA_Bull:0.00
00674R.TW    | 期元大S&P黃金反1 | 27.97      | ❄️ 空倉          |     +363.51% |     14 |    54.02% | [P:0.24] RSI:28.98|KD_Diff:-10.87|D_Value:26.26|Vol_Ratio:1.57
00675L.TW    | 富邦臺灣加權正2   | 302.85     | ❄️ 空倉          |      +82.08% |     32 |    50.29% | [P:0.49] RSI:50.37|D_Value:75.93|Vol_Ratio:0.65|MA_Slope:-0.14
00676R.TW    | 富邦臺灣加權反1   | 5.62       | ❄️ 空倉          |      -14.16% |     20 |    57.51% | [P:0.48] MACD:-0.01|KD_Diff:-10.21|Vol_Ratio:0.58|MA_Bull:0.00
00678.TW     | 群益那斯達克生技   | 42.43      | 💥 賣出           |      +22.19% |     45 |    51.95% | [P:0.45] RSI:64.43|D_Value:76.62|MA_Slope:0.24|MA_Bull:10.00
00679B.TWO   | 元大美債20年    | 26.32      | ❄️ 空倉          |       +2.21% |     16 |    50.98% | [P:0.47] MACD:-0.11|KD_Diff:-6.77|BIAS_20:-1.41|MA_Bull:0.00
00680L.TW    | 元大美債20正2   | 6.43       | ❄️ 空倉          |       +0.28% |     10 |    53.71% | [P:0.43] MACD:-0.10|KD_Diff:-4.42|D_Value:26.77|BB_Upper:6.30
00681R.TW    | 元大美債20反1   | 21.93      | 🚀 買進           |       +8.66% |     42 |    49.59% | [P:0.51] RSI:58.11|MACD:0.15|BIAS_20:1.35|MA_Bull:0.00
00683L.TW    | 期元大美元指正2   | 21.61      | 🟢 持股           |       -2.75% |     35 |    53.38% | [P:0.52] MACD:-0.10|KD_Diff:-0.76|D_Value:20.96|MA_Bull:0.00
00685L.TW    | 群益臺灣加權正2   | 11.42      | ❄️ 空倉          |     -123.71% |     28 |    49.69% | [P:0.43] MACD:-25.62|Vol_Ratio:0.67|BB_Upper:9.00|MA_Bull:0.00
00686R.TW    | 群益臺灣加權反1   | 1.01       | 🚀 買進           |       +3.75% |     28 |    60.64% | [P:0.52] RSI:46.88|MACD:-0.00|KD_Diff:-8.84|BB_Upper:11.03
00687B.TWO   | 國泰20年美債    | 27.39      | ❄️ 空倉          |       -1.34% |     12 |    51.04% | [P:0.47] MACD:-0.12|KD_Diff:-6.84|BIAS_20:-1.40|MA_Bull:0.00
00688L.TW    | 國泰20年美債正2  | 6.39       | ❄️ 空倉          |       -0.28% |     12 |    54.06% | [P:0.42] MACD:-0.10|KD_Diff:-5.79|D_Value:25.66|BB_Upper:6.55
00690.TW     | 兆豐藍籌30     | 77.25      | ❄️ 空倉          |      +23.75% |     16 |    46.99% | [P:0.44] [⚠️降級預設] RSI:52.71|MACD:-0.37|KD_Diff:11.15|D_Value:78.45
00693U.TW    | 期街口S&P黃豆   | 21.61      | ❄️ 空倉          |       -6.16% |     36 |    50.89% | [P:0.48] MACD:-0.02|Vol_Ratio:0.68|BIAS_20:-1.79|MA_Bull:0.00
00694B.TWO   | 富邦美債1-3年   | 42.36      | 🟢 持股           |       -0.74% |     15 |    52.77% | [P:0.54] MACD:0.08|D_Value:75.03|BIAS_20:-0.04|BB_Upper:0.54
00696B.TWO   | 富邦美債20年    | 28.36      | ❄️ 空倉          |       +0.38% |     50 |    50.43% | [P:0.45] Vol_Ratio:0.48|MA_Slope:-0.08|BB_Upper:3.13|MA_Bull:0.00
00700.TW     | 富邦�琤肭磪�    | 17.85      | 🟢 持股           |       +0.38% |     35 |    51.01% | [P:0.52] Vol_Ratio:0.27|BIAS_20:1.53|MA_Slope:0.33|BB_Upper:2.72
00703.TW     | 台新MSCI中國   | 20.25      | 💥 賣出           |       +7.13% |     27 |    52.58% | [P:0.46] MACD:0.32|KD_Diff:-7.70|BB_Upper:1.72|MA_Bull:0.00
00707R.TW    | 期元大S&P日圓反1 | 32.15      | 🟢 持股           |       +5.64% |      9 |    52.62% | [P:0.65] [⚠️降級預設] RSI:27.80|MACD:-0.17|KD_Diff:-2.24|D_Value:32.66
00708L.TW    | 期元大S&P黃金正2 | 82.10      | 🚀 買進           |      +78.87% |     50 |    51.83% | [P:0.58] RSI:70.87|D_Value:73.80|Vol_Ratio:1.08|MA_Slope:0.87
00711B.TW    | 復華彭博新興債    | 15.84      | ❄️ 空倉          |       +1.10% |     22 |    52.79% | [P:0.40] MACD:-0.07|KD_Diff:12.10|BIAS_20:-0.66|MA_Bull:0.00
00712.TW     | 復華富時不動產    | 8.84       | 🚀 買進           |       +2.81% |     56 |    50.99% | [P:0.52] RSI:45.71|MACD:0.00|Vol_Ratio:0.41|MA_Bull:0.00
00713.TW     | 元大台灣高息低波   | 61.05      | 🟢 持股           |       +6.39% |     35 |    49.95% | [P:0.58] MACD:0.32|KD_Diff:1.73|BIAS_20:0.42|MA_Bull:10.00
00714.TW     | 群益道瓊美國地產   | 22.13      | 🟢 持股           |      +10.83% |     15 |    50.00% | [P:0.72] [⚠️降級預設] RSI:35.38|MACD:0.07|KD_Diff:-13.01|D_Value:25.03
00715L.TW    | 期街口S&P布蘭特油正2 | 47.25      | 🟢 持股           |     +343.78% |     29 |    50.74% | [P:0.63] KD_Diff:17.77|D_Value:34.37|BB_Upper:14.28|MA_Bull:0.00
00719B.TWO   | 元大美債1-3    | 31.50      | 💥 賣出           |       +0.85% |     11 |    51.02% | [P:0.49] MACD:0.06|D_Value:63.24|BIAS_20:0.09|BB_Upper:0.31
00720B.TWO   | 元大投資級公司債   | 32.19      | ❄️ 空倉          |       -3.08% |     44 |    52.38% | [P:0.43] KD_Diff:-5.69|D_Value:47.48|Vol_Ratio:1.21|MA_Bull:0.00
00722B.TWO   | 群益投資級電信債   | 34.50      | ❄️ 空倉          |       +4.80% |     76 |    51.41% | [P:0.49] RSI:36.08|KD_Diff:-5.04|Vol_Ratio:1.14|MA_Bull:0.00
00724B.TWO   | 群益投資級金融債   | 33.25      | ❄️ 空倉          |       +0.37% |     20 |    51.70% | [P:0.44] MACD:-0.13|D_Value:47.40|BIAS_20:-0.79|MA_Bull:0.00
00725B.TWO   | 國泰投資級公司債   | 34.35      | ❄️ 空倉          |       +1.31% |     44 |    51.07% | [P:0.44] RSI:40.27|D_Value:47.87|Vol_Ratio:1.24|MA_Bull:0.00
00726B.TWO   | 國泰新興投等債    | 32.64      | 🟢 持股           |       -1.68% |     25 |    50.83% | [P:0.50] MACD:-0.15|D_Value:32.91|BIAS_20:-0.81|MA_Bull:0.00
00728.TW     | 第一金工業30    | 64.65      | ❄️ 空倉          |      +35.92% |     18 |    47.19% | [P:0.42] [⚠️降級預設] RSI:55.48|MACD:0.37|KD_Diff:8.77|D_Value:80.37
00733.TW     | 富邦臺灣中小     | 65.70      | 🟢 持股           |      +19.11% |     49 |    49.05% | [P:0.59] RSI:48.21|D_Value:70.79|Vol_Ratio:1.31|BB_Upper:9.85
00734B.TWO   | 台新JPM新興債   | 15.66      | 🟢 持股           |       +0.44% |     11 |    49.80% | [P:0.58] [⚠️降級預設] RSI:31.15|MACD:-0.05|KD_Diff:2.92|D_Value:34.25
00735.TW     | 國泰臺韓科技     | 97.80      | 🟢 持股           |      +74.46% |     37 |    50.51% | [P:0.59] KD_Diff:8.61|D_Value:71.05|Vol_Ratio:0.68|BIAS_20:1.94
00738U.TW    | 期元大道瓊白銀    | 52.25      | 🟢 持股           |      +50.93% |     33 |    50.81% | [P:0.56] MACD:0.28|KD_Diff:7.83|Vol_Ratio:1.42|BIAS_20:9.90
00740B.TWO   | 富邦全球投等債    | 37.90      | ❄️ 空倉          |       -2.48% |     26 |    50.46% | [P:0.44] MACD:-0.16|D_Value:48.03|BIAS_20:-0.87|MA_Bull:0.00
00746B.TWO   | 富邦A級公司債    | 34.89      | ❄️ 空倉          |       +0.86% |     18 |    51.19% | [P:0.42] KD_Diff:-9.78|D_Value:59.46|MA_Slope:-0.03|MA_Bull:0.00
00749B.TWO   | 凱基新興債10+   | 31.23      | ❄️ 空倉          |       -0.06% |     24 |    52.28% | [P:0.41] MACD:-0.16|KD_Diff:8.00|BIAS_20:-0.68|MA_Bull:0.00
00751B.TWO   | 元大AAA至A公司債 | 30.73      | ❄️ 空倉          |       +1.22% |      6 |    51.43% | [P:0.41] RSI:38.01|KD_Diff:-7.36|D_Value:44.42|BIAS_20:-1.23
00752.TW     | 中信中國50     | 24.18      | ❄️ 空倉          |      +16.34% |     48 |    52.35% | [P:0.48] RSI:68.87|MACD:0.46|Vol_Ratio:0.87|MA_Bull:0.00
00753L.TW    | 中信中國50正2   | 10.05      | 🟢 持股           |       -1.10% |     25 |    50.21% | [P:0.54] KD_Diff:-2.58|D_Value:75.14|BIAS_20:4.22|BB_Upper:2.72
00754B.TWO   | 群益AAA-AA公司債 | 32.21      | 🚀 買進           |       +1.88% |     12 |    50.40% | [P:0.55] [⚠️降級預設] RSI:37.63|MACD:-0.22|KD_Diff:-9.69|D_Value:45.62
00756B.TWO   | 群益投等新興公債   | 31.38      | 🟢 持股           |       +0.55% |     11 |    49.71% | [P:0.50] [⚠️降級預設] RSI:39.87|MACD:-0.10|KD_Diff:6.37|D_Value:47.54
00757.TW     | 統一FANG+    | 142.25     | 🟢 持股           |      +19.59% |     35 |    51.87% | [P:0.65] RSI:66.72|D_Value:82.74|Vol_Ratio:0.21|BIAS_20:6.31
00758B.TWO   | 復華能源債      | 51.15      | 🟢 持股           |       +2.92% |     11 |    49.25% | [P:0.53] [⚠️降級預設] RSI:40.62|MACD:-0.13|KD_Diff:-1.06|D_Value:41.85
00760B.TWO   | 復華新興企業債    | 53.70      | ❄️ 空倉          |       +5.95% |     52 |    50.38% | [P:0.42] RSI:38.30|KD_Diff:12.39|Vol_Ratio:1.00|MA_Bull:0.00
00761B.TWO   | 國泰A級公司債    | 33.87      | ❄️ 空倉          |       -0.75% |     62 |    51.73% | [P:0.48] KD_Diff:-10.48|D_Value:46.19|Vol_Ratio:0.90|MA_Bull:0.00
00763U.TW    | 期街口道瓊銅     | 35.30      | ❄️ 空倉          |      +12.13% |     16 |    51.82% | [P:0.48] [⚠️降級預設] RSI:56.48|MACD:0.52|KD_Diff:-2.37|D_Value:80.22
00764B.TWO   | 群益25年美債    | 27.30      | 🟢 持股           |       +1.66% |     39 |    52.88% | [P:0.60] RSI:38.22|D_Value:29.14|MA_Slope:-0.08|MA_Bull:0.00
00768B.TWO   | 復華20年美債    | 49.29      | ❄️ 空倉          |       -1.56% |     20 |    51.76% | [P:0.38] MACD:-0.22|KD_Diff:-6.84|Vol_Ratio:0.48|MA_Slope:-0.09
00770.TW     | 國泰北美科技     | 69.95      | 🟢 持股           |      +40.16% |     35 |    51.71% | [P:0.59] MACD:0.70|KD_Diff:9.57|BB_Upper:1.91|MA_Bull:10.00
00772B.TWO   | 中信高評級公司債   | 33.00      | ❄️ 空倉          |       -0.30% |      6 |    50.66% | [P:0.40] RSI:38.81|KD_Diff:-8.04|D_Value:44.90|BIAS_20:-1.02
00773B.TWO   | 中信優先金融債    | 35.45      | ❄️ 空倉          |       -0.27% |     26 |    49.89% | [P:0.45] MACD:-0.10|D_Value:44.59|BIAS_20:-0.91|MA_Bull:0.00
00780B.TWO   | 國泰A級金融債    | 37.55      | ❄️ 空倉          |       -1.04% |     48 |    50.75% | [P:0.49] RSI:41.84|D_Value:44.45|Vol_Ratio:0.95|MA_Bull:0.00
00783.TW     | 富邦中証500    | 29.33      | ❄️ 空倉          |       -3.45% |     10 |    49.61% | [P:0.37] [⚠️降級預設] RSI:57.47|MACD:-0.20|KD_Diff:11.62|D_Value:76.82
00785B.TWO   | 富邦金融投等債    | 34.47      | ❄️ 空倉          |       -0.35% |     14 |    51.29% | [P:0.41] MACD:-0.12|D_Value:65.51|BIAS_20:-0.90|MA_Bull:0.00
00787B.TWO   | 元大10年IG醫療債 | 32.12      | 🟢 持股           |       -3.16% |     33 |    51.30% | [P:0.52] KD_Diff:-6.84|D_Value:32.60|MA_Slope:-0.05|MA_Bull:0.00
00795B.TWO   | 中信美國公債20年  | 26.49      | ❄️ 空倉          |       +1.68% |     14 |    51.53% | [P:0.47] MACD:-0.11|KD_Diff:-7.32|BIAS_20:-1.44|MA_Bull:0.00
00830.TW     | 國泰費城半導體    | 86.75      | 🟢 持股           |      +25.32% |     19 |    49.32% | [P:0.59] KD_Diff:11.63|BIAS_20:1.71|MA_Slope:-0.15|BB_Upper:7.43
00834B.TWO   | 第一金金融債10+  | 33.48      | 🟢 持股           |       +0.98% |      7 |    50.11% | [P:0.58] [⚠️降級預設] RSI:35.82|MACD:-0.18|KD_Diff:-1.42|D_Value:35.84
00845B.TWO   | 富邦新興投等債    | 33.45      | 🟢 持股           |       +1.22% |     37 |    51.79% | [P:0.52] RSI:33.70|D_Value:46.64|Vol_Ratio:1.00|MA_Bull:0.00
00847B.TWO   | 中信美國市政債    | 25.20      | ❄️ 空倉          |       -2.05% |     20 |    51.33% | [P:0.43] MACD:-0.11|D_Value:57.75|BIAS_20:-1.39|MA_Bull:0.00
00851.TW     | 台新全球AI     | 71.70      | ❄️ 空倉          |      +26.77% |     34 |    50.00% | [P:0.45] RSI:51.65|KD_Diff:10.73|BB_Upper:3.52|MA_Bull:0.00
00852L.TW    | 國泰美國道瓊正2   | 36.76      | ❄️ 空倉          |      +17.48% |     44 |    52.83% | [P:0.36] RSI:61.16|KD_Diff:1.48|BIAS_20:3.74|MA_Bull:10.00
00857B.TWO   | 永豐20年美公債   | 22.74      | ❄️ 空倉          |       -4.89% |     28 |    52.66% | [P:0.48] MACD:-0.11|Vol_Ratio:0.68|BIAS_20:-1.49|MA_Bull:0.00
00861.TW     | 元大全球未來通訊   | 87.55      | ❄️ 空倉          |      +22.76% |     22 |    46.42% | [P:0.49] [⚠️降級預設] RSI:48.90|MACD:-0.69|KD_Diff:8.57|D_Value:69.86
00863B.TWO   | 中信全球電信債    | 31.09      | 🟢 持股           |       +1.33% |     11 |    50.27% | [P:0.55] [⚠️降級預設] RSI:38.93|MACD:-0.17|KD_Diff:-5.48|D_Value:43.01
00864B.TWO   | 中信美國公債0-1  | 47.15      | ❄️ 空倉          |       +0.92% |     14 |    52.71% | [P:0.39] MACD:0.16|D_Value:43.90|Vol_Ratio:0.66|BIAS_20:-0.02
00865B.TW    | 國泰US短期公債   | 49.36      | ❄️ 空倉          |       -0.04% |     28 |    50.74% | [P:0.47] MACD:0.16|KD_Diff:-10.15|D_Value:47.76|MA_Bull:0.00
00867B.TWO   | 新光A-BBB電信債 | 30.01      | ❄️ 空倉          |       +3.38% |     30 |    51.60% | [P:0.50] MACD:-0.22|KD_Diff:-6.52|D_Value:27.14|MA_Bull:0.00
00870B.TWO   | 元大15年EM主權債 | 27.88      | 💥 賣出           |       +4.40% |     65 |    49.18% | [P:0.43] KD_Diff:15.73|D_Value:33.97|Vol_Ratio:0.08|MA_Bull:0.00
00875.TW     | 國泰網路資安     | 57.65      | ❄️ 空倉          |      +24.74% |     46 |    51.37% | [P:0.30] RSI:70.69|Vol_Ratio:1.69|BIAS_20:8.40|MA_Bull:10.00
00876.TW     | 元大全球5G     | 88.75      | 🟢 持股           |      +71.41% |     25 |    52.14% | [P:0.53] MACD:-1.58|KD_Diff:12.05|BB_Upper:9.33|MA_Bull:0.00
00877.TWO    | 復華中國5G     | 37.42      | ❄️ 空倉          |      +15.68% |     26 |    53.36% | [P:0.40] MACD:-1.51|BIAS_20:-0.15|MA_Slope:-0.85|BB_Upper:15.16
00878.TW     | 國泰永續高股息    | 33.47      | 🚀 買進           |      +48.67% |     22 |    49.66% | [P:0.54] MACD:0.20|Vol_Ratio:0.80|BB_Upper:1.54|MA_Bull:10.00
00881.TW     | 國泰台灣科技龍頭   | 53.50      | 🟢 持股           |      +40.76% |     21 |    50.99% | [P:0.54] KD_Diff:10.42|BIAS_20:4.96|MA_Slope:0.12|BB_Upper:3.63
00882.TW     | 中信中國高股息    | 15.04      | ❄️ 空倉          |       +4.71% |     44 |    50.79% | [P:0.46] MACD:-0.01|BIAS_20:-0.14|MA_Slope:0.19|MA_Bull:0.00
00884B.TWO   | 中信低碳新興債    | 29.10      | 🟢 持股           |       -1.55% |     11 |    48.68% | [P:0.50] [⚠️降級預設] RSI:39.81|MACD:-0.11|KD_Diff:9.58|D_Value:43.52
00885.TW     | 富邦越南       | 18.36      | 💥 賣出           |       +3.00% |     45 |    50.27% | [P:0.40] KD_Diff:2.49|BIAS_20:2.32|MA_Slope:0.05|MA_Bull:0.00
00886.TWO    | 永豐美國科技     | 47.38      | ❄️ 空倉          |       +6.61% |     26 |    52.48% | [P:0.24] RSI:66.47|Vol_Ratio:0.72|BIAS_20:4.47|MA_Slope:0.19
00887.TWO    | 永豐中國科技50大  | 17.29      | 💥 賣出           |      +32.79% |     31 |    49.46% | [P:0.50] MACD:-0.33|Vol_Ratio:0.78|BB_Upper:6.63|MA_Bull:0.00
00888.TWO    | 永豐台灣ESG    | 32.59      | 🚀 買進           |      +37.56% |     28 |    50.54% | [P:0.52] MACD:-0.86|D_Value:70.34|Vol_Ratio:0.68|BIAS_20:0.19
00891.TW     | 中信關鍵半導體    | 35.46      | ❄️ 空倉          |      +80.00% |     36 |    49.52% | [P:0.48] MACD:-0.12|Vol_Ratio:1.06|BB_Upper:5.49|MA_Bull:0.00
