est_price,prev_eps,date,om,advice,prev_eps_yoy,name,status,rev_yoy,prev_rev_yoy,prev_year,price,gm,pe,symbol,eps,eps_yoy,expansion
669.75,13.06,2026-03,N/A,💎 強力關注,110.31,十銓,🚀 利潤擴張,1792.89,2.46,2025,277.5,N/A,6.215005599104144,4967.TW,27.0,2600.0,807.1099999999999
17.699999999999996,1.23,2026-03,2.82%,⚠️ 追價風險,46.43,所羅門,🚀 利潤擴張,280.55,21.27,2025,142.0,24.10%,120.33898305084749,2359.TW,0.78,1014.29,733.74
-85.05,-4.39,2026-03,-143.69%,⚪ 數據不足,-566.18,中化生,🔄 轉虧為盈,496.76,-40.26,2025,35.0,-78.82%,0.0,1762.TW,1.64,1211.11,714.3499999999999
36.29999999999999,0.87,2026-03,20.25%,⚠️ 追價風險,-51.41,晶豪科,🚀 利潤擴張,2018.02,8.08,2025,297.0,32.33%,122.72727272727275,3006.TW,7.22,2666.67,648.6500000000001
-26.55,-0.84,2026-03,-3.37%,⚪ 數據不足,-266.0,盟立,🔄 轉虧為盈,510.23,-10.95,2025,203.0,17.62%,0.0,2464.TW,0.24,1100.0,589.77
586.95,12.98,2026-03,55.59%,💎 強力關注,140.33,創見,🏰 高護城河,1484.6,69.84,2025,289.5,61.62%,7.398415537950421,2451.TW,18.93,2067.82,583.2200000000003
29.400000000000006,-0.07,2026-03,-147.39%,💎 強力關注,89.09,台鋼建設,🔄 轉虧為盈,224.53,58.31,2025,12.25,-40.24%,6.249999999999999,3521.TWO,2.12,806.67,582.14
30.6,1.01,2026-03,4.39%,✅ 穩健價值,-68.84,南港,🚀 利潤擴張,1184.49,-44.61,2025,31.1000003815,20.96%,15.24509822622549,2101.TW,1.86,1763.64,579.1500000000001
-36.6,-1.02,2026-03,-1.97%,⚪ 數據不足,-197.14,高鋒,🔄 轉虧為盈,543.13,-2.21,2025,45.6500015259,14.87%,0.0,4510.TWO,0.2,1100.0,556.87
15.75,0.7,2026-03,8.69%,⚠️ 追價風險,-40.68,微端,🚀 利潤擴張,688.27,-19.66,2025,41.0999984741,28.61%,39.14285568961905,3285.TWO,0.26,1200.0,511.73
52.05,1.58,2026-03,N/A,⚠️ 追價風險,222.58,GOGOLOOK,🚀 利潤擴張,43.25,20.92,2025,126.0,N/A,36.31123919308357,6902.TW,1.64,530.77,487.52
-7.499999999999999,-0.16,2026-03,N/A,⚪ 數據不足,74.6,鑫永洋,🔄 轉虧為盈,335.75,5.06,2025,15.8999996185,N/A,0.0,6241.TWO,0.46,820.0,484.25
8.850000000000001,0.31,2026-03,N/A,⚠️ 追價風險,-42.59,綠電,🚀 利潤擴張,727.58,-6.1,2025,20.2000007629,N/A,34.23728942864406,8440.TWO,0.22,1200.0,472.41999999999996
0.0,2.72,2026-03,-0.34%,⚪ 數據不足,-1.45,富田-創,🧐 疑業外收益,-25.82,-41.11,2025,89.5999984741,30.54%,0.0,4590.TW,1.21,418.92,444.74
17.400000000000002,0.49,2026-03,11.05%,⚠️ 追價風險,-34.67,麗正,🚀 利潤擴張,187.7,11.66,2025,43.2999992371,36.04%,37.32758554922414,2302.TW,0.25,600.0,412.3
40.8,0.88,2026-03,15.37%,⚠️ 追價風險,576.92,華邦電,🚀 利潤擴張,646.87,9.55,2025,180.0,41.86%,66.1764705882353,2344.TW,2.25,1037.5,390.63
0.0,1.44,2026-03,N/A,⚪ 數據不足,5.88,宏�砦C戲-創,🚀 利潤擴張,6.45,28.36,2025,30.1000003815,N/A,0.0,6908.TW,0.41,387.5,381.05
81.60000000000001,2.19,2026-03,N/A,⚪ 中性觀察,-49.65,應廣,🚀 利潤擴張,359.78,-15.3,2025,118.0,N/A,21.691176470588236,6716.TWO,1.59,715.79,356.01
19.499999999999996,0.73,2026-03,N/A,⚪ 中性觀察,207.35,寶碩,🚀 利潤擴張,37.41,9.95,2025,28.0499992371,N/A,21.576922490076925,5210.TWO,0.24,380.0,342.59000000000003
-8.4,-0.2,2026-03,N/A,⚪ 數據不足,90.52,鈺鎧,🔄 轉虧為盈,750.53,25.85,2025,43.3499984741,N/A,0.0,5228.TWO,0.99,1090.0,339.47
92.55,2.35,2026-03,N/A,💎 強力關注,1.73,亞洲藏壽司,🚀 利潤擴張,179.43,5.96,2025,67.6999969482,N/A,10.972446831150728,2754.TWO,1.42,517.65,338.21999999999997
26.4,0.92,2026-03,14.30%,⚠️ 追價風險,170.59,旭然,🚀 利潤擴張,237.41,-3.75,2025,70.5,42.07%,40.05681818181818,4556.TWO,0.13,550.0,312.59000000000003
25.95,0.57,2026-03,7.94%,✅ 穩健價值,-29.63,協禧,🚀 利潤擴張,343.32,-5.82,2025,24.7000007629,30.11%,14.277457088381503,3071.TWO,0.15,650.0,306.68
2097.2999999999997,41.98,2026-03,N/A,✅ 穩健價值,3.78,群聯,🚀 利潤擴張,849.86,23.29,2025,2095.0,N/A,14.983550278930053,8299.TWO,68.8,1143.3,293.43999999999994
-2.2499999999999996,-0.43,2026-03,N/A,⚪ 數據不足,-150.59,慧智,🔄 轉虧為盈,270.3,-14.91,2025,34.1500015259,N/A,0.0,6615.TWO,0.67,546.67,276.36999999999995
-9.150000000000002,0.18,2026-03,N/A,⚪ 數據不足,550.0,康舒,🚀 利潤擴張,371.03,0.1,2025,44.3499984741,N/A,0.0,6282.TW,0.27,640.0,268.97
-20.1,-0.76,2026-03,N/A,⚪ 數據不足,55.83,三貝德,🔄 轉虧為盈,186.87,5.03,2025,22.1499996185,N/A,0.0,8489.TWO,0.38,445.45,258.58
120.3,1.77,2026-03,8.07%,✅ 穩健價值,8050.0,事欣科,🚀 利潤擴張,473.51,0.89,2025,97.0999984741,18.73%,12.107231729937658,4916.TW,4.49,701.79,228.27999999999997
44.1,0.88,2026-03,N/A,💎 強力關注,-66.67,銘旺實,🚀 利潤擴張,292.4,-3.15,2025,15.6499996185,N/A,5.323129121938776,4432.TWO,2.97,518.75,226.35000000000002
14.700000000000001,0.88,2026-03,-88.29%,💎 強力關注,51.72,中美實,🚀 利潤擴張,132.31,-61.59,2025,9.3699998856,35.38%,9.561224373061224,4702.TWO,0.45,350.0,217.69
493.65000000000003,13.25,2026-03,N/A,💎 強力關注,33.97,東哥遊艇,🚀 利潤擴張,297.67,5.83,2025,142.5,N/A,4.329990884229717,8478.TW,3.8,512.9,215.22999999999996
76.65,1.65,2026-03,8.70%,💎 強力關注,-21.15,大亞,🚀 利潤擴張,713.51,3.39,2025,37.2000007629,13.61%,7.279843593522504,1609.TW,0.66,925.0,211.49
0.0,0.08,2026-03,7.12%,⚪ 數據不足,-80.0,聯嘉投控,🚀 利潤擴張,26.54,3.55,2025,21.8500003815,19.34%,0.0,3717.TW,0.47,213.33,186.79000000000002
-43.199999999999996,-1.82,2026-03,N/A,⚪ 數據不足,-280.2,巨虹,🔄 轉虧為盈,80.73,-10.9,2025,45.4000015259,N/A,0.0,8084.TWO,0.33,266.67,185.94
94.05,2.02,2026-03,14.85%,💎 強力關注,25.64,東浦,🚀 利潤擴張,542.69,18.23,2025,46.25,30.40%,7.376395534290272,3290.TWO,2.65,728.13,185.43999999999994
-7.95,-0.17,2026-03,N/A,⚪ 數據不足,-177.27,同協,🔄 轉虧為盈,385.95,-15.68,2025,16.2000007629,N/A,0.0,5460.TWO,0.09,550.0,164.05
0.0,1.54,2026-03,N/A,⚪ 數據不足,1640.0,未知,🚀 利潤擴張,116.02,32.98,2025,0.0,N/A,0.0,4582.TWO,0.53,276.67,160.65000000000003
0.0,1.54,2026-03,N/A,⚪ 數據不足,1640.0,聚恆-創,🚀 利潤擴張,116.02,32.98,2025,23.0499992371,N/A,0.0,4582.TW,0.53,276.67,160.65000000000003
-6.6,-0.25,2026-03,-2.91%,⚪ 數據不足,-219.05,鼎元,🔄 轉虧為盈,542.01,-2.43,2025,99.0999984741,10.78%,0.0,2426.TW,0.06,700.0,157.99
-25.049999999999997,-0.19,2026-03,8.42%,⚪ 數據不足,54.55,圓剛,🔄 轉虧為盈,108.24,2.69,2025,39.7999992371,56.31%,0.0,2417.TW,0.28,264.29,156.05
1.050000000000001,-0.29,2026-03,N/A,⚠️ 追價風險,-125.22,成霖,🔄 轉虧為盈,214.33,-4.25,2025,10.8000001907,N/A,154.28571700999987,9934.TW,0.28,366.67,152.34
32.250000000000014,1.09,2026-03,N/A,⚠️ 追價風險,-77.02,六角,🚀 利潤擴張,180.76,7.13,2025,63.0,N/A,29.302325581395337,2732.TWO,1.1,323.08,142.32
96.15,2.88,2026-03,N/A,✅ 穩健價值,-38.68,醫揚,🚀 利潤擴張,307.94,5.8,2025,91.0,N/A,14.196567862714508,6569.TWO,1.03,442.11,134.17000000000002
85.05,2.35,2026-03,N/A,⚪ 中性觀察,921.74,凌華,🚀 利潤擴張,273.28,17.09,2025,116.0,N/A,20.458553791887127,6166.TW,1.57,406.45,133.17000000000002
183.0,4.66,2026-03,41.27%,⚠️ 追價風險,884.75,聯亞,🏰 高護城河,515.18,82.29,2025,3070.0,54.76%,251.63934426229508,3081.TWO,3.44,645.65,130.47000000000003
172.05,6.21,2026-03,N/A,💎 強力關注,-20.59,奇偶,🚀 利潤擴張,113.17,-14.96,2025,60.2999992371,N/A,5.257192610034873,3356.TW,2.21,228.49,115.32000000000001
-7.200000000000001,0.33,2026-03,N/A,⚪ 數據不足,-84.51,美達科技,🚀 利潤擴張,268.59,-4.81,2025,62.7999992371,N/A,0.0,6735.TWO,0.29,383.33,114.74000000000001
-33.6,-1.63,2026-03,-12.62%,⚪ 數據不足,-365.71,益航,🏰 高護城河,-21.56,-7.78,2025,6.8000001907,102.69%,0.0,2601.TW,-0.02,87.5,109.06
50.699999999999996,1.73,2026-03,N/A,⚠️ 追價風險,-45.51,暉盛-創,🚀 利潤擴張,161.56,-5.33,2025,180.5,N/A,53.40236686390533,7730.TW,0.37,270.0,108.44
-40.05,2.15,2026-03,N/A,⚪ 數據不足,152.83,麗嬰房,🚀 利潤擴張,67.27,-16.81,2025,6.3899998665,N/A,0.0,2911.TW,0.66,163.46,96.19000000000001
13.05,0.43,2026-03,12.73%,⚠️ 追價風險,-46.91,網龍,🏰 高護城河,57.36,-7.4,2025,22.7999992371,87.57%,26.206895674827585,3083.TWO,0.3,150.0,92.64
44.550000000000004,1.39,2026-03,N/A,✅ 穩健價值,104.41,青松健康,🚀 利潤擴張,990.52,14.16,2025,41.0,N/A,13.804713804713804,6931.TW,0.49,1080.0,89.48000000000002
-24.299999999999994,-0.84,2026-03,-21.33%,⚪ 數據不足,-169.49,宏佳騰,🔄 轉虧為盈,486.21,-18.58,2025,23.0,16.92%,0.0,1599.TWO,0.28,575.0,88.79000000000002
-18.3,-0.61,2026-03,-58.34%,⚪ 數據不足,17.57,中裕,🔄 轉虧為盈,81.97,0.19,2025,62.7000007629,28.91%,0.0,4147.TWO,0.06,166.67,84.69999999999999
97.8,2.41,2026-03,13.17%,💎 強力關注,-51.9,昭輝,🚀 利潤擴張,102.97,-14.02,2025,42.7999992371,33.66%,6.564417060904909,1339.TW,2.78,186.6,83.63
81.9,3.02,2026-03,3.76%,✅ 穩健價值,78.06,偉詮電,🚀 利潤擴張,309.82,15.32,2025,71.6999969482,30.84%,13.131867572930402,2436.TW,0.7,392.86,83.04000000000002
45.449999999999996,1.11,2026-03,N/A,⚠️ 追價風險,-50.67,威鋒電子,🚀 利潤擴張,97.11,-8.83,2025,99.9000015259,N/A,32.97029753330033,6756.TW,0.64,178.26,81.14999999999999
77.99999999999999,1.97,2026-03,20.17%,✅ 穩健價值,-64.44,宇峻,🏰 高護城河,62.07,2.09,2025,72.5,89.44%,13.942307692307693,3546.TWO,2.34,136.36,74.29000000000002
0.0,-1.49,2026-03,N/A,⚪ 數據不足,96.29,奧義賽博-KY創,🚀 利潤擴張,26.64,22.72,2025,83.1999969482,N/A,0.0,7823.TW,-0.15,99.93,73.29
-96.44999999999999,-2.43,2026-03,N/A,⚪ 數據不足,-99.18,昱泉,🌑 雙重衰退,-97.71,19.25,2025,12.1999998093,N/A,0.0,6169.TWO,-0.68,-25.93,71.78
-17.549999999999997,0.14,2026-03,N/A,⚪ 數據不足,-91.14,冠好,🚀 利潤擴張,578.38,0.63,2025,17.4500007629,N/A,0.0,8354.TWO,0.3,650.0,71.62
71.25,2.76,2026-03,0.20%,⚪ 中性觀察,-5.15,台聯電,🚀 利潤擴張,315.9,22.56,2025,84.8000030518,25.49%,17.85263222143158,4905.TWO,1.75,386.11,70.21000000000004
0.0,6.33,2026-03,N/A,⚪ 數據不足,44.08,創新服務,🚀 利潤擴張,51.84,76.4,2025,1870.0,N/A,0.0,7828.TWO,1.02,121.74,69.89999999999999
22.95,0.63,2026-03,38.94%,💎 強力關注,3.28,國票金,🏰 高護城河,58.58,4.6,2025,16.4500007629,90.85%,10.751634485555556,2889.TW,0.25,127.27,68.69
257.1,7.13,2026-03,20.98%,💎 強力關注,24.43,麗豐-KY,🏰 高護城河,40.15,-4.63,2025,78.0999984741,82.18%,4.55659267643524,4137.TW,1.41,107.35,67.19999999999999
-15.3,-0.38,2026-03,3.73%,⚪ 數據不足,-31.03,研勤,🔄 轉虧為盈,110.52,-28.72,2025,7.3000001907,54.59%,0.0,3632.TWO,0.06,175.0,64.48
0.0,2.43,2026-03,N/A,⚪ 數據不足,-24.06,和迅,🚀 利潤擴張,42.91,2.38,2025,41.5,N/A,0.0,6986.TWO,0.6,106.9,63.99000000000001
-38.1,-1.28,2026-03,-45.46%,⚪ 數據不足,-184.44,穎漢,🔄 轉虧為盈,111.03,-7.78,2025,30.5,31.44%,0.0,4562.TW,0.11,175.0,63.97
-122.4,-3.51,2026-03,-55.72%,⚪ 數據不足,-7120.0,泰偉,🏰 高護城河,-1.0,-29.69,2025,18.9500007629,93.22%,0.0,3064.TWO,-0.27,62.5,63.5
101.7,2.64,2026-03,N/A,💎 強力關注,17.33,群益證,🚀 利潤擴張,171.79,12.14,2025,32.7000007629,N/A,4.823008962079645,6005.TW,1.34,235.0,63.21000000000001
10.049999999999997,0.58,2026-03,N/A,⚠️ 追價風險,152.25,車王電,🚀 利潤擴張,438.18,19.69,2025,30.7999992371,N/A,45.970148115074636,1533.TW,0.84,500.0,61.81999999999999
22.5,0.74,2026-03,7.12%,⚪ 中性觀察,34.55,正隆,🚀 利潤擴張,538.23,-4.85,2025,24.4500007629,20.98%,16.3000005086,1904.TW,0.56,600.0,61.76999999999998
113.85,2.52,2026-03,N/A,💎 強力關注,-26.32,日揚,🚀 利潤擴張,150.03,-4.59,2025,75.0,N/A,9.881422924901186,6208.TWO,1.9,206.45,56.41999999999999
72.30000000000001,1.19,2026-03,N/A,💎 強力關注,-36.9,強生,🚀 利潤擴張,148.33,-6.81,2025,24.75,N/A,5.134854771784232,4747.TWO,1.46,204.17,55.839999999999975
-18.45,-0.6,2026-03,N/A,⚪ 數據不足,49.15,九暘,🔄 轉虧為盈,189.01,2.65,2025,82.5,N/A,0.0,8040.TWO,0.13,244.44,55.43000000000001
273.29999999999995,12.33,2026-03,-106.23%,💎 強力關注,905.92,晟德,🚀 利潤擴張,185.42,-6.28,2025,29.5499992371,41.95%,1.6218440854610319,4123.TWO,2.62,239.47,54.05000000000001
0.0,-3.92,2026-03,N/A,⚪ 數據不足,-48.08,心誠鎂,🌑 雙重衰退,-55.48,-29.22,2025,77.5999984741,N/A,0.0,6934.TW,-1.43,-2.96,52.519999999999996
252.6,6.82,2026-03,N/A,💎 強力關注,66.34,霈方,🚀 利潤擴張,95.63,6.51,2025,120.0,N/A,7.1258907363420425,6574.TWO,3.29,147.37,51.74000000000001
0.0,13.04,2026-03,N/A,⚪ 數據不足,38.44,永擎,🚀 利潤擴張,91.93,182.72,2025,0.0,N/A,0.0,7711.TW,7.68,139.49,47.56
31.8,1.5,2026-03,N/A,⚪ 中性觀察,-36.17,廣寰科,🚀 利潤擴張,359.48,23.54,2025,35.4500007629,N/A,16.721698473066034,3287.TWO,1.01,406.06,46.579999999999984
146.54999999999998,5.29,2026-03,N/A,💎 強力關注,544.54,琉園,🚀 利潤擴張,66.65,-17.0,2025,24.0,N/A,2.4564994882292734,9949.TWO,0.03,112.5,45.849999999999994
172.35,4.85,2026-03,N/A,💎 強力關注,31.64,漢達,🚀 利潤擴張,15.93,108.17,2025,113.0,N/A,9.834638816362054,6620.TWO,0.46,55.17,39.24
-30.6,0.12,2026-03,-8.17%,⚪ 數據不足,-93.75,威盛,🚀 利潤擴張,264.14,-40.0,2025,77.6999969482,20.64%,0.0,2388.TW,0.08,300.0,35.860000000000014
81.9,2.15,2026-03,14.95%,💎 強力關注,-5.7,禾瑞亞,🏰 高護城河,156.04,1.24,2025,58.0,50.66%,10.622710622710622,3556.TWO,1.19,190.24,34.20000000000002
0.0,2.99,2026-03,N/A,⚪ 數據不足,91.67,神數,🚀 利潤擴張,10.24,19.28,2025,39.75,N/A,0.0,7821.TW,0.87,42.62,32.379999999999995
0.0,7.56,2025-12,30.89%,⚪ 數據不足,-17.2,未知,🚀 利潤擴張,6.33,15.19,2025,0.0,35.24%,0.0,2072.TWO,11.94,34.92,28.590000000000003
-70.05,-1.89,2026-03,N/A,⚪ 數據不足,-13.21,向榮生技,🧐 疑業外收益,-3.86,-5.58,2025,75.0,N/A,0.0,6794.TW,-0.36,23.4,27.259999999999998
-28.950000000000003,-0.45,2026-03,1.90%,⚪ 數據不足,-197.83,南緯,🔄 轉虧為盈,422.96,2.23,2025,8.0500001907,23.39%,0.0,1467.TW,0.11,450.0,27.04000000000002
0.0,3.24,2026-03,N/A,⚪ 數據不足,-27.83,頌勝科技,🚀 利潤擴張,16.63,3.08,2025,283.0,N/A,0.0,7768.TW,1.62,42.86,26.23
0.0,3.24,2026-03,N/A,⚪ 數據不足,-27.83,未知,🚀 利潤擴張,16.63,3.08,2025,0.0,N/A,0.0,7768.TWO,1.62,42.86,26.23
0.0,13.61,2026-03,16.93%,⚪ 數據不足,11.37,大東電,🚀 利潤擴張,12.42,20.5,2025,0.0,21.29%,0.0,1623.TW,4.33,38.11,25.689999999999998
105.6,2.74,2026-03,33.03%,💎 強力關注,-1.08,元大金,🏰 高護城河,62.36,6.4,2025,70.1999969482,80.00%,9.97159047559659,2885.TW,1.08,83.05,20.689999999999998
33.45,0.85,2026-03,N/A,✅ 穩健價值,-66.0,中連,🚀 利潤擴張,25.49,0.36,2025,31.2999992371,N/A,14.03587409735426,5604.TWO,0.32,45.45,19.960000000000004
24.599999999999998,0.76,2026-03,N/A,💎 強力關注,-11.63,宏遠證,🚀 利潤擴張,451.29,0.56,2025,16.8500003815,N/A,10.27439047652439,6015.TWO,0.89,470.83,19.539999999999964
-30.900000000000002,-0.61,2026-03,N/A,⚪ 數據不足,-134.86,力新,🚀 利潤擴張,26.81,-8.35,2025,11.75,N/A,0.0,5202.TWO,-0.19,45.71,18.900000000000002
70.8,1.9,2026-03,45.93%,💎 強力關注,13.1,華南金,🏰 高護城河,22.97,4.06,2025,44.3499984741,97.25%,9.396186117394068,2880.TW,0.55,41.03,18.060000000000002
9.75,0.81,2026-03,8.13%,⚠️ 追價風險,35.0,博磊,🚀 利潤擴張,216.8,13.9,2025,108.0,31.93%,166.15384615384616,3581.TWO,0.31,234.78,17.97999999999999
25.200000000000003,0.68,2026-03,32.37%,💎 強力關注,28.3,高雄銀,🏰 高護城河,16.1,14.52,2025,12.1999998093,89.95%,7.261904648392856,2836.TW,0.2,33.33,17.229999999999997
11.999999999999998,0.15,2026-03,N/A,⚠️ 追價風險,107.11,環宇-KY,🚀 利潤擴張,316.27,25.43,2025,494.0,N/A,617.5,4991.TWO,1.67,331.43,15.160000000000025
0.0,2.91,2026-03,N/A,⚪ 數據不足,14.12,精誠金融,🧐 疑業外收益,-1.82,10.14,2025,34.75,N/A,0.0,7819.TWO,0.42,10.53,12.35
57.14999999999999,1.74,2026-03,39.14%,💎 強力關注,-10.99,凱基金,🏰 高護城河,22.04,-12.26,2025,36.9500007629,78.38%,9.698162929895012,2883.TW,0.69,34.04,12.0
-109.2,-2.92,2026-03,N/A,⚪ 數據不足,-14.12,華安,🚀 利潤擴張,41.94,-0.97,2025,30.4500007629,N/A,0.0,6657.TW,-0.53,52.29,10.350000000000001
947.7,25.6,2026-03,60.64%,⚠️ 追價風險,4.19,力旺,🏰 高護城河,19.99,6.74,2025,2570.0,100.00%,40.67742956631846,3529.TWO,7.98,29.13,9.14
-14.25,-0.43,2026-03,-4.59%,⚪ 數據不足,-53.57,宏亞,🔄 轉虧為盈,274.7,-8.31,2025,26.2000007629,24.77%,0.0,1236.TW,0.23,283.33,8.629999999999995
-89.10000000000001,-3.35,2026-03,-13.99%,⚪ 數據不足,-827.91,岱宇,🔄 轉虧為盈,145.6,-15.19,2025,20.5,27.77%,0.0,1598.TW,0.25,153.49,7.890000000000015
136.05,4.66,2026-03,N/A,✅ 穩健價值,24.93,全景軟體,🚀 利潤擴張,48.18,15.86,2025,64.4000015259,N/A,7.100330928985667,8272.TWO,0.39,56.0,7.82
13.5,0.38,2026-03,20.24%,⚠️ 追價風險,-7.32,欣欣,🏰 高護城河,30.02,-2.15,2025,23.7000007629,84.77%,26.333334180999998,2901.TW,0.11,37.5,7.48
0.0,-0.92,2026-03,N/A,⚪ 數據不足,14.95,未知,🌑 雙重衰退,-11.29,-3.6,2025,0.0,N/A,0.0,4178.TWO,-0.19,-5.56,5.7299999999999995
0.0,-0.92,2026-03,N/A,⚪ 數據不足,14.95,永笙-KY,🌑 雙重衰退,-11.29,-3.6,2025,17.0,N/A,0.0,4178.TW,-0.19,-5.56,5.7299999999999995
63.6,0.99,2026-03,N/A,✅ 穩健價值,-38.13,詩肯,🚀 利潤擴張,109.17,-3.57,2025,27.7000007629,N/A,6.533019047853774,6195.TWO,1.5,114.29,5.1200000000000045
91.94999999999999,2.36,2026-03,33.61%,✅ 穩健價值,0.85,兆豐金,🏰 高護城河,12.57,-1.77,2025,50.2000007629,83.45%,8.189233403409462,2886.TW,0.63,16.67,4.100000000000001
7.35,0.25,2026-03,-7.29%,⚠️ 追價風險,41.18,聯傑,🏰 高護城河,12.87,13.2,2025,44.7999992371,73.82%,91.42856987163266,3094.TW,0.07,16.67,3.8000000000000025
-22.2,-0.43,2026-03,N/A,⚪ 數據不足,-326.32,亞電,🔄 轉虧為盈,296.51,-8.05,2025,93.5999984741,N/A,0.0,4939.TWO,0.24,300.0,3.490000000000009
0.0,2.56,2026-03,N/A,⚪ 數據不足,18.52,達人網,🚀 利潤擴張,2.45,8.14,2025,44.5,N/A,0.0,7839.TWO,0.73,5.8,3.3499999999999996
12.149999999999999,0.58,2026-03,N/A,⚠️ 追價風險,-16.92,能率亞洲,🚀 利潤擴張,32.83,15.88,2025,38.0,N/A,46.91358024691358,7777.TWO,-0.25,35.9,3.0700000000000003
100.35000000000001,2.35,2026-03,2.03%,✅ 穩健價值,-27.47,米斯特,🏰 高護城河,68.9,12.71,2025,30.8999996185,64.17%,4.618834023692077,2941.TWO,0.89,71.15,2.25
26.1,0.61,2026-03,32.72%,✅ 穩健價值,-35.48,王道銀行,🏰 高護城河,36.86,-2.09,2025,10.75,91.47%,6.17816091954023,2897.TW,0.28,38.89,2.030000000000001
-73.20000000000002,-1.59,2026-03,N/A,⚪ 數據不足,67.52,佐登-KY,🚀 利潤擴張,42.24,1.27,2025,26.0,N/A,0.0,4190.TW,-0.26,43.18,0.9399999999999977
