date,rev_yoy,gm,price,advice,prev_year,eps,symbol,expansion,prev_eps,est_price,name,eps_yoy,status,pe,prev_rev_yoy,prev_eps_yoy,om
2026-03,536.39,N/A,54.0,⚠️ 追價風險,2025,0.17,5291.TWO,1063.6100000000001,0.31,11.1,邑昇,1600.0,🚀 利潤擴張,72.97297297297297,9.81,-17.95,N/A
2026-03,117.67,68.55%,59.4000015259,💎 強力關注,2025,0.6,3025.TW,982.33,3.45,78.44999999999999,星通,1100.0,🏰 高護城河,11.357552873021033,4.27,-6.25,43.45%
2026-03,1792.89,N/A,229.5,💎 強力關注,2025,27.0,4967.TW,807.1099999999999,13.06,669.75,十銓,2600.0,🚀 利潤擴張,5.139977603583427,2.46,110.31,N/A
2026-03,280.55,24.10%,148.0,⚠️ 追價風險,2025,0.78,2359.TW,733.74,1.23,17.699999999999996,所羅門,1014.29,🚀 利潤擴張,125.42372881355935,21.27,46.43,2.82%
2026-03,496.76,-78.82%,37.9000015259,⚪ 數據不足,2025,1.64,1762.TW,714.3499999999999,-4.39,-85.05,中化生,1211.11,🔄 轉虧為盈,0.0,-40.26,-566.18,-143.69%
2026-03,2018.02,32.33%,228.0,⚠️ 追價風險,2025,7.22,3006.TW,648.6500000000001,0.87,36.29999999999999,晶豪科,2666.67,🚀 利潤擴張,94.21487603305788,8.08,-51.41,20.25%
2026-03,510.23,17.62%,166.0,⚪ 數據不足,2025,0.24,2464.TW,589.77,-0.84,-26.55,盟立,1100.0,🔄 轉虧為盈,0.0,-10.95,-266.0,-3.37%
2026-03,1484.6,61.62%,252.5,💎 強力關注,2025,18.93,2451.TW,583.2200000000003,12.98,586.95,創見,2067.82,🏰 高護城河,6.45284947610529,69.84,140.33,55.59%
2026-03,224.53,-40.24%,13.0500001907,💎 強力關注,2025,2.12,3521.TWO,582.14,-0.07,29.400000000000006,台鋼建設,806.67,🔄 轉虧為盈,6.65816336260204,58.31,89.09,-147.39%
2026-03,1184.49,20.96%,34.5499992371,⚪ 中性觀察,2025,1.86,2101.TW,579.1500000000001,1.01,30.6,南港,1763.64,🚀 利潤擴張,16.936274135833333,-44.61,-68.84,4.39%
2026-03,543.13,14.87%,42.5999984741,⚪ 數據不足,2025,0.2,4510.TWO,556.87,-1.02,-36.6,高鋒,1100.0,🔄 轉虧為盈,0.0,-2.21,-197.14,-1.97%
2026-03,688.27,28.61%,39.2999992371,⚠️ 追價風險,2025,0.26,3285.TWO,511.73,0.7,15.75,微端,1200.0,🚀 利潤擴張,37.428570702,-19.66,-40.68,8.69%
2026-03,43.25,N/A,134.0,⚠️ 追價風險,2025,1.64,6902.TW,487.52,1.58,52.05,GOGOLOOK,530.77,🚀 利潤擴張,38.616714697406344,20.92,222.58,N/A
2026-03,335.75,N/A,17.2999992371,⚪ 數據不足,2025,0.46,6241.TWO,484.25,-0.16,-7.499999999999999,鑫永洋,820.0,🔄 轉虧為盈,0.0,5.06,74.6,N/A
2026-03,727.58,N/A,21.0499992371,⚠️ 追價風險,2025,0.22,8440.TWO,472.41999999999996,0.31,8.850000000000001,綠電,1200.0,🚀 利潤擴張,35.67796480864406,-6.1,-42.59,N/A
2026-03,-25.82,30.54%,93.4000015259,⚪ 數據不足,2025,1.21,4590.TW,444.74,2.72,0.0,富田-創,418.92,🧐 疑業外收益,0.0,-41.11,-1.45,-0.34%
2026-03,187.7,36.04%,43.5499992371,⚠️ 追價風險,2025,0.25,2302.TW,412.3,0.49,17.400000000000002,麗正,600.0,🚀 利潤擴張,37.54310279060345,11.66,-34.67,11.05%
2026-03,646.87,41.86%,167.0,⚠️ 追價風險,2025,2.25,2344.TW,390.63,0.88,40.8,華邦電,1037.5,🚀 利潤擴張,61.39705882352942,9.55,576.92,15.37%
2026-03,6.45,N/A,36.7999992371,⚪ 數據不足,2025,0.41,6908.TW,381.05,1.44,0.0,宏�砦C戲-創,387.5,🚀 利潤擴張,0.0,28.36,5.88,N/A
2026-03,359.78,N/A,98.0,⚪ 中性觀察,2025,1.59,6716.TWO,356.01,2.19,81.60000000000001,應廣,715.79,🚀 利潤擴張,18.01470588235294,-15.3,-49.65,N/A
2026-03,37.41,N/A,30.6000003815,⚠️ 追價風險,2025,0.24,5210.TWO,342.59000000000003,0.73,19.499999999999996,寶碩,380.0,🚀 利潤擴張,23.53846183192308,9.95,207.35,N/A
2026-03,750.53,N/A,52.5,⚪ 數據不足,2025,0.99,5228.TWO,339.47,-0.2,-8.4,鈺鎧,1090.0,🔄 轉虧為盈,0.0,25.85,90.52,N/A
2026-03,179.43,N/A,69.0999984741,💎 強力關注,2025,1.42,2754.TWO,338.21999999999997,2.35,92.55,亞洲藏壽司,517.65,🚀 利潤擴張,11.199351454473259,5.96,1.73,N/A
2026-03,237.41,42.07%,111.0,⚠️ 追價風險,2025,0.13,4556.TWO,312.59000000000003,0.92,26.4,旭然,550.0,🚀 利潤擴張,63.06818181818182,-3.75,170.59,14.30%
2026-03,343.32,30.11%,29.6000003815,⚪ 中性觀察,2025,0.15,3071.TWO,306.68,0.57,25.95,協禧,650.0,🚀 利潤擴張,17.109826810115607,-5.82,-29.63,7.94%
2026-03,849.86,N/A,2170.0,✅ 穩健價值,2025,68.8,8299.TWO,293.43999999999994,41.98,2097.2999999999997,群聯,1143.3,🚀 利潤擴張,15.51995422686311,23.29,3.78,N/A
2026-03,270.3,N/A,35.4500007629,⚪ 數據不足,2025,0.67,6615.TWO,276.36999999999995,-0.43,-2.2499999999999996,慧智,546.67,🔄 轉虧為盈,0.0,-14.91,-150.59,N/A
2026-03,371.03,N/A,58.0,⚪ 數據不足,2025,0.27,6282.TW,268.97,0.18,-9.150000000000002,康舒,640.0,🚀 利潤擴張,0.0,0.1,550.0,N/A
2026-03,186.87,N/A,23.3500003815,⚪ 數據不足,2025,0.38,8489.TWO,258.58,-0.76,-20.1,三貝德,445.45,🔄 轉虧為盈,0.0,5.03,55.83,N/A
2026-03,473.51,18.73%,118.0,✅ 穩健價值,2025,4.49,4916.TW,228.27999999999997,1.77,120.3,事欣科,701.79,🚀 利潤擴張,14.713216957605987,0.89,8050.0,8.07%
2026-03,292.4,N/A,16.5,💎 強力關注,2025,2.97,4432.TWO,226.35000000000002,0.88,44.1,銘旺實,518.75,🚀 利潤擴張,5.612244897959184,-3.15,-66.67,N/A
2026-03,132.31,35.38%,9.8500003815,💎 強力關注,2025,0.45,4702.TWO,217.69,0.88,14.700000000000001,中美實,350.0,🚀 利潤擴張,10.051020797448977,-61.59,51.72,-88.29%
2026-03,297.67,N/A,156.5,💎 強力關注,2025,3.8,8478.TW,215.22999999999996,13.25,493.65000000000003,東哥遊艇,512.9,🚀 利潤擴張,4.755393497417198,5.83,33.97,N/A
2026-03,713.51,13.61%,40.0999984741,💎 強力關注,2025,0.66,1609.TW,211.49,1.65,76.65,大亞,925.0,🚀 利潤擴張,7.847357822720156,3.39,-21.15,8.70%
2026-03,26.54,19.34%,25.2029418945,⚪ 數據不足,2025,0.47,3717.TW,186.79000000000002,0.08,0.0,聯嘉投控,213.33,🚀 利潤擴張,0.0,3.55,-80.0,7.12%
2026-03,80.73,N/A,47.0499992371,⚪ 數據不足,2025,0.33,8084.TWO,185.94,-1.82,-43.199999999999996,巨虹,266.67,🔄 轉虧為盈,0.0,-10.9,-280.2,N/A
2026-03,542.69,30.40%,65.1999969482,💎 強力關注,2025,2.65,3290.TWO,185.43999999999994,2.02,94.05,東浦,728.13,🚀 利潤擴張,10.398723596204146,18.23,25.64,14.85%
2026-03,385.95,N/A,16.3500003815,⚪ 數據不足,2025,0.09,5460.TWO,164.05,-0.17,-7.95,同協,550.0,🔄 轉虧為盈,0.0,-15.68,-177.27,N/A
2026-03,116.02,N/A,26.8999996185,⚪ 數據不足,2025,0.53,4582.TWO,160.65000000000003,1.54,0.0,未知,276.67,🚀 利潤擴張,0.0,32.98,1640.0,N/A
2026-03,116.02,N/A,26.8999996185,⚪ 數據不足,2025,0.53,4582.TW,160.65000000000003,1.54,0.0,聚恆-創,276.67,🚀 利潤擴張,0.0,32.98,1640.0,N/A
2026-03,542.01,10.78%,67.0999984741,⚪ 數據不足,2025,0.06,2426.TW,157.99,-0.25,-6.6,鼎元,700.0,🔄 轉虧為盈,0.0,-2.43,-219.05,-2.91%
2026-03,108.24,56.31%,45.2999992371,⚪ 數據不足,2025,0.28,2417.TW,156.05,-0.19,-25.049999999999997,圓剛,264.29,🔄 轉虧為盈,0.0,2.69,54.55,8.42%
2026-03,214.33,N/A,10.9499998093,⚠️ 追價風險,2025,0.28,9934.TW,152.34,-0.29,1.050000000000001,成霖,366.67,🔄 轉虧為盈,156.42856870428557,-4.25,-125.22,N/A
2026-03,180.76,N/A,64.5999984741,⚠️ 追價風險,2025,1.1,2732.TWO,142.32,1.09,32.250000000000014,六角,323.08,🚀 利潤擴張,30.046510918186037,7.13,-77.02,N/A
2026-03,307.94,N/A,102.0,✅ 穩健價值,2025,1.03,6569.TWO,134.17000000000002,2.88,96.15,醫揚,442.11,🚀 利潤擴張,15.912636505460219,5.8,-38.68,N/A
2026-03,273.28,N/A,134.5,⚠️ 追價風險,2025,1.57,6166.TW,133.17000000000002,2.35,85.05,凌華,406.45,🚀 利潤擴張,23.721340388007054,17.09,921.74,N/A
2026-03,515.18,54.76%,1805.9896240234,⚠️ 追價風險,2025,3.44,3081.TWO,130.47000000000003,4.66,183.0,聯亞,645.65,🏰 高護城河,148.03193639536067,82.29,884.75,41.27%
2026-03,113.17,N/A,60.4000015259,💎 強力關注,2025,2.21,3356.TW,115.32000000000001,6.21,172.05,奇偶,228.49,🚀 利潤擴張,5.265911205396687,-14.96,-20.59,N/A
2026-03,268.59,N/A,77.8000030518,⚪ 數據不足,2025,0.29,6735.TWO,114.74000000000001,0.33,-7.200000000000001,美達科技,383.33,🚀 利潤擴張,0.0,-4.81,-84.51,N/A
2026-03,-21.56,102.69%,7.3099999428,⚪ 數據不足,2025,-0.02,2601.TW,109.06,-1.63,-33.6,益航,87.5,🏰 高護城河,0.0,-7.78,-365.71,-12.62%
2026-03,161.56,N/A,174.5,⚠️ 追價風險,2025,0.37,7730.TW,108.44,1.73,50.699999999999996,暉盛-創,270.0,🚀 利潤擴張,51.62721893491124,-5.33,-45.51,N/A
2026-03,67.27,N/A,7.5,⚪ 數據不足,2025,0.66,2911.TW,96.19000000000001,2.15,-40.05,麗嬰房,163.46,🚀 利潤擴張,0.0,-16.81,152.83,N/A
2026-03,57.36,87.57%,26.3206176758,⚠️ 追價風險,2025,0.3,3083.TWO,92.64,0.43,13.05,網龍,150.0,🏰 高護城河,30.2535835354023,-7.4,-46.91,12.73%
2026-03,990.52,N/A,39.5499992371,✅ 穩健價值,2025,0.49,6931.TW,89.48000000000002,1.39,44.550000000000004,青松健康,1080.0,🚀 利潤擴張,13.31649805962963,14.16,104.41,N/A
2026-03,486.21,16.92%,23.1499996185,⚪ 數據不足,2025,0.28,1599.TWO,88.79000000000002,-0.84,-24.299999999999994,宏佳騰,575.0,🔄 轉虧為盈,0.0,-18.58,-169.49,-21.33%
2026-03,81.97,28.91%,64.3000030518,⚪ 數據不足,2025,0.06,4147.TWO,84.69999999999999,-0.61,-18.3,中裕,166.67,🔄 轉虧為盈,0.0,0.19,17.57,-58.34%
2026-03,102.97,33.66%,44.5,💎 強力關注,2025,2.78,1339.TW,83.63,2.41,97.8,昭輝,186.6,🚀 利潤擴張,6.825153374233129,-14.02,-51.9,13.17%
2026-03,309.82,30.84%,65.0,💎 強力關注,2025,0.7,2436.TW,83.04000000000002,3.02,81.9,偉詮電,392.86,🚀 利潤擴張,11.904761904761905,15.32,78.06,3.76%
2026-03,97.11,N/A,100.5,⚠️ 追價風險,2025,0.64,6756.TW,81.14999999999999,1.11,45.449999999999996,威鋒電子,178.26,🚀 利潤擴張,33.16831683168317,-8.83,-50.67,N/A
2026-03,62.07,89.44%,73.4000015259,✅ 穩健價值,2025,2.34,3546.TWO,74.29000000000002,1.97,77.99999999999999,宇峻,136.36,🏰 高護城河,14.115384908826924,2.09,-64.44,20.17%
2026-03,26.64,N/A,87.9000015259,⚪ 數據不足,2025,-0.15,7823.TW,73.29,-1.49,0.0,奧義賽博-KY創,99.93,🚀 利潤擴張,0.0,22.72,96.29,N/A
2026-03,-97.71,N/A,14.8999996185,⚪ 數據不足,2025,-0.68,6169.TWO,71.78,-2.43,-96.44999999999999,昱泉,-25.93,🌑 雙重衰退,0.0,19.25,-99.18,N/A
2026-03,578.38,N/A,16.3500003815,⚪ 數據不足,2025,0.3,8354.TWO,71.62,0.14,-17.549999999999997,冠好,650.0,🚀 利潤擴張,0.0,0.63,-91.14,N/A
2026-03,315.9,25.49%,67.6999969482,✅ 穩健價值,2025,1.75,4905.TWO,70.21000000000004,2.76,71.25,台聯電,386.11,🚀 利潤擴張,14.252630936463158,22.56,-5.15,0.20%
2026-03,51.84,N/A,1975.0,⚪ 數據不足,2025,1.02,7828.TWO,69.89999999999999,6.33,0.0,創新服務,121.74,🚀 利潤擴張,0.0,76.4,44.08,N/A
2026-03,58.58,90.85%,15.8500003815,💎 強力關注,2025,0.25,2889.TW,68.69,0.63,22.95,國票金,127.27,🏰 高護城河,10.359477373529412,4.6,3.28,38.94%
2026-03,40.15,82.18%,95.8000030518,💎 強力關注,2025,1.41,4137.TW,67.19999999999999,7.13,257.1,麗豐-KY,107.35,🏰 高護城河,5.589265055530922,-4.63,24.43,20.98%
2026-03,110.52,54.59%,8.2399997711,⚪ 數據不足,2025,0.06,3632.TWO,64.48,-0.38,-15.3,研勤,175.0,🔄 轉虧為盈,0.0,-28.72,-31.03,3.73%
2026-03,42.91,N/A,46.2000007629,⚪ 數據不足,2025,0.6,6986.TWO,63.99000000000001,2.43,0.0,和迅,106.9,🚀 利潤擴張,0.0,2.38,-24.06,N/A
2026-03,111.03,31.44%,34.0999984741,⚪ 數據不足,2025,0.11,4562.TW,63.97,-1.28,-38.1,穎漢,175.0,🔄 轉虧為盈,0.0,-7.78,-184.44,-45.46%
2026-03,-1.0,93.22%,19.2000007629,⚪ 數據不足,2025,-0.27,3064.TWO,63.5,-3.51,-122.4,泰偉,62.5,🏰 高護城河,0.0,-29.69,-7120.0,-55.72%
2026-03,171.79,N/A,35.3499984741,💎 強力關注,2025,1.34,6005.TW,63.21000000000001,2.64,101.7,群益證,235.0,🚀 利潤擴張,5.213864081725664,12.14,17.33,N/A
2026-03,438.18,N/A,36.0499992371,⚠️ 追價風險,2025,0.84,1533.TW,61.81999999999999,0.58,10.049999999999997,車王電,500.0,🚀 利潤擴張,53.80596901059703,19.69,152.25,N/A
2026-03,538.23,20.98%,21.8999996185,✅ 穩健價值,2025,0.56,1904.TW,61.76999999999998,0.74,22.5,正隆,600.0,🚀 利潤擴張,14.599999745666667,-4.85,34.55,7.12%
2026-03,150.03,N/A,85.6999969482,💎 強力關注,2025,1.9,6208.TWO,56.41999999999999,2.52,113.85,日揚,206.45,🚀 利潤擴張,11.291172193438735,-4.59,-26.32,N/A
2026-03,148.33,N/A,49.9500007629,💎 強力關注,2025,1.46,4747.TWO,55.839999999999975,1.19,72.30000000000001,強生,204.17,🚀 利潤擴張,10.363070697697093,-6.81,-36.9,N/A
2026-03,189.01,N/A,88.6999969482,⚪ 數據不足,2025,0.13,8040.TWO,55.43000000000001,-0.6,-18.45,九暘,244.44,🔄 轉虧為盈,0.0,2.65,49.15,N/A
2026-03,185.42,41.95%,38.0499992371,💎 強力關注,2025,2.62,4123.TWO,54.05000000000001,12.33,273.29999999999995,晟德,239.47,🚀 利潤擴張,2.0883643928155875,-6.28,905.92,-106.23%
2026-03,-55.48,N/A,79.4000015259,⚪ 數據不足,2025,-1.43,6934.TW,52.519999999999996,-3.92,0.0,心誠鎂,-2.96,🌑 雙重衰退,0.0,-29.22,-48.08,N/A
2026-03,95.63,N/A,130.0,💎 強力關注,2025,3.29,6574.TWO,51.74000000000001,6.82,252.6,霈方,147.37,🚀 利潤擴張,7.719714964370547,6.51,66.34,N/A
2026-03,91.93,N/A,0.0,⚪ 數據不足,2025,7.68,7711.TW,47.56,13.04,0.0,永擎,139.49,🚀 利潤擴張,0.0,182.72,38.44,N/A
2026-03,359.48,N/A,30.5,✅ 穩健價值,2025,1.01,3287.TWO,46.579999999999984,1.5,31.8,廣寰科,406.06,🚀 利潤擴張,14.386792452830187,23.54,-36.17,N/A
2026-03,66.65,N/A,26.5499992371,💎 強力關注,2025,0.03,9949.TWO,45.849999999999994,5.29,146.54999999999998,琉園,112.5,🚀 利潤擴張,2.717502480767656,-17.0,544.54,N/A
2026-03,15.93,N/A,90.0999984741,💎 強力關注,2025,0.46,6620.TWO,39.24,4.85,172.35,漢達,55.17,🚀 利潤擴張,7.841601259712794,108.17,31.64,N/A
2026-03,264.14,20.64%,70.0999984741,⚪ 數據不足,2025,0.08,2388.TW,35.860000000000014,0.12,-30.6,威盛,300.0,🚀 利潤擴張,0.0,-40.0,-93.75,-8.17%
2026-03,156.04,50.66%,70.4000015259,✅ 穩健價值,2025,1.19,3556.TWO,34.20000000000002,2.15,81.9,禾瑞亞,190.24,🏰 高護城河,12.893773173241758,1.24,-5.7,14.95%
2026-03,10.24,N/A,40.7999992371,⚪ 數據不足,2025,0.87,7821.TW,32.379999999999995,2.99,0.0,神數,42.62,🚀 利潤擴張,0.0,19.28,91.67,N/A
2025-12,6.33,35.24%,0.0,⚪ 數據不足,2025,11.94,2072.TWO,28.590000000000003,7.56,0.0,未知,34.92,🚀 利潤擴張,0.0,15.19,-17.2,30.89%
2026-03,-3.86,N/A,79.8000030518,⚪ 數據不足,2025,-0.36,6794.TW,27.259999999999998,-1.89,-70.05,向榮生技,23.4,🧐 疑業外收益,0.0,-5.58,-13.21,N/A
2026-03,422.96,23.39%,8.2100000381,⚪ 數據不足,2025,0.11,1467.TW,27.04000000000002,-0.45,-28.950000000000003,南緯,450.0,🔄 轉虧為盈,0.0,2.23,-197.83,1.90%
2026-03,16.63,N/A,342.0,⚪ 數據不足,2025,1.62,7768.TW,26.23,3.24,0.0,頌勝科技,42.86,🚀 利潤擴張,0.0,3.08,-27.83,N/A
2026-03,16.63,N/A,0.0,⚪ 數據不足,2025,1.62,7768.TWO,26.23,3.24,0.0,未知,42.86,🚀 利潤擴張,0.0,3.08,-27.83,N/A
2026-03,12.42,21.29%,0.0,⚪ 數據不足,2025,4.33,1623.TW,25.689999999999998,13.61,0.0,大東電,38.11,🚀 利潤擴張,0.0,20.5,11.37,16.93%
2026-03,62.36,80.00%,68.3000030518,💎 強力關注,2025,1.08,2885.TW,20.689999999999998,2.74,105.6,元大金,83.05,🏰 高護城河,9.701704978948865,6.4,-1.08,33.03%
2026-03,25.49,N/A,30.7000007629,✅ 穩健價值,2025,0.32,5604.TWO,19.960000000000004,0.85,33.45,中連,45.45,🚀 利潤擴張,13.766816485605382,0.36,-66.0,N/A
2026-03,451.29,N/A,17.2999992371,💎 強力關注,2025,0.89,6015.TWO,19.539999999999964,0.76,24.599999999999998,宏遠證,470.83,🚀 利潤擴張,10.548780022621951,0.56,-11.63,N/A
2026-03,26.81,N/A,14.0,⚪ 數據不足,2025,-0.19,5202.TWO,18.900000000000002,-0.61,-30.900000000000002,力新,45.71,🚀 利潤擴張,0.0,-8.35,-134.86,N/A
2026-03,22.97,97.25%,39.0,💎 強力關注,2025,0.55,2880.TW,18.060000000000002,1.9,70.8,華南金,41.03,🏰 高護城河,8.26271186440678,4.06,13.1,45.93%
2026-03,216.8,31.93%,133.3999938965,⚠️ 追價風險,2025,0.31,3581.TWO,17.97999999999999,0.81,9.75,博磊,234.78,🚀 利潤擴張,205.23075984076922,13.9,35.0,8.13%
2026-03,16.1,89.95%,12.5500001907,💎 強力關注,2025,0.2,2836.TW,17.229999999999997,0.68,25.200000000000003,高雄銀,33.33,🏰 高護城河,7.47023820875,14.52,28.3,32.37%
2026-03,316.27,N/A,450.5,⚠️ 追價風險,2025,1.67,4991.TWO,15.160000000000025,0.15,11.999999999999998,環宇-KY,331.43,🚀 利潤擴張,563.125,25.43,107.11,N/A
2026-03,-1.82,N/A,37.5999984741,⚪ 數據不足,2025,0.42,7819.TWO,12.35,2.91,0.0,精誠金融,10.53,🧐 疑業外收益,0.0,10.14,14.12,N/A
2026-03,22.04,78.38%,29.7999992371,💎 強力關注,2025,0.69,2883.TW,12.0,1.74,57.14999999999999,凱基金,34.04,🏰 高護城河,7.821522109475066,-12.26,-10.99,39.14%
2026-03,41.94,N/A,34.75,⚪ 數據不足,2025,-0.53,6657.TW,10.350000000000001,-2.92,-109.2,華安,52.29,🚀 利潤擴張,0.0,-0.97,-14.12,N/A
2026-03,19.99,100.00%,2550.0,⚠️ 追價風險,2025,7.98,3529.TWO,9.14,25.6,947.7,力旺,29.13,🏰 高護城河,40.36087369420703,6.74,4.19,60.64%
2026-03,274.7,24.77%,23.2999992371,⚪ 數據不足,2025,0.23,1236.TW,8.629999999999995,-0.43,-14.25,宏亞,283.33,🔄 轉虧為盈,0.0,-8.31,-53.57,-4.59%
2026-03,145.6,27.77%,19.2000007629,⚪ 數據不足,2025,0.25,1598.TW,7.890000000000015,-3.35,-89.10000000000001,岱宇,153.49,🔄 轉虧為盈,0.0,-15.19,-827.91,-13.99%
2026-03,48.18,N/A,68.5,✅ 穩健價值,2025,0.39,8272.TWO,7.82,4.66,136.05,全景軟體,56.0,🚀 利潤擴張,7.552370452039691,15.86,24.93,N/A
2026-03,30.02,84.77%,23.5499992371,⚠️ 追價風險,2025,0.11,2901.TW,7.48,0.38,13.5,欣欣,37.5,🏰 高護城河,26.166665819,-2.15,-7.32,20.24%
2026-03,-11.29,N/A,0.0,⚪ 數據不足,2025,-0.19,4178.TWO,5.7299999999999995,-0.92,0.0,未知,-5.56,🌑 雙重衰退,0.0,-3.6,14.95,N/A
2026-03,-11.29,N/A,18.1000003815,⚪ 數據不足,2025,-0.19,4178.TW,5.7299999999999995,-0.92,0.0,永笙-KY,-5.56,🌑 雙重衰退,0.0,-3.6,14.95,N/A
2026-03,109.17,N/A,26.3500003815,✅ 穩健價值,2025,1.5,6195.TWO,5.1200000000000045,0.99,63.6,詩肯,114.29,🚀 利潤擴張,6.214622731485848,-3.57,-38.13,N/A
2026-03,12.57,83.45%,47.0,✅ 穩健價值,2025,0.63,2886.TW,4.100000000000001,2.36,91.94999999999999,兆豐金,16.67,🏰 高護城河,7.667210440456771,-1.77,0.85,33.61%
2026-03,12.87,73.82%,38.4000015259,⚠️ 追價風險,2025,0.07,3094.TW,3.8000000000000025,0.25,7.35,聯傑,16.67,🏰 高護城河,78.36735005285715,13.2,41.18,-7.29%
2026-03,296.51,N/A,57.2000007629,⚪ 數據不足,2025,0.24,4939.TWO,3.490000000000009,-0.43,-22.2,亞電,300.0,🔄 轉虧為盈,0.0,-8.05,-326.32,N/A
2026-03,2.45,N/A,43.2000007629,⚪ 數據不足,2025,0.73,7839.TWO,3.3499999999999996,2.56,0.0,達人網,5.8,🚀 利潤擴張,0.0,8.14,18.52,N/A
2026-03,32.83,N/A,39.25,⚠️ 追價風險,2025,-0.25,7777.TWO,3.0700000000000003,0.58,12.149999999999999,能率亞洲,35.9,🚀 利潤擴張,48.45679012345679,15.88,-16.92,N/A
2026-03,68.9,64.17%,32.4500007629,✅ 穩健價值,2025,0.89,2941.TWO,2.25,2.35,100.35000000000001,米斯特,71.15,🏰 高護城河,4.8505232829446925,12.71,-27.47,2.03%
2026-03,36.86,91.47%,10.5,✅ 穩健價值,2025,0.28,2897.TW,2.030000000000001,0.61,26.1,王道銀行,38.89,🏰 高護城河,6.0344827586206895,-2.09,-35.48,32.72%
2026-03,42.24,N/A,25.5499992371,⚪ 數據不足,2025,-0.26,4190.TW,0.9399999999999977,-1.59,-73.20000000000002,佐登-KY,43.18,🚀 利潤擴張,0.0,1.27,67.52,N/A
