Quantum AI Pro 分析報告 (20260319)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                   Reason
   6902.TW                        GOGOLOOK    6.5    76.90 🚀 極強勢攻擊   35.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(37.39%) | 董監持股增加】
  3088.TWO                              艾訊    6.5    83.10 🚀 極強勢攻擊   45.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(50.04%) | 董監持股增加】
  5536.TWO                             聖暉*    6.5   680.00 🚀 極強勢攻擊   50.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
  4556.TWO                              旭然    5.5    28.50 🚀 極強勢攻擊   55.6%          趨勢強勁 / 【EPS連2成長 | 營收爆發(31.02%)】
   2423.TW                              固緯    5.5    48.35 🚀 極強勢攻擊   50.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(46.67%)】
  3663.TWO                              鑫科    5.5    74.50 🚀 極強勢攻擊   38.5%         趨勢強勁 / 【EPS連2成長 | 營收爆發(157.91%)】
   4770.TW                              上品    5.5   232.00 🚀 極強勢攻擊   30.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(51.15%)】
  5498.TWO                              凱崴    5.5    62.80 🚀 極強勢攻擊   53.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(54.92%)】
   4967.TW                              十銓    5.5   271.00 🚀 極強勢攻擊   50.0%         趨勢強勁 / 【EPS連2成長 | 營收爆發(112.73%)】
  4973.TWO                              廣穎    5.5    98.20 🚀 極強勢攻擊   70.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
   8462.TW                              柏文    5.5   143.00 🚀 極強勢攻擊    0.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(30.55%)】
  4806.TWO                            桂田文創    5.5    11.75 🚀 極強勢攻擊   31.6%         趨勢強勁 / 【EPS連2成長 | 營收爆發(203.86%)】
  4542.TWO                              科嶠    5.0   196.00 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【營收爆發(96.66%) | 董監持股增加】
   3036.TW                              文曄    5.0   250.00 🚀 極強勢攻擊   89.5%          趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
  3093.TWO                             港建*    5.0    53.90 🚀 極強勢攻擊   63.2%            趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
   5706.TW                              鳳凰    4.5    51.50 🚀 極強勢攻擊   33.3%                趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   6120.TW                              達運    4.5    13.35 🚀 極強勢攻擊   61.5%                趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  8299.TWO                              群聯    4.5  1960.00 🚀 極強勢攻擊   42.1%       【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   3706.TW                              神達    4.0    82.10 🚀 極強勢攻擊   43.8%                    趨勢強勁 / 【營收爆發(34.35%)】
   2406.TW                              國碩    4.0    36.45 🚀 極強勢攻擊   56.2%                   趨勢強勁 / 【營收爆發(188.65%)】
  6016.TWO                             康和證    4.0    17.60 🚀 極強勢攻擊   42.1%                   趨勢強勁 / 【營收爆發(151.85%)】
  7583.TWO                            國際海洋    4.0    73.00 🚀 極強勢攻擊   54.5%                    趨勢強勁 / 【營收爆發(64.81%)】
   6139.TW                              亞翔    4.0   587.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(87.64%)】
  8472.TWO                             夠麻吉    4.0    80.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(30.76%)】
   6024.TW                             群益期    4.0    55.00 🚀 極強勢攻擊   42.9%                   趨勢強勁 / 【營收爆發(152.89%)】
  6223.TWO                              旺矽    4.0  3665.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(33.06%)】
  3066.TWO                              李洲    4.0    24.00 🚀 極強勢攻擊   58.3%                    趨勢強勁 / 【營收爆發(42.57%)】
   6531.TW                             愛普*    4.0   551.00 🚀 極強勢攻擊   75.0%                   趨勢強勁 / 【營收爆發(146.68%)】
  5514.TWO                              三豐    4.0    16.10 🚀 極強勢攻擊   40.0%                  趨勢強勁 / 【營收爆發(6851.87%)】
  6727.TWO                            亞泰金屬    4.0   299.50 🚀 極強勢攻擊   61.5%                    趨勢強勁 / 【營收爆發(265.8%)】
   6477.TW                              安集    4.0    37.60 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(78.94%)】
   3033.TW                              威健    4.0    35.20 🚀 極強勢攻擊   30.8%                    趨勢強勁 / 【營收爆發(59.01%)】
   2414.TW                              精技    4.0    44.10 🚀 極強勢攻擊   42.9%                    趨勢強勁 / 【營收爆發(54.11%)】
   2425.TW                              承啟    4.0    31.00 🚀 極強勢攻擊    0.0%                    趨勢強勁 / 【營收爆發(43.93%)】
   2010.TW                              春源    4.0    24.75 🚀 極強勢攻擊   46.7%                    趨勢強勁 / 【營收爆發(30.29%)】
  6788.TWO                             華景電    4.0   371.00 🚀 極強勢攻擊   66.7%                    趨勢強勁 / 【營收爆發(35.54%)】
  4721.TWO                             美琪瑪    4.0    72.00 🚀 極強勢攻擊   33.3%                     趨勢強勁 / 【營收爆發(31.1%)】
   2308.TW                             台達電    4.0  1455.00 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(32.87%)】
  5345.TWO                              馥鴻    4.0    22.50 🚀 極強勢攻擊    0.0%                   趨勢強勁 / 【營收爆發(214.64%)】
  5351.TWO                              鈺創    4.0    84.30 🚀 極強勢攻擊   53.3%                   趨勢強勁 / 【營收爆發(310.99%)】
  5205.TWO                              中茂    4.0    27.35 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(204.44%)】
  6903.TWO                              巨漢    4.0   312.00 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(586.45%)】
  6265.TWO                             方土昶    4.0    46.15 🚀 極強勢攻擊   66.7%                   趨勢強勁 / 【營收爆發(435.72%)】
  1294.TWO                            漢田生技    4.0    83.60 🚀 極強勢攻擊   14.3%                   趨勢強勁 / 【營收爆發(117.94%)】
   8112.TW                              至上    4.0    91.70 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(136.81%)】
  7781.TWO                            昕力資*    4.0    33.55 🚀 極強勢攻擊   40.0%                    趨勢強勁 / 【營收爆發(42.08%)】
  3555.TWO                             博士旺    4.0   224.50 🚀 極強勢攻擊   66.7%                  趨勢強勁 / 【營收爆發(3727.37%)】
   3702.TW                             大聯大    4.0    93.00 🚀 極強勢攻擊   72.2%                    趨勢強勁 / 【營收爆發(44.57%)】
   8996.TW                              高力    4.0   951.00 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(205.73%)】
  6637.TWO                              醫影    4.0    74.20 🚀 極強勢攻擊   54.5%                   趨勢強勁 / 【營收爆發(196.31%)】
   2451.TW                              創見    4.0   309.00 🚀 極強勢攻擊   45.5%                   趨勢強勁 / 【營收爆發(246.28%)】
  6739.TWO                            竹陞科技    2.0  1210.00  📈 多頭續攻   63.2%                           【營收爆發(90.86%)】
   6166.TW                              凌華    2.0    60.50  📈 多頭續攻   42.1%                           【營收爆發(58.39%)】
   3023.TW                              信邦    2.0   245.50  📈 多頭續攻   52.6%                                     趨勢強勁
   6672.TW                         騰輝電子-KY    2.0   112.00  📈 多頭續攻   20.0%                                     趨勢強勁
   2889.TW                             國票金    2.0    16.05  📈 多頭續攻   54.5%                          【營收爆發(102.15%)】
   3694.TW                              海華    2.0    57.00  📈 多頭續攻   42.9%                           【營收爆發(58.57%)】
   3062.TW                              建漢    2.0    24.15  📈 多頭續攻   27.3%                           【營收爆發(67.97%)】
   6515.TW                              穎崴    2.0  7210.00  📈 多頭續攻   66.7%                                     趨勢強勁
   2383.TW                             台光電    2.0  2890.00  📈 多頭續攻   58.8%                           【營收爆發(45.01%)】
   5519.TW                              隆大    2.0    33.75  📈 多頭續攻    0.0%                           趨勢強勁 / 【無財報資料】
  6870.TWO                              騰雲    2.0   195.50  📈 多頭續攻   60.0%                           趨勢強勁 / 【無財報資料】
   2548.TW                              華固    2.0   116.50  📈 多頭續攻   46.7%                        【營收爆發(19257.44%)】
   2520.TW                              冠德    2.0    31.70  📈 多頭續攻   50.0%                           趨勢強勁 / 【無財報資料】
   6168.TW                              宏齊    2.0    23.75  📈 多頭續攻   44.4%                           趨勢強勁 / 【無財報資料】
   2345.TW                              智邦    2.0  1590.00  📈 多頭續攻   47.4%                            【營收爆發(82.7%)】
  00662.TW                        富邦NASDAQ    2.0   100.15  📈 多頭續攻   50.0%                                     趨勢強勁
   1718.TW                              中纖    2.0     7.66  📈 多頭續攻   53.3%                                     趨勢強勁
  6547.TWO                            高端疫苗    2.0    45.10  📈 多頭續攻   52.6%                           趨勢強勁 / 【無財報資料】
  3360.TWO                              尚立    2.0    15.30  📈 多頭續攻   42.1%                          【營收爆發(152.72%)】
  3260.TWO                              威剛    2.0   525.00  📈 多頭續攻   61.5%                           【營收爆發(114.3%)】
   1460.TW                              宏遠    2.0     6.92  📈 多頭續攻   20.0%                                     趨勢強勁
   4938.TW                              和碩    2.0    77.30  📈 多頭續攻   41.7%                                     趨勢強勁
  4541.TWO                              晟田    2.0    41.20  📈 多頭續攻   47.4%                           【營收爆發(83.73%)】
   1516.TW                              川飛    2.0    22.30  📈 多頭續攻   40.0%                                     趨勢強勁
   1776.TW                              展宇    2.0    16.35  📈 多頭續攻   50.0%                           趨勢強勁 / 【無財報資料】
   2897.TW                            王道銀行    2.0     9.90  📈 多頭續攻   50.0%                           【營收爆發(55.65%)】
  3691.TWO                              碩禾    2.0   116.00  📈 多頭續攻   56.2%                          【營收爆發(195.71%)】
   3533.TW                              嘉澤    2.0  2030.00  📈 多頭續攻   55.0%                           【營收爆發(31.46%)】
   1308.TW                              亞聚    2.0    16.05  📈 多頭續攻   25.0%                                     趨勢強勁
  8255.TWO                              朋程    2.0   127.50  📈 多頭續攻   60.0%                                     趨勢強勁
 00686R.TW                        群益臺灣加權反1    2.0     1.39  📈 多頭續攻   54.5%                                     趨勢強勁
   2348.TW                              海悅    2.0    82.90  📈 多頭續攻   71.4%                           趨勢強勁 / 【無財報資料】
  3693.TWO                              營邦    2.0   583.00  📈 多頭續攻   36.8%                                     趨勢強勁
   3167.TW                              大量    2.0   357.00  📈 多頭續攻   70.6%                          【營收爆發(123.02%)】
00864B.TWO                       中信美國公債0-1    2.0    46.67  📈 多頭續攻   43.8%                                     趨勢強勁
  7738.TWO                            東聯互動    2.0   200.50  📈 多頭續攻   60.0%                                     趨勢強勁
  5291.TWO                              邑昇    2.0    60.90  📈 多頭續攻   57.9%                           【營收爆發(34.27%)】
  8027.TWO                              鈦昇    2.0   106.00  📈 多頭續攻   50.0%                           【營收爆發(62.78%)】
  8093.TWO                              保銳    2.0    19.70  📈 多頭續攻   45.5%                                     趨勢強勁
  5548.TWO                              安倉    2.0    23.50  📈 多頭續攻   41.2%                           【營收爆發(95.11%)】
   8271.TW                              宇瞻    2.0   208.50  📈 多頭續攻   70.6%                          【營收爆發(193.82%)】
  1799.TWO                              易威    2.0    40.70  📈 多頭續攻   15.4%                           趨勢強勁 / 【無財報資料】
   4540.TW                            全球傳動    2.0    45.85  📈 多頭續攻   12.5%                           【營收爆發(85.11%)】
  3158.TWO                              嘉實    2.0    92.40  📈 多頭續攻   60.0%                                     趨勢強勁
 00648R.TW                      元大S&P500反1    2.0     4.54  📈 多頭續攻   55.0%                                     趨勢強勁
   1309.TW                             台達化    2.0    17.15  📈 多頭續攻   41.7%                                     趨勢強勁
  8038.TWO                             長園科    2.0    44.15  📈 多頭續攻   62.5%                          【營收爆發(643.82%)】
   3040.TW                              遠見    2.0    48.50  📈 多頭續攻   57.9%                                     趨勢強勁
  00904.TW                       新光臺灣半導體30    2.0    29.84  📈 多頭續攻   30.0%                                     趨勢強勁
  3684.TWO                              榮昌    2.0    60.10  📈 多頭續攻   36.8%                           【營收爆發(30.66%)】
   6426.TW                              統新    2.0   174.00  📈 多頭續攻   68.4%                          【營收爆發(100.66%)】
   2360.TW                              致茂    2.0  1595.00  📈 多頭續攻   63.2%                           【營收爆發(86.04%)】
   2851.TW                             中再保    2.0    30.35  📈 多頭續攻   26.3%                           趨勢強勁 / 【無財報資料】
  5348.TWO                           正能量智能    2.0    17.15  📈 多頭續攻   40.0%                                     趨勢強勁
   3715.TW                            定穎投控    2.0   190.50  📈 多頭續攻   28.6%                                     趨勢強勁
   2468.TW                              華經    2.0    40.85  📈 多頭續攻   55.0%                                     趨勢強勁
   8016.TW                              矽創    2.0   199.00  📈 多頭續攻    0.0%                                     趨勢強勁
   1512.TW                              瑞利    2.0     7.66  📈 多頭續攻   73.7%                           趨勢強勁 / 【無財報資料】
   2357.TW                              華碩    2.0   578.00  📈 多頭續攻   46.7%                           【營收爆發(79.97%)】
  6122.TWO                              擎邦    2.0    51.70  📈 多頭續攻   57.1%                                     趨勢強勁
   2342.TW                              茂矽    2.0    33.00  📈 多頭續攻   38.9%                                     趨勢強勁
  6894.TWO                             衛司特    2.0   374.50  📈 多頭續攻   64.3%                           【營收爆發(55.42%)】
  2887I.TW     TS FINANCIAL HOLDING CO LTD    2.0     9.32  📈 多頭續攻   11.1%                          【營收爆發(117.67%)】
   6165.TW                              浪凡    2.0    48.05  📈 多頭續攻   37.5%                           趨勢強勁 / 【無財報資料】
  6423.TWO                             億而得    2.0    89.20  📈 多頭續攻   50.0%                                     趨勢強勁
00981B.TWO                        第一金優選非投債    2.0     9.26  📈 多頭續攻   42.9%                                     趨勢強勁
   7750.TW                              新代    2.0  1440.00  📈 多頭續攻   65.0%                          【營收爆發(102.92%)】
   1722.TW                              台肥    2.0    47.20  📈 多頭續攻   16.7%                           趨勢強勁 / 【無財報資料】
   4916.TW                             事欣科    2.0    63.90  📈 多頭續攻   52.9%                           【營收爆發(40.99%)】
 00953B.TW                        群益優選非投等債    2.0     9.65  📈 多頭續攻   55.6%                                     趨勢強勁
