股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2388.TW,2026-03-20,55.3,2026-03-23,54.4,2026-03-31,51.7,-4.96%,-0.04963236557474226,交易結束,2388.TW 威盛
6244.TWO,2026-02-04,26.95,2026-02-05,27.9,2026-02-11,24.25,-13.08%,-0.13082436087489227,交易結束,6244.TWO 茂迪
6244.TWO,2026-02-25,33.0,2026-02-26,33.45,2026-03-10,31.7,-5.23%,-0.05231688968871275,交易結束,6244.TWO 茂迪
6168.TW,2026-01-07,20.8,2026-01-08,20.8,2026-01-12,19.8,-4.81%,-0.04807692484028298,交易結束,6168.TW 宏齊
6168.TW,2026-01-21,21.2,2026-01-22,21.3,2026-02-02,20.3,-4.69%,-0.046948358489056465,交易結束,6168.TW 宏齊
6168.TW,2026-03-16,22.9,2026-03-17,23.0,2026-03-31,22.9,-0.43%,-0.004347842673913011,交易結束,6168.TW 宏齊
6168.TW,2026-04-09,27.7,2026-04-10,27.55,持股中,26.45,-3.99%,-0.03992735044140019,續抱中,6168.TW 宏齊
6443.TW,2026-01-07,28.4,2026-01-08,29.8,2026-01-30,38.2,28.19%,0.28187925304851275,交易結束,6443.TW 元晶
6443.TW,2026-02-03,42.2,2026-02-04,42.4,2026-02-09,41.9,-1.18%,-0.011792452405799453,交易結束,6443.TW 元晶
4989.TW,2026-01-02,54.3,2026-01-05,54.0,2026-01-09,49.5,-8.33%,-0.08333333333333333,交易結束,4989.TW 榮科
4989.TW,2026-01-14,60.5,2026-01-15,61.5,2026-01-26,57.5,-6.50%,-0.06504065040650407,交易結束,4989.TW 榮科
4989.TW,2026-02-26,64.2,2026-03-02,62.3,2026-03-10,63.6,2.09%,0.02086676168409706,交易結束,4989.TW 榮科
9933.TW,2026-01-13,32.55,2026-01-14,32.75,2026-01-22,32.5,-0.76%,-0.007633587786259542,交易結束,9933.TW 中鼎
9933.TW,2026-03-24,36.5,2026-03-25,36.9,2026-03-31,35.2,-4.61%,-0.04607047947699352,交易結束,9933.TW 中鼎
3437.TW,2026-01-28,16.7,2026-01-29,17.2,2026-02-03,15.9,-7.56%,-0.07558145853133168,交易結束,3437.TW 榮創
3437.TW,2026-02-05,16.95,2026-02-06,16.65,2026-02-10,15.55,-6.61%,-0.06606603321346498,交易結束,3437.TW 榮創
3437.TW,2026-03-12,17.65,2026-03-13,19.0,2026-03-27,21.55,13.42%,0.1342104861631579,交易結束,3437.TW 榮創
3221.TWO,2026-01-14,26.1,2026-01-15,28.2,2026-01-23,25.75,-8.69%,-0.08687945732693837,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-01-29,28.0,2026-01-30,28.75,2026-02-03,27.15,-5.57%,-0.05565218718260867,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-04,31.15,2026-02-05,30.05,2026-02-09,28.6,-4.83%,-0.04825287495547816,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-26,31.75,2026-03-02,31.5,2026-03-09,27.4,-13.02%,-0.13015874226984125,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-03-30,36.85,2026-03-31,35.9,2026-04-07,36.0,0.28%,0.0027854726977616976,交易結束,3221.TWO 台嘉碩
4720.TW,2026-01-02,16.6,2026-01-05,18.25,2026-01-14,17.3,-5.21%,-0.05205483632328768,交易結束,4720.TW 德淵
4720.TW,2026-04-09,19.7,2026-04-10,19.6,持股中,20.0,2.04%,0.020408143403790515,續抱中,4720.TW 德淵
3673.TW,2026-01-14,43.7,2026-01-15,43.75,2026-01-22,42.95,-1.83%,-0.018285696848000077,交易結束,3673.TW TPK-KY
3673.TW,2026-04-07,48.7,2026-04-08,51.3,持股中,64.5,25.73%,0.257309960218358,續抱中,3673.TW TPK-KY
6175.TWO,2026-01-14,55.9,2026-01-15,56.2,2026-01-22,54.5,-3.02%,-0.030249123484393958,交易結束,6175.TWO 立敦
6175.TWO,2026-03-13,48.45,2026-03-16,48.8,2026-03-24,46.1,-5.53%,-0.055327885352656744,交易結束,6175.TWO 立敦
6175.TWO,2026-04-13,58.0,2026-04-14,59.1,持股中,58.6,-0.85%,-0.008460237105067273,續抱中,6175.TWO 立敦
4979.TWO,2026-01-28,322.0,2026-01-29,330.0,2026-03-09,341.5,3.48%,0.03484848484848485,交易結束,4979.TWO 華星光
3532.TW,2026-01-07,119.0,2026-01-08,121.0,2026-02-02,139.0,14.88%,0.1487603305785124,交易結束,3532.TW 台勝科
3532.TW,2026-04-10,165.5,2026-04-13,173.5,持股中,181.5,4.61%,0.04610951008645533,續抱中,3532.TW 台勝科
8289.TWO,2026-01-02,20.75,2026-01-05,21.0,2026-01-07,20.5,-2.38%,-0.023809523809523808,交易結束,8289.TWO 泰藝
8289.TWO,2026-01-12,20.7,2026-01-13,20.8,2026-01-28,24.8,19.23%,0.19230769936113193,交易結束,8289.TWO 泰藝
8289.TWO,2026-02-04,27.25,2026-02-05,28.5,2026-03-10,33.6,17.89%,0.17894731488070167,交易結束,8289.TWO 泰藝
8289.TWO,2026-03-25,38.8,2026-03-26,38.9,2026-03-27,36.05,-7.33%,-0.0732648374551461,交易結束,8289.TWO 泰藝
8027.TWO,2026-03-23,117.0,2026-03-24,118.5,2026-04-09,133.5,12.66%,0.12658227848101267,交易結束,8027.TWO 鈦昇
5439.TWO,2026-03-26,301.0,2026-03-27,295.5,2026-04-01,281.0,-4.91%,-0.049069373942470386,交易結束,5439.TWO 高技
5439.TWO,2026-04-09,327.0,2026-04-10,334.5,持股中,380.0,13.60%,0.13602391629297458,續抱中,5439.TWO 高技
