rev_yoy,date,name,pe,prev_year,price,prev_eps_yoy,expansion,prev_eps,eps_yoy,prev_rev_yoy,status,est_price,advice,symbol,om,eps,gm
395.99,2026-03,新紡,3.5303776683087023,2025,64.5,41.38,2337.34,4.11,2733.33,12.31,🚀 利潤擴張,274.05000000000007,💎 強力關注,1419.TW,10.89%,9.37,27.15%
726.37,2026-03,一詮,411.4754098360655,2025,251.0,175.0,2173.63,0.22,2900.0,10.09,🚀 利潤擴張,9.150000000000002,⚠️ 追價風險,2486.TW,1.35%,0.29,15.86%
205.99,2026-03,虹光,8.599138259870688,2025,19.9500007629,110.31,1694.01,0.72,1900.0,13.61,🚀 利潤擴張,34.800000000000004,💎 強力關注,2380.TW,0.24%,0.4,24.41%
1769.87,2026-03,嘉晶,542.1052631578949,2025,103.0,-92.39,1630.13,0.07,3400.0,-5.25,🚀 利潤擴張,2.849999999999999,⚠️ 追價風險,3016.TW,4.89%,0.35,11.81%
1383.79,2026-03,南亞,99.99999999999999,2025,186.0,35.71,1516.21,0.57,2900.0,0.12,🚀 利潤擴張,27.900000000000006,⚠️ 追價風險,1303.TW,2.06%,1.8,9.25%
1031.36,2026-03,映泰,35.84677480879033,2025,44.4500007629,275.0,1335.3100000000002,0.15,2366.67,-14.09,🚀 利潤擴張,18.599999999999998,⚠️ 追價風險,2399.TW,-12.67%,1.48,8.40%
974.97,2026-03,永純,32.74509953509804,2025,16.7000007629,50.0,1225.03,0.15,2200.0,-4.5,🚀 利潤擴張,7.65,⚠️ 追價風險,4711.TWO,2.47%,0.23,14.61%
142.36,2026-03,中纖,25.243903369512193,2025,10.3500003815,250.0,1157.6399999999999,0.09,1300.0,-0.24,🚀 利潤擴張,6.15,⚠️ 追價風險,1718.TW,18.72%,0.17,41.46%
120.91,2026-03,倚強科,15.533333672422222,2025,69.9000015259,406.67,1154.09,1.52,1275.0,49.68,🏰 高護城河,67.5,✅ 穩健價值,3219.TWO,-15.39%,0.48,69.49%
536.39,2026-03,邑昇,77.16216010013514,2025,57.0999984741,-17.95,1063.6100000000001,0.31,1600.0,9.81,🚀 利潤擴張,11.1,⚠️ 追價風險,5291.TWO,N/A,0.17,N/A
117.67,2026-03,星通,10.783939106290632,2025,56.4000015259,-6.25,982.33,3.45,1100.0,4.27,🏰 高護城河,78.44999999999999,💎 強力關注,3025.TW,43.45%,0.6,68.55%
1792.89,2026-03,十銓,5.957446808510639,2025,266.0,110.31,807.1099999999999,13.06,2600.0,2.46,🚀 利潤擴張,669.75,💎 強力關注,4967.TW,N/A,27.0,N/A
280.55,2026-03,所羅門,133.8983050847458,2025,158.0,46.43,733.74,1.23,1014.29,21.27,🚀 利潤擴張,17.699999999999996,⚠️ 追價風險,2359.TW,2.82%,0.78,24.10%
496.76,2026-03,中化生,0.0,2025,35.4000015259,-566.18,714.3499999999999,-4.39,1211.11,-40.26,🔄 轉虧為盈,-85.05,⚪ 數據不足,1762.TW,-143.69%,1.64,-78.82%
2018.02,2026-03,晶豪科,103.5123966942149,2025,250.5,-51.41,648.6500000000001,0.87,2666.67,8.08,🚀 利潤擴張,36.29999999999999,⚠️ 追價風險,3006.TW,20.25%,7.22,32.33%
510.23,2026-03,盟立,0.0,2025,180.5,-266.0,589.77,-0.84,1100.0,-10.95,🔄 轉虧為盈,-26.55,⚪ 數據不足,2464.TW,-3.37%,0.24,17.62%
1484.6,2026-03,創見,7.270636340403782,2025,284.5,140.33,583.2200000000003,12.98,2067.82,69.84,🏰 高護城河,586.95,💎 強力關注,2451.TW,55.59%,18.93,61.62%
224.53,2026-03,台鋼建設,6.224489698622447,2025,12.1999998093,89.09,582.14,-0.07,806.67,58.31,🔄 轉虧為盈,29.400000000000006,💎 強力關注,3521.TWO,-147.39%,2.12,-40.24%
1184.49,2026-03,南港,16.10294042848039,2025,32.8499984741,-68.84,579.1500000000001,1.01,1763.64,-44.61,🚀 利潤擴張,30.6,⚪ 中性觀察,2101.TW,4.39%,1.86,20.96%
543.13,2026-03,高鋒,0.0,2025,45.2999992371,-197.14,556.87,-1.02,1100.0,-2.21,🔄 轉虧為盈,-36.6,⚪ 數據不足,4510.TWO,-1.97%,0.2,14.87%
688.27,2026-03,微端,35.33333188009524,2025,37.0999984741,-40.68,511.73,0.7,1200.0,-19.66,🚀 利潤擴張,15.75,⚠️ 追價風險,3285.TWO,8.69%,0.26,28.61%
43.25,2026-03,GOGOLOOK,36.455331412103746,2025,126.5,222.58,487.52,1.58,530.77,20.92,🚀 利潤擴張,52.05,⚠️ 追價風險,6902.TW,N/A,1.64,N/A
335.75,2026-03,鑫永洋,0.0,2025,18.9818592072,74.6,484.25,-0.16,820.0,5.06,🔄 轉虧為盈,-7.499999999999999,⚪ 數據不足,6241.TWO,N/A,0.46,N/A
727.58,2026-03,綠電,34.5762705398305,2025,20.3999996185,-42.59,472.41999999999996,0.31,1200.0,-6.1,🚀 利潤擴張,8.850000000000001,⚠️ 追價風險,8440.TWO,N/A,0.22,N/A
-25.82,2026-03,富田-創,0.0,2025,87.1999969482,-1.45,444.74,2.72,418.92,-41.11,🧐 疑業外收益,0.0,⚪ 數據不足,4590.TW,-0.34%,1.21,30.54%
187.7,2026-03,麗正,37.28448275862068,2025,43.25,-34.67,412.3,0.49,600.0,11.66,🚀 利潤擴張,17.400000000000002,⚠️ 追價風險,2302.TW,11.05%,0.25,36.04%
646.87,2026-03,華邦電,64.88970588235294,2025,176.5,576.92,390.63,0.88,1037.5,9.55,🚀 利潤擴張,40.8,⚠️ 追價風險,2344.TW,15.37%,2.25,41.86%
6.45,2026-03,宏�砦C戲-創,0.0,2025,30.8500003815,5.88,381.05,1.44,387.5,28.36,🚀 利潤擴張,0.0,⚪ 數據不足,6908.TW,N/A,0.41,N/A
359.78,2026-03,應廣,24.448529411764703,2025,133.0,-49.65,356.01,2.19,715.79,-15.3,🚀 利潤擴張,81.60000000000001,⚠️ 追價風險,6716.TWO,N/A,1.59,N/A
37.41,2026-03,寶碩,22.038461245000004,2025,28.6499996185,207.35,342.59000000000003,0.73,380.0,9.95,🚀 利潤擴張,19.499999999999996,⚠️ 追價風險,5210.TWO,N/A,0.24,N/A
750.53,2026-03,鈺鎧,0.0,2025,41.9000015259,90.52,339.47,-0.2,1090.0,25.85,🔄 轉虧為盈,-8.4,⚪ 數據不足,5228.TWO,N/A,0.99,N/A
179.43,2026-03,亞洲藏壽司,11.150729830113454,2025,68.8000030518,1.73,338.21999999999997,2.35,517.65,5.96,🚀 利潤擴張,92.55,💎 強力關注,2754.TWO,N/A,1.42,N/A
237.41,2026-03,旭然,42.50000173397728,2025,74.8000030518,170.59,312.59000000000003,0.92,550.0,-3.75,🚀 利潤擴張,26.4,⚠️ 追價風險,4556.TWO,14.30%,0.13,42.07%
343.32,2026-03,協禧,14.104046022254336,2025,24.3999996185,-29.63,306.68,0.57,650.0,-5.82,🚀 利潤擴張,25.95,✅ 穩健價值,3071.TWO,7.94%,0.15,30.11%
849.86,2026-03,群聯,14.268345015019312,2025,1995.0,3.78,293.43999999999994,41.98,1143.3,23.29,🚀 利潤擴張,2097.2999999999997,✅ 穩健價值,8299.TWO,N/A,68.8,N/A
270.3,2026-03,慧智,0.0,2025,33.8499984741,-150.59,276.36999999999995,-0.43,546.67,-14.91,🔄 轉虧為盈,-2.2499999999999996,⚪ 數據不足,6615.TWO,N/A,0.67,N/A
371.03,2026-03,康舒,0.0,2025,45.0,550.0,268.97,0.18,640.0,0.1,🚀 利潤擴張,-9.150000000000002,⚪ 數據不足,6282.TW,N/A,0.27,N/A
186.87,2026-03,三貝德,0.0,2025,22.8999996185,55.83,258.58,-0.76,445.45,5.03,🔄 轉虧為盈,-20.1,⚪ 數據不足,8489.TWO,N/A,0.38,N/A
473.51,2026-03,事欣科,12.381546515187035,2025,99.3000030518,8050.0,228.27999999999997,1.77,701.79,0.89,🚀 利潤擴張,120.3,✅ 穩健價值,4916.TW,8.07%,4.49,18.73%
292.4,2026-03,銘旺實,5.340135989557823,2025,15.6999998093,-66.67,226.35000000000002,0.88,518.75,-3.15,🚀 利潤擴張,44.1,💎 強力關注,4432.TWO,N/A,2.97,N/A
132.31,2026-03,中美實,9.877551331836735,2025,9.6800003052,51.72,217.69,0.88,350.0,-61.59,🚀 利潤擴張,14.700000000000001,💎 強力關注,4702.TWO,-88.29%,0.45,35.38%
297.67,2026-03,東哥遊艇,4.314797933758736,2025,142.0,33.97,215.22999999999996,13.25,512.9,5.83,🚀 利潤擴張,493.65000000000003,💎 強力關注,8478.TW,N/A,3.8,N/A
713.51,2026-03,大亞,7.221135327964775,2025,36.9000015259,-21.15,211.49,1.65,925.0,3.39,🚀 利潤擴張,76.65,💎 強力關注,1609.TW,8.70%,0.66,13.61%
26.54,2026-03,聯嘉投控,0.0,2025,22.1499996185,-80.0,186.79000000000002,0.08,213.33,3.55,🚀 利潤擴張,0.0,⚪ 數據不足,3717.TW,7.12%,0.47,19.34%
80.73,2026-03,巨虹,0.0,2025,49.2999992371,-280.2,185.94,-1.82,266.67,-10.9,🔄 轉虧為盈,-43.199999999999996,⚪ 數據不足,8084.TWO,N/A,0.33,N/A
542.69,2026-03,東浦,8.086124523588516,2025,50.7000007629,25.64,185.43999999999994,2.02,728.13,18.23,🚀 利潤擴張,94.05,💎 強力關注,3290.TWO,14.85%,2.65,30.40%
385.95,2026-03,同協,0.0,2025,16.0499992371,-177.27,164.05,-0.17,550.0,-15.68,🔄 轉虧為盈,-7.95,⚪ 數據不足,5460.TWO,N/A,0.09,N/A
116.02,2026-03,未知,0.0,2025,0.0,1640.0,160.65000000000003,1.54,276.67,32.98,🚀 利潤擴張,0.0,⚪ 數據不足,4582.TWO,N/A,0.53,N/A
116.02,2026-03,聚恆-創,0.0,2025,23.6499996185,1640.0,160.65000000000003,1.54,276.67,32.98,🚀 利潤擴張,0.0,⚪ 數據不足,4582.TW,N/A,0.53,N/A
542.01,2026-03,鼎元,0.0,2025,74.8000030518,-219.05,157.99,-0.25,700.0,-2.43,🔄 轉虧為盈,-6.6,⚪ 數據不足,2426.TW,-2.91%,0.06,10.78%
108.24,2026-03,圓剛,0.0,2025,43.9500007629,54.55,156.05,-0.19,264.29,2.69,🔄 轉虧為盈,-25.049999999999997,⚪ 數據不足,2417.TW,8.42%,0.28,56.31%
214.33,2026-03,成霖,162.85713740714272,2025,11.3999996185,-125.22,152.34,-0.29,366.67,-4.25,🔄 轉虧為盈,1.050000000000001,⚠️ 追價風險,9934.TW,N/A,0.28,N/A
180.76,2026-03,六角,29.99999999999999,2025,64.5,-77.02,142.32,1.09,323.08,7.13,🚀 利潤擴張,32.250000000000014,⚠️ 追價風險,2732.TWO,N/A,1.1,N/A
307.94,2026-03,醫揚,14.648986197488298,2025,93.9000015259,-38.68,134.17000000000002,2.88,442.11,5.8,🚀 利潤擴張,96.15,✅ 穩健價值,6569.TWO,N/A,1.03,N/A
273.28,2026-03,凌華,21.252204585537918,2025,120.5,921.74,133.17000000000002,2.35,406.45,17.09,🚀 利潤擴張,85.05,⚪ 中性觀察,6166.TW,N/A,1.57,N/A
515.18,2026-03,聯亞,227.8688524590164,2025,2780.0,884.75,130.47000000000003,4.66,645.65,82.29,🏰 高護城河,183.0,⚠️ 追價風險,3081.TWO,41.27%,3.44,54.76%
113.17,2026-03,奇偶,5.4751525054141235,2025,62.7999992371,-20.59,115.32000000000001,6.21,228.49,-14.96,🚀 利潤擴張,172.05,💎 強力關注,3356.TW,N/A,2.21,N/A
268.59,2026-03,美達科技,0.0,2025,63.5,-84.51,114.74000000000001,0.33,383.33,-4.81,🚀 利潤擴張,-7.200000000000001,⚪ 數據不足,6735.TWO,N/A,0.29,N/A
-21.56,2026-03,益航,0.0,2025,6.7199997902,-365.71,109.06,-1.63,87.5,-7.78,🏰 高護城河,-33.6,⚪ 數據不足,2601.TW,-12.62%,-0.02,102.69%
161.56,2026-03,暉盛-創,48.37278106508876,2025,163.5,-45.51,108.44,1.73,270.0,-5.33,🚀 利潤擴張,50.699999999999996,⚠️ 追價風險,7730.TW,N/A,0.37,N/A
67.27,2026-03,麗嬰房,0.0,2025,6.6100001335,152.83,96.19000000000001,2.15,163.46,-16.81,🚀 利潤擴張,-40.05,⚪ 數據不足,2911.TW,N/A,0.66,N/A
57.36,2026-03,網龍,26.781608318505747,2025,23.2999992371,-46.91,92.64,0.43,150.0,-7.4,🏰 高護城河,13.05,⚠️ 追價風險,3083.TWO,12.73%,0.3,87.57%
990.52,2026-03,青松健康,13.939394453164983,2025,41.4000015259,104.41,89.48000000000002,1.39,1080.0,14.16,🚀 利潤擴張,44.550000000000004,✅ 穩健價值,6931.TW,N/A,0.49,N/A
486.21,2026-03,宏佳騰,0.0,2025,23.0,-169.49,88.79000000000002,-0.84,575.0,-18.58,🔄 轉虧為盈,-24.299999999999994,⚪ 數據不足,1599.TWO,-21.33%,0.28,16.92%
81.97,2026-03,中裕,0.0,2025,63.7000007629,17.57,84.69999999999999,-0.61,166.67,0.19,🔄 轉虧為盈,-18.3,⚪ 數據不足,4147.TWO,-58.34%,0.06,28.91%
102.97,2026-03,昭輝,6.932515454432515,2025,45.2000007629,-51.9,83.63,2.41,186.6,-14.02,🚀 利潤擴張,97.8,💎 強力關注,1339.TW,13.17%,2.78,33.66%
309.82,2026-03,偉詮電,11.59340645368132,2025,63.2999992371,78.06,83.04000000000002,3.02,392.86,15.32,🚀 利潤擴張,81.9,💎 強力關注,2436.TW,3.76%,0.7,30.84%
97.11,2026-03,威鋒電子,32.07920691359736,2025,97.1999969482,-50.67,81.14999999999999,1.11,178.26,-8.83,🚀 利潤擴張,45.449999999999996,⚠️ 追價風險,6756.TW,N/A,0.64,N/A
62.07,2026-03,宇峻,13.88461479773077,2025,72.1999969482,-64.44,74.29000000000002,1.97,136.36,2.09,🏰 高護城河,77.99999999999999,✅ 穩健價值,3546.TWO,20.17%,2.34,89.44%
26.64,2026-03,奧義賽博-KY創,0.0,2025,84.0,96.29,73.29,-1.49,99.93,22.72,🚀 利潤擴張,0.0,⚪ 數據不足,7823.TW,N/A,-0.15,N/A
-97.71,2026-03,昱泉,0.0,2025,12.5,-99.18,71.78,-2.43,-25.93,19.25,🌑 雙重衰退,-96.44999999999999,⚪ 數據不足,6169.TWO,N/A,-0.68,N/A
578.38,2026-03,冠好,0.0,2025,17.2999992371,-91.14,71.62,0.14,650.0,0.63,🚀 利潤擴張,-17.549999999999997,⚪ 數據不足,8354.TWO,N/A,0.3,N/A
315.9,2026-03,台聯電,19.010526958273687,2025,90.3000030518,-5.15,70.21000000000004,2.76,386.11,22.56,🚀 利潤擴張,71.25,⚪ 中性觀察,4905.TWO,0.20%,1.75,25.49%
51.84,2026-03,創新服務,0.0,2025,1650.0,44.08,69.89999999999999,6.33,121.74,76.4,🚀 利潤擴張,0.0,⚪ 數據不足,7828.TWO,N/A,1.02,N/A
58.58,2026-03,國票金,10.228757920588235,2025,15.6499996185,3.28,68.69,0.63,127.27,4.6,🏰 高護城河,22.95,💎 強力關注,2889.TW,38.94%,0.25,90.85%
40.15,2026-03,麗豐-KY,5.268378241061844,2025,90.3000030518,24.43,67.19999999999999,7.13,107.35,-4.63,🏰 高護城河,257.1,💎 強力關注,4137.TW,20.98%,1.41,82.18%
110.52,2026-03,研勤,0.0,2025,7.1900000572,-31.03,64.48,-0.38,175.0,-28.72,🔄 轉虧為盈,-15.3,⚪ 數據不足,3632.TWO,3.73%,0.06,54.59%
42.91,2026-03,和迅,0.0,2025,43.0999984741,-24.06,63.99000000000001,2.43,106.9,2.38,🚀 利潤擴張,0.0,⚪ 數據不足,6986.TWO,N/A,0.6,N/A
111.03,2026-03,穎漢,0.0,2025,31.75,-184.44,63.97,-1.28,175.0,-7.78,🔄 轉虧為盈,-38.1,⚪ 數據不足,4562.TW,-45.46%,0.11,31.44%
-1.0,2026-03,泰偉,0.0,2025,19.6000003815,-7120.0,63.5,-3.51,62.5,-29.69,🏰 高護城河,-122.4,⚪ 數據不足,3064.TWO,-55.72%,-0.27,93.22%
171.79,2026-03,群益證,4.47640123620944,2025,30.3500003815,17.33,63.21000000000001,2.64,235.0,12.14,🚀 利潤擴張,101.7,💎 強力關注,6005.TW,N/A,1.34,N/A
438.18,2026-03,車王電,46.71641677179106,2025,31.2999992371,152.25,61.81999999999999,0.58,500.0,19.69,🚀 利潤擴張,10.049999999999997,⚠️ 追價風險,1533.TW,N/A,0.84,N/A
538.23,2026-03,正隆,17.0,2025,25.5,34.55,61.76999999999998,0.74,600.0,-4.85,🚀 利潤擴張,22.5,⚪ 中性觀察,1904.TW,7.12%,0.56,20.98%
150.03,2026-03,日揚,10.856390187865612,2025,82.4000015259,-26.32,56.41999999999999,2.52,206.45,-4.59,🚀 利潤擴張,113.85,💎 強力關注,6208.TWO,N/A,1.9,N/A
148.33,2026-03,強生,5.860995850622406,2025,28.25,-36.9,55.839999999999975,1.19,204.17,-6.81,🚀 利潤擴張,72.30000000000001,💎 強力關注,4747.TWO,N/A,1.46,N/A
189.01,2026-03,九暘,0.0,2025,69.6999969482,49.15,55.43000000000001,-0.6,244.44,2.65,🔄 轉虧為盈,-18.45,⚪ 數據不足,8040.TWO,N/A,0.13,N/A
185.42,2026-03,晟德,1.77826572590011,2025,32.4000015259,905.92,54.05000000000001,12.33,239.47,-6.28,🚀 利潤擴張,273.29999999999995,💎 強力關注,4123.TWO,-106.23%,2.62,41.95%
-55.48,2026-03,心誠鎂,0.0,2025,72.1999969482,-48.08,52.519999999999996,-3.92,-2.96,-29.22,🌑 雙重衰退,0.0,⚪ 數據不足,6934.TW,N/A,-1.43,N/A
95.63,2026-03,霈方,7.304038004750594,2025,123.0,66.34,51.74000000000001,6.82,147.37,6.51,🚀 利潤擴張,252.6,💎 強力關注,6574.TWO,N/A,3.29,N/A
91.93,2026-03,永擎,0.0,2025,0.0,38.44,47.56,13.04,139.49,182.72,🚀 利潤擴張,0.0,⚪ 數據不足,7711.TW,N/A,7.68,N/A
359.48,2026-03,廣寰科,17.68867924528302,2025,37.5,-36.17,46.579999999999984,1.5,406.06,23.54,🚀 利潤擴張,31.8,⚪ 中性觀察,3287.TWO,N/A,1.01,N/A
66.65,2026-03,琉園,2.3950869619754354,2025,23.3999996185,544.54,45.849999999999994,5.29,112.5,-17.0,🚀 利潤擴張,146.54999999999998,💎 強力關注,9949.TWO,N/A,0.03,N/A
15.93,2026-03,漢達,6.597041170739774,2025,75.8000030518,31.64,39.24,4.85,55.17,108.17,🚀 利潤擴張,172.35,💎 強力關注,6620.TWO,N/A,0.46,N/A
264.14,2026-03,威盛,0.0,2025,73.4000015259,-93.75,35.860000000000014,0.12,300.0,-40.0,🚀 利潤擴張,-30.6,⚪ 數據不足,2388.TW,-8.17%,0.08,20.64%
156.04,2026-03,禾瑞亞,11.538461538461538,2025,63.0,-5.7,34.20000000000002,2.15,190.24,1.24,🏰 高護城河,81.9,💎 強力關注,3556.TWO,14.95%,1.19,50.66%
10.24,2026-03,神數,0.0,2025,39.0999984741,91.67,32.379999999999995,2.99,42.62,19.28,🚀 利潤擴張,0.0,⚪ 數據不足,7821.TW,N/A,0.87,N/A
6.33,2025-12,未知,0.0,2025,0.0,-17.2,28.590000000000003,7.56,34.92,15.19,🚀 利潤擴張,0.0,⚪ 數據不足,2072.TWO,30.89%,11.94,35.24%
-3.86,2026-03,向榮生技,0.0,2025,70.8000030518,-13.21,27.259999999999998,-1.89,23.4,-5.58,🧐 疑業外收益,-70.05,⚪ 數據不足,6794.TW,N/A,-0.36,N/A
422.96,2026-03,南緯,0.0,2025,8.2700004578,-197.83,27.04000000000002,-0.45,450.0,2.23,🔄 轉虧為盈,-28.950000000000003,⚪ 數據不足,1467.TW,1.90%,0.11,23.39%
16.63,2026-03,頌勝科技,0.0,2025,296.0,-27.83,26.23,3.24,42.86,3.08,🚀 利潤擴張,0.0,⚪ 數據不足,7768.TW,N/A,1.62,N/A
16.63,2026-03,未知,0.0,2025,0.0,-27.83,26.23,3.24,42.86,3.08,🚀 利潤擴張,0.0,⚪ 數據不足,7768.TWO,N/A,1.62,N/A
12.42,2026-03,大東電,0.0,2025,0.0,11.37,25.689999999999998,13.61,38.11,20.5,🚀 利潤擴張,0.0,⚪ 數據不足,1623.TW,16.93%,4.33,21.29%
62.36,2026-03,元大金,8.821022510525568,2025,62.0999984741,-1.08,20.689999999999998,2.74,83.05,6.4,🏰 高護城河,105.6,💎 強力關注,2885.TW,33.03%,1.08,80.00%
25.49,2026-03,中連,13.699551227399104,2025,30.5499992371,-66.0,19.960000000000004,0.85,45.45,0.36,🚀 利潤擴張,33.45,✅ 穩健價值,5604.TWO,N/A,0.32,N/A
451.29,2026-03,宏遠證,9.603658536585366,2025,15.75,-11.63,19.539999999999964,0.76,470.83,0.56,🚀 利潤擴張,24.599999999999998,💎 強力關注,6015.TWO,N/A,0.89,N/A
26.81,2026-03,力新,0.0,2025,11.8999996185,-134.86,18.900000000000002,-0.61,45.71,-8.35,🚀 利潤擴張,-30.900000000000002,⚪ 數據不足,5202.TWO,N/A,-0.19,N/A
22.97,2026-03,華南金,8.220338821419492,2025,38.7999992371,13.1,18.060000000000002,1.9,41.03,4.06,🏰 高護城河,70.8,💎 強力關注,2880.TW,45.93%,0.55,97.25%
216.8,2026-03,博磊,163.07692307692307,2025,106.0,35.0,17.97999999999999,0.81,234.78,13.9,🚀 利潤擴張,9.75,⚠️ 追價風險,3581.TWO,8.13%,0.31,31.93%
16.1,2026-03,高雄銀,7.202381179464284,2025,12.1000003815,28.3,17.229999999999997,0.68,33.33,14.52,🏰 高護城河,25.200000000000003,💎 強力關注,2836.TW,32.37%,0.2,89.95%
316.27,2026-03,環宇-KY,650.0,2025,520.0,107.11,15.160000000000025,0.15,331.43,25.43,🚀 利潤擴張,11.999999999999998,⚠️ 追價風險,4991.TWO,N/A,1.67,N/A
-1.82,2026-03,精誠金融,0.0,2025,35.4500007629,14.12,12.35,2.91,10.53,10.14,🧐 疑業外收益,0.0,⚪ 數據不足,7819.TWO,N/A,0.42,N/A
22.04,2026-03,凱基金,7.979002524540683,2025,30.3999996185,-10.99,12.0,1.74,34.04,-12.26,🏰 高護城河,57.14999999999999,💎 強力關注,2883.TW,39.14%,0.69,78.38%
41.94,2026-03,華安,0.0,2025,30.25,-14.12,10.350000000000001,-2.92,52.29,-0.97,🚀 利潤擴張,-109.2,⚪ 數據不足,6657.TW,N/A,-0.53,N/A
19.99,2026-03,力旺,34.97942386831276,2025,2210.0,4.19,9.14,25.6,29.13,6.74,🏰 高護城河,947.7,⚠️ 追價風險,3529.TWO,60.64%,7.98,100.00%
274.7,2026-03,宏亞,0.0,2025,25.5499992371,-53.57,8.629999999999995,-0.43,283.33,-8.31,🔄 轉虧為盈,-14.25,⚪ 數據不足,1236.TW,-4.59%,0.23,24.77%
145.6,2026-03,岱宇,0.0,2025,20.1499996185,-827.91,7.890000000000015,-3.35,153.49,-15.19,🔄 轉虧為盈,-89.10000000000001,⚪ 數據不足,1598.TW,-13.99%,0.25,27.77%
48.18,2026-03,全景軟體,6.824696970882028,2025,61.9000015259,24.93,7.82,4.66,56.0,15.86,🚀 利潤擴張,136.05,✅ 穩健價值,8272.TWO,N/A,0.39,N/A
30.02,2026-03,欣欣,26.555555131666665,2025,23.8999996185,-7.32,7.48,0.38,37.5,-2.15,🏰 高護城河,13.5,⚠️ 追價風險,2901.TW,20.24%,0.11,84.77%
-11.29,2026-03,未知,0.0,2025,0.0,14.95,5.7299999999999995,-0.92,-5.56,-3.6,🌑 雙重衰退,0.0,⚪ 數據不足,4178.TWO,N/A,-0.19,N/A
-11.29,2026-03,永笙-KY,0.0,2025,17.4500007629,14.95,5.7299999999999995,-0.92,-5.56,-3.6,🌑 雙重衰退,0.0,⚪ 數據不足,4178.TW,N/A,-0.19,N/A
109.17,2026-03,詩肯,6.521226325117924,2025,27.6499996185,-38.13,5.1200000000000045,0.99,114.29,-3.57,🚀 利潤擴張,63.6,✅ 穩健價值,6195.TWO,N/A,1.5,N/A
12.57,2026-03,兆豐金,7.569331407161503,2025,46.4000015259,0.85,4.100000000000001,2.36,16.67,-1.77,🏰 高護城河,91.94999999999999,✅ 穩健價值,2886.TW,33.61%,0.63,83.45%
12.87,2026-03,聯傑,73.26530923653061,2025,35.9000015259,41.18,3.8000000000000025,0.25,16.67,13.2,🏰 高護城河,7.35,⚠️ 追價風險,3094.TW,-7.29%,0.07,73.82%
296.51,2026-03,亞電,0.0,2025,62.7000007629,-326.32,3.490000000000009,-0.43,300.0,-8.05,🔄 轉虧為盈,-22.2,⚪ 數據不足,4939.TWO,N/A,0.24,N/A
2.45,2026-03,達人網,0.0,2025,45.2999992371,18.52,3.3499999999999996,2.56,5.8,8.14,🚀 利潤擴張,0.0,⚪ 數據不足,7839.TWO,N/A,0.73,N/A
32.83,2026-03,能率亞洲,46.91358024691358,2025,38.0,-16.92,3.0700000000000003,0.58,35.9,15.88,🚀 利潤擴張,12.149999999999999,⚠️ 追價風險,7777.TWO,N/A,-0.25,N/A
68.9,2026-03,米斯特,4.424514257324365,2025,29.6000003815,-27.47,2.25,2.35,71.15,12.71,🏰 高護城河,100.35000000000001,✅ 穩健價值,2941.TWO,2.03%,0.89,64.17%
36.86,2026-03,王道銀行,5.890804597701149,2025,10.25,-35.48,2.030000000000001,0.61,38.89,-2.09,🏰 高護城河,26.1,✅ 穩健價值,2897.TW,32.72%,0.28,91.47%
42.24,2026-03,佐登-KY,0.0,2025,25.2000007629,67.52,0.9399999999999977,-1.59,43.18,1.27,🚀 利潤擴張,-73.20000000000002,⚪ 數據不足,4190.TW,N/A,-0.26,N/A
