Quantum AI Pro 分析報告 (20260317)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                             Reason
  4973.TWO                              廣穎    5.5    81.20 🚀 極強勢攻擊   70.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
   4770.TW                              上品    5.5   243.50 🚀 極強勢攻擊   36.4%    趨勢強勁 / 【EPS連2成長 | 營收爆發(51.15%)】
  4744.TWO                              皇將    5.5    35.80 🚀 極強勢攻擊   55.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(112.88%)】
   2353.TW                             宏��    5.5    27.45 🚀 極強勢攻擊   35.7%    趨勢強勁 / 【EPS連2成長 | 營收爆發(39.83%)】
  3663.TWO                              鑫科    5.5    71.80 🚀 極強勢攻擊   38.5%   趨勢強勁 / 【EPS連2成長 | 營收爆發(157.91%)】
   3036.TW                              文曄    5.0   249.50 🚀 極強勢攻擊   89.5%    趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
  3093.TWO                             港建*    5.0    45.50 🚀 極強勢攻擊   63.2%      趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
  8299.TWO                              群聯    4.5  1945.00 🚀 極強勢攻擊   36.8% 【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
  5536.TWO                             聖暉*    4.5   667.00 🚀 極強勢攻擊   45.0%  【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
  5386.TWO                              青雲    4.0   379.50 🚀 極強勢攻擊   80.0%            趨勢強勁 / 【營收爆發(1025.37%)】
  3066.TWO                              李洲    4.0    21.50 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(42.57%)】
  3555.TWO                             博士旺    4.0   186.00 🚀 極強勢攻擊   66.7%            趨勢強勁 / 【營收爆發(3727.37%)】
   2543.TW                              皇昌    4.0    71.60 🚀 極強勢攻擊   36.4%              趨勢強勁 / 【營收爆發(34.97%)】
  1294.TWO                            漢田生技    4.0    87.30 🚀 極強勢攻擊   21.4%             趨勢強勁 / 【營收爆發(117.94%)】
  6727.TWO                            亞泰金屬    4.0   293.00 🚀 極強勢攻擊   63.6%              趨勢強勁 / 【營收爆發(265.8%)】
   2425.TW                              承啟    4.0    31.10 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(43.93%)】
   1529.TW                            樂事綠能    4.0    29.15 🚀 極強勢攻擊   70.0%             趨勢強勁 / 【營收爆發(277.22%)】
  8472.TWO                             夠麻吉    4.0    82.10 🚀 極強勢攻擊   66.7%              趨勢強勁 / 【營收爆發(30.76%)】
   2010.TW                              春源    4.0    24.15 🚀 極強勢攻擊   53.3%              趨勢強勁 / 【營收爆發(30.29%)】
   2451.TW                              創見    4.0   285.00 🚀 極強勢攻擊   40.0%             趨勢強勁 / 【營收爆發(246.28%)】
  6637.TWO                              醫影    4.0    74.40 🚀 極強勢攻擊   55.6%             趨勢強勁 / 【營收爆發(196.31%)】
   2414.TW                              精技    4.0    44.10 🚀 極強勢攻擊   53.8%              趨勢強勁 / 【營收爆發(54.11%)】
   1256.TW                         鮮活果汁-KY    4.0   156.00 🚀 極強勢攻擊   27.3%              趨勢強勁 / 【營收爆發(87.61%)】
  7781.TWO                            昕力資*    4.0    22.15 🚀 極強勢攻擊   33.3%              趨勢強勁 / 【營收爆發(42.08%)】
  4721.TWO                             美琪瑪    4.0    71.00 🚀 極強勢攻擊    0.0%               趨勢強勁 / 【營收爆發(31.1%)】
  5351.TWO                              鈺創    4.0    77.10 🚀 極強勢攻擊   60.0%             趨勢強勁 / 【營收爆發(310.99%)】
  5205.TWO                              中茂    4.0    27.30 🚀 極強勢攻擊   50.0%             趨勢強勁 / 【營收爆發(204.44%)】
  5345.TWO                              馥鴻    4.0    22.50 🚀 極強勢攻擊    0.0%             趨勢強勁 / 【營收爆發(214.64%)】
   3706.TW                              神達    4.0    83.70 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(34.35%)】
  6788.TWO                             華景電    4.0   350.00 🚀 極強勢攻擊   71.4%              趨勢強勁 / 【營收爆發(35.54%)】
   3702.TW                             大聯大    4.0    90.00 🚀 極強勢攻擊   68.8%              趨勢強勁 / 【營收爆發(44.57%)】
   6024.TW                             群益期    4.0    55.50 🚀 極強勢攻擊   57.1%             趨勢強勁 / 【營收爆發(152.89%)】
   8271.TW                              宇瞻    4.0   186.00 🚀 極強勢攻擊   68.8%             趨勢強勁 / 【營收爆發(193.82%)】
   8112.TW                              至上    4.0    91.50 🚀 極強勢攻擊   50.0%             趨勢強勁 / 【營收爆發(136.81%)】
  8390.TWO                             金益鼎    3.0    99.00  📈 多頭續攻   42.9%            【營收爆發(60.35%) | 董監持股增加】
  6170.TWO                              統振    3.0    51.50  📈 多頭續攻   50.0%                    趨勢強勁 / 【董監持股增加】
   1582.TW                              信錦    3.0    94.50  📈 多頭續攻   55.6%                    趨勢強勁 / 【董監持股增加】
   2836.TW                             高雄銀    3.0    12.15  📈 多頭續攻   33.3%            【營收爆發(30.58%) | 董監持股增加】
  6219.TWO                              富旺    3.0    14.50  📈 多頭續攻   47.1%         【營收爆發(10807.69%) | 董監持股增加】
   6994.TW                            富威電力    2.5    80.80  📈 多頭續攻   45.0% 【EPS連2成長 | 營收爆發(114.38%) | 董監持股增加】
   2323.TW                              中環    2.5    10.75  📈 多頭續攻   53.8%                 【EPS連2成長 | 董監持股增加】
  3088.TWO                              艾訊    2.5    84.90  📈 多頭續攻   45.0%  【EPS連2成長 | 營收爆發(50.04%) | 董監持股增加】
   6902.TW                        GOGOLOOK    2.5    77.50  📈 多頭續攻   40.0%  【EPS連2成長 | 營收爆發(37.39%) | 董監持股增加】
  4991.TWO                           環宇-KY    2.5   321.50  📈 多頭續攻   55.0% 【EPS連2成長 | 營收爆發(155.98%) | 董監持股增加】
   1609.TW                              大亞    2.0    35.80  📈 多頭續攻   46.2%                     【營收爆發(41.09%)】
   2376.TW                              技嘉    2.0   248.00  📈 多頭續攻   70.0%                      【營收爆發(47.4%)】
   2548.TW                              華固    2.0   118.00  📈 多頭續攻   53.8%                  【營收爆發(19257.44%)】
   8016.TW                              矽創    2.0   202.50  📈 多頭續攻    0.0%                               趨勢強勁
   2478.TW                              大毅    2.0    73.50  📈 多頭續攻   42.9%                     【營收爆發(37.97%)】
  4541.TWO                              晟田    2.0    41.40  📈 多頭續攻   52.6%                     【營收爆發(83.73%)】
   3266.TW                              昇陽    2.0    13.20  📈 多頭續攻   29.4%                    【營收爆發(222.03%)】
  6419.TWO                             京晨科    2.0    92.10  📈 多頭續攻   35.0%                               趨勢強勁
   4938.TW                              和碩    2.0    78.20  📈 多頭續攻   54.5%                               趨勢強勁
 00632R.TW                        元大台灣50反1    2.0    13.99  📈 多頭續攻   52.6%                               趨勢強勁
   2360.TW                              致茂    2.0  1470.00  📈 多頭續攻   63.2%                     【營收爆發(86.04%)】
   5519.TW                              隆大    2.0    34.00  📈 多頭續攻    0.0%                     趨勢強勁 / 【無財報資料】
   3533.TW                              嘉澤    2.0  1820.00  📈 多頭續攻   55.0%                     【營收爆發(31.46%)】
   1309.TW                             台達化    2.0    15.80  📈 多頭續攻   41.7%                               趨勢強勁
  5548.TWO                              安倉    2.0    23.75  📈 多頭續攻   43.8%                     【營收爆發(95.11%)】
  3158.TWO                              嘉實    2.0    91.20  📈 多頭續攻   60.0%                               趨勢強勁
   6239.TW                              力成    2.0   202.50  📈 多頭續攻   41.2%                     【營收爆發(34.63%)】
   4956.TW                              光鋐    2.0    32.65  📈 多頭續攻   42.9%                               趨勢強勁
   2903.TW                              遠百    2.0    23.45  📈 多頭續攻   50.0%                               趨勢強勁
   2357.TW                              華碩    2.0   593.00  📈 多頭續攻   46.2%                     【營收爆發(79.97%)】
   1308.TW                              亞聚    2.0    14.75  📈 多頭續攻   14.3%                               趨勢強勁
   6166.TW                              凌華    2.0    62.10  📈 多頭續攻   41.2%                     【營收爆發(58.39%)】
  3684.TWO                              榮昌    2.0    60.10  📈 多頭續攻   42.1%                     【營收爆發(30.66%)】
 00686R.TW                        群益臺灣加權反1    2.0     1.39  📈 多頭續攻   72.7%                               趨勢強勁
  7718.TWO                              友鋮    2.0    45.55  📈 多頭續攻   45.5%                     趨勢強勁 / 【無財報資料】
  8038.TWO                             長園科    2.0    43.35  📈 多頭續攻   56.2%                    【營收爆發(643.82%)】
 00648R.TW                      元大S&P500反1    2.0     4.49  📈 多頭續攻   60.0%                               趨勢強勁
00864B.TWO                       中信美國公債0-1    2.0    46.56  📈 多頭續攻   42.9%                               趨勢強勁
 00715L.TW                        期街口布蘭特正2    2.0    52.50  📈 多頭續攻   60.0%                               趨勢強勁
  5291.TWO                              邑昇    2.0    55.40  📈 多頭續攻   63.2%                     【營收爆發(34.27%)】
  5348.TWO                           正能量智能    2.0    17.10  📈 多頭續攻   35.0%                               趨勢強勁
  7738.TWO                            東聯互動    2.0   196.50  📈 多頭續攻   55.0%                               趨勢強勁
   3694.TW                              海華    2.0    58.40  📈 多頭續攻   40.0%                     【營收爆發(58.57%)】
 00738U.TW                         期元大道瓊白銀    2.0    67.15  📈 多頭續攻   72.2%                               趨勢強勁
   3708.TW                            上緯投控    2.0   127.00  📈 多頭續攻   47.4%                               趨勢強勁
  3360.TWO                              尚立    2.0    15.30  📈 多頭續攻   38.9%                    【營收爆發(152.72%)】
   2520.TW                              冠德    2.0    32.70  📈 多頭續攻   53.8%                     趨勢強勁 / 【無財報資料】
   6668.TW                             中揚光    2.0    35.00  📈 多頭續攻   40.0%                     【營收爆發(41.28%)】
  3260.TWO                              威剛    2.0   434.50  📈 多頭續攻   63.6%                     【營收爆發(114.3%)】
   1516.TW                              川飛    2.0    22.90  📈 多頭續攻   40.0%                               趨勢強勁
 00693U.TW                        期街口S&P黃豆    2.0    21.91  📈 多頭續攻   80.0%                               趨勢強勁
  3516.TWO                             亞帝歐    2.0    19.50  📈 多頭續攻   30.0%                     【營收爆發(31.89%)】
   2889.TW                             國票金    2.0    16.25  📈 多頭續攻   66.7%                    【營收爆發(102.15%)】
   1718.TW                              中纖    2.0     7.39  📈 多頭續攻   46.7%                               趨勢強勁
   3167.TW                              大量    2.0   331.00  📈 多頭續攻   76.5%                    【營收爆發(123.02%)】
   2616.TW                              山隆    2.0    16.70  📈 多頭續攻   30.0%                               趨勢強勁
   6515.TW                              穎崴    2.0  6620.00  📈 多頭續攻   50.0%                               趨勢強勁
   6426.TW                              統新    2.0   171.50  📈 多頭續攻   65.0%                    【營收爆發(100.66%)】
   2851.TW                             中再保    2.0    29.75  📈 多頭續攻   16.7%                     趨勢強勁 / 【無財報資料】
  6122.TWO                              擎邦    2.0    51.70  📈 多頭續攻   58.3%                               趨勢強勁
  8027.TWO                              鈦昇    2.0   107.50  📈 多頭續攻   50.0%                     【營收爆發(62.78%)】
  3691.TWO                              碩禾    2.0   119.00  📈 多頭續攻   62.5%                    【營收爆發(195.71%)】
   2897.TW                            王道銀行    2.0     9.92  📈 多頭續攻   58.8%                     【營收爆發(55.65%)】
   8103.TW                              瀚荃    2.0    85.30  📈 多頭續攻   42.9%                     【營收爆發(43.57%)】
  6423.TWO                             億而得    2.0    91.90  📈 多頭續攻   50.0%                               趨勢強勁
  4129.TWO                              聯合    2.0   109.00  📈 多頭續攻   76.9%                     趨勢強勁 / 【無財報資料】
   2739.TW                              寒舍    2.0    34.20  📈 多頭續攻   75.0%                               趨勢強勁
   2382.TW                              廣達    2.0   289.00  📈 多頭續攻   42.9%                     【營收爆發(61.92%)】
  5478.TWO                              智冠    2.0   113.50  📈 多頭續攻   55.0%                               趨勢強勁
00981B.TWO                        第一金優選非投債    2.0     9.31  📈 多頭續攻   57.1%                               趨勢強勁
   1722.TW                              台肥    2.0    47.25  📈 多頭續攻   25.0%                     趨勢強勁 / 【無財報資料】
   4916.TW                             事欣科    2.0    62.40  📈 多頭續攻   47.1%                     【營收爆發(40.99%)】
 00953B.TW                        群益優選非投等債    2.0     9.65  📈 多頭續攻   55.6%                               趨勢強勁
   2923.TW                           鼎固-KY    2.0    18.65  📈 多頭續攻   45.0%                    【營收爆發(481.14%)】
  8936.TWO                              國統    2.0    54.60  📈 多頭續攻   35.3%                     趨勢強勁 / 【無財報資料】
  6508.TWO                              惠光    2.0    28.90  📈 多頭續攻   75.0%                               趨勢強勁
   3481.TW                              群創    2.0    27.70  📈 多頭續攻   50.0%                               趨勢強勁
  3131.TWO                              弘塑    2.0  2130.00  📈 多頭續攻   62.5%                     【營收爆發(41.97%)】
   5515.TW                              建國    2.0    37.15  📈 多頭續攻   30.0%                     趨勢強勁 / 【無財報資料】
   3028.TW                             增你強    2.0    56.60  📈 多頭續攻   47.1%                    【營收爆發(108.55%)】
  3675.TWO                              德微    2.0   208.50  📈 多頭續攻   42.1%                               趨勢強勁
  8431.TWO                             匯鑽科    2.0    71.90  📈 多頭續攻   45.5%                      【營收爆發(32.1%)】
   6531.TW                             愛普*    2.0   580.00  📈 多頭續攻   71.4%                    【營收爆發(146.68%)】
  5328.TWO                              華容    2.0    28.80  📈 多頭續攻   58.3%                     【營收爆發(35.41%)】
   2022.TW                              聚亨    2.0     8.96  📈 多頭續攻   45.5%                     【營收爆發(76.64%)】
   4137.TW                           麗豐-KY    2.0   108.50  📈 多頭續攻   47.1%                    【營收爆發(117.15%)】
  4772.TWO                             台特化    2.0   323.00  📈 多頭續攻   18.2%                    【營收爆發(272.79%)】
   4949.TW                            有成精密    2.0    66.40  📈 多頭續攻   72.7%                               趨勢強勁
  1599.TWO                             宏佳騰    2.0    25.85  📈 多頭續攻   11.1%                     【營收爆發(39.86%)】
  6246.TWO                              臺龍    2.0    16.20  📈 多頭續攻   30.0%                     趨勢強勁 / 【無財報資料】
   8996.TW                              高力    2.0   918.00  📈 多頭續攻   50.0%                    【營收爆發(205.73%)】
  6859.TWO                             伯特光    2.0   129.50  📈 多頭續攻   65.0%                               趨勢強勁
  6683.TWO                            雍智科技    2.0  1160.00  📈 多頭續攻   75.0%                     【營收爆發(46.93%)】
  2235.TWO                              謚源    2.0    33.85  📈 多頭續攻   14.3%                     【營收爆發(45.05%)】
   3437.TW                              榮創    2.0    23.40  📈 多頭續攻   40.0%                     趨勢強勁 / 【無財報資料】
  4749.TWO                             新應材    2.0   915.00  📈 多頭續攻   50.0%                     【營收爆發(40.63%)】
  6130.TWO                            上亞科技    2.0    30.10  📈 多頭續攻   11.1%                    【營收爆發(120.52%)】
  00909.TW                        國泰數位支付服務    2.0    40.70  📈 多頭續攻   46.2%                               趨勢強勁
   1218.TW                              泰山    2.0    19.15  📈 多頭續攻   16.7%                     趨勢強勁 / 【無財報資料】
   6861.TW                            睿生光電    2.0   157.50  📈 多頭續攻   70.6%                     【營收爆發(45.48%)】
   6937.TW                              天虹    2.0   280.00  📈 多頭續攻   64.3%                     【營收爆發(31.25%)】
   1735.TW                             日勝化    2.0    28.70  📈 多頭續攻   68.8%                               趨勢強勁
   7750.TW                              新代    2.0  1370.00  📈 多頭續攻   65.0%                    【營收爆發(102.92%)】
  6980.TWO                            鐳洋科技    2.0   125.00  📈 多頭續攻   36.8%                    【營收爆發(133.51%)】
  6640.TWO                              均華    2.0  1075.00  📈 多頭續攻   70.6%                     【營收爆發(56.66%)】
  7728.TWO                            光焱科技    2.0   695.00  📈 多頭續攻   44.4%                     【營收爆發(46.31%)】
 00985B.TW                     群益ESG投等債0-5    2.0    10.32  📈 多頭續攻    8.3%                               趨勢強勁
   3025.TW                              星通    2.0    61.00  📈 多頭續攻   25.0%                    【營收爆發(113.07%)】
  2072.TWO                            世紀風電    2.0   241.00  📈 多頭續攻   35.0%                     【營收爆發(52.89%)】
  6693.TWO                             廣閎科    2.0    98.00  📈 多頭續攻   47.1%                     趨勢強勁 / 【無財報資料】
  6870.TWO                              騰雲    2.0   194.00  📈 多頭續攻   55.0%                     趨勢強勁 / 【無財報資料】
  6217.TWO                             中探針    2.0   152.00  📈 多頭續攻   75.0%                     【營收爆發(42.94%)】
   2337.TW                              旺宏    2.0   130.50  📈 多頭續攻   72.7%                     【營收爆發(59.98%)】
   2324.TW                              仁寶    2.0    32.20  📈 多頭續攻   63.6%                               趨勢強勁
  6903.TWO                              巨漢    2.0   303.00  📈 多頭續攻   50.0%                    【營收爆發(586.45%)】
   2495.TW                              普安    2.0    32.70  📈 多頭續攻   44.4%                     【營收爆發(37.67%)】
  3324.TWO                              雙鴻    2.0  1050.00  📈 多頭續攻   42.1%                     【營收爆發(66.95%)】
   6165.TW                              浪凡    2.0    47.95  📈 多頭續攻   42.9%                     趨勢強勁 / 【無財報資料】
  3293.TWO                              鈊象    2.0   728.00  📈 多頭續攻   14.3%                               趨勢強勁
  00910.TW                         第一金太空衛星    2.0    56.10  📈 多頭續攻   40.0%                               趨勢強勁
   6715.TW                              嘉基    2.0   307.00  📈 多頭續攻   50.0%                               趨勢強勁
   3034.TW                              聯詠    2.0   381.00  📈 多頭續攻   71.4%                               趨勢強勁
  4903.TWO                             聯光通    2.0    43.00  📈 多頭續攻   50.0%                     【營收爆發(102.6%)】
   2345.TW                              智邦    2.0  1455.00  📈 多頭續攻   42.1%                      【營收爆發(82.7%)】
  6620.TWO                              漢達    2.0    74.10  📈 多頭續攻    0.0%                     【營收爆發(32.15%)】
  6739.TWO                            竹陞科技    2.0  1145.00  📈 多頭續攻   57.9%                     【營收爆發(90.86%)】
 00669R.TW                        國泰美國道瓊反1    2.0     5.88  📈 多頭續攻   45.0%                               趨勢強勁
  3213.TWO                              茂訊    2.0   103.50  📈 多頭續攻   41.2%                               趨勢強勁
  3489.TWO                              森寶    2.0    23.05  📈 多頭續攻   50.0%                     趨勢強勁 / 【無財報資料】
   2383.TW                             台光電    2.0  2700.00  📈 多頭續攻   62.5%                     【營收爆發(45.01%)】
  5439.TWO                              高技    2.0   272.50  📈 多頭續攻   42.9%                    【營收爆發(129.51%)】
   6805.TW                             富世達    2.0  1745.00  📈 多頭續攻   40.0%                     【營收爆發(51.13%)】
  4127.TWO                              天良    2.0    35.55  📈 多頭續攻   35.0%                    【營收爆發(139.06%)】
 00865B.TW                        國泰US短期公債    2.0    48.15  📈 多頭續攻   33.3%                     趨勢強勁 / 【無財報資料】
   3013.TW                             晟銘電    2.0    99.00  📈 多頭續攻   55.6%                     【營收爆發(49.92%)】
   9945.TW                             潤泰新    2.0    26.90  📈 多頭續攻   33.3%                     【營收爆發(58.08%)】
   7795.TW                              長廣    2.0   390.00  📈 多頭續攻   80.0%                               趨勢強勁
   7740.TW                           熙特爾-創    2.0   200.00  📈 多頭續攻   63.6%                    【營收爆發(604.32%)】
   8215.TW                             明基材    2.0    24.40  📈 多頭續攻   33.3%                     趨勢強勁 / 【無財報資料】
