====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260615 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 14.63      | 🚀 買進           |       +7.66% |      6 |    61.54% | [P:0.51] RSI:49.79|MACD:0.29|KD_Diff:1.69|BIAS_20:2.42
00637L.TW    | 元大滬深300正2  | 21.88      | ❄️ 空倉          |       +7.87% |     12 |    50.09% | [P:0.49] MACD:0.01|KD_Diff:4.15|BIAS_20:1.75|BB_Upper:4.46
00638R.TW    | 元大滬深300反1  | 6.45       | 💥 賣出           |       -2.80% |      7 |    53.09% | [P:0.48] RSI:46.23|MACD:-0.02|KD_Diff:-5.30|D_Value:67.75
00640L.TW    | 富邦日本正2     | 104.35     | ❄️ 空倉          |       +0.76% |     28 |    50.10% | [P:0.43] RSI:53.44|D_Value:43.16|Vol_Ratio:1.68|BIAS_20:4.65
00641R.TW    | 富邦日本反1     | 3.78       | ❄️ 空倉          |       +3.09% |     26 |    56.20% | [P:0.42] RSI:44.87|KD_Diff:-10.27|BIAS_20:-2.79|MA_Slope:-0.22
00642U.TW    | 期元大S&P石油   | 25.86      | ❄️ 空倉          |     +127.85% |     36 |    52.90% | [P:0.45] RSI:34.93|D_Value:40.36|Vol_Ratio:1.60|MA_Slope:-1.14
00646.TW     | 元大S&P500   | 74.50      | 💥 賣出           |       +9.65% |     31 |    49.74% | [P:0.49] KD_Diff:5.05|D_Value:37.67|BIAS_20:0.51|MA_Bull:0.00
00648R.TW    | 元大S&P500反1 | 3.97       | 💥 賣出           |       +3.46% |      9 |    57.92% | [P:0.45] MACD:-0.02|D_Value:66.13|BIAS_20:-0.82|MA_Slope:-0.12
00650L.TW    | 復華香港正2     | 16.27      | 🟢 持股           |      +11.61% |     31 |    49.88% | [P:0.58] RSI:41.91|MACD:-0.40|MA_Slope:-0.29|MA_Bull:0.00
00651R.TW    | 復華香港反1     | 5.33       | 🟢 持股           |      +10.94% |     17 |    53.03% | [P:0.52] RSI:54.35|D_Value:67.80|BIAS_20:0.41|MA_Slope:0.08
00653L.TW    | 富邦印度正2     | 46.16      | 🚀 買進           |       +7.26% |     38 |    48.85% | [P:0.53] RSI:47.84|KD_Diff:18.84|Vol_Ratio:1.82|BB_Upper:1.87
00654R.TW    | 富邦印度反1     | 6.76       | ❄️ 空倉          |       +7.26% |     26 |    53.10% | [P:0.47] RSI:51.26|D_Value:66.20|BIAS_20:-2.05|MA_Slope:-0.14
00655L.TW    | 國泰中國A50正2  | 37.03      | ❄️ 空倉          |      +13.99% |     28 |    50.83% | [P:0.47] RSI:52.27|Vol_Ratio:0.98|MA_Slope:0.15|MA_Bull:0.00
00656R.TW    | 國泰中國A50反1  | 5.71       | 🟢 持股           |       +0.67% |      7 |    53.82% | [P:0.54] RSI:46.60|D_Value:68.17|MA_Slope:-0.13|BB_Upper:5.22
00660.TW     | 元大歐洲50     | 45.56      | 💥 賣出           |      +12.66% |     25 |    52.67% | [P:0.36] RSI:60.60|MACD:0.47|D_Value:78.28|MA_Bull:10.00
00662.TW     | 富邦NASDAQ   | 122.45     | ❄️ 空倉          |      +15.09% |     30 |    50.31% | [P:0.50] RSI:55.19|KD_Diff:5.27|MA_Slope:0.19|MA_Bull:0.00
00663L.TW    | 國泰臺灣加權正2   | 107.60     | 🟢 持股           |      +76.43% |     27 |    49.21% | [P:0.55] RSI:55.74|D_Value:44.38|Vol_Ratio:0.73|MA_Slope:0.96
00664R.TW    | 國泰臺灣加權反1   | 1.65       | ❄️ 空倉          |       +0.00% |      0 |    59.20% | [P:0.40] RSI:42.31|MACD:-0.05|D_Value:47.02|Vol_Ratio:0.68
00665L.TW    | 富邦�琤肭磪囓�2  | 9.30       | ❄️ 空倉          |       +3.02% |     24 |    53.33% | [P:0.40] RSI:43.33|MACD:-0.20|Vol_Ratio:1.11|MA_Slope:-0.24
00666R.TW    | 富邦�琤肭磪齯�1  | 9.19       | 🟢 持股           |       +7.41% |     17 |    53.50% | [P:0.52] RSI:55.28|D_Value:67.31|MA_Slope:0.06|BB_Upper:2.58
00669R.TW    | 國泰美國道瓊反1   | 5.32       | 💥 賣出           |       -3.68% |      9 |    56.34% | [P:0.34] RSI:43.75|KD_Diff:-8.83|MA_Slope:-0.26|BB_Upper:4.51
00670L.TW    | 富邦NASDAQ正2 | 216.90     | 🚀 買進           |      +30.55% |     16 |    49.76% | [P:0.55] RSI:53.03|MACD:4.22|KD_Diff:4.26|MA_Slope:0.37
00671R.TW    | 富邦NASDAQ反1 | 2.37       | ❄️ 空倉          |      -11.62% |     10 |    52.47% | [P:0.46] RSI:44.44|D_Value:57.19|BIAS_20:-2.49|MA_Slope:-0.27
00673R.TW    | 期元大S&P原油反1 | 13.98      | ❄️ 空倉          |      -45.19% |     30 |    50.96% | [P:0.30] KD_Diff:15.01|Vol_Ratio:1.32|MA_Slope:1.10|MA_Bull:10.00
00674R.TW    | 期元大S&P黃金反1 | 28.35      | ❄️ 空倉          |     +368.67% |     10 |    54.04% | [P:0.34] RSI:57.50|KD_Diff:-9.01|D_Value:71.64|Vol_Ratio:0.89
00675L.TW    | 富邦臺灣加權正2   | 325.85     | 🟢 持股           |      +59.09% |     25 |    50.13% | [P:0.56] RSI:55.65|D_Value:45.09|Vol_Ratio:0.63|MA_Slope:0.96
00676R.TW    | 富邦臺灣加權反1   | 5.63       | ❄️ 空倉          |       -8.88% |     10 |    57.73% | [P:0.44] MACD:-0.18|KD_Diff:-2.56|Vol_Ratio:0.76|MA_Bull:0.00
00678.TW     | 群益那斯達克生技   | 36.42      | ❄️ 空倉          |      +17.96% |     38 |    52.03% | [P:0.46] RSI:55.63|D_Value:71.67|MA_Slope:0.15|MA_Bull:0.00
00679B.TWO   | 元大美債20年    | 26.81      | 🟢 持股           |       -0.33% |     13 |    50.86% | [P:0.56] MACD:0.01|KD_Diff:5.57|BIAS_20:1.72|MA_Bull:10.00
00680L.TW    | 元大美債20正2   | 7.03       | ❄️ 空倉          |       +2.52% |      8 |    53.55% | [P:0.48] MACD:0.01|KD_Diff:10.49|D_Value:60.92|BB_Upper:0.47
00681R.TW    | 元大美債20反1   | 20.84      | 🚀 買進           |       +5.60% |     30 |    49.54% | [P:0.58] RSI:36.54|MACD:-0.03|BIAS_20:-1.76|MA_Bull:0.00
00683L.TW    | 期元大美元指正2   | 21.25      | 💥 賣出           |       -0.68% |     23 |    53.49% | [P:0.50] MACD:0.10|KD_Diff:-17.06|D_Value:63.05|MA_Bull:0.00
00685L.TW    | 群益臺灣加權正2   | 295.95     | 🟢 持股           |      +53.81% |     23 |    49.37% | [P:0.65] MACD:11.37|Vol_Ratio:0.93|BB_Upper:9.11|MA_Bull:0.00
00686R.TW    | 群益臺灣加權反1   | 1.02       | 🟢 持股           |       +3.12% |     17 |    60.93% | [P:0.55] RSI:43.75|MACD:-0.03|KD_Diff:-0.90|BB_Upper:13.36
00687B.TWO   | 國泰20年美債    | 28.15      | 🟢 持股           |       -1.06% |      9 |    51.11% | [P:0.56] MACD:0.07|KD_Diff:7.02|BIAS_20:1.69|MA_Bull:10.00
00688L.TW    | 國泰20年美債正2  | 7.01       | ❄️ 空倉          |       +2.24% |     10 |    53.77% | [P:0.48] MACD:0.01|KD_Diff:10.80|D_Value:58.91|BB_Upper:0.65
00693U.TW    | 期街口S&P黃豆   | 20.64      | 🟢 持股           |       -7.96% |     29 |    50.91% | [P:0.53] MACD:-0.41|Vol_Ratio:1.01|BIAS_20:-4.26|MA_Bull:0.00
00694B.TWO   | 富邦美債1-3年   | 41.57      | 🟢 持股           |       -1.28% |     11 |    52.73% | [P:0.56] MACD:0.03|D_Value:84.55|BIAS_20:0.16|BB_Upper:0.41
00696B.TWO   | 富邦美債20年    | 29.22      | 🟢 持股           |       +1.65% |     37 |    50.48% | [P:0.59] Vol_Ratio:0.40|MA_Slope:0.17|BB_Upper:0.36|MA_Bull:10.00
00700.TW     | 富邦�琤肭磪�    | 16.91      | ❄️ 空倉          |       -1.78% |     18 |    51.12% | [P:0.44] Vol_Ratio:0.88|BIAS_20:-0.21|MA_Slope:-0.12|BB_Upper:3.14
00703.TW     | 台新MSCI中國   | 19.36      | ❄️ 空倉          |       +2.74% |     18 |    52.48% | [P:0.46] MACD:-0.27|KD_Diff:4.72|BB_Upper:4.27|MA_Bull:0.00
00708L.TW    | 期元大S&P黃金正2 | 81.35      | 🟢 持股           |      +72.48% |     39 |    51.91% | [P:0.56] RSI:39.17|D_Value:25.84|Vol_Ratio:1.00|MA_Slope:-0.58
00711B.TW    | 復華彭博新興債    | 16.25      | 🚀 買進           |       +1.10% |     18 |    52.70% | [P:0.56] MACD:0.04|KD_Diff:6.74|BIAS_20:1.65|MA_Bull:10.00
00712.TW     | 復華富時不動產    | 8.86       | ❄️ 空倉          |       +1.84% |     40 |    50.82% | [P:0.45] RSI:60.78|MACD:-0.03|Vol_Ratio:0.91|MA_Bull:0.00
00713.TW     | 元大台灣高息低波   | 60.55      | 💥 賣出           |       +7.09% |     23 |    50.24% | [P:0.43] MACD:1.42|KD_Diff:3.74|BIAS_20:4.92|MA_Bull:10.00
00715L.TW    | 期街口S&P布蘭特油正2 | 42.60      | ❄️ 空倉          |     +271.64% |     24 |    50.46% | [P:0.41] KD_Diff:-13.51|D_Value:32.46|BB_Upper:59.98|MA_Bull:0.00
00719B.TWO   | 元大美債1-3    | 30.92      | 🟢 持股           |       -0.61% |      9 |    50.94% | [P:0.55] MACD:0.00|D_Value:77.89|BIAS_20:0.23|BB_Upper:0.29
00720B.TWO   | 元大投資級公司債   | 33.51      | 🟢 持股           |       +0.12% |     31 |    52.53% | [P:0.62] KD_Diff:8.66|D_Value:74.47|Vol_Ratio:0.84|MA_Bull:10.00
00722B.TWO   | 群益投資級電信債   | 36.42      | 💥 賣出           |       +4.45% |     53 |    51.05% | [P:0.40] RSI:63.51|KD_Diff:11.96|Vol_Ratio:0.86|MA_Bull:0.00
00724B.TWO   | 群益投資級金融債   | 34.03      | 🚀 買進           |       -0.20% |     14 |    51.78% | [P:0.58] MACD:0.08|D_Value:66.65|BIAS_20:1.31|MA_Bull:10.00
00725B.TWO   | 國泰投資級公司債   | 35.59      | 🚀 買進           |       +2.05% |     34 |    50.95% | [P:0.58] RSI:67.20|D_Value:68.98|Vol_Ratio:1.01|MA_Bull:10.00
00726B.TWO   | 國泰新興投等債    | 32.94      | 🚀 買進           |       -2.10% |     18 |    51.00% | [P:0.59] MACD:0.02|D_Value:71.04|BIAS_20:0.92|MA_Bull:10.00
00733.TW     | 富邦臺灣中小     | 73.90      | ❄️ 空倉          |      +29.06% |     36 |    48.87% | [P:0.49] RSI:44.97|D_Value:41.17|Vol_Ratio:1.17|BB_Upper:7.41
00735.TW     | 國泰臺韓科技     | 113.00     | 🚀 買進           |      +91.00% |     26 |    50.21% | [P:0.52] KD_Diff:0.75|D_Value:44.29|Vol_Ratio:0.73|BIAS_20:4.84
00738U.TW    | 期元大道瓊白銀    | 56.70      | ❄️ 空倉          |      +51.49% |     22 |    50.52% | [P:0.40] MACD:-2.31|KD_Diff:8.89|Vol_Ratio:0.93|BIAS_20:-3.23
00740B.TWO   | 富邦全球投等債    | 39.06      | 🚀 買進           |       -2.54% |     20 |    50.31% | [P:0.58] MACD:0.10|D_Value:70.14|BIAS_20:1.41|MA_Bull:10.00
00746B.TWO   | 富邦A級公司債    | 35.81      | 🚀 買進           |       +0.30% |     12 |    51.01% | [P:0.55] KD_Diff:9.76|D_Value:67.15|MA_Slope:0.11|MA_Bull:10.00
00749B.TWO   | 凱基新興債10+   | 31.98      | 🚀 買進           |       -0.31% |     16 |    52.33% | [P:0.56] MACD:0.08|KD_Diff:6.36|BIAS_20:1.59|MA_Bull:10.00
00751B.TWO   | 元大AAA至A公司債 | 32.17      | ❄️ 空倉          |       +1.19% |      4 |    51.46% | [P:0.33] RSI:65.38|KD_Diff:9.35|D_Value:66.89|BIAS_20:1.59
00752.TW     | 中信中國50     | 22.80      | ❄️ 空倉          |       +8.57% |     36 |    52.07% | [P:0.42] RSI:44.66|MACD:-0.32|Vol_Ratio:1.34|MA_Bull:0.00
00753L.TW    | 中信中國50正2   | 9.55       | ❄️ 空倉          |       -8.50% |     16 |    49.84% | [P:0.46] KD_Diff:1.94|D_Value:25.51|BIAS_20:-2.03|BB_Upper:9.40
00757.TW     | 統一FANG+    | 128.20     | ❄️ 空倉          |      +14.38% |     24 |    52.02% | [P:0.40] RSI:48.64|D_Value:28.68|Vol_Ratio:1.40|BIAS_20:-1.63
00760B.TWO   | 復華新興企業債    | 53.95      | 🟢 持股           |       +1.73% |     37 |    50.22% | [P:0.50] RSI:75.00|KD_Diff:7.00|Vol_Ratio:1.01|MA_Bull:10.00
00761B.TWO   | 國泰A級公司債    | 34.74      | 🚀 買進           |       -1.68% |     48 |    51.49% | [P:0.60] KD_Diff:10.39|D_Value:64.22|Vol_Ratio:0.51|MA_Bull:10.00
00764B.TWO   | 群益25年美債    | 28.10      | 💥 賣出           |       +1.01% |     27 |    53.05% | [P:0.50] RSI:65.32|D_Value:76.53|MA_Slope:0.16|MA_Bull:10.00
00768B.TWO   | 復華20年美債    | 50.25      | ❄️ 空倉          |       -0.57% |     12 |    51.69% | [P:0.48] MACD:-0.04|KD_Diff:5.99|Vol_Ratio:1.49|MA_Slope:0.16
00770.TW     | 國泰北美科技     | 68.05      | 💥 賣出           |      +26.62% |     25 |    51.58% | [P:0.49] MACD:1.40|KD_Diff:-1.71|BB_Upper:5.10|MA_Bull:0.00
00772B.TWO   | 中信高評級公司債   | 34.00      | ❄️ 空倉          |       -0.30% |      6 |    50.68% | [P:0.34] RSI:64.21|KD_Diff:10.13|D_Value:67.24|BIAS_20:1.41
00773B.TWO   | 中信優先金融債    | 36.16      | 🚀 買進           |       -1.28% |     20 |    49.55% | [P:0.58] MACD:0.07|D_Value:66.51|BIAS_20:1.34|MA_Bull:10.00
00780B.TWO   | 國泰A級金融債    | 37.20      | 🟢 持股           |       -0.48% |     33 |    51.06% | [P:0.59] RSI:61.69|D_Value:65.33|Vol_Ratio:0.98|MA_Bull:10.00
00785B.TWO   | 富邦金融投等債    | 35.24      | 🚀 買進           |       -1.79% |      8 |    50.98% | [P:0.58] MACD:0.08|D_Value:77.50|BIAS_20:1.22|MA_Bull:10.00
00787B.TWO   | 元大10年IG醫療債 | 33.07      | 🟢 持股           |       -0.56% |     23 |    51.50% | [P:0.53] KD_Diff:8.88|D_Value:72.48|MA_Slope:0.15|MA_Bull:10.00
00795B.TWO   | 中信美國公債20年  | 26.97      | 🟢 持股           |       -0.84% |     11 |    51.27% | [P:0.56] MACD:0.01|KD_Diff:6.88|BIAS_20:1.60|MA_Bull:10.00
00830.TW     | 國泰費城半導體    | 98.45      | 🟢 持股           |      +58.84% |     11 |    49.48% | [P:0.57] KD_Diff:8.23|BIAS_20:10.57|MA_Slope:0.99|BB_Upper:1.17
00845B.TWO   | 富邦新興投等債    | 33.21      | 🟢 持股           |       +0.12% |     29 |    51.59% | [P:0.64] RSI:71.61|D_Value:86.71|Vol_Ratio:0.86|MA_Bull:10.00
00847B.TWO   | 中信美國市政債    | 25.57      | 🟢 持股           |       -4.60% |     17 |    51.12% | [P:0.58] MACD:-0.02|D_Value:84.45|BIAS_20:1.15|MA_Bull:10.00
00851.TW     | 台新全球AI     | 72.50      | 🟢 持股           |      +23.67% |     25 |    49.94% | [P:0.61] RSI:66.57|KD_Diff:2.75|BB_Upper:4.33|MA_Bull:0.00
00852L.TW    | 國泰美國道瓊正2   | 33.99      | 🚀 買進           |       +9.15% |     30 |    52.78% | [P:0.60] RSI:56.37|KD_Diff:9.34|BIAS_20:3.96|MA_Bull:0.00
00857B.TWO   | 永豐20年美公債   | 23.41      | 🟢 持股           |       -4.45% |     17 |    52.66% | [P:0.52] MACD:0.05|Vol_Ratio:0.68|BIAS_20:1.54|MA_Bull:10.00
00864B.TWO   | 中信美國公債0-1  | 45.80      | 🟢 持股           |       -1.12% |     11 |    52.53% | [P:0.51] MACD:-0.05|D_Value:67.88|Vol_Ratio:1.05|BIAS_20:0.08
00865B.TW    | 國泰US短期公債   | 47.96      | ❄️ 空倉          |       -0.47% |     20 |    51.14% | [P:0.49] MACD:0.04|KD_Diff:-1.81|D_Value:72.64|MA_Bull:0.00
00870B.TWO   | 元大15年EM主權債 | 28.69      | 🚀 買進           |       +3.54% |     44 |    49.09% | [P:0.54] KD_Diff:7.75|D_Value:70.89|Vol_Ratio:0.07|MA_Bull:10.00
00875.TW     | 國泰網路資安     | 47.66      | ❄️ 空倉          |      +11.22% |     36 |    51.20% | [P:0.42] RSI:52.89|Vol_Ratio:2.16|BIAS_20:0.68|MA_Bull:0.00
00876.TW     | 元大全球5G     | 98.85      | 🟢 持股           |      +71.41% |     25 |    52.48% | [P:0.57] MACD:3.73|KD_Diff:7.98|BB_Upper:1.44|MA_Bull:10.00
00877.TWO    | 復華中國5G     | 44.09      | 🚀 買進           |      +20.48% |     20 |    53.46% | [P:0.51] MACD:1.59|BIAS_20:4.23|MA_Slope:0.53|BB_Upper:3.39
00878.TW     | 國泰永續高股息    | 32.61      | 🟢 持股           |      +30.13% |     13 |    49.65% | [P:0.51] MACD:1.43|Vol_Ratio:0.89|BB_Upper:6.30|MA_Bull:0.00
00881.TW     | 國泰台灣科技龍頭   | 54.55      | 💥 賣出           |      +58.44% |     11 |    51.10% | [P:0.45] KD_Diff:0.65|BIAS_20:2.83|MA_Slope:0.52|BB_Upper:5.99
00882.TW     | 中信中國高股息    | 16.09      | 🟢 持股           |      +10.23% |     33 |    51.05% | [P:0.61] MACD:0.03|BIAS_20:1.93|MA_Slope:0.03|MA_Bull:10.00
00885.TW     | 富邦越南       | 18.27      | ❄️ 空倉          |      +10.77% |     38 |    50.52% | [P:0.46] KD_Diff:8.31|BIAS_20:-2.05|MA_Slope:-0.27|MA_Bull:0.00
00886.TWO    | 永豐美國科技     | 44.42      | 🚀 買進           |       +7.97% |     16 |    52.80% | [P:0.54] RSI:52.69|Vol_Ratio:1.60|BIAS_20:1.61|MA_Slope:0.28
00887.TWO    | 永豐中國科技50大  | 17.46      | 💥 賣出           |      +37.53% |     25 |    49.60% | [P:0.47] MACD:0.43|Vol_Ratio:1.11|BB_Upper:4.74|MA_Bull:0.00
00888.TWO    | 永豐台灣ESG    | 35.27      | 🚀 買進           |      +40.69% |     16 |    50.48% | [P:0.55] MACD:1.28|D_Value:49.36|Vol_Ratio:0.80|BIAS_20:5.15
00891.TW     | 中信關鍵半導體    | 36.15      | 💥 賣出           |      +77.77% |     25 |    49.42% | [P:0.49] MACD:0.79|Vol_Ratio:1.03|BB_Upper:5.27|MA_Bull:0.00
00893.TW     | 國泰智能電動車    | 46.93      | 💥 賣出           |      +37.94% |     15 |    50.13% | [P:0.47] MACD:0.80|KD_Diff:3.47|BB_Upper:4.56|MA_Bull:0.00
00894.TW     | 中信小資高價30   | 49.11      | 💥 賣出           |      +25.09% |     21 |    49.14% | [P:0.45] KD_Diff:1.87|BIAS_20:1.67|MA_Slope:0.38|BB_Upper:6.69
00896.TW     | 中信綠能及電動車   | 29.00      | 🟢 持股           |      +43.40% |     21 |    52.69% | [P:0.50] MACD:0.73|Vol_Ratio:1.68|BB_Upper:5.98|MA_Bull:0.00
00898.TW     | 國泰基因免疫革命   | 8.43       | 💥 賣出           |       +8.13% |     43 |    54.63% | [P:0.36] MACD:0.06|Vol_Ratio:0.83|MA_Slope:0.33|BB_Upper:0.77
00900.TW     | 富邦特選高股息30  | 19.51      | ❄️ 空倉          |      +24.88% |     24 |    51.78% | [P:0.42] RSI:61.54|D_Value:54.24|Vol_Ratio:0.78|MA_Bull:0.00
00902.TW     | 中信電池及儲能    | 15.69      | 🟢 持股           |      +22.18% |     33 |    51.25% | [P:0.52] KD_Diff:8.06|D_Value:25.27|Vol_Ratio:0.78|MA_Bull:0.00
00903.TW     | 富邦元宇宙      | 21.61      | ❄️ 空倉          |      +23.07% |     34 |    49.09% | [P:0.40] Vol_Ratio:1.63|BIAS_20:-1.85|MA_Slope:0.05|BB_Upper:9.16
00904.TW     | 新光臺灣半導體30  | 41.93      | 🚀 買進           |      +58.76% |     12 |    51.80% | [P:0.52] KD_Diff:3.56|D_Value:46.26|BB_Upper:6.02|MA_Bull:0.00
00905.TW     | FT臺灣SMART  | 27.70      | 🟢 持股           |      +30.30% |      7 |    49.35% | [P:0.56] MACD:0.83|D_Value:57.92|Vol_Ratio:0.59|MA_Slope:0.65
00908.TW     | 富邦入息REITs+ | 15.12      | 🟢 持股           |      +10.88% |     33 |    51.90% | [P:0.57] MACD:0.21|KD_Diff:2.25|Vol_Ratio:0.74|MA_Bull:10.00
00909.TW     | 國泰數位支付服務   | 50.50      | ❄️ 空倉          |      +34.26% |     34 |    50.69% | [P:0.44] Vol_Ratio:1.24|BIAS_20:2.81|MA_Slope:0.36|BB_Upper:4.99
00910.TW     | 第一金太空衛星    | 70.45      | ❄️ 空倉          |      +51.16% |     34 |    52.20% | [P:0.37] D_Value:23.67|MA_Slope:-0.34|BB_Upper:28.90|MA_Bull:0.00
00911.TW     | 兆豐洲際半導體    | 66.85      | 💥 賣出           |      +87.99% |     19 |    48.95% | [P:0.41] MACD:3.05|D_Value:55.20|Vol_Ratio:2.17|MA_Slope:1.03
00912.TW     | 中信臺灣智慧50   | 33.87      | 🟢 持股           |      +46.15% |     23 |    47.51% | [P:0.51] MACD:0.97|Vol_Ratio:0.42|BB_Upper:2.64|MA_Bull:0.00
00915.TW     | 凱基優選高股息30  | 31.46      | 🚀 買進           |      +22.60% |     26 |    53.22% | [P:0.59] Vol_Ratio:0.82|BIAS_20:7.57|BB_Upper:1.80|MA_Bull:10.00
00916.TW     | 國泰全球品牌50   | 27.90      | 🟢 持股           |      +10.34% |     29 |    48.76% | [P:0.52] KD_Diff:-13.78|D_Value:29.98|Vol_Ratio:1.17|MA_Bull:0.00
00917.TW     | 中信特選金融     | 22.45      | 🟢 持股           |      +14.19% |     19 |    54.98% | [P:0.58] MACD:0.15|D_Value:79.00|Vol_Ratio:1.40|MA_Slope:0.27
00918.TW     | 大華優利高填息30  | 31.88      | ❄️ 空倉          |      +14.05% |     40 |    52.91% | [P:0.41] RSI:69.47|D_Value:68.70|Vol_Ratio:0.96|MA_Bull:0.00
00919.TW     | 群益台灣精選高息   | 30.69      | ❄️ 空倉          |      +17.00% |     32 |    53.00% | [P:0.48] RSI:68.16|D_Value:79.21|Vol_Ratio:1.44|MA_Bull:10.00
00922.TW     | 國泰台灣領袖50   | 40.17      | ❄️ 空倉          |      +52.03% |     34 |    50.33% | [P:0.46] Vol_Ratio:0.92|MA_Slope:0.59|BB_Upper:4.62|MA_Bull:0.00
00923.TW     | 群益台ESG低碳50 | 42.39      | 🟢 持股           |      +52.65% |     11 |    51.22% | [P:0.57] MACD:1.25|D_Value:51.70|Vol_Ratio:1.11|MA_Slope:0.60
00924.TW     | 復華S&P500成長 | 32.28      | ❄️ 空倉          |      +15.14% |     34 |    52.36% | [P:0.45] Vol_Ratio:1.03|BIAS_20:-0.04|BB_Upper:2.81|MA_Bull:0.00
00927.TW     | 群益半導體收益    | 39.61      | 🚀 買進           |      +92.26% |     14 |    55.03% | [P:0.54] KD_Diff:3.34|Vol_Ratio:0.76|BB_Upper:9.01|MA_Bull:0.00
00929.TW     | 復華台灣科技優息   | 30.49      | ❄️ 空倉          |      +45.61% |     28 |    53.77% | [P:0.42] KD_Diff:4.73|D_Value:51.75|Vol_Ratio:0.78|MA_Bull:0.00
00930.TW     | 永豐ESG低碳高息  | 24.74      | 🟢 持股           |      +40.39% |     23 |    50.89% | [P:0.52] MACD:0.93|Vol_Ratio:0.71|BB_Upper:7.62|MA_Bull:0.00
00931B.TWO   | 統一美債20年    | 13.55      | ❄️ 空倉          |       +5.44% |     38 |    49.78% | [P:0.43] RSI:65.85|KD_Diff:4.67|BIAS_20:1.62|MA_Bull:10.00
00932.TW     | 兆豐永續高息等權   | 17.59      | 🚀 買進           |      +21.17% |     32 |    51.59% | [P:0.50] KD_Diff:-5.67|D_Value:65.61|MA_Slope:0.44|MA_Bull:0.00
00933B.TWO   | 國泰10Y+金融債  | 16.15      | 🚀 買進           |       +1.47% |     22 |    52.03% | [P:0.50] RSI:67.12|D_Value:70.94|BIAS_20:1.33|MA_Bull:10.00
00934.TW     | 中信成長高股息    | 28.77      | 🟢 持股           |      +25.49% |     21 |    50.97% | [P:0.68] RSI:61.20|D_Value:57.85|MA_Slope:0.72|MA_Bull:0.00
