=== 20260323 K棒型態掃描報表 (產出日: 20260323) ===
Stock_ID     Stock_Name      Close    Vol_R    Pattern
911622.TW    泰聚亨-DR          4.04     0.18     !!錘子線(低檔支撐)
3499.TWO     環天科             18.25    0.62     一般
6223.TWO     旺矽              3715.00  1.04     !!避雷針(高檔賣壓)
6261.TWO     久元              67.60    1.81     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓) / !!晨星(底部反轉)
7583.TWO     國際海洋            70.00    1.15     !!十字星(變盤) / !!錘子線(低檔支撐)
6658.TW      聯策              66.40    0.38     !!避雷針(高檔賣壓)
2059.TW      川湖              3400.00  1.15     一般
6913.TWO     鴻呈              110.50   1.03     !!十字星(變盤) / !!錘子線(低檔支撐) / !!三隻烏鴉(強轉空)
00749B.TWO   凱基新興債10+        31.38    1.47     一般
3030.TW      德律              241.50   0.59     !!避雷針(高檔賣壓)
9802.TW      鈺齊-KY           80.30    0.90     一般
3219.TWO     倚強科             69.90    1.77     ★量能爆發
00918.TW     大華優利高填息30       22.02    1.39     !!三隻烏鴉(強轉空)
3022.TW      威強電             64.00    0.67     一般
4167.TWO     松瑞藥             20.75    0.76     !!避雷針(高檔賣壓)
00641R.TW    富邦日本反1          4.42     2.66     ★量能爆發
2743.TWO     山富              71.50    0.89     !!避雷針(高檔賣壓)
6617.TWO     共信-KY           69.10    1.39     一般
2412.TW      中華電             134.00   1.28     一般
2428.TW      興勤              154.50   1.01     !!三隻烏鴉(強轉空)
4536.TW      拓凱              150.00   0.94     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
2901.TW      欣欣              23.95    2.34     ★量能爆發 / !!多頭吞噬(強漲)
4554.TWO     橙的              28.65    0.38     一般
6173.TWO     信昌電             60.80    0.48     !!三隻烏鴉(強轉空)
3231.TW      緯創              125.50   0.75     一般
8930.TWO     青鋼              32.40    1.39     !!十字星(變盤) / !!避雷針(高檔賣壓)
2464.TW      盟立              72.50    0.33     一般
2248.TW      華勝-KY           48.95    0.60     !!十字星(變盤) / !!避雷針(高檔賣壓)
2884.TW      玉山金             31.15    0.77     !!錘子線(低檔支撐)
2007.TW      燁興              8.83     2.46     ★量能爆發 / !!避雷針(高檔賣壓)
5355.TWO     佳總              6.98     0.80     !!錘子線(低檔支撐)
1725.TW      元禎              32.00    0.37     一般
6116.TW      彩晶              8.51     1.03     一般
2453.TW      凌群              54.00    0.71     !!十字星(變盤) / !!避雷針(高檔賣壓)
6735.TWO     美達科技            56.40    0.90     !!避雷針(高檔賣壓)
3609.TWO     三一東林            28.10    0.57     一般
8923.TWO     時報              19.25    5.16     ★量能爆發 / !!避雷針(高檔賣壓)
8068.TWO     全達              22.45    1.20     一般
9958.TW      世紀鋼             121.00   2.05     ★量能爆發
8932.TWO     智通*             81.70    0.75     一般
1709.TW      和益              18.20    0.48     一般
8908.TWO     欣雄              42.85    1.36     一般
5276.TWO     達輝-KY           15.25    2.19     ★量能爆發
1584.TWO     精剛              22.20    0.92     !!避雷針(高檔賣壓)
2885.TW      元大金             44.20    0.99     一般
8472.TWO     夠麻吉             78.50    0.57     一般
3306.TWO     鼎天              48.05    0.56     一般
2929.TW      淘帝-KY           6.32     0.67     !!三隻烏鴉(強轉空)
6645.TW      金萬林-創           14.00    0.30     !!十字星(變盤) / !!避雷針(高檔賣壓)
7792.TWO     安葆              304.00   1.19     一般
00881.TW     國泰台灣科技龍頭        36.24    1.30     一般
1717.TW      長興              62.00    1.05     一般
6127.TWO     九豪              42.85    1.33     一般
7556.TWO     意德士             169.00   0.74     一般
4763.TW      材料*-KY          44.30    0.56     !!三隻烏鴉(強轉空)
2535.TW      達欣工             73.50    1.32     一般
2013.TW      中鋼構             44.00    2.23     ★量能爆發
1714.TW      和桐              9.48     0.68     一般
1808.TW      潤隆              30.35    1.01     !!十字星(變盤) / !!避雷針(高檔賣壓)
3709.TWO     鑫聯大投控           66.60    0.53     !!避雷針(高檔賣壓)
2352.TW      佳世達             23.70    0.77     一般
1568.TW      倉佑              22.70    1.06     一般
6129.TWO     普誠              15.75    0.37     !!三隻烏鴉(強轉空)
5475.TWO     德宏              197.50   0.57     一般
5289.TWO     宜鼎              1085.00  0.50     !!十字星(變盤)
5514.TWO     三豐              16.05    0.08     !!十字星(變盤)
3587.TWO     閎康              245.50   4.23     ★量能爆發 / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
6532.TWO     瑞耘              73.60    2.91     ★量能爆發
00927.TW     群益半導體收益         24.20    1.51     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
00950B.TWO   凱基A級公司債         14.05    1.55     ★量能爆發
4529.TWO     淳紳              3.35     1.01     !!十字星(變盤) / !!避雷針(高檔賣壓)
3523.TWO     迎輝              15.75    0.53     一般
4908.TWO     前鼎              106.50   0.81     一般
3029.TW      零壹              103.00   0.50     一般
7769.TW      鴻勁              3950.00  0.62     一般
4958.TW      臻鼎-KY           201.00   0.64     !!十字星(變盤) / !!避雷針(高檔賣壓)
6245.TWO     立端              68.30    3.31     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓) / !!紅三兵(趨勢噴發)
3447.TW      展達              39.20    1.15     !!十字星(變盤) / !!避雷針(高檔賣壓)
3583.TW      辛耘              436.00   1.55     ★量能爆發 / !!紅三兵(趨勢噴發)
00940.TW     元大台灣價值高息        9.56     0.74     一般
3706.TW      神達              79.30    0.52     !!避雷針(高檔賣壓)
5009.TWO     榮剛              32.90    1.28     !!空頭吞噬(起跌)
5278.TWO     尚凡*             24.00    1.33     一般
3054.TW      立萬利             71.30    0.95     !!三隻烏鴉(強轉空)
2031.TW      新光鋼             40.65    1.28     一般
3317.TWO     尼克森             44.35    0.50     !!三隻烏鴉(強轉空)
4416.TWO     三圓              13.80    0.83     一般
4905.TWO     台聯電             98.20    2.19     ★量能爆發 / !!十字星(變盤)
8155.TWO     博智              265.00   1.00     !!十字星(變盤) / !!避雷針(高檔賣壓)
6741.TWO     91APP*-KY       60.30    0.31     一般
1319.TW      東陽              82.00    0.41     !!避雷針(高檔賣壓)
6925.TWO     意藍              75.00    0.59     !!避雷針(高檔賣壓)
6285.TW      啟��             166.00   0.69     !!十字星(變盤) / !!避雷針(高檔賣壓)
4744.TWO     皇將              34.60    0.60     !!三隻烏鴉(強轉空)
00642U.TW    期元大S&P石油        26.81    1.08     !!晨星(底部反轉)
6994.TW      富威電力            73.00    1.12     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
3576.TW      聯合再生            21.50    0.74     !!十字星(變盤) / !!避雷針(高檔賣壓)
8112.TW      至上              81.80    0.39     !!三隻烏鴉(強轉空)
00633L.TW    富邦上証正2          44.40    1.79     ★量能爆發
4121.TWO     優盛              16.20    0.26     一般
00773B.TWO   中信優先金融債         35.56    1.74     ★量能爆發
1535.TW      中宇              53.20    1.06     !!紅三兵(趨勢噴發)
6642.TWO     富致              55.20    0.50     一般
4402.TWO     郡都開發            17.00    0.58     一般
00885.TW     富邦越南            16.58    1.75     ★量能爆發 / !!三隻烏鴉(強轉空)
8034.TWO     榮群              23.90    0.83     !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
6589.TW      台康生技            56.10    0.98     一般
4109.TWO     加捷生醫            13.10    0.70     一般
8105.TW      凌巨              13.10    0.56     一般
1721.TW      三晃              18.05    0.32     一般
7722.TW      LINEPAY         326.50   0.99     一般
1434.TW      福懋              16.55    1.65     ★量能爆發
6902.TW      GOGOLOOK        76.60    1.68     ★量能爆發 / !!錘子線(低檔支撐)
2461.TW      光群雷             16.75    0.76     !!錘子線(低檔支撐)
6461.TWO     益得              18.60    0.55     !!十字星(變盤) / !!避雷針(高檔賣壓)
7805.TWO     威聯通             654.00   0.58     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
6961.TWO     旅天下             57.90    1.10     一般
3339.TWO     泰谷              33.90    0.94     !!多頭吞噬(強漲) / !!多方砲(強勢洗盤)
8131.TW      福懋科             61.80    0.71     一般
7752.TWO     世紀樺欣            50.10    0.32     !!十字星(變盤) / !!錘子線(低檔支撐)
6026.TWO     福邦證             14.45    0.62     !!十字星(變盤) / !!避雷針(高檔賣壓)
00637L.TW    元大滬深300正2       18.42    1.61     ★量能爆發
4538.TWO     大詠城             18.75    0.88     !!錘子線(低檔支撐)
6962.TW      奕力-KY           30.50    0.85     !!避雷針(高檔賣壓)
3323.TWO     加百裕             34.00    0.83     !!三隻烏鴉(強轉空)
00664R.TW    國泰臺灣加權反1        2.35     1.50     ★量能爆發
8091.TWO     翔名              140.50   1.59     ★量能爆發 / !!多頭吞噬(強漲)
2064.TWO     晉椿              11.70    0.34     !!三隻烏鴉(強轉空)
7810.TWO     捷創科技            245.50   1.83     ★量能爆發 / !!十字星(變盤)
2434.TW      統懋              29.00    0.95     一般
7610.TW      聯友金屬-創          324.50   0.70     一般
4952.TW      凌通              41.00    0.69     一般
1219.TW      福壽              13.65    1.99     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
1623.TW      大東電             200.00   0.73     一般
6187.TWO     萬潤              830.00   3.07     ★量能爆發
00980A.TW    主動野村臺灣優選        17.25    1.34     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
00929.TW     復華台灣科技優息        19.22    0.70     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
8249.TW      菱光              49.90    1.26     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
2252.TWO     為昇科             21.45    1.46     !!多方砲(強勢洗盤)
2034.TW      允強              20.10    1.17     !!空頭吞噬(起跌)
00947.TW     台新臺灣IC設計        24.36    0.62     !!避雷針(高檔賣壓)
2483.TW      百容              20.70    0.59     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
3285.TWO     微端              26.75    4.73     ★量能爆發
3581.TWO     博磊              74.00    0.38     !!錘子線(低檔支撐)
3380.TW      明泰              34.20    0.44     一般
5301.TWO     寶得利             9.45     0.86     !!十字星(變盤)
6875.TWO     國邑*             39.60    0.49     一般
1795.TW      美時              205.50   0.59     !!三隻烏鴉(強轉空)
2406.TW      國碩              35.75    0.73     !!避雷針(高檔賣壓)
4401.TWO     東隆興             15.00    0.24     一般
6147.TWO     頎邦              64.20    0.50     一般
8032.TWO     光菱              34.40    0.93     !!避雷針(高檔賣壓)
6667.TWO     信紘科             246.50   0.90     一般
6231.TWO     系微              273.00   1.85     ★量能爆發 / !!避雷針(高檔賣壓) / !!紅三兵(趨勢噴發)
00674R.TW    期元大S&P黃金反1      5.69     3.11     ★量能爆發 / !!十字星(變盤) / !!錘子線(低檔支撐)
00751B.TWO   元大AAA至A公司債      31.35    1.39     一般
5015.TWO     華祺              26.15    0.52     !!避雷針(高檔賣壓)
6657.TW      華安              44.35    1.45     !!三隻烏鴉(強轉空)
6799.TW      來頡              78.80    0.47     !!避雷針(高檔賣壓)
6689.TW      伊雲谷             85.50    1.27     !!多頭吞噬(強漲) / !!多方砲(強勢洗盤)
2427.TW      三商電             23.50    0.77     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
1536.TW      和大              51.80    0.60     !!多頭吞噬(強漲)
6716.TWO     應廣              72.10    0.50     !!三隻烏鴉(強轉空)
5344.TWO     立衛              14.70    2.66     ★量能爆發 / !!避雷針(高檔賣壓)
3664.TWO     安瑞-KY           12.70    0.42     一般
3665.TW      貿聯-KY           1770.00  0.65     !!錘子線(低檔支撐)
3714.TW      富采              46.80    0.44     !!避雷針(高檔賣壓)
3218.TWO     大學光             138.00   1.11     一般
6698.TW      旭暉應材            31.40    0.37     !!避雷針(高檔賣壓)
5228.TWO     鈺鎧              24.20    0.43     !!錘子線(低檔支撐)
5880.TW      合庫金             22.55    1.39     一般
2243.TW      宏旭-KY           19.00    0.39     一般
2349.TW      錸德              14.25    2.58     ★量能爆發
4161.TWO     聿新科             24.50    3.50     ★量能爆發
5452.TWO     佶優              36.10    2.47     ★量能爆發
4923.TWO     力士              36.95    0.32     一般
3591.TW      艾笛森             20.00    0.39     !!避雷針(高檔賣壓)
7734.TWO     印能科技            1760.00  0.83     !!避雷針(高檔賣壓)
2401.TW      凌陽              20.50    0.86     一般
3259.TWO     鑫創              20.10    3.50     ★量能爆發
6906.TW      現觀科             66.80    1.85     ★量能爆發
3563.TW      牧德              702.00   0.76     !!避雷針(高檔賣壓)
6279.TWO     胡連              113.50   1.10     !!十字星(變盤) / !!避雷針(高檔賣壓)
3324.TWO     雙鴻              1005.00  0.89     !!避雷針(高檔賣壓)
3577.TWO     泓格              65.00    1.84     ★量能爆發 / !!多頭吞噬(強漲) / !!多方砲(強勢洗盤)
3357.TWO     臺慶科             152.50   0.41     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
4609.TWO     唐鋒              5.09     0.97     一般
2254.TW      巨鎧精密-創          70.20    1.01     !!錘子線(低檔支撐)
2369.TW      菱生              34.05    2.27     ★量能爆發
6221.TWO     晉泰              26.40    1.19     !!三隻烏鴉(強轉空)
2250.TW      IKKA-KY         63.50    0.34     !!十字星(變盤) / !!避雷針(高檔賣壓)
7751.TWO     竑騰              1555.00  0.22     !!避雷針(高檔賣壓)
8489.TWO     三貝德             24.20    0.27     一般
1773.TW      勝一              142.00   1.10     一般
6844.TWO     諾貝兒             63.70    2.44     ★量能爆發
6931.TW      青松健康            52.00    0.54     一般
4956.TW      光鋐              34.60    0.77     一般
5876.TW      上海商銀            39.10    1.14     一般
4977.TW      眾達-KY           185.00   0.73     !!避雷針(高檔賣壓)
00632R.TW    元大台灣50反1        14.52    1.49     一般
8935.TWO     邦泰              18.15    0.77     一般
8342.TWO     益張              85.50    6.00     ★量能爆發
3704.TW      合勤控             32.25    0.62     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
8213.TW      志超              32.60    0.51     !!十字星(變盤) / !!避雷針(高檔賣壓)
5227.TWO     立凱-KY           24.35    0.79     一般
3521.TWO     台鋼建設            13.75    2.59     ★量能爆發
3564.TWO     其陽              42.85    0.91     !!三隻烏鴉(強轉空)
6419.TWO     京晨科             83.90    0.28     一般
2845.TW      遠東銀             12.25    1.38     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
3266.TW      昇陽              13.25    1.39     一般
2812.TW      台中銀             20.25    0.97     !!避雷針(高檔賣壓)
00959B.TWO   大華投等美債15Y+      9.33     1.82     ★量能爆發
2724.TWO     藝舍-KY           20.40    1.03     !!十字星(變盤)
2867.TW      三商壽             7.47     1.38     !!十字星(變盤) / !!錘子線(低檔支撐) / !!三隻烏鴉(強轉空)
4906.TW      正文              31.30    0.70     一般
1712.TW      興農              44.00    0.42     !!避雷針(高檔賣壓)
1203.TW      味王              38.40    0.61     !!避雷針(高檔賣壓)
2002.TW      中鋼              19.05    1.23     !!空頭吞噬(起跌)
2478.TW      大毅              64.00    0.50     一般
6015.TWO     宏遠證             13.45    0.75     !!避雷針(高檔賣壓)
4560.TW      強信-KY           32.25    1.94     ★量能爆發 / !!避雷針(高檔賣壓)
6865.TWO     偉康科技            35.00    0.47     一般
6988.TW      威力暘-創           14.30    1.10     !!避雷針(高檔賣壓) / !!晨星(底部反轉)
6582.TW      申豐              32.90    2.88     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓) / !!多方砲(強勢洗盤)
5543.TWO     桓鼎-KY           27.70    0.80     !!多方砲(強勢洗盤)
6668.TW      中揚光             32.80    1.40     !!三隻烏鴉(強轉空)
020030.TW    統一智慧電動車N        11.32    2.23     ★量能爆發
3691.TWO     碩禾              112.50   0.55     !!避雷針(高檔賣壓)
9136.TW      巨騰-DR           10.95    1.66     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓)
2897.TW      王道銀行            9.84     1.11     一般
3592.TW      瑞鼎              208.50   1.09     !!三隻烏鴉(強轉空)
4760.TWO     勤凱              181.50   0.55     一般
1718.TW      中纖              7.66     1.14     !!十字星(變盤) / !!避雷針(高檔賣壓)
6491.TW      晶碩              280.00   0.95     一般
00955.TWO    中信日本商社          14.91    1.78     ★量能爆發 / !!十字星(變盤) / !!錘子線(低檔支撐)
3078.TWO     僑威              57.90    1.16     一般
2484.TW      希華              26.75    1.20     一般
2520.TW      冠德              31.75    0.87     一般
6996.TWO     力領科技            166.00   1.00     一般
6166.TW      凌華              59.50    0.95     一般
6103.TWO     合邦              45.60    0.04     !!十字星(變盤)
1338.TW      廣華-KY           14.80    1.44     !!三隻烏鴉(強轉空)
3023.TW      信邦              274.00   2.47     ★量能爆發
00738U.TW    期元大道瓊白銀         53.65    1.85     ★量能爆發
6672.TW      騰輝電子-KY         118.00   2.80     ★量能爆發 / !!避雷針(高檔賣壓)
3694.TW      海華              55.40    0.76     !!避雷針(高檔賣壓)
6160.TWO     欣技              16.40    0.58     !!錘子線(低檔支撐) / !!三隻烏鴉(強轉空)
5426.TWO     振發              19.40    0.61     !!十字星(變盤) / !!避雷針(高檔賣壓)
8048.TWO     德勝              58.50    0.81     !!錘子線(低檔支撐)
2312.TW      金寶              22.75    0.51     !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
2208.TW      台船              20.70    1.10     一般
2028.TW      威致              19.05    2.02     ★量能爆發 / !!避雷針(高檔賣壓)
009803.TW    保德信市值動能50       15.20    1.10     一般
7584.TWO     樂意              34.20    0.90     一般
8050.TWO     廣積              40.80    1.26     一般
2348.TW      海悅              78.90    0.50     一般
3455.TWO     由田              125.00   0.50     !!避雷針(高檔賣壓)
2104.TW      國際中橡            12.15    0.89     一般
6122.TWO     擎邦              50.40    0.75     !!十字星(變盤) / !!避雷針(高檔賣壓)
02001L.TW    未知              61.45    0.82     !!錘子線(低檔支撐)
2880.TW      華南金             32.70    1.18     一般
6435.TWO     大中              165.00   0.75     一般
6585.TW      鼎基              90.50    3.45     ★量能爆發 / !!多頭吞噬(強漲)
6909.TW      創控              42.75    0.35     !!三隻烏鴉(強轉空)
8476.TW      台境*             19.95    1.43     !!紅三兵(趨勢噴發)
6530.TWO     創威              97.50    2.58     ★量能爆發 / !!紅三兵(趨勢噴發)
3226.TWO     龍鋒              45.50    0.97     一般
6806.TW      森崴能源            39.40    0.86     !!三隻烏鴉(強轉空)
2755.TWO     揚秦              138.50   0.99     一般
3390.TWO     旭軟              21.65    0.66     !!十字星(變盤) / !!錘子線(低檔支撐) / !!三隻烏鴉(強轉空)
1605.TW      華新              30.15    0.95     !!三隻烏鴉(強轉空)
8038.TWO     長園科             42.30    0.47     一般
4726.TWO     永昕              31.00    0.82     !!三隻烏鴉(強轉空)
00648R.TW    元大S&P500反1      4.64     2.86     ★量能爆發 / !!錘子線(低檔支撐)
3006.TW      晶豪科             180.00   0.25     一般
1442.TW      名軒              26.80    0.84     一般
3376.TW      新日興             204.00   0.66     !!避雷針(高檔賣壓)
1303.TW      南亞              73.80    0.78     !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
00715L.TW    期街口布蘭特正2        63.40    1.00     一般
8349.TWO     �矬�             42.20    0.73     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
2633.TW      台灣高鐵            25.90    0.96     一般
4530.TWO     宏易              29.80    0.73     一般
3693.TWO     營邦              481.50   0.31     一般
1295.TWO     生合              69.60    0.69     !!空頭吞噬(起跌)
6290.TWO     良維              213.00   0.55     !!避雷針(高檔賣壓)
2543.TW      皇昌              65.00    0.86     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
1762.TW      中化生             28.70    0.76     一般
2388.TW      威盛              56.10    3.34     ★量能爆發 / !!避雷針(高檔賣壓)
3360.TWO     尚立              15.20    1.14     一般
1256.TW      鮮活果汁-KY         147.00   1.56     ★量能爆發
3260.TWO     威剛              412.00   0.60     !!十字星(變盤) / !!避雷針(高檔賣壓)
3673.TW      TPK-KY          45.45    0.92     一般
2035.TWO     唐榮              28.20    1.86     ★量能爆發
6418.TWO     詠昇              29.30    1.41     !!三隻烏鴉(強轉空)
5230.TWO     雷笛克光學           17.10    0.99     !!避雷針(高檔賣壓)
3169.TWO     亞信              98.60    0.69     一般
1516.TW      川飛              22.25    0.35     一般
3413.TW      京鼎              297.00   0.57     一般
00693U.TW    期街口S&P黃豆        22.09    0.91     !!錘子線(低檔支撐)
3516.TWO     亞帝歐             18.90    0.65     一般
2201.TW      裕隆              27.20    0.92     一般
1323.TW      永裕              19.15    1.03     !!錘子線(低檔支撐)
3071.TWO     協禧              29.85    3.52     ★量能爆發
00662.TW     富邦NASDAQ        97.80    2.79     ★量能爆發 / !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
8046.TW      南電              534.00   0.71     一般
1229.TW      聯華              44.05    0.86     一般
00931B.TWO   統一美債20年         13.68    1.54     ★量能爆發
2948.TWO     寶陞              39.80    3.78     ★量能爆發
2419.TW      仲琦              29.30    0.46     一般
2392.TW      正崴              36.25    0.62     !!避雷針(高檔賣壓)
4741.TWO     泓瀚              25.30    0.41     !!錘子線(低檔支撐)
4966.TWO     譜瑞-KY           499.00   0.94     一般
6186.TWO     新潤              41.15    0.98     一般
3045.TW      台灣大             109.00   1.03     一般
6515.TW      穎崴              7885.00  1.34     !!避雷針(高檔賣壓)
8437.TWO     大地-KY           13.00    0.84     一般
00634R.TW    富邦上証反1          3.38     2.04     ★量能爆發
8416.TWO     實威              167.00   2.87     ★量能爆發
3715.TW      定穎投控            170.50   0.46     !!十字星(變盤) / !!避雷針(高檔賣壓)
6958.TW      日盛台駿            17.15    0.75     一般
3444.TWO     利機              60.60    0.51     一般
8027.TWO     鈦昇              117.00   2.55     ★量能爆發 / !!多頭吞噬(強漲) / !!晨星(底部反轉)
4164.TW      承業醫             30.80    0.59     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!錘子線(低檔支撐)
4991.TWO     環宇-KY           385.00   2.52     ★量能爆發
2024.TW      志聯              14.75    0.94     一般
4542.TWO     科嶠              182.50   1.27     一般
6415.TW      矽力*-KY          278.50   0.57     !!避雷針(高檔賣壓)
6573.TW      虹揚-KY           13.70    0.73     !!避雷針(高檔賣壓)
2207.TW      和泰車             481.00   0.83     !!十字星(變盤) / !!錘子線(低檔支撐)
3597.TWO     映興              23.00    1.64     ★量能爆發 / !!空頭吞噬(起跌)
5536.TWO     聖暉*             723.00   2.04     ★量能爆發 / !!紅三兵(趨勢噴發)
6104.TWO     創惟              94.30    0.90     !!避雷針(高檔賣壓)
3321.TW      同泰              17.80    3.45     ★量能爆發
2211.TW      長榮鋼             101.00   1.57     ★量能爆發
4439.TW      冠星-KY           82.00    2.93     ★量能爆發
00949.TW     復華日本龍頭          18.77    1.49     !!錘子線(低檔支撐)
2542.TW      興富發             35.65    1.04     !!錘子線(低檔支撐)
6431.TW      光麗-KY           21.50    0.60     一般
7721.TW      微程式             47.85    1.12     !!十字星(變盤) / !!避雷針(高檔賣壓) / !!三隻烏鴉(強轉空)
6625.TW      必應              77.60    1.61     ★量能爆發
02001R.TW    未知              0.74     0.02     一般
4192.TWO     杏國              20.00    0.44     !!十字星(變盤)
00994A.TW    未知              12.30    0.68     一般
9917.TW      中保科             111.50   0.56     一般
8074.TWO     鉅橡              56.10    0.65     !!三隻烏鴉(強轉空)
