股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
6190.TWO,2026-01-26,56.9,2026-01-27,59.1,2026-01-30,49.35,-16.50%,-0.16497462354881182,交易結束,6190.TWO 萬泰科
1449.TW,2026-03-18,11.9,2026-03-19,12.5,2026-03-26,11.65,-6.80%,-0.06800003051999993,交易結束,1449.TW 佳和
3339.TWO,2026-01-20,31.25,2026-01-21,31.25,2026-01-30,28.8,-7.84%,-0.0784000244128,交易結束,3339.TWO 泰谷
3339.TWO,2026-03-30,39.25,2026-03-31,38.5,持股中,43.75,13.64%,0.13636363636363635,續抱中,3339.TWO 泰谷
3189.TW,2026-01-16,192.5,2026-01-19,190.94,2026-03-05,308.0,61.31%,0.6130949655277442,交易結束,3189.TW 景碩
3189.TW,2026-03-16,337.0,2026-03-17,342.5,2026-03-25,333.5,-2.63%,-0.026277372262773723,交易結束,3189.TW 景碩
4989.TW,2026-01-02,54.3,2026-01-05,54.0,2026-01-09,49.5,-8.33%,-0.08333333333333333,交易結束,4989.TW 榮科
4989.TW,2026-01-14,60.5,2026-01-15,61.5,2026-01-26,57.5,-6.50%,-0.06504065040650407,交易結束,4989.TW 榮科
4989.TW,2026-02-26,64.2,2026-03-02,62.3,2026-03-10,63.6,2.09%,0.02086676168409706,交易結束,4989.TW 榮科
2369.TW,2026-01-07,26.65,2026-01-08,27.7,2026-01-26,27.3,-1.44%,-0.014440487898315965,交易結束,2369.TW 菱生
8064.TWO,2026-01-02,48.45,2026-01-05,48.2,2026-01-12,50.2,4.15%,0.04149377527685475,交易結束,8064.TWO 東捷
8064.TWO,2026-01-13,55.8,2026-01-14,57.4,2026-01-30,55.5,-3.31%,-0.033101070999844565,交易結束,8064.TWO 東捷
8064.TWO,2026-03-11,55.7,2026-03-12,55.1,2026-03-31,66.7,21.05%,0.21052629392635336,交易結束,8064.TWO 東捷
2308.TW,2026-01-06,1050.0,2026-01-07,1080.0,2026-02-03,1205.0,11.57%,0.11574074074074074,交易結束,2308.TW 台達電
6239.TW,2026-01-05,201.5,2026-01-06,199.0,2026-01-26,250.0,25.63%,0.2562814070351759,交易結束,6239.TW 力成
