股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
4442.TWO,2026-03-27,62.9,2026-03-30,62.9,2026-04-08,62.9,0.00%,0.0,交易結束,4442.TWO 竣邦-KY
00635U.TW,2026-01-21,52.1,2026-01-22,51.2,2026-02-03,50.95,-0.49%,-0.004882812427244188,交易結束,00635U.TW 期元大S&P黃金
2408.TW,2026-01-02,207.0,2026-01-05,211.0,2026-02-04,279.5,32.46%,0.3246445497630332,交易結束,2408.TW 南亞科
2504.TW,2026-03-02,39.65,2026-03-03,39.3,2026-03-10,37.9,-3.56%,-0.0356233521215536,交易結束,2504.TW 國產
5546.TW,2026-01-09,23.0,2026-01-12,23.0,2026-01-22,22.85,-0.65%,-0.006521722543478294,交易結束,5546.TW 永固-KY
3086.TWO,2026-02-10,238.0,2026-02-11,238.0,2026-02-23,227.5,-4.41%,-0.04411764705882353,交易結束,3086.TWO 華義
3086.TWO,2026-03-02,247.0,2026-03-03,248.5,2026-03-04,221.0,-11.07%,-0.11066398390342053,交易結束,3086.TWO 華義
3086.TWO,2026-03-17,268.0,2026-03-18,268.5,2026-04-01,309.0,15.08%,0.15083798882681565,交易結束,3086.TWO 華義
3086.TWO,2026-04-07,335.0,2026-04-08,335.0,持股中,335.0,0.00%,0.0,續抱中,3086.TWO 華義
2395.TW,2026-01-09,288.5,2026-01-12,293.5,2026-01-14,290.0,-1.19%,-0.01192504258943782,交易結束,2395.TW 研華
2395.TW,2026-02-24,324.0,2026-02-25,325.0,2026-03-05,335.5,3.23%,0.03230769230769231,交易結束,2395.TW 研華
2395.TW,2026-03-06,375.0,2026-03-09,346.0,2026-03-17,345.5,-0.14%,-0.001445086705202312,交易結束,2395.TW 研華
3050.TW,2026-01-14,15.3,2026-01-15,15.15,2026-01-26,14.4,-4.95%,-0.049504951741659343,交易結束,3050.TW 鈺德
6811.TWO,2026-01-28,222.5,2026-01-29,222.5,2026-02-02,201.0,-9.66%,-0.09662921348314607,交易結束,6811.TWO 宏�硌穈T
9949.TWO,2026-02-24,25.78,2026-02-25,25.69,2026-03-05,24.26,-5.55%,-0.0554562288953499,交易結束,9949.TWO 琉園
9949.TWO,2026-03-06,26.33,2026-03-09,25.83,2026-03-16,25.18,-2.49%,-0.024911063869221626,交易結束,9949.TWO 琉園
4510.TWO,2026-01-16,49.15,2026-01-19,49.35,2026-01-28,48.5,-1.72%,-0.017223880453534283,交易結束,4510.TWO 高鋒
4510.TWO,2026-03-25,45.6,2026-03-26,45.5,2026-03-27,43.7,-3.96%,-0.039560422793406665,交易結束,4510.TWO 高鋒
6124.TWO,2026-01-05,30.9,2026-01-06,32.2,2026-01-13,28.25,-12.27%,-0.12267082823957833,交易結束,6124.TWO 業強
6124.TWO,2026-03-02,34.5,2026-03-03,35.15,2026-03-10,33.5,-4.69%,-0.04694171989392978,交易結束,6124.TWO 業強
2101.TW,2026-01-14,37.4,2026-01-15,37.55,2026-01-19,36.85,-1.86%,-0.018641831617093443,交易結束,2101.TW 南港
2101.TW,2026-04-02,37.75,2026-04-07,37.35,持股中,35.8,-4.15%,-0.04149931192299316,續抱中,2101.TW 南港
00945B.TW,2026-04-07,14.6,2026-04-08,14.61,持股中,14.61,0.00%,0.0,續抱中,00945B.TW 凱基美國非投等債
4556.TWO,2026-01-13,25.85,2026-01-14,28.4,2026-01-26,28.45,0.18%,0.0017606036997066827,交易結束,4556.TWO 旭然
1612.TW,2026-01-19,37.4,2026-01-20,37.4,2026-02-02,36.1,-3.48%,-0.03475943846953415,交易結束,1612.TW 宏泰
6624.TWO,2026-01-14,66.2,2026-01-15,66.4,2026-01-16,62.6,-5.72%,-0.0572289603083483,交易結束,6624.TWO 萬年清
3081.TWO,2026-01-21,770.0,2026-01-22,788.0,2026-03-18,1370.0,73.86%,0.7385786802030457,交易結束,3081.TWO 聯亞
3081.TWO,2026-03-26,1690.0,2026-03-27,1615.0,2026-04-01,1695.0,4.95%,0.04953560371517028,交易結束,3081.TWO 聯亞
6446.TW,2026-01-13,518.0,2026-01-14,522.0,2026-02-09,743.0,42.34%,0.42337164750957856,交易結束,6446.TW 藥華藥
6485.TWO,2026-01-02,86.1,2026-01-05,89.2,2026-01-22,111.5,25.00%,0.25000004276625715,交易結束,6485.TWO 點序
6485.TWO,2026-01-28,124.5,2026-01-29,127.0,2026-02-02,104.5,-17.72%,-0.17716535433070865,交易結束,6485.TWO 點序
00981D.TWO,2026-01-09,10.4,2026-01-12,10.32,2026-01-13,10.32,0.00%,1.8480769940523183e-07,交易結束,00981D.TWO 主動中信非投等債
2374.TW,2026-01-16,82.3,2026-01-19,82.6,2026-02-02,82.82,0.26%,0.002620687834127215,交易結束,2374.TW 佳能
6113.TWO,2026-01-09,24.05,2026-01-12,24.2,2026-01-21,22.85,-5.58%,-0.05578513796865782,交易結束,6113.TWO 亞矽
1443.TW,2026-01-27,27.5,2026-01-28,27.5,2026-01-30,27.0,-1.82%,-0.01818181818181818,交易結束,1443.TW 立益物流
1443.TW,2026-02-23,28.0,2026-02-24,28.0,2026-03-02,27.5,-1.79%,-0.017857142857142856,交易結束,1443.TW 立益物流
2025.TW,2026-01-02,11.3,2026-01-05,11.35,2026-01-22,12.8,12.78%,0.12775328286009902,交易結束,2025.TW 千興
6141.TW,2026-01-08,11.75,2026-01-09,11.75,2026-01-21,11.5,-2.13%,-0.02127659574468085,交易結束,6141.TW 柏承
6141.TW,2026-01-22,12.0,2026-01-23,12.0,2026-01-26,11.8,-1.67%,-0.016666650774999958,交易結束,6141.TW 柏承
6141.TW,2026-02-26,12.4,2026-03-02,13.0,2026-03-25,21.1,62.31%,0.6230769524230768,交易結束,6141.TW 柏承
5243.TW,2026-03-27,74.9,2026-03-30,73.7,持股中,99.5,35.01%,0.3500678985093245,續抱中,5243.TW 乙盛-KY
2303.TW,2026-01-07,54.1,2026-01-08,57.0,2026-02-02,62.3,9.30%,0.09298244275614041,交易結束,2303.TW 聯電
3372.TWO,2026-01-19,24.75,2026-01-20,24.75,2026-01-23,23.0,-7.07%,-0.0707070707070707,交易結束,3372.TWO 典範
4968.TW,2026-01-26,128.5,2026-01-27,128.5,2026-01-28,126.0,-1.95%,-0.019455252918287938,交易結束,4968.TW 立積
8433.TWO,2026-01-13,56.7,2026-01-14,56.7,2026-01-22,55.6,-1.94%,-0.019400392839496284,交易結束,8433.TWO 弘帆
8433.TWO,2026-03-03,56.5,2026-03-04,56.4,2026-03-09,53.8,-4.61%,-0.046099330114486366,交易結束,8433.TWO 弘帆
8433.TWO,2026-03-16,61.2,2026-03-17,61.2,2026-04-08,61.9,1.14%,0.011437920821470847,交易結束,8433.TWO 弘帆
2402.TW,2026-03-02,61.0,2026-03-03,64.2,2026-03-05,51.8,-19.31%,-0.19314639097420794,交易結束,2402.TW 毅嘉
2351.TW,2026-01-28,96.2,2026-01-29,96.2,2026-02-03,88.7,-7.80%,-0.07796258043582333,交易結束,2351.TW 順德
2351.TW,2026-03-17,93.8,2026-03-18,96.0,2026-03-31,95.2,-0.83%,-0.008333365122916714,交易結束,2351.TW 順德
2420.TW,2026-01-21,53.1,2026-01-22,53.5,2026-01-28,53.0,-0.93%,-0.009345794392523364,交易結束,2420.TW 新巨
911622.TW,2026-01-29,4.1,2026-01-30,4.1,2026-02-11,4.2,2.44%,0.02439022122605555,交易結束,911622.TW 泰聚亨-DR
7743.TWO,2026-02-05,20.55,2026-02-06,20.5,2026-02-09,20.4,-0.49%,-0.004878067390243865,交易結束,7743.TWO 金利食安
6223.TWO,2026-02-26,2945.0,2026-03-02,2830.0,2026-03-05,2885.0,1.94%,0.019434628975265017,交易結束,6223.TWO 旺矽
6223.TWO,2026-03-20,3860.0,2026-03-23,3745.0,2026-03-27,3455.0,-7.74%,-0.0774365821094793,交易結束,6223.TWO 旺矽
6261.TWO,2026-01-06,69.8,2026-01-07,71.5,2026-01-22,71.5,0.00%,0.0,交易結束,6261.TWO 久元
6261.TWO,2026-01-28,73.2,2026-01-29,73.2,2026-02-02,70.9,-3.14%,-0.0314207038004058,交易結束,6261.TWO 久元
6261.TWO,2026-03-27,74.3,2026-03-30,73.3,持股中,81.0,10.50%,0.1050477029688324,續抱中,6261.TWO 久元
7583.TWO,2026-02-11,71.4,2026-02-23,73.6,2026-03-04,65.4,-11.14%,-0.11141300432343902,交易結束,7583.TWO 國際海洋
6658.TW,2026-03-02,59.8,2026-03-03,61.6,2026-03-10,56.5,-8.28%,-0.08279218507195768,交易結束,6658.TW 聯策
6658.TW,2026-03-12,64.6,2026-03-13,64.7,2026-03-25,65.9,1.85%,0.018547212276698335,交易結束,6658.TW 聯策
6658.TW,2026-03-31,71.7,2026-04-01,76.0,持股中,73.0,-3.95%,-0.039473684210526314,續抱中,6658.TW 聯策
2497.TW,2026-03-30,48.5,2026-03-31,48.8,持股中,51.6,5.74%,0.05737703444206831,續抱中,2497.TW 怡利電
00749B.TWO,2026-02-23,32.42,2026-02-24,32.5,2026-03-09,32.15,-1.08%,-0.010769183818461469,交易結束,00749B.TWO 凱基新興債10+
3030.TW,2026-01-27,188.0,2026-01-28,189.0,2026-02-02,178.5,-5.56%,-0.05555555555555555,交易結束,3030.TW 德律
3030.TW,2026-02-26,223.5,2026-03-02,219.0,2026-03-17,251.0,14.61%,0.1461187214611872,交易結束,3030.TW 德律
3030.TW,2026-03-30,267.5,2026-03-31,263.5,2026-04-02,255.5,-3.04%,-0.030360531309297913,交易結束,3030.TW 德律
00918.TW,2026-01-07,22.89,2026-01-08,22.92,2026-01-15,22.5,-1.81%,-0.01810972789782838,交易結束,00918.TW 大華優利高填息30
3022.TW,2026-03-19,68.5,2026-03-20,72.5,2026-03-25,64.1,-11.59%,-0.11586209001241372,交易結束,3022.TW 威強電
5906.TW,2026-03-03,53.3,2026-03-04,53.3,2026-03-05,52.2,-2.06%,-0.020637870355434105,交易結束,5906.TW 台南-KY
4167.TWO,2026-01-08,18.35,2026-01-09,19.1,2026-01-30,20.55,7.59%,0.07591616893392576,交易結束,4167.TWO 松瑞藥
2743.TWO,2026-02-05,83.5,2026-02-06,83.0,2026-02-10,79.4,-4.34%,-0.043373475591566325,交易結束,2743.TWO 山富
2412.TW,2026-01-05,133.0,2026-01-06,133.0,2026-01-19,133.5,0.38%,0.0037593984962406013,交易結束,2412.TW 中華電
2412.TW,2026-03-02,138.0,2026-03-03,137.5,2026-03-10,137.0,-0.36%,-0.0036363636363636364,交易結束,2412.TW 中華電
2428.TW,2026-01-14,178.5,2026-01-15,179.5,2026-01-22,173.5,-3.34%,-0.033426183844011144,交易結束,2428.TW 興勤
4536.TW,2026-02-26,169.5,2026-03-02,167.5,2026-03-05,164.5,-1.79%,-0.01791044776119403,交易結束,4536.TW 拓凱
2901.TW,2026-01-30,24.65,2026-02-02,24.45,2026-02-03,24.5,0.20%,0.0020449585087894033,交易結束,2901.TW 欣欣
2901.TW,2026-03-23,23.95,2026-03-24,24.35,2026-03-25,24.0,-1.44%,-0.014373732074596322,交易結束,2901.TW 欣欣
4554.TWO,2026-01-12,27.9,2026-01-13,27.25,2026-01-27,27.7,1.65%,0.01651378946422019,交易結束,4554.TWO 橙的
6173.TWO,2026-01-14,76.6,2026-01-15,77.1,2026-01-29,75.4,-2.20%,-0.022049247494746516,交易結束,6173.TWO 信昌電
3224.TWO,2026-01-09,46.5,2026-01-12,46.6,2026-01-21,46.85,0.54%,0.0053648070426214394,交易結束,3224.TWO 三顧
3231.TW,2026-01-07,158.5,2026-01-08,159.5,2026-01-12,150.5,-5.64%,-0.05642633228840126,交易結束,3231.TW 緯創
8930.TWO,2026-03-06,30.83,2026-03-09,30.55,2026-03-25,29.95,-1.98%,-0.019817031259919543,交易結束,8930.TWO 青鋼
2464.TW,2026-01-05,67.0,2026-01-06,68.0,2026-01-14,64.0,-5.88%,-0.058823529411764705,交易結束,2464.TW 盟立
2464.TW,2026-01-26,70.5,2026-01-27,70.0,2026-02-02,66.7,-4.71%,-0.04714290074000006,交易結束,2464.TW 盟立
2464.TW,2026-02-04,72.0,2026-02-05,70.8,2026-02-06,68.6,-3.11%,-0.03107350964505456,交易結束,2464.TW 盟立
2007.TW,2026-01-07,8.2,2026-01-08,8.55,2026-01-21,8.08,-5.50%,-0.05497079023591461,交易結束,2007.TW 燁興
2007.TW,2026-01-29,8.93,2026-01-30,8.6,2026-02-06,8.47,-1.51%,-0.015116291713155153,交易結束,2007.TW 燁興
2007.TW,2026-03-23,8.83,2026-03-24,8.95,2026-03-31,8.12,-9.27%,-0.09273742361843863,交易結束,2007.TW 燁興
1725.TW,2026-03-02,30.3,2026-03-03,30.9,2026-03-05,29.0,-6.15%,-0.06148866155203641,交易結束,1725.TW 元禎
1725.TW,2026-03-13,29.5,2026-03-16,31.0,2026-03-26,31.85,2.74%,0.027419367145161265,交易結束,1725.TW 元禎
6116.TW,2026-01-02,7.99,2026-01-05,8.07,2026-01-15,9.8,21.44%,0.21437429508389536,交易結束,6116.TW 彩晶
6116.TW,2026-03-12,9.43,2026-03-13,9.24,2026-03-17,8.73,-5.52%,-0.05519483133485907,交易結束,6116.TW 彩晶
2453.TW,2026-01-02,53.7,2026-01-05,53.8,2026-01-06,52.9,-1.67%,-0.016728582229781346,交易結束,2453.TW 凌群
2453.TW,2026-01-23,63.2,2026-01-26,64.5,2026-02-02,55.2,-14.42%,-0.144186034683721,交易結束,2453.TW 凌群
2453.TW,2026-03-13,56.2,2026-03-16,56.7,2026-03-24,55.6,-1.94%,-0.019400392839496284,交易結束,2453.TW 凌群
6735.TWO,2026-01-14,60.2,2026-01-15,59.2,2026-01-30,64.8,9.46%,0.09459463203942167,交易結束,6735.TWO 美達科技
8923.TWO,2026-01-27,20.05,2026-01-28,20.05,2026-02-10,19.9,-0.75%,-0.007481278020322494,交易結束,8923.TWO 時報
9958.TW,2026-01-16,149.0,2026-01-19,148.5,2026-01-22,142.0,-4.38%,-0.04377104377104377,交易結束,9958.TW 世紀鋼
1586.TWO,2026-01-08,29.15,2026-01-09,30.1,2026-01-21,27.95,-7.14%,-0.07142855785215961,交易結束,1586.TWO 和勤
8932.TWO,2026-01-26,102.0,2026-01-27,103.0,2026-02-05,97.5,-5.34%,-0.05339805825242718,交易結束,8932.TWO 智通*
1709.TW,2026-03-06,17.15,2026-03-09,17.25,2026-03-26,18.0,4.35%,0.043478260869565216,交易結束,1709.TW 和益
8908.TWO,2026-03-04,42.64,2026-03-05,43.5,2026-03-12,40.22,-7.54%,-0.07538789962993994,交易結束,8908.TWO 欣雄
5276.TWO,2026-01-19,15.95,2026-01-20,15.95,2026-01-21,15.95,0.00%,0.0,交易結束,5276.TWO 達輝-KY
5276.TWO,2026-01-30,16.4,2026-02-02,15.6,2026-02-06,15.6,0.00%,0.0,交易結束,5276.TWO 達輝-KY
1584.TWO,2026-01-29,24.9,2026-01-30,24.8,2026-02-06,24.55,-1.01%,-0.010080645471392114,交易結束,1584.TWO 精剛
2885.TW,2026-01-29,42.95,2026-01-30,42.95,2026-02-04,42.1,-1.98%,-0.019790506954640776,交易結束,2885.TW 元大金
2885.TW,2026-02-09,43.9,2026-02-10,43.8,2026-03-05,45.75,4.45%,0.0445205661384643,交易結束,2885.TW 元大金
8472.TWO,2026-03-02,60.0,2026-03-03,58.2,2026-03-05,60.0,3.09%,0.03092782153788949,交易結束,8472.TWO 夠麻吉
8472.TWO,2026-03-12,72.9,2026-03-13,70.0,2026-03-26,77.7,11.00%,0.10999995640285708,交易結束,8472.TWO 夠麻吉
7792.TWO,2026-01-02,226.5,2026-01-05,231.0,2026-02-02,360.0,55.84%,0.5584415584415584,交易結束,7792.TWO 安葆
00881.TW,2026-01-02,30.93,2026-01-05,31.63,2026-02-03,34.26,8.32%,0.08324922536426105,交易結束,00881.TW 國泰台灣科技龍頭
00881.TW,2026-02-11,35.87,2026-02-23,36.16,2026-03-05,36.75,1.63%,0.016316375970405896,交易結束,00881.TW 國泰台灣科技龍頭
1717.TW,2026-01-02,41.95,2026-01-05,43.0,2026-01-26,64.0,48.84%,0.4883720930232558,交易結束,1717.TW 長興
6127.TWO,2026-01-14,42.0,2026-01-15,42.0,2026-01-22,40.25,-4.17%,-0.041666666666666664,交易結束,6127.TWO 九豪
7556.TWO,2026-03-02,179.0,2026-03-03,179.5,2026-03-05,171.0,-4.74%,-0.04735376044568245,交易結束,7556.TWO 意德士
7556.TWO,2026-03-16,182.5,2026-03-17,183.0,2026-03-20,174.5,-4.64%,-0.04644808743169399,交易結束,7556.TWO 意德士
4763.TW,2026-02-05,53.2,2026-02-06,53.5,2026-02-10,49.7,-7.10%,-0.07102802312336455,交易結束,4763.TW 材料*-KY
2535.TW,2026-01-09,65.4,2026-01-12,65.4,2026-01-29,68.5,4.74%,0.04740058718304968,交易結束,2535.TW 達欣工
2535.TW,2026-02-24,74.6,2026-02-25,75.2,2026-03-05,71.6,-4.79%,-0.047872322077084355,交易結束,2535.TW 達欣工
2013.TW,2026-01-05,43.2,2026-01-06,43.25,2026-01-19,42.5,-1.73%,-0.017341040462427744,交易結束,2013.TW 中鋼構
2013.TW,2026-03-20,44.45,2026-03-23,47.0,2026-03-24,44.15,-6.06%,-0.06063826540638293,交易結束,2013.TW 中鋼構
1714.TW,2026-01-08,8.97,2026-01-09,9.28,2026-01-30,9.19,-0.97%,-0.009698292585069414,交易結束,1714.TW 和桐
1714.TW,2026-02-24,9.45,2026-02-25,9.49,2026-03-11,9.65,1.69%,0.01685983680286792,交易結束,1714.TW 和桐
3709.TWO,2026-01-07,61.2,2026-01-08,61.0,2026-01-20,60.1,-1.48%,-0.014754123375409873,交易結束,3709.TWO 鑫聯大投控
2352.TW,2026-01-23,28.2,2026-01-26,29.2,2026-01-29,25.7,-11.99%,-0.11986301056700374,交易結束,2352.TW 佳世達
1568.TW,2026-01-09,23.6,2026-01-12,23.5,2026-01-27,24.6,4.68%,0.04680852687234039,交易結束,1568.TW 倉佑
6129.TWO,2026-01-21,16.5,2026-01-22,18.15,2026-01-30,16.15,-11.02%,-0.1101928397817393,交易結束,6129.TWO 普誠
5475.TWO,2026-01-19,111.5,2026-01-20,109.5,2026-02-02,116.5,6.39%,0.0639269406392694,交易結束,5475.TWO 德宏
5475.TWO,2026-02-06,136.5,2026-02-09,142.0,2026-03-05,188.5,32.75%,0.3274647887323944,交易結束,5475.TWO 德宏
5475.TWO,2026-03-13,224.0,2026-03-16,218.0,2026-03-18,199.5,-8.49%,-0.08486238532110092,交易結束,5475.TWO 德宏
5289.TWO,2026-01-02,595.0,2026-01-05,620.0,2026-02-03,792.0,27.74%,0.27741935483870966,交易結束,5289.TWO 宜鼎
5514.TWO,2026-02-02,16.1,2026-02-03,16.15,2026-02-05,15.8,-2.17%,-0.021671791706983825,交易結束,5514.TWO 三豐
5514.TWO,2026-02-09,16.0,2026-02-10,16.1,2026-02-11,16.0,-0.62%,-0.006211203672697207,交易結束,5514.TWO 三豐
3587.TWO,2026-01-16,195.0,2026-01-19,198.0,2026-01-22,194.0,-2.02%,-0.020202020202020204,交易結束,3587.TWO 閎康
3587.TWO,2026-01-28,212.0,2026-01-29,212.5,2026-02-10,211.5,-0.47%,-0.004705882352941176,交易結束,3587.TWO 閎康
3587.TWO,2026-03-23,245.5,2026-03-24,256.0,2026-04-01,225.5,-11.91%,-0.119140625,交易結束,3587.TWO 閎康
2020.TW,2026-04-01,24.95,2026-04-02,25.05,持股中,25.5,1.80%,0.017964102858475623,續抱中,2020.TW 美亞
6532.TWO,2026-03-10,61.1,2026-03-11,62.1,2026-03-31,73.3,18.04%,0.18035434545737042,交易結束,6532.TWO 瑞耘
00927.TW,2026-01-07,22.78,2026-01-08,22.87,2026-02-02,24.49,7.10%,0.07101180657212829,交易結束,00927.TW 群益半導體收益
3523.TWO,2026-01-27,20.2,2026-01-28,20.25,2026-01-30,19.0,-6.17%,-0.06172839506172839,交易結束,3523.TWO 迎輝
4908.TWO,2026-01-27,77.2,2026-01-28,78.9,2026-02-02,71.0,-10.01%,-0.10012676011554592,交易結束,4908.TWO 前鼎
4908.TWO,2026-02-05,77.0,2026-02-06,77.9,2026-02-09,75.0,-3.72%,-0.03722723323613556,交易結束,4908.TWO 前鼎
4908.TWO,2026-02-11,79.2,2026-02-23,80.7,2026-03-10,90.0,11.52%,0.1152416778623861,交易結束,4908.TWO 前鼎
7769.TW,2026-01-02,3430.0,2026-01-05,3410.0,2026-01-06,3335.0,-2.20%,-0.021994134897360705,交易結束,7769.TW 鴻勁
7769.TW,2026-02-11,4345.0,2026-02-23,4440.0,2026-03-04,4050.0,-8.78%,-0.08783783783783784,交易結束,7769.TW 鴻勁
4958.TW,2026-01-16,174.0,2026-01-19,180.0,2026-01-22,163.0,-9.44%,-0.09444444444444444,交易結束,4958.TW 臻鼎-KY
4958.TW,2026-01-29,178.0,2026-01-30,176.0,2026-02-10,182.0,3.41%,0.03409090909090909,交易結束,4958.TW 臻鼎-KY
6245.TWO,2026-03-23,68.3,2026-03-24,69.2,2026-04-01,68.5,-1.01%,-0.010115563281368086,交易結束,6245.TWO 立端
3583.TW,2026-01-05,350.5,2026-01-06,357.0,2026-01-14,338.5,-5.18%,-0.05182072829131653,交易結束,3583.TW 辛耘
3583.TW,2026-03-16,405.5,2026-03-17,415.0,2026-04-01,489.0,17.83%,0.1783132530120482,交易結束,3583.TW 辛耘
00940.TW,2026-01-12,9.38,2026-01-13,9.45,2026-02-02,9.53,0.89%,0.008873230849443584,交易結束,00940.TW 元大台灣價值高息
00940.TW,2026-02-23,9.75,2026-02-24,9.77,2026-03-04,9.62,-1.53%,-0.015274915318921884,交易結束,00940.TW 元大台灣價值高息
3706.TW,2026-03-05,81.4,2026-03-06,80.5,2026-03-10,80.1,-0.50%,-0.004968963054658325,交易結束,3706.TW 神達
5009.TWO,2026-01-07,33.45,2026-01-08,33.5,2026-01-28,33.35,-0.45%,-0.004477657489552306,交易結束,5009.TWO 榮剛
5009.TWO,2026-01-29,35.15,2026-01-30,35.1,2026-02-03,34.0,-3.13%,-0.03133898922849463,交易結束,5009.TWO 榮剛
5009.TWO,2026-03-04,35.15,2026-03-05,36.1,2026-03-10,34.05,-5.68%,-0.056786684865673044,交易結束,5009.TWO 榮剛
5278.TWO,2026-01-12,30.45,2026-01-13,30.45,2026-01-14,30.15,-0.99%,-0.009852254084851061,交易結束,5278.TWO 尚凡*
5278.TWO,2026-01-19,31.1,2026-01-20,31.55,2026-01-27,31.24,-0.98%,-0.00984181388932863,交易結束,5278.TWO 尚凡*
3054.TW,2026-03-10,54.4,2026-03-11,59.8,2026-03-24,71.0,18.73%,0.18729098504656,交易結束,3054.TW 立萬利
2031.TW,2026-01-07,40.4,2026-01-08,40.4,2026-01-21,38.6,-4.46%,-0.044554529302332876,交易結束,2031.TW 新光鋼
2031.TW,2026-01-29,39.75,2026-01-30,40.1,2026-02-04,39.0,-2.74%,-0.027431384437844073,交易結束,2031.TW 新光鋼
3317.TWO,2026-01-14,47.0,2026-01-15,47.0,2026-01-29,51.1,8.72%,0.087234010087234,交易結束,3317.TWO 尼克森
4416.TWO,2026-01-20,29.7,2026-01-21,29.7,2026-01-22,29.65,-0.17%,-0.0016835401722433225,交易結束,4416.TWO 三圓
4416.TWO,2026-01-27,30.1,2026-01-28,29.6,2026-01-29,29.6,0.00%,0.0,交易結束,4416.TWO 三圓
