pe,symbol,om,name,est_price,eps,advice,prev_year,prev_eps,date,gm,prev_rev_yoy,price,eps_yoy,prev_eps_yoy,rev_yoy,status,expansion
69.8529411764706,2344.TW,15.37%,華邦電,40.8,2.25,⚠️ 追價風險,2025,0.88,2026-03,41.86%,9.55,190.0,1037.5,576.92,646.87,🚀 利潤擴張,390.63
0.0,6908.TW,N/A,宏�砦C戲-創,0.0,0.41,⚪ 數據不足,2025,1.44,2026-03,N/A,28.36,37.8499984741,387.5,5.88,6.45,🚀 利潤擴張,381.05
16.875000560992646,6716.TWO,N/A,應廣,81.60000000000001,1.59,⚪ 中性觀察,2025,2.19,2026-03,N/A,-15.3,91.8000030518,715.79,-49.65,359.78,🚀 利潤擴張,356.01
22.92307633623077,5210.TWO,N/A,寶碩,19.499999999999996,0.24,⚠️ 追價風險,2025,0.73,2026-03,N/A,9.95,29.7999992371,380.0,207.35,37.41,🚀 利潤擴張,342.59000000000003
0.0,5228.TWO,N/A,鈺鎧,-8.4,0.99,⚪ 數據不足,2025,-0.2,2026-03,N/A,25.85,70.5,1090.0,90.52,750.53,🔄 轉虧為盈,339.47
11.0858997610859,2754.TWO,N/A,亞洲藏壽司,92.55,1.42,💎 強力關注,2025,2.35,2026-03,N/A,5.96,68.4000015259,517.65,1.73,179.43,🚀 利潤擴張,338.21999999999997
41.647729006704544,4556.TWO,14.30%,旭然,26.4,0.13,⚠️ 追價風險,2025,0.92,2026-03,42.07%,-3.75,73.3000030518,550.0,170.59,237.41,🚀 利潤擴張,312.59000000000003
18.352601156069365,3071.TWO,7.94%,協禧,25.95,0.15,⚪ 中性觀察,2025,0.57,2026-03,30.11%,-5.82,31.75,650.0,-29.63,343.32,🚀 利潤擴張,306.68
16.235159490773853,8299.TWO,N/A,群聯,2097.2999999999997,68.8,⚪ 中性觀察,2025,41.98,2026-03,N/A,23.29,2270.0,1143.3,3.78,849.86,🚀 利潤擴張,293.43999999999994
0.0,6615.TWO,N/A,慧智,-2.2499999999999996,0.67,⚪ 數據不足,2025,-0.43,2026-03,N/A,-14.91,36.0999984741,546.67,-150.59,270.3,🔄 轉虧為盈,276.36999999999995
0.0,6282.TW,N/A,康舒,-9.150000000000002,0.27,⚪ 數據不足,2025,0.18,2026-03,N/A,0.1,58.2000007629,640.0,550.0,371.03,🚀 利潤擴張,268.97
0.0,8489.TWO,N/A,三貝德,-20.1,0.38,⚪ 數據不足,2025,-0.76,2026-03,N/A,5.03,21.6000003815,445.45,55.83,186.87,🔄 轉虧為盈,258.58
14.027431421446385,4916.TW,8.07%,事欣科,120.3,4.49,✅ 穩健價值,2025,1.77,2026-03,18.73%,0.89,112.5,701.79,8050.0,473.51,🚀 利潤擴張,228.27999999999997
5.255101975952381,4432.TWO,N/A,銘旺實,44.1,2.97,💎 強力關注,2025,0.88,2026-03,N/A,-3.15,15.4499998093,518.75,-66.67,292.4,🚀 利潤擴張,226.35000000000002
10.357142467857143,4702.TWO,-88.29%,中美實,14.700000000000001,0.45,💎 強力關注,2025,0.88,2026-03,35.38%,-61.59,10.1499996185,350.0,51.72,132.31,🚀 利潤擴張,217.69
4.664235794591309,8478.TW,N/A,東哥遊艇,493.65000000000003,3.8,💎 強力關注,2025,13.25,2026-03,N/A,5.83,153.5,512.9,33.97,297.67,🚀 利潤擴張,215.22999999999996
7.573385667886496,1609.TW,8.70%,大亞,76.65,0.66,💎 強力關注,2025,1.65,2026-03,13.61%,3.39,38.7000007629,925.0,-21.15,713.51,🚀 利潤擴張,211.49
0.0,3717.TW,7.12%,聯嘉投控,0.0,0.47,⚪ 數據不足,2025,0.08,2026-03,19.34%,3.55,28.9500007629,213.33,-80.0,26.54,🚀 利潤擴張,186.79000000000002
0.0,8084.TWO,N/A,巨虹,-43.199999999999996,0.33,⚪ 數據不足,2025,-1.82,2026-03,N/A,-10.9,49.0499992371,266.67,-280.2,80.73,🔄 轉虧為盈,185.94
11.02073340894737,3290.TWO,14.85%,東浦,94.05,2.65,💎 強力關注,2025,2.02,2026-03,30.40%,18.23,69.0999984741,728.13,25.64,542.69,🚀 利潤擴張,185.43999999999994
0.0,5460.TWO,N/A,同協,-7.95,0.09,⚪ 數據不足,2025,-0.17,2026-03,N/A,-15.68,17.25,550.0,-177.27,385.95,🔄 轉虧為盈,164.05
0.0,4582.TWO,N/A,未知,0.0,0.53,⚪ 數據不足,2025,1.54,2026-03,N/A,32.98,0.0,276.67,1640.0,116.02,🚀 利潤擴張,160.65000000000003
0.0,4582.TW,N/A,聚恆-創,0.0,0.53,⚪ 數據不足,2025,1.54,2026-03,N/A,32.98,25.2999992371,276.67,1640.0,116.02,🚀 利潤擴張,160.65000000000003
0.0,2426.TW,-2.91%,鼎元,-6.6,0.06,⚪ 數據不足,2025,-0.25,2026-03,10.78%,-2.43,72.0999984741,700.0,-219.05,542.01,🔄 轉虧為盈,157.99
0.0,2417.TW,8.42%,圓剛,-25.049999999999997,0.28,⚪ 數據不足,2025,-0.19,2026-03,56.31%,2.69,43.7000007629,264.29,54.55,108.24,🔄 轉虧為盈,156.05
143.57143129571418,9934.TW,N/A,成霖,1.050000000000001,0.28,⚠️ 追價風險,2025,-0.29,2026-03,N/A,-4.25,10.0500001907,366.67,-125.22,214.33,🔄 轉虧為盈,152.34
29.99999999999999,2732.TWO,N/A,六角,32.250000000000014,1.1,⚠️ 追價風險,2025,1.09,2026-03,N/A,7.13,64.5,323.08,-77.02,180.76,🚀 利潤擴張,142.32
16.224648985959437,6569.TWO,N/A,醫揚,96.15,1.03,⚪ 中性觀察,2025,2.88,2026-03,N/A,5.8,104.0,442.11,-38.68,307.94,🚀 利潤擴張,134.17000000000002
22.839506172839506,6166.TW,N/A,凌華,85.05,1.57,⚠️ 追價風險,2025,2.35,2026-03,N/A,17.09,129.5,406.45,921.74,273.28,🚀 利潤擴張,133.17000000000002
162.29508196721312,3081.TWO,41.27%,聯亞,183.0,3.44,⚠️ 追價風險,2025,4.66,2026-03,54.76%,82.29,1980.0,645.65,884.75,515.18,🏰 高護城河,130.47000000000003
5.292066326320836,3356.TW,N/A,奇偶,172.05,2.21,💎 強力關注,2025,6.21,2026-03,N/A,-14.96,60.7000007629,228.49,-20.59,113.17,🚀 利潤擴張,115.32000000000001
0.0,6735.TWO,N/A,美達科技,-7.200000000000001,0.29,⚪ 數據不足,2025,0.33,2026-03,N/A,-4.81,87.5,383.33,-84.51,268.59,🚀 利潤擴張,114.74000000000001
0.0,2601.TW,-12.62%,益航,-33.6,-0.02,⚪ 數據不足,2025,-1.63,2026-03,102.69%,-7.78,5.4299998283,87.5,-365.71,-21.56,🏰 高護城河,109.06
55.47337278106509,7730.TW,N/A,暉盛-創,50.699999999999996,0.37,⚠️ 追價風險,2025,1.73,2026-03,N/A,-5.33,187.5,270.0,-45.51,161.56,🚀 利潤擴張,108.44
0.0,2911.TW,N/A,麗嬰房,-40.05,0.66,⚪ 數據不足,2025,2.15,2026-03,N/A,-16.81,7.1999998093,163.46,152.83,67.27,🚀 利潤擴張,96.19000000000001
32.18390804597701,3083.TWO,12.73%,網龍,13.05,0.3,⚠️ 追價風險,2025,0.43,2026-03,87.57%,-7.4,28.0,150.0,-46.91,57.36,🏰 高護城河,92.64
13.653198396329966,6931.TW,N/A,青松健康,44.550000000000004,0.49,✅ 穩健價值,2025,1.39,2026-03,N/A,14.16,40.5499992371,1080.0,104.41,990.52,🚀 利潤擴張,89.48000000000002
0.0,1599.TWO,-21.33%,宏佳騰,-24.299999999999994,0.28,⚪ 數據不足,2025,-0.84,2026-03,16.92%,-18.58,23.5499992371,575.0,-169.49,486.21,🔄 轉虧為盈,88.79000000000002
0.0,4147.TWO,-58.34%,中裕,-18.3,0.06,⚪ 數據不足,2025,-0.61,2026-03,28.91%,0.19,63.9000015259,166.67,17.57,81.97,🔄 轉虧為盈,84.69999999999999
6.740797663021472,1339.TW,13.17%,昭輝,97.8,2.78,💎 強力關注,2025,2.41,2026-03,33.66%,-14.02,43.9500007629,186.6,-51.9,102.97,🚀 利潤擴張,83.63
12.98534826481685,2436.TW,3.76%,偉詮電,81.9,0.7,✅ 穩健價值,2025,3.02,2026-03,30.84%,15.32,70.9000015259,392.86,78.06,309.82,🚀 利潤擴張,83.04000000000002
31.815182021749177,6756.TW,N/A,威鋒電子,45.449999999999996,0.64,⚠️ 追價風險,2025,1.11,2026-03,N/A,-8.83,96.4000015259,178.26,-50.67,97.11,🚀 利潤擴張,81.14999999999999
15.90384556696154,3546.TWO,20.17%,宇峻,77.99999999999999,2.34,✅ 穩健價值,2025,1.97,2026-03,89.44%,2.09,82.6999969482,136.36,-64.44,62.07,🏰 高護城河,74.29000000000002
0.0,7823.TW,N/A,奧義賽博-KY創,0.0,-0.15,⚪ 數據不足,2025,-1.49,2026-03,N/A,22.72,78.0,99.93,96.29,26.64,🚀 利潤擴張,73.29
0.0,6169.TWO,N/A,昱泉,-96.44999999999999,-0.68,⚪ 數據不足,2025,-2.43,2026-03,N/A,19.25,14.6999998093,-25.93,-99.18,-97.71,🌑 雙重衰退,71.78
0.0,8354.TWO,N/A,冠好,-17.549999999999997,0.3,⚪ 數據不足,2025,0.14,2026-03,N/A,0.63,16.6499996185,650.0,-91.14,578.38,🚀 利潤擴張,71.62
14.31578947368421,4905.TWO,0.20%,台聯電,71.25,1.75,✅ 穩健價值,2025,2.76,2026-03,25.49%,22.56,68.0,386.11,-5.15,315.9,🚀 利潤擴張,70.21000000000004
0.0,7828.TWO,N/A,創新服務,0.0,1.02,⚪ 數據不足,2025,6.33,2026-03,N/A,76.4,2110.0,121.74,44.08,51.84,🚀 利潤擴張,69.89999999999999
9.70588260228758,2889.TW,38.94%,國票金,22.95,0.25,💎 強力關注,2025,0.63,2026-03,90.85%,4.6,14.8500003815,127.27,3.28,58.58,🏰 高護城河,68.69
6.446907817969661,4137.TW,20.98%,麗豐-KY,257.1,1.41,💎 強力關注,2025,7.13,2026-03,82.18%,-4.63,110.5,107.35,24.43,40.15,🏰 高護城河,67.19999999999999
0.0,3632.TWO,3.73%,研勤,-15.3,0.06,⚪ 數據不足,2025,-0.38,2026-03,54.59%,-28.72,8.1000003815,175.0,-31.03,110.52,🔄 轉虧為盈,64.48
0.0,6986.TWO,N/A,和迅,0.0,0.6,⚪ 數據不足,2025,2.43,2026-03,N/A,2.38,47.2999992371,106.9,-24.06,42.91,🚀 利潤擴張,63.99000000000001
0.0,4562.TW,-45.46%,穎漢,-38.1,0.11,⚪ 數據不足,2025,-1.28,2026-03,31.44%,-7.78,33.7000007629,175.0,-184.44,111.03,🔄 轉虧為盈,63.97
0.0,3064.TWO,-55.72%,泰偉,-122.4,-0.27,⚪ 數據不足,2025,-3.51,2026-03,93.22%,-29.69,20.0,62.5,-7120.0,-1.0,🏰 高護城河,63.5
5.55309757019174,6005.TW,N/A,群益證,101.7,1.34,💎 強力關注,2025,2.64,2026-03,N/A,12.14,37.6500015259,235.0,17.33,171.79,🚀 利潤擴張,63.21000000000001
53.43283468223883,1533.TW,N/A,車王電,10.049999999999997,0.84,⚠️ 追價風險,2025,0.58,2026-03,N/A,19.69,35.7999992371,500.0,152.25,438.18,🚀 利潤擴張,61.81999999999999
13.933333079,1904.TW,7.12%,正隆,22.5,0.56,✅ 穩健價值,2025,0.74,2026-03,20.98%,-4.85,20.8999996185,600.0,34.55,538.23,🚀 利潤擴張,61.76999999999998
12.213438333096178,6208.TWO,N/A,日揚,113.85,1.9,✅ 穩健價值,2025,2.52,2026-03,N/A,-4.59,92.6999969482,206.45,-26.32,150.03,🚀 利潤擴張,56.41999999999999
10.07261394960581,4747.TWO,N/A,強生,72.30000000000001,1.46,💎 強力關注,2025,1.19,2026-03,N/A,-6.81,48.5499992371,204.17,-36.9,148.33,🚀 利潤擴張,55.839999999999975
0.0,8040.TWO,N/A,九暘,-18.45,0.13,⚪ 數據不足,2025,-0.6,2026-03,N/A,2.65,101.5,244.44,49.15,189.01,🔄 轉虧為盈,55.43000000000001
2.0911085880406146,4123.TWO,-106.23%,晟德,273.29999999999995,2.62,💎 強力關注,2025,12.33,2026-03,41.95%,-6.28,38.0999984741,239.47,905.92,185.42,🚀 利潤擴張,54.05000000000001
0.0,6934.TW,N/A,心誠鎂,0.0,-1.43,⚪ 數據不足,2025,-3.92,2026-03,N/A,-29.22,65.0,-2.96,-48.08,-55.48,🌑 雙重衰退,52.519999999999996
6.828978622327791,6574.TWO,N/A,霈方,252.6,3.29,💎 強力關注,2025,6.82,2026-03,N/A,6.51,115.0,147.37,66.34,95.63,🚀 利潤擴張,51.74000000000001
0.0,7711.TW,N/A,永擎,0.0,7.68,⚪ 數據不足,2025,13.04,2026-03,N/A,182.72,0.0,139.49,38.44,91.93,🚀 利潤擴張,47.56
15.023585085613206,3287.TWO,N/A,廣寰科,31.8,1.01,✅ 穩健價值,2025,1.5,2026-03,N/A,23.54,31.8500003815,406.06,-36.17,359.48,🚀 利潤擴張,46.579999999999984
2.8045035433469807,9949.TWO,N/A,琉園,146.54999999999998,0.03,💎 強力關注,2025,5.29,2026-03,N/A,-17.0,27.3999996185,112.5,544.54,66.65,🚀 利潤擴張,45.849999999999994
8.87728459530026,6620.TWO,N/A,漢達,172.35,0.46,💎 強力關注,2025,4.85,2026-03,N/A,108.17,102.0,55.17,31.64,15.93,🚀 利潤擴張,39.24
0.0,2388.TW,-8.17%,威盛,-30.6,0.08,⚪ 數據不足,2025,0.12,2026-03,20.64%,-40.0,71.0999984741,300.0,-93.75,264.14,🚀 利潤擴張,35.860000000000014
13.62637390584249,3556.TWO,14.95%,禾瑞亞,81.9,1.19,✅ 穩健價值,2025,2.15,2026-03,50.66%,1.24,74.4000015259,190.24,-5.7,156.04,🏰 高護城河,34.20000000000002
0.0,7821.TW,N/A,神數,0.0,0.87,⚪ 數據不足,2025,2.99,2026-03,N/A,19.28,42.0,42.62,91.67,10.24,🚀 利潤擴張,32.379999999999995
0.0,2072.TWO,30.89%,未知,0.0,11.94,⚪ 數據不足,2025,7.56,2025-12,35.24%,15.19,0.0,34.92,-17.2,6.33,🚀 利潤擴張,28.590000000000003
0.0,6794.TW,N/A,向榮生技,-70.05,-0.36,⚪ 數據不足,2025,-1.89,2026-03,N/A,-5.58,78.9000015259,23.4,-13.21,-3.86,🧐 疑業外收益,27.259999999999998
0.0,1467.TW,1.90%,南緯,-28.950000000000003,0.11,⚪ 數據不足,2025,-0.45,2026-03,23.39%,2.23,8.029999733,450.0,-197.83,422.96,🔄 轉虧為盈,27.04000000000002
0.0,7768.TW,N/A,頌勝科技,0.0,1.62,⚪ 數據不足,2025,3.24,2026-03,N/A,3.08,342.0,42.86,-27.83,16.63,🚀 利潤擴張,26.23
0.0,7768.TWO,N/A,未知,0.0,1.62,⚪ 數據不足,2025,3.24,2026-03,N/A,3.08,0.0,42.86,-27.83,16.63,🚀 利潤擴張,26.23
0.0,1623.TW,16.93%,大東電,0.0,4.33,⚪ 數據不足,2025,13.61,2026-03,21.29%,20.5,0.0,38.11,11.37,12.42,🚀 利潤擴張,25.689999999999998
9.375,2885.TW,33.03%,元大金,105.6,1.08,💎 強力關注,2025,2.74,2026-03,80.00%,6.4,66.0,83.05,-1.08,62.36,🏰 高護城河,20.689999999999998
13.856502071076234,5604.TWO,N/A,中連,33.45,0.32,✅ 穩健價值,2025,0.85,2026-03,N/A,0.36,30.8999996185,45.45,-66.0,25.49,🚀 利潤擴張,19.960000000000004
10.670731707317074,6015.TWO,N/A,宏遠證,24.599999999999998,0.89,💎 強力關注,2025,0.76,2026-03,N/A,0.56,17.5,470.83,-11.63,451.29,🚀 利潤擴張,19.539999999999964
0.0,5202.TWO,N/A,力新,-30.900000000000002,-0.19,⚪ 數據不足,2025,-0.61,2026-03,N/A,-8.35,14.3999996185,45.71,-134.86,26.81,🚀 利潤擴張,18.900000000000002
7.775423890444915,2880.TW,45.93%,華南金,70.8,0.55,💎 強力關注,2025,1.9,2026-03,97.25%,4.06,36.7000007629,41.03,13.1,22.97,🏰 高護城河,18.060000000000002
219.23076923076923,3581.TWO,8.13%,博磊,9.75,0.31,⚠️ 追價風險,2025,0.81,2026-03,31.93%,13.9,142.5,234.78,35.0,216.8,🚀 利潤擴張,17.97999999999999
7.232142630059523,2836.TW,32.37%,高雄銀,25.200000000000003,0.2,💎 強力關注,2025,0.68,2026-03,89.95%,14.52,12.1499996185,33.33,28.3,16.1,🏰 高護城河,17.229999999999997
678.75,4991.TWO,N/A,環宇-KY,11.999999999999998,1.67,⚠️ 追價風險,2025,0.15,2026-03,N/A,25.43,543.0,331.43,107.11,316.27,🚀 利潤擴張,15.160000000000025
0.0,7819.TWO,N/A,精誠金融,0.0,0.42,⚪ 數據不足,2025,2.91,2026-03,N/A,10.14,39.75,10.53,14.12,-1.82,🧐 疑業外收益,12.35
7.427821322073491,2883.TW,39.14%,凱基金,57.14999999999999,0.69,💎 強力關注,2025,1.74,2026-03,78.38%,-12.26,28.2999992371,34.04,-10.99,22.04,🏰 高護城河,12.0
0.0,6657.TW,N/A,華安,-109.2,-0.53,⚪ 數據不足,2025,-2.92,2026-03,N/A,-0.97,35.7000007629,52.29,-14.12,41.94,🚀 利潤擴張,10.350000000000001
46.69199113643558,3529.TWO,60.64%,力旺,947.7,7.98,⚠️ 追價風險,2025,25.6,2026-03,100.00%,6.74,2950.0,29.13,4.19,19.99,🏰 高護城河,9.14
0.0,1236.TW,-4.59%,宏亞,-14.25,0.23,⚪ 數據不足,2025,-0.43,2026-03,24.77%,-8.31,25.6000003815,283.33,-53.57,274.7,🔄 轉虧為盈,8.629999999999995
0.0,1598.TW,-13.99%,岱宇,-89.10000000000001,0.25,⚪ 數據不足,2025,-3.35,2026-03,27.77%,-15.19,19.0499992371,153.49,-827.91,145.6,🔄 轉虧為盈,7.890000000000015
7.585446863484013,8272.TWO,N/A,全景軟體,136.05,0.39,✅ 穩健價值,2025,4.66,2026-03,N/A,15.86,68.8000030518,56.0,24.93,48.18,🚀 利潤擴張,7.82
26.333334180999998,2901.TW,20.24%,欣欣,13.5,0.11,⚠️ 追價風險,2025,0.38,2026-03,84.77%,-2.15,23.7000007629,37.5,-7.32,30.02,🏰 高護城河,7.48
0.0,4178.TWO,N/A,未知,0.0,-0.19,⚪ 數據不足,2025,-0.92,2026-03,N/A,-3.6,0.0,-5.56,14.95,-11.29,🌑 雙重衰退,5.7299999999999995
0.0,4178.TW,N/A,永笙-KY,0.0,-0.19,⚪ 數據不足,2025,-0.92,2026-03,N/A,-3.6,17.8999996185,-5.56,14.95,-11.29,🌑 雙重衰退,5.7299999999999995
6.014150943396226,6195.TWO,N/A,詩肯,63.6,1.5,✅ 穩健價值,2025,0.99,2026-03,N/A,-3.57,25.5,114.29,-38.13,109.17,🚀 利潤擴張,5.1200000000000045
7.528548372903754,2886.TW,33.61%,兆豐金,91.94999999999999,0.63,✅ 穩健價值,2025,2.36,2026-03,83.45%,-1.77,46.1500015259,16.67,0.85,12.57,🏰 高護城河,4.100000000000001
78.46938931204082,3094.TW,-7.29%,聯傑,7.35,0.07,⚠️ 追價風險,2025,0.25,2026-03,73.82%,13.2,38.4500007629,16.67,41.18,12.87,🏰 高護城河,3.8000000000000025
0.0,4939.TWO,N/A,亞電,-22.2,0.24,⚪ 數據不足,2025,-0.43,2026-03,N/A,-8.05,60.0999984741,300.0,-326.32,296.51,🔄 轉虧為盈,3.490000000000009
0.0,7839.TWO,N/A,達人網,0.0,0.73,⚪ 數據不足,2025,2.56,2026-03,N/A,8.14,45.75,5.8,18.52,2.45,🚀 利潤擴張,3.3499999999999996
49.938272546790124,7777.TWO,N/A,能率亞洲,12.149999999999999,-0.25,⚠️ 追價風險,2025,0.58,2026-03,N/A,15.88,40.4500007629,35.9,-16.92,32.83,🚀 利潤擴張,3.0700000000000003
5.396113374304932,2941.TWO,2.03%,米斯特,100.35000000000001,0.89,✅ 穩健價值,2025,2.35,2026-03,64.17%,12.71,36.0999984741,71.15,-27.47,68.9,🏰 高護城河,2.25
5.977011275000001,2897.TW,32.72%,王道銀行,26.1,0.28,✅ 穩健價值,2025,0.61,2026-03,91.47%,-2.09,10.3999996185,38.89,-35.48,36.86,🏰 高護城河,2.030000000000001
0.0,4190.TW,N/A,佐登-KY,-73.20000000000002,-0.26,⚪ 數據不足,2025,-1.59,2026-03,N/A,1.27,25.0,43.18,67.52,42.24,🚀 利潤擴張,0.9399999999999977
