Quantum AI Pro 分析報告 (20260324)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                    Reason
  5351.TWO                              鈺創    6.5    70.00 🚀 極強勢攻擊   55.6% 趨勢強勁 / 【EPS連2成長 | 營收爆發(310.99%) | 董監持股增加】
  1815.TWO                              富喬    5.5    98.80 🚀 極強勢攻擊   52.6%           趨勢強勁 / 【EPS連2成長 | 營收爆發(60.76%)】
  3546.TWO                              宇峻    5.5    70.20 🚀 極強勢攻擊   36.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(127.43%)】
  6026.TWO                             福邦證    5.5    14.60 🚀 極強勢攻擊   14.3%          趨勢強勁 / 【EPS連2成長 | 營收爆發(191.85%)】
   3209.TW                              全科    5.5    42.90 🚀 極強勢攻擊   45.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(35.04%)】
  8059.TWO                              凱碩    5.5    18.80 🚀 極強勢攻擊  100.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(604.49%)】
  4923.TWO                              力士    5.5    36.35 🚀 極強勢攻擊   22.2%           趨勢強勁 / 【EPS連2成長 | 營收爆發(39.63%)】
   8996.TW                              高力    5.5   772.00 🚀 極強勢攻擊   41.2%          趨勢強勁 / 【EPS連2成長 | 營收爆發(205.73%)】
  6683.TWO                            雍智科技    5.5  1100.00 🚀 極強勢攻擊   65.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(46.93%)】
  6584.TWO                            南俊國際    5.5   540.00 🚀 極強勢攻擊   12.5%           趨勢強勁 / 【EPS連2成長 | 營收爆發(47.92%)】
  6574.TWO                              霈方    5.5   122.50 🚀 極強勢攻擊   40.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(56.66%)】
  8923.TWO                              時報    5.5    20.20 🚀 極強勢攻擊   35.0%            趨勢強勁 / 【EPS連2成長 | 營收爆發(32.9%)】
  6265.TWO                             方土昶    5.5    40.70 🚀 極強勢攻擊   50.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(309.86%)】
  3663.TWO                              鑫科    5.5    71.00 🚀 極強勢攻擊   30.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(133.68%)】
  6223.TWO                              旺矽    5.5  3670.00 🚀 極強勢攻擊   62.5%           趨勢強勁 / 【EPS連2成長 | 營收爆發(45.54%)】
  6727.TWO                            亞泰金屬    5.5   253.50 🚀 極強勢攻擊   56.2%          趨勢強勁 / 【EPS連2成長 | 營收爆發(482.36%)】
   2425.TW                              承啟    5.5    29.45 🚀 極強勢攻擊    0.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(113.51%)】
  6693.TWO                             廣閎科    5.5   102.50 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(42.95%)】
  6163.TWO                             華電網    5.5    59.50 🚀 極強勢攻擊   40.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(136.48%)】
  6419.TWO                             京晨科    5.5    80.90 🚀 極強勢攻擊   33.3%           趨勢強勁 / 【EPS連2成長 | 營收爆發(37.58%)】
  5498.TWO                              凱崴    5.5    54.50 🚀 極強勢攻擊   42.9%           趨勢強勁 / 【EPS連2成長 | 營收爆發(43.83%)】
  4973.TWO                              廣穎    5.5    71.70 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
   2305.TW                              全友    5.5    14.45 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【EPS連2成長 | 營收爆發(34.16%)】
   8021.TW                              尖點    5.0   231.00 🚀 極強勢攻擊   46.2%            趨勢強勁 / 【營收爆發(42.47%) | 董監持股增加】
  7718.TWO                              友鋮    5.0    47.10 🚀 極強勢攻擊   57.1%            趨勢強勁 / 【營收爆發(40.26%) | 董監持股增加】
  8299.TWO                              群聯    4.5  1685.00 🚀 極強勢攻擊   31.6%        【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   2481.TW                              強茂    4.5    97.10 🚀 極強勢攻擊   53.3%                 趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   4956.TW                              光鋐    4.5    35.45 🚀 極強勢攻擊   50.0%                 趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   6120.TW                              達運    4.5    12.95 🚀 極強勢攻擊   53.3%                 趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  6874.TWO                              倍力    4.0    90.60 🚀 極強勢攻擊   80.0%                      趨勢強勁 / 【營收爆發(89.2%)】
  6199.TWO                              天品    4.0   100.50 🚀 極強勢攻擊   33.3%                    趨勢強勁 / 【營收爆發(587.51%)】
   2449.TW                            京元電子    4.0   278.50 🚀 極強勢攻擊   50.0%                     趨勢強勁 / 【營收爆發(41.05%)】
  5514.TWO                              三豐    4.0    16.05 🚀 極強勢攻擊   44.4%                  趨勢強勁 / 【營收爆發(21437.63%)】
   2451.TW                              創見    4.0   253.00 🚀 極強勢攻擊   25.0%                    趨勢強勁 / 【營收爆發(246.28%)】
   2308.TW                             台達電    4.0  1415.00 🚀 極強勢攻擊   38.5%                      趨勢強勁 / 【營收爆發(31.0%)】
  1799.TWO                              易威    4.0    36.80 🚀 極強勢攻擊   12.5%                     趨勢強勁 / 【營收爆發(38.58%)】
  7751.TWO                              竑騰    4.0  1515.00 🚀 極強勢攻擊   63.2%                     趨勢強勁 / 【營收爆發(73.86%)】
   2406.TW                              國碩    4.0    34.00 🚀 極強勢攻擊   47.4%                    趨勢強勁 / 【營收爆發(159.77%)】
  7738.TWO                            東聯互動    4.0   187.50 🚀 極強勢攻擊   61.5%                     趨勢強勁 / 【營收爆發(30.63%)】
   8926.TW                             台汽電    4.0    45.35 🚀 極強勢攻擊   23.1%                    趨勢強勁 / 【營收爆發(300.39%)】
   1512.TW                              瑞利    4.0     7.71 🚀 極強勢攻擊   33.3%                     趨勢強勁 / 【營收爆發(77.18%)】
   6531.TW                             愛普*    4.0   501.00 🚀 極強勢攻擊   54.5%                    趨勢強勁 / 【營收爆發(146.68%)】
  3490.TWO                              單井    4.0    25.35 🚀 極強勢攻擊   37.5%                     趨勢強勁 / 【營收爆發(58.94%)】
   3416.TW                             融程電    4.0   150.00 🚀 極強勢攻擊   57.1%                     趨勢強勁 / 【營收爆發(37.85%)】
   5706.TW                              鳳凰    4.0    51.40 🚀 極強勢攻擊   33.3%                     趨勢強勁 / 【營收爆發(74.55%)】
  8472.TWO                             夠麻吉    4.0    78.30 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(202.29%)】
  6640.TWO                              均華    4.0  1075.00 🚀 極強勢攻擊   75.0%                      趨勢強勁 / 【營收爆發(52.0%)】
  3555.TWO                             博士旺    4.0   166.00 🚀 極強勢攻擊   33.3%                   趨勢強勁 / 【營收爆發(4102.23%)】
   4949.TW                            有成精密    4.0    61.00 🚀 極強勢攻擊   58.8%                     趨勢強勁 / 【營收爆發(38.12%)】
  7781.TWO                            昕力資*    4.0    31.95 🚀 極強勢攻擊   50.0%                     趨勢強勁 / 【營收爆發(42.08%)】
  6870.TWO                              騰雲    4.0   185.50 🚀 極強勢攻擊   40.0%                     趨勢強勁 / 【營收爆發(48.54%)】
   2442.TW                             新美齊    4.0    20.45 🚀 極強勢攻擊   42.9%                   趨勢強勁 / 【營收爆發(9886.17%)】
   8112.TW                              至上    4.0    79.30 🚀 極強勢攻擊   40.0%                    趨勢強勁 / 【營收爆發(136.81%)】
  3339.TWO                              泰谷    4.0    37.25 🚀 極強勢攻擊   63.2%                     趨勢強勁 / 【營收爆發(31.83%)】
  3489.TWO                              森寶    4.0    22.65 🚀 極強勢攻擊   20.0%                   趨勢強勁 / 【營收爆發(7783.71%)】
  3466.TWO                              德晉    4.0    35.60 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(140.62%)】
   2348.TW                              海悅    4.0    78.70 🚀 極強勢攻擊   33.3%                    趨勢強勁 / 【營收爆發(239.77%)】
   2243.TW                           宏旭-KY    4.0    19.35 🚀 極強勢攻擊   52.6%                    趨勢強勁 / 【營收爆發(739.37%)】
   8476.TW                             台境*    4.0    19.35 🚀 極強勢攻擊   44.4%                     趨勢強勁 / 【營收爆發(43.43%)】
   2855.TW                             統一證    4.0    31.00 🚀 極強勢攻擊   35.3%                    趨勢強勁 / 【營收爆發(221.36%)】
  4442.TWO                           竣邦-KY    4.0    61.80 🚀 極強勢攻擊   50.0%                      趨勢強勁 / 【營收爆發(77.4%)】
  7547.TWO                              碩網    4.0    69.40 🚀 極強勢攻擊   50.0%                     趨勢強勁 / 【營收爆發(49.76%)】
   3645.TW                              達邁    1.5    75.20  📈 多頭續攻   57.1%                                 【EPS連2成長】
   3013.TW                             晟銘電    1.5    96.90  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3529.TWO                              力旺    1.5  2535.00  📈 多頭續攻  100.0%                                 【EPS連2成長】
   2347.TW                              聯強    1.5    79.10  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6182.TWO                              合晶    1.5    33.70  📈 多頭續攻   40.0%                                 【EPS連2成長】
  4931.TWO                             新盛力    1.5   143.50  📈 多頭續攻   66.7%                                 【EPS連2成長】
   2313.TW                              華通    1.5   209.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3531.TWO                              先益    1.5    21.70  📈 多頭續攻   50.0%                                 【EPS連2成長】
   3033.TW                              威健    1.5    33.15  📈 多頭續攻   11.1%                                 【EPS連2成長】
   5234.TW                            達興材料    1.5   356.00  📈 多頭續攻  100.0%                                 【EPS連2成長】
  5013.TWO                              強新    1.5    30.20  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6735.TWO                            美達科技    1.5    55.90  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2428.TW                              興勤    1.5   154.00  📈 多頭續攻  100.0%                                 【EPS連2成長】
  3147.TWO                              大綜    1.5   164.00  📈 多頭續攻   33.3%                                 【EPS連2成長】
  3594.TWO                              磐儀    1.5    39.25  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2453.TW                              凌群    1.5    54.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3293.TWO                              鈊象    1.5   735.00  📈 多頭續攻   42.9%                                 【EPS連2成長】
  5328.TWO                              華容    1.5    25.00  📈 多頭續攻   66.7%                                 【EPS連2成長】
  8289.TWO                              泰藝    1.5    36.70  📈 多頭續攻   50.0%                                 【EPS連2成長】
  4541.TWO                              晟田    1.5    41.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  2070.TWO                              精湛    1.5    39.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  4527.TWO                             方土霖    1.5    42.50  📈 多頭續攻   40.0%                                 【EPS連2成長】
  6190.TWO                             萬泰科    1.5    52.50  📈 多頭續攻   60.0%                                 【EPS連2成長】
   3533.TW                              嘉澤    1.5  1955.00  📈 多頭續攻   33.3%                                 【EPS連2成長】
   1560.TW                              中砂    1.5   446.00  📈 多頭續攻   40.0%                                 【EPS連2成長】
   6671.TW                           三能-KY    1.5    31.15  📈 多頭續攻   50.0%                                 【EPS連2成長】
   8438.TW                              昶昕    1.5    61.90  📈 多頭續攻   71.4%                                 【EPS連2成長】
  5278.TWO                             尚凡*    1.5    24.10  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3163.TWO                             波若威    1.5   839.00  📈 多頭續攻   55.6%                                 【EPS連2成長】
   2204.TW                              中華    1.5    54.00  📈 多頭續攻   33.3%                                 【EPS連2成長】
  6279.TWO                              胡連    1.5   115.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3629.TWO                            地心引力    1.5    18.50  📈 多頭續攻   50.0%              【EPS連2成長 | 營收爆發(136566.67%)】
   2049.TW                              上銀    1.5   225.50  📈 多頭續攻   66.7%                                 【EPS連2成長】
   1583.TW                              程泰    1.5    43.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
   3016.TW                              嘉晶    1.5    60.70  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2108.TW                              南帝    1.5    25.55  📈 多頭續攻    0.0%                                 【EPS連2成長】
  3552.TWO                              同致    1.5    45.55  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6643.TWO                             M31    1.5   460.00  📈 多頭續攻   60.0%                                 【EPS連2成長】
  6741.TWO                       91APP*-KY    1.5    60.80  📈 多頭續攻    0.0%                                 【EPS連2成長】
  6642.TWO                              富致    1.5    54.60  📈 多頭續攻   28.6%                                 【EPS連2成長】
   3583.TW                              辛耘    1.5   452.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   1735.TW                             日勝化    1.5    26.85  📈 多頭續攻   76.9%                                 【EPS連2成長】
  5490.TWO                              同亨    1.5    28.40  📈 多頭續攻   63.6%                                 【EPS連2成長】
  3265.TWO                             台星科    1.5   132.50  📈 多頭續攻  100.0%                                 【EPS連2成長】
   3040.TW                              遠見    1.5    49.40  📈 多頭續攻  100.0%                                 【EPS連2成長】
   4551.TW                             智伸科    1.5   128.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2357.TW                              華碩    1.5   565.00  📈 多頭續攻   40.0%                                 【EPS連2成長】
   3035.TW                              智原    1.5   148.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2033.TW                              佳大    1.5    15.35  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3227.TWO                              原相    1.5   189.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6101.TWO                            寬魚國際    1.5    37.50  📈 多頭續攻  100.0%                 【EPS連2成長 | 營收爆發(685.99%)】
  4166.TWO                              友霖    1.5    24.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  1584.TWO                              精剛    1.5    21.85  📈 多頭續攻    0.0%                                 【EPS連2成長】
   5258.TW                              虹堡    1.5    45.05  📈 多頭續攻   50.0%                                 【EPS連2成長】
   6695.TW                              芯鼎    1.5    39.65  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2369.TW                              菱生    1.5    32.65  📈 多頭續攻   54.5%                                 【EPS連2成長】
   3532.TW                             台勝科    1.5   132.00  📈 多頭續攻   25.0%                                 【EPS連2成長】
  5345.TWO                              馥鴻    1.5    22.55  📈 多頭續攻    0.0%                 【EPS連2成長 | 營收爆發(214.64%)】
  6143.TWO                              振曜    1.5    99.40  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2420.TW                              新巨    1.5    52.50  📈 多頭續攻   60.0%                                 【EPS連2成長】
  8383.TWO                              千附    1.5    45.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   1210.TW                              大成    1.5    53.90  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6228.TWO                              全譜    1.5    24.30  📈 多頭續攻    0.0%                                 【EPS連2成長】
   6909.TW                              創控    1.5    43.80  📈 多頭續攻   50.0%                                 【EPS連2成長】
   6206.TW                              飛捷    1.5    99.60  📈 多頭續攻  100.0%                                 【EPS連2成長】
  8182.TWO                              加高    1.5    27.10  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6274.TWO                              台燿    1.5   541.00  📈 多頭續攻   30.0%                                 【EPS連2成長】
  6174.TWO                             安��    1.5    21.60  📈 多頭續攻   50.0%                                 【EPS連2成長】
  8183.TWO                              精星    1.5    34.15  📈 多頭續攻   16.7%                                 【EPS連2成長】
   2520.TW                              冠德    1.5    31.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
   3454.TW                              晶睿    1.5    99.40  📈 多頭續攻   16.7%                                 【EPS連2成長】
   2023.TW                              燁輝    1.5    14.50  📈 多頭續攻   57.1%                                 【EPS連2成長】
   6257.TW                              矽格    1.5   126.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
   1477.TW                              聚陽    1.5   270.00  📈 多頭續攻   14.3%                                 【EPS連2成長】
  4760.TWO                              勤凱    1.5   178.50  📈 多頭續攻  100.0%                                 【EPS連2成長】
  8358.TWO                              金居    1.5   221.50  📈 多頭續攻   18.2%                  【EPS連2成長 | 營收爆發(51.13%)】
  6603.TWO                             富強鑫    1.5    22.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
  4741.TWO                              泓瀚    1.5    24.95  📈 多頭續攻   37.5%                                 【EPS連2成長】
  6237.TWO                              驊訊    1.5    37.05  📈 多頭續攻   50.0%                                 【EPS連2成長】
  8074.TWO                              鉅橡    1.5    55.90  📈 多頭續攻   40.0%                                 【EPS連2成長】
   4576.TW                           大銀微系統    1.5   119.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   1303.TW                              南亞    1.5    72.30  📈 多頭續攻   33.3%                                 【EPS連2成長】
   4967.TW                              十銓    1.5   251.00  📈 多頭續攻   16.7%                                 【EPS連2成長】
   1802.TW                              台玻    1.5    51.90  📈 多頭續攻   57.1%                                 【EPS連2成長】
   3045.TW                             台灣大    1.5   109.50  📈 多頭續攻    7.7%                                 【EPS連2成長】
   8464.TW                              億豐    1.5   383.00  📈 多頭續攻    0.0%                                 【EPS連2成長】
   2484.TW                              希華    1.5    29.40  📈 多頭續攻    0.0%                                 【EPS連2成長】
   3711.TW                           日月光投控    1.5   332.50  📈 多頭續攻   37.5%                                 【EPS連2成長】
  8240.TWO                              華宏    1.5    54.50  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3374.TWO                              精材    1.5   157.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2388.TW                              威盛    1.5    52.70  📈 多頭續攻   33.3%                                 【EPS連2成長】
  8433.TWO                              弘帆    1.5    59.50  📈 多頭續攻   57.1%                                 【EPS連2成長】
  6292.TWO                              迅德    1.5    43.20  📈 多頭續攻   50.0%                                 【EPS連2成長】
  3491.TWO                             昇達科    1.5  1285.00  📈 多頭續攻   42.9%                  【EPS連2成長 | 營收爆發(57.06%)】
  2061.TWO                              風青    1.5    16.80  📈 多頭續攻   50.0%                                 【EPS連2成長】
   3653.TW                              健策    1.5  3950.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
  5548.TWO                              安倉    1.5    23.55  📈 多頭續攻   50.0%                                 【EPS連2成長】
   8046.TW                              南電    1.5   491.00  📈 多頭續攻   28.6%                                 【EPS連2成長】
  3390.TWO                              旭軟    1.5    21.70  📈 多頭續攻   14.3%                                 【EPS連2成長】
  5230.TWO                           雷笛克光學    1.5    16.80  📈 多頭續攻   50.0%                                 【EPS連2成長】
   3450.TW                              聯鈞    1.5   257.00  📈 多頭續攻   75.0%                                 【EPS連2成長】
  3516.TWO                             亞帝歐    1.5    19.05  📈 多頭續攻   50.0%                                 【EPS連2成長】
  6435.TWO                              大中    1.5   168.50  📈 多頭續攻   58.3%                                 【EPS連2成長】
  4726.TWO                              永昕    1.5    31.30  📈 多頭續攻   50.0%                 【EPS連2成長 | 營收爆發(140.43%)】
   2440.TW                             太空梭    1.5    14.35  📈 多頭續攻   33.3%                                 【EPS連2成長】
  7709.TWO                              榮田    1.5    54.00  📈 多頭續攻   50.0%                                 【EPS連2成長】
   2439.TW                              美律    1.0    84.60 ☁️ 區間整理   50.0%                                  【董監持股增加】
  4161.TWO                             聿新科    1.0    25.00 ☁️ 區間整理   16.7%                                  【董監持股增加】
   3189.TW                              景碩    1.0   320.50 ☁️ 區間整理   33.3%                                  【董監持股增加】
   6625.TW                              必應    1.0    77.50 ☁️ 區間整理   50.0%                                  【董監持股增加】
  6147.TWO                              頎邦    1.0    64.50 ☁️ 區間整理   50.0%                                  【董監持股增加】
  6762.TWO                              達亞    1.0   165.00 ☁️ 區間整理   25.0%                                  【董監持股增加】
   3008.TW                             大立光    1.0  2240.00 ☁️ 區間整理  100.0%                                  【董監持股增加】
  6667.TWO                             信紘科    1.0   245.50 ☁️ 區間整理   40.0%                                  【董監持股增加】
  6146.TWO                              耕興    1.0   198.00 ☁️ 區間整理   62.5%                                  【董監持股增加】
   4906.TW                              正文    1.0    30.30 ☁️ 區間整理   50.0%                                  【董監持股增加】
  4946.TWO                              辣椒    1.0   122.00 ☁️ 區間整理   37.5%                                  【董監持股增加】
  4538.TWO                             大詠城    1.0    18.75 ☁️ 區間整理   50.0%                                  【董監持股增加】
   2010.TW                              春源    1.0    24.85 ☁️ 區間整理   60.0%                                  【董監持股增加】
   6209.TW                             今國光    1.0    53.80 ☁️ 區間整理  100.0%                                  【董監持股增加】
  4728.TWO                              雙美    1.0   391.00 ☁️ 區間整理   33.3%                                  【董監持股增加】
  4121.TWO                              優盛    1.0    16.10 ☁️ 區間整理   50.0%                                  【董監持股增加】
  3363.TWO                              上詮    1.0   665.00 ☁️ 區間整理   71.4%                                  【董監持股增加】
  6187.TWO                              萬潤    1.0   869.00 ☁️ 區間整理   71.4%                                  【董監持股增加】
  3230.TWO                              錦明    1.0    40.70 ☁️ 區間整理   60.0%                                  【董監持股增加】
   2836.TW                             高雄銀    1.0    12.10 ☁️ 區間整理   50.0%                                  【董監持股增加】
  6578.TWO                            達邦蛋白    1.0    17.85 ☁️ 區間整理   50.0%                   【營收爆發(39.97%) | 董監持股增加】
   3338.TW                              泰碩    1.0    61.30 ☁️ 區間整理   57.1%                                  【董監持股增加】
  6843.TWO                              進典    1.0    47.90 ☁️ 區間整理   50.0%                                  【董監持股增加】
   1733.TW                              五鼎    1.0    29.80 ☁️ 區間整理    0.0%                                  【董監持股增加】
   2207.TW                             和泰車    1.0   483.50 ☁️ 區間整理    0.0%                                  【董監持股增加】
   4915.TW                              致伸    1.0    71.70 ☁️ 區間整理    0.0%                                  【董監持股增加】
   6965.TW                           中傑-KY    1.0    83.50 ☁️ 區間整理    0.0%                                  【董監持股增加】
   3413.TW                              京鼎    1.0   300.00 ☁️ 區間整理   20.0%                                  【董監持股增加】
   1235.TW                              興泰    1.0    39.20 ☁️ 區間整理   36.4%                  【營收爆發(807.67%) | 董監持股增加】
   6916.TW                              華凌    1.0    17.85 ☁️ 區間整理   60.0%                                  【董監持股增加】
   3515.TW                              華擎    1.0   213.00 ☁️ 區間整理   50.0%                                  【董監持股增加】
  6624.TWO                             萬年清    0.5    61.10 ☁️ 區間整理   12.5%                        【EPS連2成長 | 董監持股增加】
  4157.TWO                          太景*-KY    0.5    11.35 ☁️ 區間整理  100.0%                        【EPS連2成長 | 董監持股增加】
   6919.TW                             康霈*    0.5    92.80 ☁️ 區間整理   25.0%                        【EPS連2成長 | 董監持股增加】
  3313.TWO                              斐成    0.5    12.55 ☁️ 區間整理   64.3%                 趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
   3149.TW                              正達    0.5    42.85 ☁️ 區間整理    0.0%         【EPS連2成長 | 營收爆發(72.58%) | ⚠️毛利負值】
   1736.TW                              喬山    0.5   124.50 ☁️ 區間整理    0.0%                        【EPS連2成長 | 董監持股增加】
   2014.TW                              中鴻    0.5    18.45 ☁️ 區間整理   33.3%                 趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
  8342.TWO                              益張    0.5    85.60 ☁️ 區間整理   35.3%                        【EPS連2成長 | 董監持股增加】
   2495.TW                              普安    0.0    36.25 ☁️ 區間整理   45.5%                                          
   6838.TW                             台新藥    0.0    25.85 ☁️ 區間整理   25.0%                            【營收爆發(120.2%)】
  4744.TWO                              皇將    0.0    35.00 ☁️ 區間整理  100.0%                                          
   2356.TW                             英業達    0.0    42.25 ☁️ 區間整理   41.7%                                          
   8463.TW                             潤泰材    0.0    22.85 ☁️ 區間整理    0.0%                                          
   6225.TW                              天瀚    0.0    21.05 ☁️ 區間整理   50.0%                                          
 00987A.TW                        主動台新優勢成長    0.0    11.87 ☁️ 區間整理   62.5%                                   【無財報資料】
   3044.TW                              健鼎    0.0   341.00 ☁️ 區間整理   33.3%                                          
   6133.TW                              金橋    0.0    23.05 ☁️ 區間整理   75.0%                                          
  3624.TWO                              光頡    0.0    48.10 ☁️ 區間整理   75.0%                                          
   9110.TW                          越南控-DR    0.0     3.15 ☁️ 區間整理  100.0%                                          
   2377.TW                              微星    0.0    90.70 ☁️ 區間整理   20.0%                                          
 00655L.TW CATHAY SECS INV TRUST CO LTD FT    0.0    30.48 ☁️ 區間整理   50.0%                                   【無財報資料】
  6546.TWO                              正基    0.0    71.60 ☁️ 區間整理   50.0%                                          
   2379.TW                              瑞昱    0.0   480.50 ☁️ 區間整理   54.5%                                          
   2408.TW                             南亞科    0.0   216.50 ☁️ 區間整理   53.3%                           【營收爆發(586.71%)】
   2610.TW                              華航    0.0    18.75 ☁️ 區間整理   60.0%                                          
   2009.TW                             第一銅    0.0    40.30 ☁️ 區間整理   50.0%                            【營收爆發(41.89%)】
   3005.TW                              神基    0.0   127.00 ☁️ 區間整理   33.3%                                          
 00982D.TW                        主動富邦動態入息    0.0    10.00 ☁️ 區間整理    0.0%                                   【無財報資料】
  6126.TWO                              信音    0.0    31.25 ☁️ 區間整理   63.6%                                          
   2327.TW                             國巨*    0.0   250.50 ☁️ 區間整理   66.7%                                          
  3213.TWO                              茂訊    0.0   100.00 ☁️ 區間整理   28.6%                                          
   2031.TW                             新光鋼    0.0    40.25 ☁️ 區間整理    0.0%                                          
  6877.TWO                             鏵友益    0.0   105.50 ☁️ 區間整理   10.0%                                          
   4919.TW                              新唐    0.0    99.60 ☁️ 區間整理   69.2%                                          
  3317.TWO                             尼克森    0.0    44.20 ☁️ 區間整理   50.0%                                          
 00985A.TW                        主動野村台灣50    0.0    16.03 ☁️ 區間整理   63.6%                                   【無財報資料】
   6533.TW                             晶心科    0.0   187.00 ☁️ 區間整理   72.7%                                          
  8423.TWO                           保綠-KY    0.0    18.45 ☁️ 區間整理    0.0%                                          
  4416.TWO                              三圓    0.0    13.45 ☁️ 區間整理   50.0%                                          
   8114.TW                             振樺電    0.0   176.50 ☁️ 區間整理   53.3%                                          
  6761.TWO                              穩得    0.0   173.00 ☁️ 區間整理   40.0%                                          
   2012.TW                              春雨    0.0    15.80 ☁️ 區間整理   50.0%                                          
   4961.TW                              天鈺    0.0   141.00 ☁️ 區間整理   50.0%                                          
   2603.TW                              長榮    0.0   203.00 ☁️ 區間整理   42.9%                                          
   2006.TW                            東和鋼鐵    0.0    72.70 ☁️ 區間整理   62.5%                                          
   2397.TW                              友通    0.0    54.40 ☁️ 區間整理   50.0%                                          
 00676R.TW                        富邦臺灣加權反1    0.0     7.98 ☁️ 區間整理   50.0%                                   【無財報資料】
   7711.TW                              永擎    0.0   271.50 ☁️ 區間整理   50.0%                                          
   4746.TW                              台耀    0.0    54.80 ☁️ 區間整理   50.0%                                          
   5469.TW                             瀚宇博    0.0    81.80 ☁️ 區間整理   55.6%                            【營收爆發(38.66%)】
 00633L.TW                          富邦上証正2    0.0    43.78 ☁️ 區間整理   50.0%                                   【無財報資料】
  8477.TWO                             創業家    0.0    13.90 ☁️ 區間整理   54.5%                                          
   1310.TW                              台苯    0.0    11.55 ☁️ 區間整理   63.6%                                          
   2834.TW                             臺企銀    0.0    15.05 ☁️ 區間整理   61.1%                                          
  6244.TWO                              茂迪    0.0    28.45 ☁️ 區間整理   58.8%                                          
 00637L.TW                       元大滬深300正2    0.0    18.17 ☁️ 區間整理   33.3%                                   【無財報資料】
   2329.TW                              華泰    0.0    53.40 ☁️ 區間整理   30.8%                                          
   6928.TW                            攸泰科技    0.0    45.60 ☁️ 區間整理   71.4%                                          
   2881.TW                             富邦金    0.0    87.10 ☁️ 區間整理   30.0%                                          
  8431.TWO                             匯鑽科    0.0    65.10 ☁️ 區間整理   46.2%                                          
 00664R.TW                        國泰臺灣加權反1    0.0     2.35 ☁️ 區間整理  100.0%                                   【無財報資料】
   6205.TW                              詮欣    0.0    62.00 ☁️ 區間整理   75.0%                                          
  8091.TWO                              翔名    0.0   154.50 ☁️ 區間整理   66.7%                                          
   2426.TW                              鼎元    0.0    32.95 ☁️ 區間整理   70.0%                                          
  3152.TWO                              璟德    0.0   137.00 ☁️ 區間整理   50.0%                                          
  8936.TWO                              國統    0.0    53.90 ☁️ 區間整理   36.8%                                          
  7812.TWO                           稜研科技*    0.0    80.60 ☁️ 區間整理   68.8%                                          
