Quantum AI Pro 分析報告 (20260325)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                             Reason
   2305.TW                              全友    5.5    14.70 🚀 極強勢攻擊   53.3%    趨勢強勁 / 【EPS連2成長 | 營收爆發(34.16%)】
  4923.TWO                              力士    5.5    36.45 🚀 極強勢攻擊   22.2%    趨勢強勁 / 【EPS連2成長 | 營收爆發(39.63%)】
  6223.TWO                              旺矽    5.5  3750.00 🚀 極強勢攻擊   66.7%    趨勢強勁 / 【EPS連2成長 | 營收爆發(45.54%)】
  8923.TWO                              時報    5.5    20.25 🚀 極強勢攻擊   40.0%     趨勢強勁 / 【EPS連2成長 | 營收爆發(32.9%)】
  6584.TWO                            南俊國際    5.5   568.00 🚀 極強勢攻擊   25.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(47.92%)】
  6265.TWO                             方土昶    5.5    41.45 🚀 極強勢攻擊   42.9%   趨勢強勁 / 【EPS連2成長 | 營收爆發(309.86%)】
  3546.TWO                              宇峻    5.5    70.60 🚀 極強勢攻擊   40.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(127.43%)】
   3209.TW                              全科    5.5    43.45 🚀 極強勢攻擊   50.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(35.04%)】
  6026.TWO                             福邦證    5.5    14.90 🚀 極強勢攻擊   25.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(191.85%)】
  6163.TWO                             華電網    5.5    65.40 🚀 極強勢攻擊   50.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(136.48%)】
  4973.TWO                              廣穎    5.5    70.90 🚀 極強勢攻擊   50.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
  6574.TWO                              霈方    5.5   126.50 🚀 極強勢攻擊   40.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(56.66%)】
  8059.TWO                              凱碩    5.5    18.65 🚀 極強勢攻擊    0.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(604.49%)】
   8996.TW                              高力    5.5   820.00 🚀 極強勢攻擊   35.3%   趨勢強勁 / 【EPS連2成長 | 營收爆發(205.73%)】
  6727.TWO                            亞泰金屬    5.5   278.50 🚀 極強勢攻擊   56.2%   趨勢強勁 / 【EPS連2成長 | 營收爆發(482.36%)】
   3530.TW                             晶相光    5.5    58.20 🚀 極強勢攻擊   45.0%    趨勢強勁 / 【EPS連2成長 | 營收爆發(33.12%)】
  3663.TWO                              鑫科    5.5    74.00 🚀 極強勢攻擊   30.8%   趨勢強勁 / 【EPS連2成長 | 營收爆發(133.68%)】
  5498.TWO                              凱崴    5.5    57.50 🚀 極強勢攻擊   35.7%    趨勢強勁 / 【EPS連2成長 | 營收爆發(43.83%)】
  6693.TWO                             廣閎科    5.5   105.50 🚀 極強勢攻擊   53.3%    趨勢強勁 / 【EPS連2成長 | 營收爆發(42.95%)】
   2425.TW                              承啟    5.5    29.15 🚀 極強勢攻擊    0.0%   趨勢強勁 / 【EPS連2成長 | 營收爆發(113.51%)】
  6419.TWO                             京晨科    5.5    84.40 🚀 極強勢攻擊   38.5%    趨勢強勁 / 【EPS連2成長 | 營收爆發(37.58%)】
  7718.TWO                              友鋮    5.0    48.20 🚀 極強勢攻擊   50.0%     趨勢強勁 / 【營收爆發(40.26%) | 董監持股增加】
   8021.TW                              尖點    5.0   247.50 🚀 極強勢攻擊   46.2%     趨勢強勁 / 【營收爆發(42.47%) | 董監持股增加】
   6120.TW                              達運    4.5    13.25 🚀 極強勢攻擊   46.7%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  5351.TWO                              鈺創    4.5    74.10 🚀 極強勢攻擊   50.0% 【EPS連2成長 | 營收爆發(310.99%) | 董監持股增加】
   2481.TW                              強茂    4.5   100.00 🚀 極強勢攻擊   53.3%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  8299.TWO                              群聯    4.5  1725.00 🚀 極強勢攻擊   31.6% 【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   4956.TW                              光鋐    4.5    37.20 🚀 極強勢攻擊   56.2%          趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  8472.TWO                             夠麻吉    4.0    77.70 🚀 極強勢攻擊   44.4%             趨勢強勁 / 【營收爆發(202.29%)】
  7738.TWO                            東聯互動    4.0   186.50 🚀 極強勢攻擊   57.1%              趨勢強勁 / 【營收爆發(30.63%)】
   1512.TW                              瑞利    4.0     7.71 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(77.18%)】
  7781.TWO                            昕力資*    4.0    31.65 🚀 極強勢攻擊   55.6%              趨勢強勁 / 【營收爆發(42.08%)】
   3416.TW                             融程電    4.0   152.00 🚀 極強勢攻擊   60.0%              趨勢強勁 / 【營收爆發(37.85%)】
   2308.TW                             台達電    4.0  1550.00 🚀 極強勢攻擊   38.5%               趨勢強勁 / 【營收爆發(31.0%)】
  1799.TWO                              易威    4.0    37.60 🚀 極強勢攻擊   12.5%              趨勢強勁 / 【營收爆發(38.58%)】
  3555.TWO                             博士旺    4.0   174.00 🚀 極強勢攻擊   16.7%            趨勢強勁 / 【營收爆發(4102.23%)】
   5706.TW                              鳳凰    4.0    51.90 🚀 極強勢攻擊   33.3%              趨勢強勁 / 【營收爆發(74.55%)】
   2449.TW                            京元電子    4.0   288.50 🚀 極強勢攻擊   45.5%              趨勢強勁 / 【營收爆發(41.05%)】
  7734.TWO                            印能科技    4.0  1825.00 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(55.59%)】
  5514.TWO                              三豐    4.0    16.15 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【營收爆發(21437.63%)】
  5302.TWO                              太欣    4.0    11.50 🚀 極強勢攻擊   37.5%              趨勢強勁 / 【營收爆發(69.18%)】
   2243.TW                           宏旭-KY    4.0    20.75 🚀 極強勢攻擊   57.9%             趨勢強勁 / 【營收爆發(739.37%)】
  3489.TWO                              森寶    4.0    23.00 🚀 極強勢攻擊   33.3%            趨勢強勁 / 【營收爆發(7783.71%)】
   2348.TW                              海悅    4.0    79.80 🚀 極強勢攻擊   40.0%             趨勢強勁 / 【營收爆發(239.77%)】
   8112.TW                              至上    4.0    82.90 🚀 極強勢攻擊   45.0%             趨勢強勁 / 【營收爆發(136.81%)】
  3490.TWO                              單井    4.0    26.30 🚀 極強勢攻擊   44.4%              趨勢強勁 / 【營收爆發(58.94%)】
  3339.TWO                              泰谷    4.0    40.95 🚀 極強勢攻擊   63.2%              趨勢強勁 / 【營收爆發(31.83%)】
  6874.TWO                              倍力    4.0    91.20 🚀 極強勢攻擊   80.0%               趨勢強勁 / 【營收爆發(89.2%)】
   4949.TW                            有成精密    4.0    65.50 🚀 極強勢攻擊   58.8%              趨勢強勁 / 【營收爆發(38.12%)】
  6199.TWO                              天品    4.0   108.50 🚀 極強勢攻擊   42.9%             趨勢強勁 / 【營收爆發(587.51%)】
  6640.TWO                              均華    4.0  1180.00 🚀 極強勢攻擊   75.0%               趨勢強勁 / 【營收爆發(52.0%)】
   2406.TW                              國碩    4.0    36.60 🚀 極強勢攻擊   47.4%             趨勢強勁 / 【營收爆發(159.77%)】
   6531.TW                             愛普*    4.0   511.00 🚀 極強勢攻擊   50.0%             趨勢強勁 / 【營收爆發(146.68%)】
  7751.TWO                              竑騰    4.0  1570.00 🚀 極強勢攻擊   65.0%              趨勢強勁 / 【營收爆發(73.86%)】
  7547.TWO                              碩網    4.0    76.30 🚀 極強勢攻擊   60.0%              趨勢強勁 / 【營收爆發(49.76%)】
  3466.TWO                              德晉    4.0    35.40 🚀 極強勢攻擊   50.0%             趨勢強勁 / 【營收爆發(140.62%)】
   8476.TW                             台境*    4.0    20.25 🚀 極強勢攻擊   50.0%              趨勢強勁 / 【營收爆發(43.43%)】
   2855.TW                             統一證    4.0    32.20 🚀 極強勢攻擊   35.3%             趨勢強勁 / 【營收爆發(221.36%)】
   2442.TW                             新美齊    4.0    20.65 🚀 極強勢攻擊   46.7%            趨勢強勁 / 【營收爆發(9886.17%)】
   6805.TW                             富世達    1.5  1905.00  📈 多頭續攻   50.0%           【EPS連2成長 | 營收爆發(51.13%)】
   2440.TW                             太空梭    1.5    14.30  📈 多頭續攻   33.3%                          【EPS連2成長】
   6969.TW                         成信實業*-創    1.5    28.15  📈 多頭續攻   50.0%                          【EPS連2成長】
   1303.TW                              南亞    1.5    76.00  📈 多頭續攻   25.0%                          【EPS連2成長】
   2423.TW                              固緯    1.5    48.90  📈 多頭續攻   50.0%                          【EPS連2成長】
   6671.TW                           三能-KY    1.5    30.80  📈 多頭續攻   50.0%                          【EPS連2成長】
  4433.TWO                              興采    1.5    20.40  📈 多頭續攻   50.0%                          【EPS連2成長】
   3013.TW                             晟銘電    1.5    98.70  📈 多頭續攻   50.0%                          【EPS連2成長】
  3529.TWO                              力旺    1.5  2785.00  📈 多頭續攻  100.0%                          【EPS連2成長】
   1560.TW                              中砂    1.5   459.50  📈 多頭續攻   40.0%                          【EPS連2成長】
  3147.TWO                              大綜    1.5   167.00  📈 多頭續攻   33.3%                          【EPS連2成長】
  6182.TWO                              合晶    1.5    34.60  📈 多頭續攻   40.0%                          【EPS連2成長】
  5278.TWO                             尚凡*    1.5    24.20  📈 多頭續攻   50.0%                          【EPS連2成長】
  4931.TWO                             新盛力    1.5   153.50  📈 多頭續攻   75.0%                          【EPS連2成長】
  4166.TWO                              友霖    1.5    26.95  📈 多頭續攻   50.0%                          【EPS連2成長】
   5234.TW                            達興材料    1.5   367.00  📈 多頭續攻  100.0%                          【EPS連2成長】
   2033.TW                              佳大    1.5    15.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  6642.TWO                              富致    1.5    55.20  📈 多頭續攻   33.3%                          【EPS連2成長】
   2108.TW                              南帝    1.5    25.35  📈 多頭續攻    0.0%                          【EPS連2成長】
  6190.TWO                             萬泰科    1.5    54.90  📈 多頭續攻   75.0%                          【EPS連2成長】
   8103.TW                              瀚荃    1.5    85.80  📈 多頭續攻   40.0%                          【EPS連2成長】
  3227.TWO                              原相    1.5   193.00  📈 多頭續攻   50.0%                          【EPS連2成長】
  3531.TWO                              先益    1.5    21.70  📈 多頭續攻   50.0%                          【EPS連2成長】
   3033.TW                              威健    1.5    33.45  📈 多頭續攻   11.1%                          【EPS連2成長】
   6658.TW                              聯策    1.5    69.50  📈 多頭續攻   50.0%                          【EPS連2成長】
   3645.TW                              達邁    1.5    77.00  📈 多頭續攻   57.1%                          【EPS連2成長】
  5013.TWO                              強新    1.5    29.80  📈 多頭續攻   50.0%                          【EPS連2成長】
  8096.TWO                              擎亞    1.5    89.00  📈 多頭續攻   66.7%                          【EPS連2成長】
  1584.TWO                              精剛    1.5    21.90  📈 多頭續攻   50.0%                          【EPS連2成長】
   6706.TW                              惠特    1.5   131.00  📈 多頭續攻   33.3%                          【EPS連2成長】
  5487.TWO                              通泰    1.5    27.40  📈 多頭續攻    0.0%                          【EPS連2成長】
   1597.TW                              直得    1.5    88.60  📈 多頭續攻   50.0%                          【EPS連2成長】
   2049.TW                              上銀    1.5   234.50  📈 多頭續攻   66.7%                          【EPS連2成長】
   8464.TW                              億豐    1.5   342.50  📈 多頭續攻    0.0%                          【EPS連2成長】
  6735.TWO                            美達科技    1.5    58.30  📈 多頭續攻   50.0%                          【EPS連2成長】
  6101.TWO                            寬魚國際    1.5    38.80  📈 多頭續攻   50.0%          【EPS連2成長 | 營收爆發(685.99%)】
  6643.TWO                             M31    1.5   468.50  📈 多頭續攻   60.0%                          【EPS連2成長】
   2520.TW                              冠德    1.5    31.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  5230.TWO                           雷笛克光學    1.5    17.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   2484.TW                              希華    1.5    29.10  📈 多頭續攻    0.0%                          【EPS連2成長】
  8416.TWO                              實威    1.5   168.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  3374.TWO                              精材    1.5   165.00  📈 多頭續攻   33.3%                          【EPS連2成長】
   1210.TW                              大成    1.5    53.80  📈 多頭續攻   40.0%                          【EPS連2成長】
  6560.TWO                             欣普羅    1.5    40.85  📈 多頭續攻   44.4%           【EPS連2成長 | 營收爆發(55.97%)】
  4543.TWO                              萬在    1.5    32.45  📈 多頭續攻   25.0%                          【EPS連2成長】
   4576.TW                           大銀微系統    1.5   129.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   3026.TW                             禾伸堂    1.5   133.50  📈 多頭續攻   14.3%                          【EPS連2成長】
  8930.TWO                              青鋼    1.5    32.00  📈 多頭續攻   33.3%                          【EPS連2成長】
   6206.TW                              飛捷    1.5   101.50  📈 多頭續攻  100.0%                          【EPS連2成長】
   2347.TW                              聯強    1.5    79.90  📈 多頭續攻   50.0%                          【EPS連2成長】
  6683.TWO                            雍智科技    1.5  1180.00  📈 多頭續攻   65.0%           【EPS連2成長 | 營收爆發(46.93%)】
   2069.TW                              運錩    1.5    18.85  📈 多頭續攻  100.0%                          【EPS連2成長】
   4967.TW                              十銓    1.5   254.50  📈 多頭續攻   16.7%                          【EPS連2成長】
   3045.TW                             台灣大    1.5   109.00  📈 多頭續攻    0.0%                          【EPS連2成長】
  6292.TWO                              迅德    1.5    43.75  📈 多頭續攻   50.0%                          【EPS連2成長】
  8383.TWO                              千附    1.5    46.15  📈 多頭續攻   50.0%                          【EPS連2成長】
   2204.TW                              中華    1.5    54.80  📈 多頭續攻   33.3%                          【EPS連2成長】
   6957.TW                           裕慶-KY    1.5   163.00  📈 多頭續攻   50.0%           【EPS連2成長 | 營收爆發(43.06%)】
  3516.TWO                             亞帝歐    1.5    19.25  📈 多頭續攻   50.0%                          【EPS連2成長】
  7810.TWO                            捷創科技    1.5   272.50  📈 多頭續攻   50.0%                          【EPS連2成長】
  6174.TWO                             安��    1.5    21.85  📈 多頭續攻   50.0%                          【EPS連2成長】
   3016.TW                              嘉晶    1.5    60.80  📈 多頭續攻   50.0%                          【EPS連2成長】
   1802.TW                              台玻    1.5    54.20  📈 多頭續攻   50.0%                          【EPS連2成長】
  6228.TWO                              全譜    1.5    24.50  📈 多頭續攻    0.0%                          【EPS連2成長】
   8046.TW                              南電    1.5   540.00  📈 多頭續攻   42.9%                          【EPS連2成長】
   3040.TW                              遠見    1.5    50.80  📈 多頭續攻  100.0%                          【EPS連2成長】
  3629.TWO                            地心引力    1.5    18.50  📈 多頭續攻   50.0%       【EPS連2成長 | 營收爆發(136566.67%)】
  8358.TWO                              金居    1.5   227.00  📈 多頭續攻   18.2%           【EPS連2成長 | 營收爆發(51.13%)】
   1477.TW                              聚陽    1.5   268.00  📈 多頭續攻   14.3%                          【EPS連2成長】
  4741.TWO                              泓瀚    1.5    27.40  📈 多頭續攻   37.5%                          【EPS連2成長】
  6741.TWO                       91APP*-KY    1.5    62.40  📈 多頭續攻    0.0%                          【EPS連2成長】
  1815.TWO                              富喬    1.5   108.00  📈 多頭續攻   52.6%           【EPS連2成長 | 營收爆發(60.76%)】
  3551.TWO                              世禾    1.5   183.00  📈 多頭續攻  100.0%                          【EPS連2成長】
  4541.TWO                              晟田    1.5    43.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   6202.TW                              盛群    1.5    51.80  📈 多頭續攻   50.0%                          【EPS連2成長】
  7709.TWO                              榮田    1.5    56.40  📈 多頭續攻   50.0%                          【EPS連2成長】
  6291.TWO                              沛亨    1.5   372.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   6909.TW                              創控    1.5    48.05  📈 多頭續攻   50.0%                          【EPS連2成長】
   2388.TW                              威盛    1.5    51.90  📈 多頭續攻   33.3%                          【EPS連2成長】
  3067.TWO                              全域    1.5    17.30  📈 多頭續攻    0.0%                          【EPS連2成長】
   3711.TW                           日月光投控    1.5   352.00  📈 多頭續攻   33.3%                          【EPS連2成長】
  4123.TWO                              晟德    1.5    41.65  📈 多頭續攻    0.0%                          【EPS連2成長】
   3450.TW                              聯鈞    1.5   278.00  📈 多頭續攻   71.4%                          【EPS連2成長】
   4551.TW                             智伸科    1.5   134.00  📈 多頭續攻   50.0%                          【EPS連2成長】
  4527.TWO                             方土霖    1.5    42.60  📈 多頭續攻   40.0%                          【EPS連2成長】
   5258.TW                              虹堡    1.5    46.60  📈 多頭續攻   50.0%                          【EPS連2成長】
  3265.TWO                             台星科    1.5   142.00  📈 多頭續攻   50.0%                          【EPS連2成長】
   1432.TW                             大魯閣    1.5    18.35  📈 多頭續攻   50.0%                          【EPS連2成長】
   9945.TW                             潤泰新    1.5    25.35  📈 多頭續攻   16.7%                          【EPS連2成長】
  8182.TWO                              加高    1.5    27.30  📈 多頭續攻   50.0%                          【EPS連2成長】
  4760.TWO                              勤凱    1.5   191.00  📈 多頭續攻  100.0%                          【EPS連2成長】
  5548.TWO                              安倉    1.5    24.40  📈 多頭續攻   50.0%                          【EPS連2成長】
  3390.TWO                              旭軟    1.5    22.00  📈 多頭續攻   14.3%                          【EPS連2成長】
   6257.TW                              矽格    1.5   137.00  📈 多頭續攻   57.1%                          【EPS連2成長】
  5328.TWO                              華容    1.5    25.75  📈 多頭續攻   66.7%                          【EPS連2成長】
   3229.TW                              晟鈦    1.5    20.45  📈 多頭續攻   50.0%                          【EPS連2成長】
  4726.TWO                              永昕    1.5    31.50  📈 多頭續攻   50.0%          【EPS連2成長 | 營收爆發(140.43%)】
   2453.TW                              凌群    1.5    54.30  📈 多頭續攻   50.0%                          【EPS連2成長】
   3653.TW                              健策    1.5  3945.00  📈 多頭續攻    0.0%                          【EPS連2成長】
  6435.TWO                              大中    1.5   170.50  📈 多頭續攻   58.3%                          【EPS連2成長】
   2476.TW                              鉅祥    1.5    84.60  📈 多頭續攻   33.3%                          【EPS連2成長】
  8074.TWO                              鉅橡    1.5    58.30  📈 多頭續攻   40.0%                          【EPS連2成長】
  6237.TWO                              驊訊    1.5    37.40  📈 多頭續攻   50.0%                          【EPS連2成長】
   8438.TW                              昶昕    1.5    65.70  📈 多頭續攻   71.4%                          【EPS連2成長】
  6146.TWO                              耕興    1.0   199.00 ☁️ 區間整理   62.5%                           【董監持股增加】
  4121.TWO                              優盛    1.0    16.20 ☁️ 區間整理   50.0%                           【董監持股增加】
   3008.TW                             大立光    1.0  2220.00 ☁️ 區間整理  100.0%                           【董監持股增加】
   6931.TW                            青松健康    1.0    50.90 ☁️ 區間整理   50.0%                           【董監持股增加】
   6916.TW                              華凌    1.0    18.40 ☁️ 區間整理   60.0%                           【董監持股增加】
   2439.TW                              美律    1.0    85.10 ☁️ 區間整理   50.0%                           【董監持股增加】
   4915.TW                              致伸    1.0    71.90 ☁️ 區間整理    0.0%                           【董監持股增加】
   3189.TW                              景碩    1.0   351.50 ☁️ 區間整理   36.4%                           【董監持股增加】
  6187.TWO                              萬潤    1.0   955.00 ☁️ 區間整理   69.2%                           【董監持股增加】
  4946.TWO                              辣椒    1.0   121.00 ☁️ 區間整理   37.5%                           【董監持股增加】
   1235.TW                              興泰    1.0    40.80 ☁️ 區間整理   40.0%           【營收爆發(807.67%) | 董監持股增加】
  6667.TWO                             信紘科    1.0   253.50 ☁️ 區間整理   40.0%                           【董監持股增加】
  6147.TWO                              頎邦    1.0    70.80 ☁️ 區間整理   57.1%                           【董監持股增加】
  4538.TWO                             大詠城    1.0    18.75 ☁️ 區間整理   50.0%                           【董監持股增加】
   6789.TW                              采鈺    1.0   328.00 ☁️ 區間整理   40.0%                           【董監持股增加】
   6625.TW                              必應    1.0    77.10 ☁️ 區間整理   50.0%                           【董監持股增加】
  6762.TWO                              達亞    1.0   165.00 ☁️ 區間整理   25.0%                           【董監持股增加】
  4161.TWO                             聿新科    1.0    25.25 ☁️ 區間整理   16.7%                           【董監持股增加】
   3338.TW                              泰碩    1.0    61.80 ☁️ 區間整理   57.1%                           【董監持股增加】
   6209.TW                             今國光    1.0    53.50 ☁️ 區間整理  100.0%                           【董監持股增加】
  3363.TWO                              上詮    1.0   678.00 ☁️ 區間整理   66.7%                           【董監持股增加】
   2207.TW                             和泰車    1.0   499.00 ☁️ 區間整理    0.0%                           【董監持股增加】
  2230.TWO                              泰茂    1.0    32.90 ☁️ 區間整理   42.9%            【營收爆發(88.54%) | 董監持股增加】
   2836.TW                             高雄銀    1.0    12.15 ☁️ 區間整理   33.3%                           【董監持股增加】
  4728.TWO                              雙美    1.0   390.00 ☁️ 區間整理   33.3%                           【董監持股增加】
   2010.TW                              春源    1.0    25.80 ☁️ 區間整理   60.0%                           【董監持股增加】
   6965.TW                           中傑-KY    1.0    84.20 ☁️ 區間整理    0.0%                           【董監持股增加】
   4906.TW                              正文    1.0    33.30 ☁️ 區間整理   50.0%                           【董監持股增加】
   1733.TW                              五鼎    1.0    30.00 ☁️ 區間整理    0.0%                           【董監持股增加】
  6578.TWO                            達邦蛋白    1.0    17.80 ☁️ 區間整理   50.0%            【營收爆發(39.97%) | 董監持股增加】
   3413.TW                              京鼎    1.0   323.50 ☁️ 區間整理   20.0%                           【董監持股增加】
   3515.TW                              華擎    1.0   218.00 ☁️ 區間整理   50.0%                           【董監持股增加】
  8342.TWO                              益張    0.5    85.70 ☁️ 區間整理   37.5%                 【EPS連2成長 | 董監持股增加】
   2516.TW                              新建    0.5    14.20 ☁️ 區間整理   45.0%                 【EPS連2成長 | 董監持股增加】
  6624.TWO                             萬年清    0.5    60.50 ☁️ 區間整理    0.0%                 【EPS連2成長 | 董監持股增加】
   6919.TW                             康霈*    0.5    91.80 ☁️ 區間整理   27.3%                 【EPS連2成長 | 董監持股增加】
  3313.TWO                              斐成    0.5    12.75 ☁️ 區間整理   61.5%          趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
   3149.TW                              正達    0.5    44.10 ☁️ 區間整理    0.0%  【EPS連2成長 | 營收爆發(72.58%) | ⚠️毛利負值】
   6108.TW                              競國    0.5    16.45 ☁️ 區間整理   50.0%          趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
   1736.TW                              喬山    0.5   126.50 ☁️ 區間整理    0.0%                 【EPS連2成長 | 董監持股增加】
  4157.TWO                          太景*-KY    0.5    11.30 ☁️ 區間整理  100.0%                 【EPS連2成長 | 董監持股增加】
   2014.TW                              中鴻    0.5    18.75 ☁️ 區間整理   33.3%          趨勢強勁 / 【EPS連2成長 | ⚠️毛利負值】
   3005.TW                              神基    0.0   112.50 ☁️ 區間整理   33.3%                                   
00950B.TWO                         凱基A級公司債    0.0    14.20 ☁️ 區間整理   50.0%                            【無財報資料】
   1583.TW                              程泰    0.0    44.30 ☁️ 區間整理   50.0%                                   
  6126.TWO                              信音    0.0    31.20 ☁️ 區間整理   70.0%                                   
   2327.TW                             國巨*    0.0   260.00 ☁️ 區間整理   55.6%                                   
   2009.TW                             第一銅    0.0    40.95 ☁️ 區間整理   33.3%                     【營收爆發(41.89%)】
   4807.TW                           日成-KY    0.0    15.80 ☁️ 區間整理   84.6%                                   
   4919.TW                              新唐    0.0   101.00 ☁️ 區間整理   69.2%                                   
   2610.TW                              華航    0.0    18.95 ☁️ 區間整理   57.1%                                   
   2379.TW                              瑞昱    0.0   489.00 ☁️ 區間整理   50.0%                                   
  8111.TWO                             立��    0.0    63.60 ☁️ 區間整理   23.1%                                   
   2492.TW                             華新科    0.0   128.50 ☁️ 區間整理   38.5%                                   
  00922.TW                        國泰台灣領袖50    0.0    28.26 ☁️ 區間整理   50.0%                            【無財報資料】
   3702.TW                             大聯大    0.0    95.80 ☁️ 區間整理   57.1%                                   
   8499.TW                           鼎炫-KY    0.0   258.50 ☁️ 區間整理   50.0%                     【營收爆發(79.89%)】
 00985A.TW                        主動野村台灣50    0.0    16.49 ☁️ 區間整理   54.5%                            【無財報資料】
  6546.TWO                              正基    0.0    73.00 ☁️ 區間整理   50.0%                                   
   6456.TW                          GIS-KY    0.0    60.40 ☁️ 區間整理   40.0%                                   
   6908.TW                         宏�砦C戲-創    0.0    48.10 ☁️ 區間整理   50.0%                                   
  3213.TWO                              茂訊    0.0    99.80 ☁️ 區間整理   30.8%                                   
   3447.TW                              展達    0.0    39.35 ☁️ 區間整理   38.5%                                   
 00980A.TW                        主動野村臺灣優選    0.0    17.72 ☁️ 區間整理   27.3%                            【無財報資料】
 00981A.TW                        主動統一台股增長    0.0    20.87 ☁️ 區間整理   50.0%                            【無財報資料】
   4737.TW                              華廣    0.0    64.90 ☁️ 區間整理   75.0%                                   
  3093.TWO                             港建*    0.0    41.65 ☁️ 區間整理   57.9%                                   
   6533.TW                             晶心科    0.0   188.50 ☁️ 區間整理   70.0%                                   
   2834.TW                             臺企銀    0.0    15.10 ☁️ 區間整理   55.6%                                   
   6589.TW                            台康生技    0.0    58.40 ☁️ 區間整理   50.0%                    【營收爆發(100.63%)】
  5347.TWO                              世界    0.0   124.00 ☁️ 區間整理   68.8%                                   
 00982A.TW                        主動群益台灣強棒    0.0    16.88 ☁️ 區間整理   50.0%                            【無財報資料】
   7722.TW                         LINEPAY    0.0   324.50 ☁️ 區間整理   77.8%                                   
00719B.TWO                         元大美債1-3    0.0    31.41 ☁️ 區間整理   30.0%                            【無財報資料】
   8215.TW                             明基材    0.0    24.00 ☁️ 區間整理   26.7%                                   
   4904.TW                              遠傳    0.0    94.00 ☁️ 區間整理   40.0%                                   
  7805.TWO                             威聯通    0.0   655.00 ☁️ 區間整理   22.2%                                   
  4743.TWO                              合一    0.0    53.40 ☁️ 區間整理   73.3%                                   
  3438.TWO                             類比科    0.0    45.50 ☁️ 區間整理   50.0%                                   
  6961.TWO                             旅天下    0.0    58.60 ☁️ 區間整理   50.0%                                   
  5386.TWO                              青雲    0.0   321.00 ☁️ 區間整理   72.7%                   【營收爆發(1025.37%)】
   1310.TW                              台苯    0.0    10.60 ☁️ 區間整理   63.6%                                   
 00637L.TW                       元大滬深300正2    0.0    18.93 ☁️ 區間整理   30.0%                            【無財報資料】
  6244.TWO                              茂迪    0.0    29.65 ☁️ 區間整理   58.8%                                   
   1503.TW                              士電    0.0   197.50 ☁️ 區間整理   58.3%                                   
   2316.TW                             楠梓電    0.0   103.00 ☁️ 區間整理   22.2%                                   
   2329.TW                              華泰    0.0    55.10 ☁️ 區間整理   35.7%                                   
  3323.TWO                             加百裕    0.0    36.50 ☁️ 區間整理   45.0%                                   
 00664R.TW                        國泰臺灣加權反1    0.0     2.28 ☁️ 區間整理   50.0%                            【無財報資料】
   6928.TW                            攸泰科技    0.0    46.10 ☁️ 區間整理   83.3%                                   
   2881.TW                             富邦金    0.0    88.80 ☁️ 區間整理   33.3%                                   
  8431.TWO                             匯鑽科    0.0    66.30 ☁️ 區間整理   50.0%                                   
  8091.TWO                              翔名    0.0   152.50 ☁️ 區間整理  100.0%                                   
   2426.TW                              鼎元    0.0    36.20 ☁️ 區間整理   70.0%                                   
  8936.TWO                              國統    0.0    55.70 ☁️ 區間整理   33.3%                                   
   2404.TW                              漢唐    0.0   943.00 ☁️ 區間整理   61.1%                      【營收爆發(68.9%)】
  8477.TWO                             創業家    0.0    13.90 ☁️ 區間整理   60.0%                                   
  7812.TWO                           稜研科技*    0.0    81.10 ☁️ 區間整理   66.7%                                   
 00663L.TW                        國泰臺灣加權正2    0.0    61.15 ☁️ 區間整理   50.0%                            【無財報資料】
  3455.TWO                              由田    0.0   129.50 ☁️ 區間整理   60.0%                                   
  3441.TWO                             聯一光    0.0    31.00 ☁️ 區間整理   50.0%                                   
  8423.TWO                           保綠-KY    0.0    18.60 ☁️ 區間整理    0.0%                                   
 00633L.TW                          富邦上証正2    0.0    45.72 ☁️ 區間整理   46.2%                            【無財報資料】
   2031.TW                             新光鋼    0.0    40.00 ☁️ 區間整理    0.0%                                   
  3317.TWO                             尼克森    0.0    46.95 ☁️ 區間整理   50.0%                                   
   2603.TW                              長榮    0.0   206.00 ☁️ 區間整理   38.5%                                   
