eps_yoy,date,rev_yoy,gm,status,prev_year,name,pe,prev_eps_yoy,symbol,prev_rev_yoy,expansion,price,advice,est_price,eps,om,prev_eps
925.0,2026-03,713.51,13.61%,🚀 利潤擴張,2025,大亞,7.465753723268102,-21.15,1609.TW,3.39,211.49,38.1500015259,💎 強力關注,76.65,0.66,8.70%,1.65
213.33,2026-03,26.54,19.34%,🚀 利潤擴張,2025,聯嘉投控,0.0,-80.0,3717.TW,3.55,186.79000000000002,22.5499992371,⚪ 數據不足,0.0,0.47,7.12%,0.08
266.67,2026-03,80.73,N/A,🔄 轉虧為盈,2025,巨虹,0.0,-280.2,8084.TWO,-10.9,185.94,47.2000007629,⚪ 數據不足,-43.199999999999996,0.33,N/A,-1.82
728.13,2026-03,542.69,30.40%,🚀 利潤擴張,2025,東浦,11.132376882264754,25.64,3290.TWO,18.23,185.43999999999994,69.8000030518,💎 強力關注,94.05,2.65,14.85%,2.02
276.67,2026-03,116.02,N/A,🚀 利潤擴張,2025,未知,0.0,1640.0,4582.TWO,32.98,160.65000000000003,26.5499992371,⚪ 數據不足,0.0,0.53,N/A,1.54
276.67,2026-03,116.02,N/A,🚀 利潤擴張,2025,聚恆-創,0.0,1640.0,4582.TW,32.98,160.65000000000003,26.5499992371,⚪ 數據不足,0.0,0.53,N/A,1.54
700.0,2026-03,542.01,10.78%,🔄 轉虧為盈,2025,鼎元,0.0,-219.05,2426.TW,-2.43,157.99,81.8000030518,⚪ 數據不足,-6.6,0.06,-2.91%,-0.25
264.29,2026-03,108.24,56.31%,🔄 轉虧為盈,2025,圓剛,0.0,54.55,2417.TW,2.69,156.05,46.0999984741,⚪ 數據不足,-25.049999999999997,0.28,8.42%,-0.19
366.67,2026-03,214.33,N/A,🔄 轉虧為盈,2025,成霖,145.71428298999987,-125.22,9934.TW,-4.25,152.34,10.1999998093,⚠️ 追價風險,1.050000000000001,0.28,N/A,-0.29
442.11,2026-03,307.94,N/A,🚀 利潤擴張,2025,醫揚,17.940717628705148,-38.68,6569.TWO,5.8,134.17000000000002,115.0,⚪ 中性觀察,96.15,1.03,N/A,2.88
406.45,2026-03,273.28,N/A,🚀 利潤擴張,2025,凌華,27.42504409171076,921.74,6166.TW,17.09,133.17000000000002,155.5,⚠️ 追價風險,85.05,1.57,N/A,2.35
645.65,2026-03,515.18,54.76%,🏰 高護城河,2025,聯亞,200.0,884.75,3081.TWO,82.29,130.47000000000003,2440.0,⚠️ 追價風險,183.0,3.44,41.27%,4.66
228.49,2026-03,113.17,N/A,🚀 利潤擴張,2025,奇偶,5.265911205396687,-20.59,3356.TW,-14.96,115.32000000000001,60.4000015259,💎 強力關注,172.05,2.21,N/A,6.21
383.33,2026-03,268.59,N/A,🚀 利潤擴張,2025,美達科技,0.0,-84.51,6735.TWO,-4.81,114.74000000000001,94.4000015259,⚪ 數據不足,-7.200000000000001,0.29,N/A,0.33
87.5,2026-03,-21.56,102.69%,🏰 高護城河,2025,益航,0.0,-365.71,2601.TW,-7.78,109.06,5.8099999428,⚪ 數據不足,-33.6,-0.02,-12.62%,-1.63
270.0,2026-03,161.56,N/A,🚀 利潤擴張,2025,暉盛-創,53.40236686390533,-45.51,7730.TW,-5.33,108.44,180.5,⚠️ 追價風險,50.699999999999996,0.37,N/A,1.73
163.46,2026-03,67.27,N/A,🚀 利潤擴張,2025,麗嬰房,0.0,152.83,2911.TW,-16.81,96.19000000000001,8.0100002289,⚪ 數據不足,-40.05,0.66,N/A,2.15
150.0,2026-03,57.36,87.57%,🏰 高護城河,2025,網龍,33.96551636448276,-46.91,3083.TWO,-7.4,92.64,29.5499992371,⚠️ 追價風險,13.05,0.3,12.73%,0.43
1080.0,2026-03,990.52,N/A,🚀 利潤擴張,2025,青松健康,13.73737348050505,104.41,6931.TW,14.16,89.48000000000002,40.7999992371,✅ 穩健價值,44.550000000000004,0.49,N/A,1.39
575.0,2026-03,486.21,16.92%,🔄 轉虧為盈,2025,宏佳騰,0.0,-169.49,1599.TWO,-18.58,88.79000000000002,23.3999996185,⚪ 數據不足,-24.299999999999994,0.28,-21.33%,-0.84
166.67,2026-03,81.97,28.91%,🔄 轉虧為盈,2025,中裕,0.0,17.57,4147.TWO,0.19,84.69999999999999,57.2000007629,⚪ 數據不足,-18.3,0.06,-58.34%,-0.61
186.6,2026-03,102.97,33.66%,🚀 利潤擴張,2025,昭輝,6.740797663021472,-51.9,1339.TW,-14.02,83.63,43.9500007629,💎 強力關注,97.8,2.78,13.17%,2.41
392.86,2026-03,309.82,30.84%,🚀 利潤擴張,2025,偉詮電,13.443223722692307,78.06,2436.TW,15.32,83.04000000000002,73.4000015259,✅ 穩健價值,81.9,0.7,3.76%,3.02
178.26,2026-03,97.11,N/A,🚀 利潤擴張,2025,威鋒電子,34.15841584158416,-50.67,6756.TW,-8.83,81.14999999999999,103.5,⚠️ 追價風險,45.449999999999996,0.64,N/A,1.11
136.36,2026-03,62.07,89.44%,🏰 高護城河,2025,宇峻,16.51923106267308,-64.44,3546.TWO,2.09,74.29000000000002,85.9000015259,⚪ 中性觀察,77.99999999999999,2.34,20.17%,1.97
99.93,2026-03,26.64,N/A,🚀 利潤擴張,2025,奧義賽博-KY創,0.0,96.29,7823.TW,22.72,73.29,82.0999984741,⚪ 數據不足,0.0,-0.15,N/A,-1.49
-25.93,2026-03,-97.71,N/A,🌑 雙重衰退,2025,昱泉,0.0,-99.18,6169.TWO,19.25,71.78,15.1999998093,⚪ 數據不足,-96.44999999999999,-0.68,N/A,-2.43
650.0,2026-03,578.38,N/A,🚀 利潤擴張,2025,冠好,0.0,-91.14,8354.TWO,0.63,71.62,16.4500007629,⚪ 數據不足,-17.549999999999997,0.3,N/A,0.14
386.11,2026-03,315.9,25.49%,🚀 利潤擴張,2025,台聯電,15.136842426505263,-5.15,4905.TWO,22.56,70.21000000000004,71.9000015259,✅ 穩健價值,71.25,1.75,0.20%,2.76
121.74,2026-03,51.84,N/A,🚀 利潤擴張,2025,創新服務,0.0,44.08,7828.TWO,76.4,69.89999999999999,2000.0,⚪ 數據不足,0.0,1.02,N/A,6.33
127.27,2026-03,58.58,90.85%,🏰 高護城河,2025,國票金,9.967320261437909,3.28,2889.TW,4.6,68.69,15.25,💎 強力關注,22.95,0.25,38.94%,0.63
107.35,2026-03,40.15,82.18%,🏰 高護城河,2025,麗豐-KY,6.359393232205368,24.43,4137.TW,-4.63,67.19999999999999,109.0,💎 強力關注,257.1,1.41,20.98%,7.13
175.0,2026-03,110.52,54.59%,🔄 轉虧為盈,2025,研勤,0.0,-31.03,3632.TWO,-28.72,64.48,8.1199998856,⚪ 數據不足,-15.3,0.06,3.73%,-0.38
175.0,2026-03,111.03,31.44%,🔄 轉虧為盈,2025,穎漢,0.0,-184.44,4562.TW,-7.78,63.97,35.25,⚪ 數據不足,-38.1,0.11,-45.46%,-1.28
62.5,2026-03,-1.0,93.22%,🏰 高護城河,2025,泰偉,0.0,-7120.0,3064.TWO,-29.69,63.5,19.2999992371,⚪ 數據不足,-122.4,-0.27,-55.72%,-3.51
235.0,2026-03,171.79,N/A,🚀 利潤擴張,2025,群益證,5.8480828209292035,17.33,6005.TW,12.14,63.21000000000001,39.6500015259,💎 強力關注,101.7,1.34,N/A,2.64
500.0,2026-03,438.18,N/A,🚀 利潤擴張,2025,車王電,57.01492651179105,152.25,1533.TW,19.69,61.81999999999999,38.2000007629,⚠️ 追價風險,10.049999999999997,0.84,N/A,0.58
600.0,2026-03,538.23,20.98%,🚀 利潤擴張,2025,正隆,15.400000254333333,34.55,1904.TW,-4.85,61.76999999999998,23.1000003815,✅ 穩健價值,22.5,0.56,7.12%,0.74
206.45,2026-03,150.03,N/A,🚀 利潤擴張,2025,日揚,13.043478260869566,-26.32,6208.TWO,-4.59,56.41999999999999,99.0,✅ 穩健價值,113.85,1.9,N/A,2.52
204.17,2026-03,148.33,N/A,🚀 利潤擴張,2025,強生,10.954356688195022,-36.9,4747.TWO,-6.81,55.839999999999975,52.7999992371,💎 強力關注,72.30000000000001,1.46,N/A,1.19
244.44,2026-03,189.01,N/A,🔄 轉虧為盈,2025,九暘,0.0,49.15,8040.TWO,2.65,55.43000000000001,94.8000030518,⚪ 數據不足,-18.45,0.13,N/A,-0.6
239.47,2026-03,185.42,41.95%,🚀 利潤擴張,2025,晟德,2.041712445823271,905.92,4123.TWO,-6.28,54.05000000000001,37.2000007629,💎 強力關注,273.29999999999995,2.62,-106.23%,12.33
-2.96,2026-03,-55.48,N/A,🌑 雙重衰退,2025,心誠鎂,0.0,-48.08,6934.TW,-29.22,52.519999999999996,71.3000030518,⚪ 數據不足,0.0,-1.43,N/A,-3.92
147.37,2026-03,95.63,N/A,🚀 利潤擴張,2025,霈方,6.472684085510689,66.34,6574.TWO,6.51,51.74000000000001,109.0,💎 強力關注,252.6,3.29,N/A,6.82
139.49,2026-03,91.93,N/A,🚀 利潤擴張,2025,永擎,0.0,38.44,7711.TW,182.72,47.56,0.0,⚪ 數據不足,0.0,7.68,N/A,13.04
406.06,2026-03,359.48,N/A,🚀 利潤擴張,2025,廣寰科,15.825471338254717,-36.17,3287.TWO,23.54,46.579999999999984,33.5499992371,✅ 穩健價值,31.8,1.01,N/A,1.5
112.5,2026-03,66.65,N/A,🚀 利潤擴張,2025,琉園,2.5076765609007166,544.54,9949.TWO,-17.0,45.849999999999994,24.5,💎 強力關注,146.54999999999998,0.03,N/A,5.29
55.17,2026-03,15.93,N/A,🚀 利潤擴張,2025,漢達,7.119234382228025,31.64,6620.TWO,108.17,39.24,81.8000030518,💎 強力關注,172.35,0.46,N/A,4.85
300.0,2026-03,264.14,20.64%,🚀 利潤擴張,2025,威盛,0.0,-93.75,2388.TW,-40.0,35.860000000000014,81.4000015259,⚪ 數據不足,-30.6,0.08,-8.17%,0.12
190.24,2026-03,156.04,50.66%,🏰 高護城河,2025,禾瑞亞,13.553113553113553,-5.7,3556.TWO,1.24,34.20000000000002,74.0,✅ 穩健價值,81.9,1.19,14.95%,2.15
42.62,2026-03,10.24,N/A,🚀 利潤擴張,2025,神數,0.0,91.67,7821.TW,19.28,32.379999999999995,43.9000015259,⚪ 數據不足,0.0,0.87,N/A,2.99
34.92,2025-12,6.33,35.24%,🚀 利潤擴張,2025,未知,0.0,-17.2,2072.TWO,15.19,28.590000000000003,0.0,⚪ 數據不足,0.0,11.94,30.89%,7.56
23.4,2026-03,-3.86,N/A,🧐 疑業外收益,2025,向榮生技,0.0,-13.21,6794.TW,-5.58,27.259999999999998,79.4000015259,⚪ 數據不足,-70.05,-0.36,N/A,-1.89
450.0,2026-03,422.96,23.39%,🔄 轉虧為盈,2025,南緯,0.0,-197.83,1467.TW,2.23,27.04000000000002,7.2800002098,⚪ 數據不足,-28.950000000000003,0.11,1.90%,-0.45
42.86,2026-03,16.63,N/A,🚀 利潤擴張,2025,頌勝科技,0.0,-27.83,7768.TW,3.08,26.23,373.0,⚪ 數據不足,0.0,1.62,N/A,3.24
42.86,2026-03,16.63,N/A,🚀 利潤擴張,2025,未知,0.0,-27.83,7768.TWO,3.08,26.23,0.0,⚪ 數據不足,0.0,1.62,N/A,3.24
38.11,2026-03,12.42,21.29%,🚀 利潤擴張,2025,大東電,0.0,11.37,1623.TW,20.5,25.689999999999998,0.0,⚪ 數據不足,0.0,4.33,16.93%,13.61
83.05,2026-03,62.36,80.00%,🏰 高護城河,2025,元大金,9.659090909090908,-1.08,2885.TW,6.4,20.689999999999998,68.0,💎 強力關注,105.6,1.08,33.03%,2.74
45.45,2026-03,25.49,N/A,🚀 利潤擴張,2025,中連,13.946188511883408,-66.0,5604.TWO,0.36,19.960000000000004,31.1000003815,✅ 穩健價值,33.45,0.32,N/A,0.85
470.83,2026-03,451.29,N/A,🚀 利潤擴張,2025,宏遠證,11.189024622865853,-11.63,6015.TWO,0.56,19.539999999999964,18.3500003815,💎 強力關注,24.599999999999998,0.89,N/A,0.76
45.71,2026-03,26.81,N/A,🚀 利潤擴張,2025,力新,0.0,-134.86,5202.TWO,-8.35,18.900000000000002,15.8000001907,⚪ 數據不足,-30.900000000000002,-0.19,N/A,-0.61
41.03,2026-03,22.97,97.25%,🏰 高護城河,2025,華南金,8.1249996767161,13.1,2880.TW,4.06,18.060000000000002,38.3499984741,💎 強力關注,70.8,0.55,45.93%,1.9
234.78,2026-03,216.8,31.93%,🚀 利潤擴張,2025,博磊,276.15384615384613,35.0,3581.TWO,13.9,17.97999999999999,179.5,⚠️ 追價風險,9.75,0.31,8.13%,0.81
33.33,2026-03,16.1,89.95%,🏰 高護城河,2025,高雄銀,7.351190703273808,28.3,2836.TW,14.52,17.229999999999997,12.3500003815,💎 強力關注,25.200000000000003,0.2,32.37%,0.68
331.43,2026-03,316.27,N/A,🚀 利潤擴張,2025,環宇-KY,707.5000000000001,107.11,4991.TWO,25.43,15.160000000000025,566.0,⚠️ 追價風險,11.999999999999998,1.67,N/A,0.15
10.53,2026-03,-1.82,N/A,🧐 疑業外收益,2025,精誠金融,0.0,14.12,7819.TWO,10.14,12.35,43.1500015259,⚪ 數據不足,0.0,0.42,N/A,2.91
34.04,2026-03,22.04,78.38%,🏰 高護城河,2025,凱基金,8.070866141732285,-10.99,2883.TW,-12.26,12.0,30.75,💎 強力關注,57.14999999999999,0.69,39.14%,1.74
52.29,2026-03,41.94,N/A,🚀 利潤擴張,2025,華安,0.0,-14.12,6657.TW,-0.97,10.350000000000001,36.5999984741,⚪ 數據不足,-109.2,-0.53,N/A,-2.92
29.13,2026-03,19.99,100.00%,🏰 高護城河,2025,力旺,51.756885090218425,4.19,3529.TWO,6.74,9.14,3270.0,⚠️ 追價風險,947.7,7.98,60.64%,25.6
283.33,2026-03,274.7,24.77%,🔄 轉虧為盈,2025,宏亞,0.0,-53.57,1236.TW,-8.31,8.629999999999995,25.7999992371,⚪ 數據不足,-14.25,0.23,-4.59%,-0.43
153.49,2026-03,145.6,27.77%,🔄 轉虧為盈,2025,岱宇,0.0,-827.91,1598.TW,-15.19,7.890000000000015,20.2000007629,⚪ 數據不足,-89.10000000000001,0.25,-13.99%,-3.35
56.0,2026-03,48.18,N/A,🚀 利潤擴張,2025,全景軟體,7.883131201764057,24.93,8272.TWO,15.86,7.82,71.5,✅ 穩健價值,136.05,0.39,N/A,4.66
37.5,2026-03,30.02,84.77%,🏰 高護城河,2025,欣欣,26.50000042388889,-7.32,2901.TW,-2.15,7.48,23.8500003815,⚠️ 追價風險,13.5,0.11,20.24%,0.38
-5.56,2026-03,-11.29,N/A,🌑 雙重衰退,2025,未知,0.0,14.95,4178.TWO,-3.6,5.7299999999999995,0.0,⚪ 數據不足,0.0,-0.19,N/A,-0.92
-5.56,2026-03,-11.29,N/A,🌑 雙重衰退,2025,永笙-KY,0.0,14.95,4178.TW,-3.6,5.7299999999999995,17.6499996185,⚪ 數據不足,0.0,-0.19,N/A,-0.92
114.29,2026-03,109.17,N/A,🚀 利潤擴張,2025,詩肯,6.485849056603773,-38.13,6195.TWO,-3.57,5.1200000000000045,27.5,✅ 穩健價值,63.6,1.5,N/A,0.99
16.67,2026-03,12.57,83.45%,🏰 高護城河,2025,兆豐金,7.422512234910278,0.85,2886.TW,-1.77,4.100000000000001,45.5,✅ 穩健價值,91.94999999999999,0.63,33.61%,2.36
16.67,2026-03,12.87,73.82%,🏰 高護城河,2025,聯傑,78.06122448979592,41.18,3094.TW,13.2,3.8000000000000025,38.25,⚠️ 追價風險,7.35,0.07,-7.29%,0.25
300.0,2026-03,296.51,N/A,🔄 轉虧為盈,2025,亞電,0.0,-326.32,4939.TWO,-8.05,3.490000000000009,64.9000015259,⚪ 數據不足,-22.2,0.24,N/A,-0.43
5.8,2026-03,2.45,N/A,🚀 利潤擴張,2025,達人網,0.0,18.52,7839.TWO,8.14,3.3499999999999996,47.2000007629,⚪ 數據不足,0.0,0.73,N/A,2.56
35.9,2026-03,32.83,N/A,🚀 利潤擴張,2025,能率亞洲,52.09876637395062,-16.92,7777.TWO,15.88,3.0700000000000003,42.2000007629,⚠️ 追價風險,12.149999999999999,-0.25,N/A,0.58
71.15,2026-03,68.9,64.17%,🏰 高護城河,2025,米斯特,5.381165919282511,-27.47,2941.TWO,12.71,2.25,36.0,✅ 穩健價值,100.35000000000001,0.89,2.03%,2.35
38.89,2026-03,36.86,91.47%,🏰 高護城河,2025,王道銀行,6.0344827586206895,-35.48,2897.TW,-2.09,2.030000000000001,10.5,✅ 穩健價值,26.1,0.28,32.72%,0.61
43.18,2026-03,42.24,N/A,🚀 利潤擴張,2025,佐登-KY,0.0,67.52,4190.TW,1.27,0.9399999999999977,24.7999992371,⚪ 數據不足,-73.20000000000002,-0.26,N/A,-1.59
35.71,2026-03,35.11,N/A,🚀 利潤擴張,2025,精拓科,7.020669992872417,40.71,4951.TWO,4.88,0.6000000000000014,98.5,✅ 穩健價值,210.45,1.71,N/A,5.98
17.86,2026-03,17.29,94.34%,🏰 高護城河,2025,聯邦銀,7.483552631578947,8.94,2838.TW,4.5,0.5700000000000003,22.75,✅ 穩健價值,45.6,0.35,35.36%,1.29
19.96,2026-03,19.67,97.58%,🏰 高護城河,2025,鈊象,8.295846845904382,19.82,3293.TWO,19.01,0.28999999999999915,793.0,✅ 穩健價值,1433.8500000000001,11.18,59.33%,38.51
