date,eps,price,pe,est_price,gm,eps_yoy,expansion,symbol,advice,rev_yoy,prev_year,prev_eps,prev_rev_yoy,om,prev_eps_yoy,name,status
2026-03,0.15,24.5,14.16184971098266,25.95,30.11%,650.0,306.68,3071.TWO,✅ 穩健價值,343.32,2025,0.57,-5.82,7.94%,-29.63,協禧,🚀 利潤擴張
2026-03,68.8,2135.0,15.26963238449435,2097.2999999999997,N/A,1143.3,293.43999999999994,8299.TWO,✅ 穩健價值,849.86,2025,41.98,23.29,N/A,3.78,群聯,🚀 利潤擴張
2026-03,0.67,34.4000015259,0.0,-2.2499999999999996,N/A,546.67,276.36999999999995,6615.TWO,⚪ 數據不足,270.3,2025,-0.43,-14.91,N/A,-150.59,慧智,🔄 轉虧為盈
2026-03,0.27,44.3499984741,0.0,-9.150000000000002,N/A,640.0,268.97,6282.TW,⚪ 數據不足,371.03,2025,0.18,0.1,N/A,550.0,康舒,🚀 利潤擴張
2026-03,0.38,23.0,0.0,-20.1,N/A,445.45,258.58,8489.TWO,⚪ 數據不足,186.87,2025,-0.76,5.03,N/A,55.83,三貝德,🔄 轉虧為盈
2026-03,4.49,98.5999984741,12.294264148890276,120.3,18.73%,701.79,228.27999999999997,4916.TW,✅ 穩健價值,473.51,2025,1.77,0.89,8.07%,8050.0,事欣科,🚀 利潤擴張
2026-03,2.97,15.6999998093,5.340135989557823,44.1,N/A,518.75,226.35000000000002,4432.TWO,💎 強力關注,292.4,2025,0.88,-3.15,N/A,-66.67,銘旺實,🚀 利潤擴張
2026-03,0.45,9.6300001144,9.826530728979591,14.700000000000001,35.38%,350.0,217.69,4702.TWO,💎 強力關注,132.31,2025,0.88,-61.59,-88.29%,51.72,中美實,🚀 利潤擴張
2026-03,3.8,141.5,4.299604983287754,493.65000000000003,N/A,512.9,215.22999999999996,8478.TW,💎 強力關注,297.67,2025,13.25,5.83,N/A,33.97,東哥遊艇,🚀 利潤擴張
2026-03,0.66,37.3499984741,7.309197353052837,76.65,13.61%,925.0,211.49,1609.TW,💎 強力關注,713.51,2025,1.65,3.39,8.70%,-21.15,大亞,🚀 利潤擴張
2026-03,0.47,22.4500007629,0.0,0.0,19.34%,213.33,186.79000000000002,3717.TW,⚪ 數據不足,26.54,2025,0.08,3.55,7.12%,-80.0,聯嘉投控,🚀 利潤擴張
2026-03,0.33,46.2999992371,0.0,-43.199999999999996,N/A,266.67,185.94,8084.TWO,⚪ 數據不足,80.73,2025,-1.82,-10.9,N/A,-280.2,巨虹,🔄 轉虧為盈
2026-03,2.65,49.5999984741,7.910685562057417,94.05,30.40%,728.13,185.43999999999994,3290.TWO,💎 強力關注,542.69,2025,2.02,18.23,14.85%,25.64,東浦,🚀 利潤擴張
2026-03,0.09,16.1000003815,0.0,-7.95,N/A,550.0,164.05,5460.TWO,⚪ 數據不足,385.95,2025,-0.17,-15.68,N/A,-177.27,同協,🔄 轉虧為盈
2026-03,0.53,0.0,0.0,0.0,N/A,276.67,160.65000000000003,4582.TWO,⚪ 數據不足,116.02,2025,1.54,32.98,N/A,1640.0,未知,🚀 利潤擴張
2026-03,0.53,23.6000003815,0.0,0.0,N/A,276.67,160.65000000000003,4582.TW,⚪ 數據不足,116.02,2025,1.54,32.98,N/A,1640.0,聚恆-創,🚀 利潤擴張
2026-03,0.06,82.5999984741,0.0,-6.6,10.78%,700.0,157.99,2426.TW,⚪ 數據不足,542.01,2025,-0.25,-2.43,-2.91%,-219.05,鼎元,🔄 轉虧為盈
2026-03,0.28,43.2000007629,0.0,-25.049999999999997,56.31%,264.29,156.05,2417.TW,⚪ 數據不足,108.24,2025,-0.19,2.69,8.42%,54.55,圓剛,🔄 轉虧為盈
2026-03,0.28,11.25,160.71428571428558,1.050000000000001,N/A,366.67,152.34,9934.TW,⚠️ 追價風險,214.33,2025,-0.29,-4.25,N/A,-125.22,成霖,🔄 轉虧為盈
2026-03,1.1,64.3000030518,29.906978163627898,32.250000000000014,N/A,323.08,142.32,2732.TWO,⚠️ 追價風險,180.76,2025,1.09,7.13,N/A,-77.02,六角,🚀 利潤擴張
2026-03,1.03,92.5,14.430577223088923,96.15,N/A,442.11,134.17000000000002,6569.TWO,✅ 穩健價值,307.94,2025,2.88,5.8,N/A,-38.68,醫揚,🚀 利潤擴張
2026-03,1.57,119.0,20.987654320987655,85.05,N/A,406.45,133.17000000000002,6166.TW,⚪ 中性觀察,273.28,2025,2.35,17.09,N/A,921.74,凌華,🚀 利潤擴張
2026-03,3.44,2765.0,226.63934426229508,183.0,54.76%,645.65,130.47000000000003,3081.TWO,⚠️ 追價風險,515.18,2025,4.66,82.29,41.27%,884.75,聯亞,🏰 高護城河
2026-03,2.21,62.2000007629,5.422842263548387,172.05,N/A,228.49,115.32000000000001,3356.TW,💎 強力關注,113.17,2025,6.21,-14.96,N/A,-20.59,奇偶,🚀 利潤擴張
2026-03,0.29,63.4000015259,0.0,-7.200000000000001,N/A,383.33,114.74000000000001,6735.TWO,⚪ 數據不足,268.59,2025,0.33,-4.81,N/A,-84.51,美達科技,🚀 利潤擴張
2026-03,-0.02,7.2199997902,0.0,-33.6,102.69%,87.5,109.06,2601.TW,⚪ 數據不足,-21.56,2025,-1.63,-7.78,-12.62%,-365.71,益航,🏰 高護城河
2026-03,0.37,172.5,51.03550295857988,50.699999999999996,N/A,270.0,108.44,7730.TW,⚠️ 追價風險,161.56,2025,1.73,-5.33,N/A,-45.51,暉盛-創,🚀 利潤擴張
2026-03,0.66,6.6799998283,0.0,-40.05,N/A,163.46,96.19000000000001,2911.TW,⚪ 數據不足,67.27,2025,2.15,-16.81,N/A,152.83,麗嬰房,🚀 利潤擴張
2026-03,0.3,23.2999992371,26.781608318505747,13.05,87.57%,150.0,92.64,3083.TWO,⚠️ 追價風險,57.36,2025,0.43,-7.4,12.73%,-46.91,網龍,🏰 高護城河
2026-03,0.49,41.8499984741,14.090908577138045,44.550000000000004,N/A,1080.0,89.48000000000002,6931.TW,✅ 穩健價值,990.52,2025,1.39,14.16,N/A,104.41,青松健康,🚀 利潤擴張
2026-03,0.28,23.1000003815,0.0,-24.299999999999994,16.92%,575.0,88.79000000000002,1599.TWO,⚪ 數據不足,486.21,2025,-0.84,-18.58,-21.33%,-169.49,宏佳騰,🔄 轉虧為盈
2026-03,0.06,63.7000007629,0.0,-18.3,28.91%,166.67,84.69999999999999,4147.TWO,⚪ 數據不足,81.97,2025,-0.61,0.19,-58.34%,17.57,中裕,🔄 轉虧為盈
2026-03,2.78,45.5999984741,6.9938647966411045,97.8,33.66%,186.6,83.63,1339.TW,💎 強力關注,102.97,2025,2.41,-14.02,13.17%,-51.9,昭輝,🚀 利潤擴張
2026-03,0.7,63.2000007629,11.57509171481685,81.9,30.84%,392.86,83.04000000000002,2436.TW,💎 強力關注,309.82,2025,3.02,15.32,3.76%,78.06,偉詮電,🚀 利潤擴張
2026-03,0.64,98.4000015259,32.47524802834984,45.449999999999996,N/A,178.26,81.14999999999999,6756.TW,⚠️ 追價風險,97.11,2025,1.11,-8.83,N/A,-50.67,威鋒電子,🚀 利潤擴張
2026-03,2.34,71.8000030518,13.807692894576926,77.99999999999999,89.44%,136.36,74.29000000000002,3546.TWO,✅ 穩健價值,62.07,2025,1.97,2.09,20.17%,-64.44,宇峻,🏰 高護城河
2026-03,-0.15,83.8000030518,0.0,0.0,N/A,99.93,73.29,7823.TW,⚪ 數據不足,26.64,2025,-1.49,22.72,N/A,96.29,奧義賽博-KY創,🚀 利潤擴張
2026-03,-0.68,12.5,0.0,-96.44999999999999,N/A,-25.93,71.78,6169.TWO,⚪ 數據不足,-97.71,2025,-2.43,19.25,N/A,-99.18,昱泉,🌑 雙重衰退
2026-03,0.3,17.6499996185,0.0,-17.549999999999997,N/A,650.0,71.62,8354.TWO,⚪ 數據不足,578.38,2025,0.14,0.63,N/A,-91.14,冠好,🚀 利潤擴張
2026-03,1.75,90.5,19.05263157894737,71.25,25.49%,386.11,70.21000000000004,4905.TWO,⚪ 中性觀察,315.9,2025,2.76,22.56,0.20%,-5.15,台聯電,🚀 利潤擴張
2026-03,1.02,1550.0,0.0,0.0,N/A,121.74,69.89999999999999,7828.TWO,⚪ 數據不足,51.84,2025,6.33,76.4,N/A,44.08,創新服務,🚀 利潤擴張
2026-03,0.25,15.6499996185,10.228757920588235,22.95,90.85%,127.27,68.69,2889.TW,💎 強力關注,58.58,2025,0.63,4.6,38.94%,3.28,國票金,🏰 高護城河
2026-03,1.41,88.5,5.1633605600933485,257.1,82.18%,107.35,67.19999999999999,4137.TW,💎 強力關注,40.15,2025,7.13,-4.63,20.98%,24.43,麗豐-KY,🏰 高護城河
2026-03,0.06,7.1999998093,0.0,-15.3,54.59%,175.0,64.48,3632.TWO,⚪ 數據不足,110.52,2025,-0.38,-28.72,3.73%,-31.03,研勤,🔄 轉虧為盈
2026-03,0.6,42.7999992371,0.0,0.0,N/A,106.9,63.99000000000001,6986.TWO,⚪ 數據不足,42.91,2025,2.43,2.38,N/A,-24.06,和迅,🚀 利潤擴張
2026-03,0.11,31.1000003815,0.0,-38.1,31.44%,175.0,63.97,4562.TW,⚪ 數據不足,111.03,2025,-1.28,-7.78,-45.46%,-184.44,穎漢,🔄 轉虧為盈
2026-03,-0.27,19.6000003815,0.0,-122.4,93.22%,62.5,63.5,3064.TWO,⚪ 數據不足,-1.0,2025,-3.51,-29.69,-55.72%,-7120.0,泰偉,🏰 高護城河
2026-03,1.34,30.25,4.461651917404129,101.7,N/A,235.0,63.21000000000001,6005.TW,💎 強力關注,171.79,2025,2.64,12.14,N/A,17.33,群益證,🚀 利潤擴張
2026-03,0.84,31.8500003815,47.537314002238816,10.049999999999997,N/A,500.0,61.81999999999999,1533.TW,⚠️ 追價風險,438.18,2025,0.58,19.69,N/A,152.25,車王電,🚀 利潤擴張
2026-03,0.56,25.75,17.166666666666668,22.5,20.98%,600.0,61.76999999999998,1904.TW,⚪ 中性觀察,538.23,2025,0.74,-4.85,7.12%,34.55,正隆,🚀 利潤擴張
2026-03,1.9,81.5999984741,10.750987941251648,113.85,N/A,206.45,56.41999999999999,6208.TWO,💎 強力關注,150.03,2025,2.52,-4.59,N/A,-26.32,日揚,🚀 利潤擴張
2026-03,1.46,28.25,5.860995850622406,72.30000000000001,N/A,204.17,55.839999999999975,4747.TWO,💎 強力關注,148.33,2025,1.19,-6.81,N/A,-36.9,強生,🚀 利潤擴張
2026-03,0.13,69.5,0.0,-18.45,N/A,244.44,55.43000000000001,8040.TWO,⚪ 數據不足,189.01,2025,-0.6,2.65,N/A,49.15,九暘,🔄 轉虧為盈
2026-03,2.62,32.3499984741,1.7755213213007683,273.29999999999995,41.95%,239.47,54.05000000000001,4123.TWO,💎 強力關注,185.42,2025,12.33,-6.28,-106.23%,905.92,晟德,🚀 利潤擴張
2026-03,-1.43,73.0999984741,0.0,0.0,N/A,-2.96,52.519999999999996,6934.TW,⚪ 數據不足,-55.48,2025,-3.92,-29.22,N/A,-48.08,心誠鎂,🌑 雙重衰退
2026-03,3.29,118.5,7.036817102137768,252.6,N/A,147.37,51.74000000000001,6574.TWO,💎 強力關注,95.63,2025,6.82,6.51,N/A,66.34,霈方,🚀 利潤擴張
2026-03,7.68,0.0,0.0,0.0,N/A,139.49,47.56,7711.TW,⚪ 數據不足,91.93,2025,13.04,182.72,N/A,38.44,永擎,🚀 利潤擴張
2026-03,1.01,38.4500007629,18.136792812688675,31.8,N/A,406.06,46.579999999999984,3287.TWO,⚪ 中性觀察,359.48,2025,1.5,23.54,N/A,-36.17,廣寰科,🚀 利潤擴張
2026-03,0.03,23.6499996185,2.420675498311157,146.54999999999998,N/A,112.5,45.849999999999994,9949.TWO,💎 強力關注,66.65,2025,5.29,-17.0,N/A,544.54,琉園,🚀 利潤擴張
2026-03,0.46,75.8000030518,6.597041170739774,172.35,N/A,55.17,39.24,6620.TWO,💎 強力關注,15.93,2025,4.85,108.17,N/A,31.64,漢達,🚀 利潤擴張
2026-03,0.08,72.0999984741,0.0,-30.6,20.64%,300.0,35.860000000000014,2388.TW,⚪ 數據不足,264.14,2025,0.12,-40.0,-8.17%,-93.75,威盛,🚀 利潤擴張
2026-03,1.19,63.0999984741,11.556776277307693,81.9,50.66%,190.24,34.20000000000002,3556.TWO,💎 強力關注,156.04,2025,2.15,1.24,14.95%,-5.7,禾瑞亞,🏰 高護城河
2026-03,0.87,39.4500007629,0.0,0.0,N/A,42.62,32.379999999999995,7821.TW,⚪ 數據不足,10.24,2025,2.99,19.28,N/A,91.67,神數,🚀 利潤擴張
2025-12,11.94,0.0,0.0,0.0,35.24%,34.92,28.590000000000003,2072.TWO,⚪ 數據不足,6.33,2025,7.56,15.19,30.89%,-17.2,未知,🚀 利潤擴張
2026-03,-0.36,75.0,0.0,-70.05,N/A,23.4,27.259999999999998,6794.TW,⚪ 數據不足,-3.86,2025,-1.89,-5.58,N/A,-13.21,向榮生技,🧐 疑業外收益
2026-03,0.11,8.4099998474,0.0,-28.950000000000003,23.39%,450.0,27.04000000000002,1467.TW,⚪ 數據不足,422.96,2025,-0.45,2.23,1.90%,-197.83,南緯,🔄 轉虧為盈
2026-03,1.62,290.0,0.0,0.0,N/A,42.86,26.23,7768.TW,⚪ 數據不足,16.63,2025,3.24,3.08,N/A,-27.83,頌勝科技,🚀 利潤擴張
2026-03,1.62,0.0,0.0,0.0,N/A,42.86,26.23,7768.TWO,⚪ 數據不足,16.63,2025,3.24,3.08,N/A,-27.83,未知,🚀 利潤擴張
2026-03,4.33,0.0,0.0,0.0,21.29%,38.11,25.689999999999998,1623.TW,⚪ 數據不足,12.42,2025,13.61,20.5,16.93%,11.37,大東電,🚀 利潤擴張
2026-03,1.08,62.4000015259,8.863636580383522,105.6,80.00%,83.05,20.689999999999998,2885.TW,💎 強力關注,62.36,2025,2.74,6.4,33.03%,-1.08,元大金,🏰 高護城河
2026-03,0.32,30.6499996185,13.744394447757848,33.45,N/A,45.45,19.960000000000004,5604.TWO,✅ 穩健價值,25.49,2025,0.85,0.36,N/A,-66.0,中連,🚀 利潤擴張
2026-03,0.89,15.8000001907,9.634146457743903,24.599999999999998,N/A,470.83,19.539999999999964,6015.TWO,💎 強力關注,451.29,2025,0.76,0.56,N/A,-11.63,宏遠證,🚀 利潤擴張
2026-03,-0.19,12.0,0.0,-30.900000000000002,N/A,45.71,18.900000000000002,5202.TWO,⚪ 數據不足,26.81,2025,-0.61,-8.35,N/A,-134.86,力新,🚀 利潤擴張
2026-03,0.55,39.25,8.315677966101696,70.8,97.25%,41.03,18.060000000000002,2880.TW,💎 強力關注,22.97,2025,1.9,4.06,45.93%,13.1,華南金,🏰 高護城河
2026-03,0.31,100.5,154.6153846153846,9.75,31.93%,234.78,17.97999999999999,3581.TWO,⚠️ 追價風險,216.8,2025,0.81,13.9,8.13%,35.0,博磊,🚀 利潤擴張
2026-03,0.2,12.1000003815,7.202381179464284,25.200000000000003,89.95%,33.33,17.229999999999997,2836.TW,💎 強力關注,16.1,2025,0.68,14.52,32.37%,28.3,高雄銀,🏰 高護城河
2026-03,1.67,435.0,543.75,11.999999999999998,N/A,331.43,15.160000000000025,4991.TWO,⚠️ 追價風險,316.27,2025,0.15,25.43,N/A,107.11,環宇-KY,🚀 利潤擴張
2026-03,0.42,34.9000015259,0.0,0.0,N/A,10.53,12.35,7819.TWO,⚪ 數據不足,-1.82,2025,2.91,10.14,N/A,14.12,精誠金融,🧐 疑業外收益
2026-03,0.69,31.0,8.136482939632547,57.14999999999999,78.38%,34.04,12.0,2883.TW,💎 強力關注,22.04,2025,1.74,-12.26,39.14%,-10.99,凱基金,🏰 高護城河
2026-03,-0.53,29.7999992371,0.0,-109.2,N/A,52.29,10.350000000000001,6657.TW,⚪ 數據不足,41.94,2025,-2.92,-0.97,N/A,-14.12,華安,🚀 利潤擴張
2026-03,7.98,2200.0,34.821145932257046,947.7,100.00%,29.13,9.14,3529.TWO,⚠️ 追價風險,19.99,2025,25.6,6.74,60.64%,4.19,力旺,🏰 高護城河
2026-03,0.23,25.5,0.0,-14.25,24.77%,283.33,8.629999999999995,1236.TW,⚪ 數據不足,274.7,2025,-0.43,-8.31,-4.59%,-53.57,宏亞,🔄 轉虧為盈
2026-03,0.25,20.9500007629,0.0,-89.10000000000001,27.77%,153.49,7.890000000000015,1598.TW,⚪ 數據不足,145.6,2025,-3.35,-15.19,-13.99%,-827.91,岱宇,🔄 轉虧為盈
2026-03,0.39,62.2999992371,6.86879815183021,136.05,N/A,56.0,7.82,8272.TWO,✅ 穩健價值,48.18,2025,4.66,15.86,N/A,24.93,全景軟體,🚀 利潤擴張
2026-03,0.11,23.8999996185,26.555555131666665,13.5,84.77%,37.5,7.48,2901.TW,⚠️ 追價風險,30.02,2025,0.38,-2.15,20.24%,-7.32,欣欣,🏰 高護城河
2026-03,-0.19,0.0,0.0,0.0,N/A,-5.56,5.7299999999999995,4178.TWO,⚪ 數據不足,-11.29,2025,-0.92,-3.6,N/A,14.95,未知,🌑 雙重衰退
2026-03,-0.19,17.2999992371,0.0,0.0,N/A,-5.56,5.7299999999999995,4178.TW,⚪ 數據不足,-11.29,2025,-0.92,-3.6,N/A,14.95,永笙-KY,🌑 雙重衰退
2026-03,1.5,27.8999996185,6.580188589268868,63.6,N/A,114.29,5.1200000000000045,6195.TWO,✅ 穩健價值,109.17,2025,0.99,-3.57,N/A,-38.13,詩肯,🚀 利潤擴張
2026-03,0.63,46.8499984741,7.642740370978793,91.94999999999999,83.45%,16.67,4.100000000000001,2886.TW,✅ 穩健價值,12.57,2025,2.36,-1.77,33.61%,0.85,兆豐金,🏰 高護城河
2026-03,0.07,38.0,77.55102040816327,7.35,73.82%,16.67,3.8000000000000025,3094.TW,⚠️ 追價風險,12.87,2025,0.25,13.2,-7.29%,41.18,聯傑,🏰 高護城河
2026-03,0.24,65.1999969482,0.0,-22.2,N/A,300.0,3.490000000000009,4939.TWO,⚪ 數據不足,296.51,2025,-0.43,-8.05,N/A,-326.32,亞電,🔄 轉虧為盈
2026-03,0.73,45.0999984741,0.0,0.0,N/A,5.8,3.3499999999999996,7839.TWO,⚪ 數據不足,2.45,2025,2.56,8.14,N/A,18.52,達人網,🚀 利潤擴張
2026-03,-0.25,37.9000015259,46.79012534061729,12.149999999999999,N/A,35.9,3.0700000000000003,7777.TWO,⚠️ 追價風險,32.83,2025,0.58,15.88,N/A,-16.92,能率亞洲,🚀 利潤擴張
2026-03,0.89,29.7999992371,4.454409452481315,100.35000000000001,64.17%,71.15,2.25,2941.TWO,✅ 穩健價值,68.9,2025,2.35,12.71,2.03%,-27.47,米斯特,🏰 高護城河
2026-03,0.28,10.25,5.890804597701149,26.1,91.47%,38.89,2.030000000000001,2897.TW,✅ 穩健價值,36.86,2025,0.61,-2.09,32.72%,-35.48,王道銀行,🏰 高護城河
2026-03,-0.26,25.1499996185,0.0,-73.20000000000002,N/A,43.18,0.9399999999999977,4190.TW,⚪ 數據不足,42.24,2025,-1.59,1.27,N/A,67.52,佐登-KY,🚀 利潤擴張
